1
2
4
7
8
10
12
13
15
17
19
23
27
30
32
35
38
39
41
45
48
50
53
58
59
64
68
71
76
83
85
89
97
104
105
110
113
116
137
142
153
155
172
176
177
190
196
197
214
223
