citingpaperid,citedpaperID,cite_function,num_Occur,cross_correlation,window_cross_correlation,year_diff,citingpaper_citation_count,citedpaper_citation_count,self_cite,similarity,jaccard_cocitation,jaccard_bibcoupling,average_section_citation,average_subsection_citation,average_sentence_citation,min_relative_pos_section,maxminusmin_relative_pos_section,min_relative_pos_subsection,maxminusmin_relative_pos_subsection,min_relative_pos_sentence,maxminusmin_relative_pos_sentence,cite_times_in_Abstract,cite_times_in_Introduction,cite_times_in_Related_Work,cite_times_in_Motivation,cite_times_in_Method,cite_times_in_Experiment,cite_times_in_Evaluation,cite_times_in_Conclusion,cite_times_in_Acknowledgement,key_phrase_1,key_phrase_2,key_phrase_3,key_phrase_4,key_phrase_5,key_phrase_6,key_phrase_7,key_phrase_8
J87-3002,P84-1075,Others,2,\N,0.891042111,3,65,113,0,0.236308011,0.014705882,0,3,3,0,0.181818182,0.363636364,0.052631579,0.009868421,1.688845401,0.069978128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J90-3003,P86-1022,Extends,0,\N,\N,4,119,14,0,0.305388421,0.04,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
J90-3003,P87-1023,Others,1,-0.037762115,-0.958706236,3,119,75,0,0.459041661,0,0,5,5,0.5,0.307692308,0,0.865546218,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J90-3003,P87-1020,Others,1,\N,\N,3,119,8,0,0.141852736,0,0,11.5,11.5,11.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J91-2003,1997.eamt-1.1,Others,0,\N,\N,,41,2,0,0.351284162,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
J91-2003,H92-1086,Others,0,\N,\N,,41,25,0,0.178938976,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
J91-2003,J87-3005,Extends,0,\N,0.736635108,4,41,96,1,0.060350091,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
J91-2003,P87-1001,Others,1,\N,-0.602216301,4,41,91,0,0.172778323,0,0.166666667,25.5,8.5,0,0.2,0,0.11827957,0,1.350877193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J91-2003,P87-1021,Others,1,\N,-0.642907085,4,41,42,0,0.077154255,0,0.1,25.5,8.5,0,0.2,0,0.11827957,0,1.502923977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J92-1004,H89-1012,Others,1,\N,\N,3,332,8,0,0.402686794,0,0,1,1,1,0,0,0.290909091,0,1.251572327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J92-1004,J86-3002,Others,1,\N,-0.798485627,6,332,75,0,0.23288882,0,0,10,2,0,0.25,0,0.89,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J92-1004,H91-1014,Others,0,\N,\N,1,332,17,1,0.286873291,0.033333333,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
J92-1004,P85-1022,Others,0,\N,\N,7,332,32,0,0.204888547,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
J92-1004,H89-1017,Others,1,\N,\N,3,332,5,0,0.379446318,0,0,1,1,1,0,0,0.290909091,0,1.899371069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J92-1004,H89-2018,Others,0,\N,\N,3,332,22,1,0.151126669,0.015873016,0.111111111,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
J92-1004,H89-1027,Others,0,\N,0.873636009,3,332,78,1,0.091225651,0.044117647,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
J97-4003,W96-0303,Others,1,\N,0.519875245,1,26,13,0,0.412406149,0.111111111,0,14,1.5,-0.5,0.285714286,0,0.274193548,0,1.010600707,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J97-4003,C96-1029,Others,0,\N,\N,1,26,7,0,0.481769637,0,0.066666667,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
J97-4003,J91-3003,Others,1,\N,-0.253108799,6,26,36,0,0.466340732,0.066666667,0.052631579,5,-0.5,-0.5,0.571428571,0,0,0,1.355932203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J97-4003,C90-3052,Others,1,\N,-0.739795443,7,26,60,0,0.398921956,0,0,5,2.5,0.5,0.571428571,0,0.2,0,1.852589641,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J97-4003,C96-1076,Others,1,\N,\N,1,26,8,0,0.196521602,0,0.117647059,14,0.5,0,0.285714286,0,0.869565217,0,1.709251101,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
J97-4003,C96-1092,Others,1,\N,\N,1,26,5,0,0.504208313,0,0.111111111,14,1,-0.5,0.285714286,0,0.166666667,0,1.014218009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J97-4003,W89-0203,Others,1,\N,\N,8,26,40,0,0.175196916,0,0,14,0.5,0,0.285714286,0,0.869565217,0,1.488986784,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
J97-4003,J97-4003,Others,0,\N,1,0,26,26,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
J97-4003,C94-2131,Others,1,\N,\N,3,26,1,0,0.545349081,0,0,5,1,1,0.571428571,0,0,0,1.504201681,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J97-4003,J83-1006,Others,0,\N,\N,14,26,,,0.011341767,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
J97-4003,P85-1021,Others,0,\N,\N,12,26,34,0,0.414375134,0,0.055555556,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
K15-1001,W02-1001,Others,1,\N,\N,13,3,1748,0,0.309909318,0,0.03030303,23.5,6.5,0,0.5,0,0.357664234,0,1.932835821,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15-1001,P07-2045,Others,1,\N,\N,8,3,3819,0,0.170944466,0.000754148,0.027777778,23.5,6.5,0,0.5,0,0.430656934,0,1.795238095,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15-1001,P03-1021,Others,1,\N,\N,12,3,2362,0,0.256190398,0.000614628,0,4.5,4.5,4.5,-2,0,-2,0,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15-1002,D08-1031,Others,4,0.207513057,0.925583373,7,17,209,1,0.20387169,0.041666667,0.161290323,6.4,5.6,0.2,0.142857143,0.428571429,0.016949153,0.449717514,1.246153846,0.577745525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15-1002,D13-1057,Others,4,0.251940907,0.688020916,2,17,36,1,0.161188717,0.04,0.229166667,6.8,6,0.6,0.142857143,0.428571429,0.222222222,0.723723724,1.301435407,0.380382775,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
K15-1002,J03-4003,Others,0,0.405286402,0.985434141,12,17,1641,0,0.133962051,0.002832861,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
K15-1002,N07-1011,Others,1,0.142098887,0.653734407,8,17,140,0,0.181663899,0.022727273,0.088235294,6.5,4.5,0,0.428571429,0,0.016949153,0,1.672955975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15-1002,Q14-1037,Others,3,0.848920967,0.960341657,1,17,122,0,0.201822828,0.009259259,0.153846154,10.5,8.5,0.25,0.428571429,0.142857143,0.254237288,0.457627119,1.503267974,0.191899312,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1
K15-1002,N06-2015,Others,1,0.485210919,0.890871452,9,17,537,0,0.239376836,0.008,0,6.5,1,0,0.428571429,0,0.955555556,0,1.851351351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15-1002,W12-4501,Others,1,0.422466743,0.525744807,3,17,255,0,0.21031893,0.033112583,0.109375,6.5,4.5,-0.5,0.428571429,0,0.033898305,0,1.572413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15-1002,W09-1119,Others,2,0.528147134,0.625029204,6,17,829,1,0.211274231,0.003030303,0,9.333333333,5.666666667,-0.333333333,0.428571429,0.142857143,0.088888889,0.355555556,1,0.900735294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15-1003,J07-4004,Others,1,\N,\N,8,2,324,0,0.397260289,0,0.012820513,18,18,-0.5,0.25,0,0.217821782,0,1.808510638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15-1003,D12-1075,Others,1,\N,\N,3,2,19,1,0.266876213,0,0.103448276,18,18,0,0.25,0,0.48019802,0,1.489010989,0,1,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0
K15-1003,W14-1615,Extends,4,\N,\N,1,2,4,1,0.41646053,0,0.242424242,29.4,29.4,-0.2,0.25,0,0.143564356,0.554455446,1.5,0.3984375,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
K15-1003,N07-1018,Others,3,\N,\N,8,2,164,0,0.111566343,0,0,27.5,27.5,0,0.25,0,0.118811881,0.514851485,1.425438596,0.272974102,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
K15-1003,P02-1017,Others,3,\N,\N,13,2,167,0,0.477375292,0,0,27.5,27.5,0,0.25,0,0.084158416,0.900990099,1,0.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15-1003,D14-1107,Others,1,\N,\N,1,2,59,0,0.302557837,0,0.040816327,18,18,-0.5,0.25,0,0.212871287,0,1.074626866,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
K15-1003,J93-2004,Others,1,\N,\N,22,2,5647,0,-0.00225986,0,0,18,18,2,0.25,0,0.688118812,0,1.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15-1003,D07-1071,Others,1,\N,\N,8,2,317,0,0.416947526,0,0,18,18,-0.5,0.25,0,0.925742574,0,1.438461538,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N01-1001,P96-1027,Others,0,0.547111019,-0.942845962,5,54,128,0,0.437911313,0.011764706,0.014925373,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
N01-1001,A00-2023,Others,0,0.692711199,0.991017398,1,54,161,0,0.321318471,0.055555556,0.061538462,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
N01-1002,W00-1425,Others,0,\N,\N,1,18,20,1,0.36263697,0.05,0.071428571,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
N01-1002,W00-1415,Others,0,\N,\N,1,18,3,1,0.331952418,0,0.1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
N01-1002,P00-1019,Others,0,\N,\N,1,18,13,0,0.396311739,0.058823529,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
N01-1003,J05-1003,Others,0,\N,\N,,101,327,0,0.189849671,0.011976048,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
N01-1003,W98-1415,Others,2,0.270715901,-0.715829133,3,101,58,0,0.151406016,0.064516129,0,2,2,0.333333333,0.4,0.3,0.166666667,0.19047619,1.536,0.217968254,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
N01-1003,P97-1026,Others,1,0.257940325,0.891056385,4,101,103,0,0.387484784,0.02739726,0.043478261,2,2,2,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N01-1006,P98-1029,Others,0,0.757259994,0.89931566,3,193,119,0,0.198503256,0.033333333,0.105263158,1,0,-0.5,0.555555556,0,0.142857143,0,1.832116788,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N01-1006,P00-1036,Others,0,0.590105715,0.943242218,1,193,117,0,0.180785718,0.012987013,0.2,2,1,-0.2,0.111111111,0.444444444,0.457142857,0.451948052,1.074561404,0.84886202,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
N01-1009,J91-4003,Others,0,\N,\N,10,28,0,0,0.306603944,0.017094017,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
N01-1010,W00-0104,Extends,1,\N,\N,1,16,1,1,0.742935501,0,0.272727273,1.5,0,-0.5,0.3,0,0.052631579,0,1.895061728,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
N01-1011,A00-2009,Others,1,0.767005829,-0.931551642,1,117,132,1,0.366940324,0.107692308,0.166666667,3.5,3.5,-0.5,0.5,0,0.625,0,1.24822695,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N01-1012,W98-0708,Others,0,\N,\N,3,20,13,1,0.338388246,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
N01-1013,W95-0103,Others,0,\N,\N,6,26,52,0,0.10235955,0.02173913,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
N01-1013,J93-1003,Others,0,\N,\N,8,26,0,0,0.166247916,0.005899705,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
N01-1013,J98-2002,Others,0,\N,0.335547183,3,26,168,0,0.381782405,0.058139535,0.039215686,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
N01-1013,P93-1024,Others,0,\N,0.66348559,8,26,967,0,0.371497948,0.041860465,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
N01-1013,P99-1014,Others,0,\N,-0.980137906,2,26,138,0,0.173182027,0.083333333,0.052631579,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
N01-1024,W00-0712,Extends,6,0.124888748,-0.837240034,1,107,201,1,0.574247427,0.164705882,0.333333333,14.42857143,1.142857143,-0.142857143,0.25,0,0,0.833333333,1.280769231,0.501839465,6,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0
N04-2004,P98-1013,Others,1,\N,\N,6,1,1843,0,0.196232016,0.001242236,0,5,2,0,0.166666667,0,0.391304348,0,1.724137931,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N04-2004,P01-1017,Others,1,\N,\N,3,1,296,0,0.030580543,0,0.052631579,5,2,0,0.166666667,0,0.260869565,0,1.369158879,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N04-2004,P81-1022,Others,0,\N,\N,23,1,0,0,0.043232301,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
N04-2004,2000.iwpt-1.13,Others,1,\N,\N,4,1,,0,0.076806317,0,0,2,2,0.5,0.5,0,0.05,0,1.838095238,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N04-2004,J94-3013,Others,0,\N,\N,10,1,,0,0.114760873,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
N04-2004,W01-1814,Extends,2,\N,\N,3,1,6,0,0.346605092,0,0,3,3,0.333333333,0.5,0,0.05,0.55,1,0.919047619,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N04-2004,J91-4003,Others,2,\N,\N,13,1,0,0,0.195170906,0.01,0.052631579,5,3,1.333333333,0.166666667,0.166666667,0.214285714,0.054945055,1.82231405,0.03268595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N10-1084,P01-1008,Others,1,0.775548966,0.981110427,9,30,398,0,0.435030298,0,0,10.5,0.5,-0.5,0.25,0,0.882352941,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N10-1084,D08-1021,Others,2,0.753528345,0.91396835,2,30,159,0,0.501173455,0.019047619,0.033333333,14.33333333,1,0.333333333,0.25,0,0.117647059,0,1.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N10-1084,J07-4004,Others,1,0.674472551,0.832517171,3,30,324,1,0.20928047,0.013953488,0.015151515,10.5,0,-0.5,0.25,0,0.910714286,0,1.106796117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N10-1084,P79-1022,Others,0,\N,\N,31,30,21,0,-0.095275736,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
N12-1010,W11-2036,Extends,1,\N,\N,1,13,3,1,0.322754669,0,0,28.5,4.5,-0.5,0.25,0,0.125,0,1.314855876,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N13-1036,P07-2045,Others,1,0.672220372,0.783873439,6,24,3819,0,0.117726168,0.002255639,0.117647059,17,4,-0.5,0.333333333,0,0.12195122,0,1.181415929,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N13-1036,J03-1002,Others,1,0.703598301,0.796212824,10,24,3252,0,0.041752872,0.003203417,0,17,4,-0.5,0.333333333,0,0.158536585,0,1.698630137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N13-1036,W11-2602,Others,7,0.887097598,0.845671375,2,24,59,1,0.5156707,0.15,0.611111111,30.5,11.5,1.375,0.333333333,0,0.180555556,0.758838384,1.291457286,0.455164335,7,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0
P00-1001,P83-1019,Others,1,\N,\N,17,0,125,0,0.135529508,0,0,14,14,1,0.25,0,0.361538462,0,1.581280788,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P00-1004,P96-1021,Others,0,\N,\N,4,14,173,0,0.347816253,0.012345679,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P00-1006,J96-1002,Others,0,\N,-0.992889731,4,29,2716,0,0.291163014,0.008278146,0.083333333,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P00-1007,W99-0629,Others,0,\N,\N,1,5,63,0,0.238706531,0,0.315789474,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P00-1007,P97-1003,Others,0,\N,\N,3,5,690,0,0.256307355,0,0.095238095,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P00-1007,W99-0707,Others,0,\N,\N,1,5,135,0,0.401093202,0,0.2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P00-1007,J93-1005,Others,0,\N,\N,7,5,420,0,0.32843595,0,0.066666667,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P00-1007,P95-1037,Others,0,\N,\N,5,5,508,0,0.192466744,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P00-1007,W97-0301,Others,0,\N,\N,3,5,72,0,0.267532837,0,0.052631579,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P00-1007,W98-1117,Others,0,\N,\N,2,5,10,0,0.320779193,0,0.083333333,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P00-1012,W99-0606,Others,1,0.504322137,0.900632606,1,60,113,0,0.00978134,0,0,5,5,5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P00-1012,P98-1116,Others,1,0.692015781,0.952919206,2,60,349,0,0.121315447,0.015075377,0,2,2,0,0.333333333,0,0.226190476,0,1.231638418,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P00-1012,W98-1426,Others,1,0.427060904,0.979050882,2,60,121,0,0.257523957,0.04,0.25,2,2,0,0.333333333,0,0.226190476,0,1.231638418,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P00-1012,P93-1024,Others,1,0.56710523,0.727556679,7,60,967,0,0.227995593,0.004310345,0,5,5,5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P00-1012,P99-1018,Others,2,0.850235475,0.970494959,1,60,47,0,0.512195786,0.41025641,0.166666667,3,3,-0.333333333,0.333333333,0,0.345238095,0.095238095,1,0.472222222,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P02-1001,knight-al-onaizan-1998-translation,Others,1,0.639147529,0.884181783,4,125,139,0,0.233224487,0.041666667,0,2.5,2.5,0,0.25,0,0.281690141,0,1.887417219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P02-1001,P96-1031,Others,1,\N,\N,6,125,0,0,0.30850395,0,0,13,13,0,0.5,0,0.054187192,0,1.384044527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P02-1001,J00-1003,Others,1,0.31081529,-0.863935355,2,125,86,0,0.314716673,0.013333333,0,13,13,0,0.5,0,0.108374384,0,1.279475983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P02-1001,P96-1029,Others,1,0.187467783,-0.918558654,6,125,96,0,0.314959284,0.016666667,0.076923077,13,13,0,0.5,0,0.054187192,0,1.512059369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P06-1012,W02-1006,Others,1,0.267769158,-0.955618934,4,54,214,1,0.236384357,0.011363636,0.095238095,5.5,0.5,-0.5,0.5,0,0,0,1.532663317,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0
P07-1007,W02-1006,Extends,1,0.487542875,0.840548475,5,94,214,1,0.115342373,0.027522936,0.086956522,1.5,1.5,1.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07-1068,N04-1038,Others,1,0.510710129,0.71728052,3,46,70,0,0.258393249,0.01754386,0.068965517,2,2,1,0.25,0,0.454545455,0,1.938730853,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07-1068,W99-0613,Others,1,0.526744007,0.830140102,8,46,718,0,0.227882088,0.009259259,0.076923077,6,6,6,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07-1068,P06-1060,Others,1,\N,-0.829156198,1,46,20,0,0.215189254,0.058823529,0,6,6,6,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07-1068,C92-2082,Others,1,0.453786472,-0.715484616,15,46,2618,0,0.02405146,0.001582278,0,3.5,-0.5,-0.5,0.625,0,0.102564103,0,1.928301887,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
P07-1068,H05-1003,Others,1,\N,0.542965303,2,46,33,0,0.135024529,0.026315789,0.192307692,2,2,1,0.25,0,0.454545455,0,1.498905908,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07-1068,N04-1037,Others,1,0.355255604,0.869950238,3,46,62,0,0.308648857,0.085106383,0,6,6,6,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07-1068,P98-2127,Others,1,0.417660561,0.750793314,9,46,1462,0,0.198736814,0.001788909,0,6,6,6,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07-1068,M98-1006,Others,1,\N,0.868744486,9,46,45,0,0.159288241,0.027777778,0.08,6,6,6,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07-1068,P04-1018,Others,1,0.316235076,0.678387431,3,46,196,0,0.180147374,0.038461538,0.2,0,0,-0.5,0.375,0,0.454545455,0,1.48241206,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07-1068,J05-3004,Others,1,0.172873593,-0.880704846,2,46,55,0,0.160909699,0.051282051,0.142857143,2,2,0,0.25,0,0.636363636,0,1.932017544,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07-1068,P02-1014,Others,1,0.609784024,0.886887177,5,46,559,1,0.336831438,0.038135593,0.074074074,3.5,3,0,0.625,0,0.107142857,0,1.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07-1068,N06-1025,Others,2,0.592105659,0.86158532,1,46,209,0,0.514919164,0.074074074,0.235294118,4,3.666666667,0.666666667,0.25,0.375,0.035714286,0.418831169,1.050251256,0.719989444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07-1068,J01-4004,Others,4,0.580258077,0.895807259,6,46,801,0,0.258669388,0.036144578,0,5.6,5,0.4,0.25,0.375,0.089285714,0.547077922,1.094827586,0.786751361,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
