139202495	2109300365	0.5
1514757139	5320521	0.5
151855835	132217605	0.5
151855835	1916258859	0.5
151855835	1968606833	0.5
151855835	1975549305	0.5
151855835	2054514509	0.5
1524294845	1975431506	0.5
1524294845	2054514509	0.5
1540362173	1508926539	0.5
1819533518	2087822702	0.5
1916258859	132217605	0.5
1916258859	1968606833	0.5
1958570116	1916258859	0.5
1958570116	2008565899	0.5
1958570116	2041180892	0.5
1958570116	2140055604	0.5
1968606833	2296458221	0.5
1975431506	1916258859	0.5
1975431506	1968606833	0.5
1975431506	1975549305	0.5
1975431506	2032127253	0.5
1975431506	2054514509	0.5
1975549305	132217605	0.5
1975549305	2008565899	0.5
1975549305	2054514509	0.5
1981997246	1984377177	0.5
1984377177	1981997246	0.5
2002352982	2112022568	0.5
2002352982	5320521	0.5
2003500686	2296458221	0.5
2008565899	1968606833	0.5
2008565899	2119675572	0.5
2008565899	2124398102	0.5
2008565899	2296458221	0.5
2014054353	2109300365	0.5
2014054353	2146211964	0.5
2021295569	2100172732	0.5
2021295569	2111405580	0.5
2032127253	1975549305	0.5
2041180892	1519460759	0.5
2041180892	2112022568	0.5
2041834681	2295033107	0.5
2045802085	1968606833	0.5
2045802085	2002352982	0.5
2045802085	2008565899	0.5
2045802085	2054514509	0.5
2045802085	2296458221	0.5
2045970339	1552283367	0.5
2045970339	2124398102	0.5
2045970339	2135845664	0.5
2045970339	2296458221	0.5
2054514509	1968606833	0.5
2054514509	2002352982	0.5
2054514509	2124398102	0.5
2054514509	2296458221	0.5
2080291321	151855835	0.5
2080291321	1916258859	0.5
2080291321	1975549305	0.5
2080291321	2054514509	0.5
2088914994	2021295569	0.5
2091095338	1514757139	0.5
2091095338	1519460759	0.5
2091095338	2002352982	0.5
2096876644	2041180892	0.5
2096876644	2058658095	0.5
2096876644	2106463421	0.5
2096876644	2112022568	0.5
2106463421	2112022568	0.5
2106463421	2137596716	0.5
2108563232	2112022568	0.5
2112022568	5320521	0.5
2114049147	2096876644	0.5
2119675572	1968606833	0.5
2119675572	2124398102	0.5
2119675572	2296458221	0.5
2134021315	2112022568	0.5
2134650152	2160642151	0.5
2134650152	2170203814	0.5
2134760558	2124398102	0.5
2134760558	2158718916	0.5
2135845664	1552283367	0.5
2135933483	1519460759	0.5
2135933483	2002352982	0.5
2135933483	2091095338	0.5
2137596716	2112022568	0.5
2137972841	1508926539	0.5
2137972841	1540362173	0.5
2137972841	1968606833	0.5
2144388841	2003500686	0.5
2144388841	2032127253	0.5
2146211964	2109300365	0.5
2147649629	1519460759	0.5
2147649629	2112022568	0.5
2148130403	2112022568	0.5
2150284667	2002352982	0.5
2150284667	2112022568	0.5
2150284667	2134021315	0.5
2154113718	2135866194	0.5
2156991838	1540362173	0.5
2156991838	2041180892	0.5
2156991838	2112022568	0.5
2160642151	2135866194	0.5
2197647726	2087822702	0.5
2198282235	2087822702	0.5
2272656217	6804174	0.5
2296458221	2002352982	0.5
2401760721	2014054353	0.5
2401760721	2146211964	0.5
2489337297	2160642151	0.5
2489337297	2170203814	0.5
2496500812	1508926539	0.5
2668937683	2025367667	0.5
2756075574	1524294845	0.5
2756075574	1585030920	0.5
2756075574	2112022568	0.5
2768087169	1972756559	0.5
2793384348	2962969084	0.5
5320521	2112022568	0.5
