authorID,name,name_MAG,authorID_MAG,PaperCount_ARC,CitationCount_ARC,hIndex_ARC,PaperCount_MAG_NLP,CitationCount_MAG_NLP,hIndex_MAG_NLP,authorRank,PaperCount_ACL,FellowType
"14367","kiril simov","kiril simov","214090688","60","302","10","92","549","12","318","0",\N
"14511","tomek strzalkowski","tomek strzalkowski","383848825","60","579","13","72","1007","18","319","6",\N
"14528","ari rappoport","ari rappoport","2037811987","60","1640","20","76","2111","22","320","20",\N
"1474","giuseppe carenini","giuseppe carenini","1132515649","60","1012","19","58","1279","22","321","5",\N
"1524","barbara eugenio","barbara eugenio","2166954283","60","809","15","89","1412","19","322","9",\N
"2644","richard johansson","richard johansson","2097970814","60","1772","18","74","1885","19","323","1",\N
"267","liviu dinu","liviu dinu","2132722226","60","201","8","66","312","10","324","0",\N
"28438","rafael banchs",\N,\N,"60","849","14",\N,\N,"-1","325","1",\N
"3013","detmar meurers",\N,\N,"60","687","15",\N,\N,"-1","326","2",\N
"3518","george foster","george foster","2326184822","60","1932","20","74","2779","25","327","5",\N
"3252","sameer singh","sameer singh","2279876130","59","2540","15","54","2669","17","328","14",\N
"856","james henderson","james henderson","2511339495","59","1004","18","75","1338","21","329","10",\N
"9871","simone ponzetto","simone ponzetto","2252270924","59","1147","15","95","3138","18","330","3",\N
"4187","zhaopeng tu","zhaopeng tu","2126985900","59","425","13","76","729","15","331","9",\N
"24687","jerry hobbs","jerry hobbs","2220962793","59","1699","19","99","5543","30","332","8","3:2013,"
"2274","katrin erk","katrin erk","1970995118","59","1800","23","84","2184","25","333","7",\N
"1071","jason baldridge","jason baldridge","2147235967","59","1592","19","83","2227","24","334","11",\N
"1132","nanyun peng","nanyun peng","2147504447","59","282","9","60","468","12","335","4",\N
"154","monojit choudhury","monojit choudhury","2162966668","59","502","13","81","919","16","336","6",\N
"1561","smaranda muresan","smaranda muresan","2041095597","59","765","9","58","943","14","337","6",\N
"15895","takehito utsuro","takehito utsuro","126031356","59","432","11","93","817","14","338","1",\N
"11076","kalina bontcheva","kalina bontcheva","7476036","58","1344","19","106","4298","27","339","1",\N
"14084","guy lapalme","guy lapalme","2113271024","58","775","14","84","1233","19","340","0",\N
"6420","shuming shi","shuming shi","2105557964","58","405","11","69","559","12","341","15",\N
"9757","matt post","matt post","2147781739","58","1653","20","68","1960","22","342","1",\N
"3164","hannaneh hajishirzi","hannaneh hajishirzi","91410043","58","533","11","74","1416","18","343","8",\N
"3545","wentau yih",\N,\N,"58","4825","26",\N,\N,"-1","344","10",\N
"5182","akiko aizawa","akiko aizawa","2167769188","58","185","8","83","410","11","345","4",\N
"5649","natalia grabar","natalia grabar","163567042","58","52","4","83","270","8","346","0",\N
"5770","holger schwenk","holger schwenk","2160549261","58","3753","19","100","9184","32","347","4",\N
"23915","jan vsnajder",\N,\N,"58","351","7",\N,\N,"-1","348","1",\N
"30019","kiyotaka uchimoto",\N,\N,"58","1132","19",\N,\N,"-1","349","4",\N
"2607","sampo pyysalo","sampo pyysalo","305445708","57","2256","23","90","2947","26","350","0",\N
"26421","anja belz","anja belz","2127372067","57","711","14","72","926","16","351","0",\N
"2821","john lee","john lee","3021564382","57","326","10","71","560","12","352","5","1:1994,"
"1243","sudip naskar","sudip naskar","718534994","57","405","11","86","566","12","353","0",\N
"12905","stuart shieber","stuart shieber","1985347978","57","2291","24","94","4638","32","354","14","2:2017,1:2014,"
"13282","masayuki asahara","masayuki asahara","2059892791","57","563","12","78","754","15","355","3",\N
"13772","sanda harabagiu","sanda harabagiu","2345927361","57","2362","21","106","4014","32","356","8",\N
"168","guillaume wisniewski","guillaume wisniewski","2111048677","57","175","8","38","198","8","357","0",\N
"7110","william schuler","william schuler","2097769359","57","488","11","72","672","12","358","10",\N
"8499","houfeng wang","houfeng wang","2113814419","57","766","15","81","997","17","359","8",\N
"89","douwe kiela","douwe kiela","302325417","57","1068","18","70","1629","20","360","9",\N
"9781","kristina toutanova","kristina toutanova","1997665198","57","6733","27","80","9921","31","361","17",\N
"5598","alexandre allauzen","alexandre allauzen","208304746","57","341","11","45","486","13","362","1",\N
"17825","eric clergerie",\N,\N,"57","491","12",\N,\N,"-1","363","3",\N
"17997","frederic bechet",\N,\N,"57","390","10",\N,\N,"-1","364","1",\N
"19878","robert moore","robert moore","2502975880","57","3241","29","91","4727","36","365","14","2:2011,"
"17503","jan hajivc",\N,\N,"56","1960","15",\N,\N,"-1","366","2",\N
"1","sheng li","sheng li","2568696047","56","817","15","114","1003","16","367","10","3:2015,"
"1013","paul cook","paul cook","2238511771","56","1229","18","55","1362","18","368","1",\N
"15137","bjorn gamback",\N,\N,"56","442","12",\N,\N,"-1","369","2",\N
"16459","andrew finch","andrew finch","2165081568","56","551","14","83","655","14","370","2",\N
"16607","dan moldovan","dan moldovan","2311416189","56","2300","23","123","4258","33","371","9",\N
"167","djame seddah",\N,\N,"56","418","11",\N,\N,"-1","372","4",\N
"3692","fei huang",\N,\N,"56","705","13",\N,\N,"-1","373","17",\N
"3807","lyle ungar","lyle ungar","2147282416","56","831","13","69","1246","16","374","5",\N
"3813","simone teufel","simone teufel","1806051850","56","2180","23","70","2396","25","375","3",\N
"5942","kees deemter","kees deemter","149195590","56","918","14","79","1049","15","376","1",\N
"8359","suzanne stevenson","suzanne stevenson","2145917071","56","1349","18","83","1713","22","377","2",\N
"929","philippe blache","philippe blache","2508610494","56","169","7","68","335","10","378","2",\N
"9803","diana mccarthy","diana mccarthy","2106968275","56","1996","24","67","2060","24","379","4",\N
"6642","bing qin","bing qin","2098930276","55","2141","14","96","2945","22","380","11",\N
"7153","zdenvek vzabokrtsky",\N,\N,"55","560","13",\N,\N,"-1","381","1",\N
"730","xiaodong he","xiaodong he","2106698597","55","3032","20","142","8527","36","382","9",\N
"7622","donghong ji",\N,\N,"55","468","10",\N,\N,"-1","383","9",\N
"9482","le sun","le sun","2294279913","55","454","9","57","799","10","384","17",\N
"1313","adam lopez","adam lopez","2344611442","55","985","19","86","1383","21","385","8",\N
"17752","erhard hinrichs","erhard hinrichs","2247028403","55","496","13","78","705","16","386","3",\N
"29433","khalil simaan","khalil simaan","1413867522","55","681","14","106","1408","22","387","2",\N
"3978","gerard melo","gerard melo","2134233121","55","458","12","76","873","15","388","11",\N
"4084","boxing chen","boxing chen","2148341558","55","398","12","36","408","12","389","9",\N
"51221","makoto nagao","makoto nagao","2092011127","55","1074","14","71","1237","17","390","3","3:2003,"
"3669","jackie cheung","jackie cheung","2148676791","55","258","9","61","376","10","391","10",\N
"3302","kamfai wong",\N,\N,"54","639","14",\N,\N,"-1","392","13","2:2020,"
"3382","josef ruppenhofer",\N,\N,"54","456","11",\N,\N,"-1","393","2",\N
"3453","kenneth church","kenneth church","2172397963","54","7245","23","90","9572","35","394","10","2:2015,"
"17779","emmanuel morin","emmanuel morin","2510071485","54","371","9","75","632","12","395","3",\N
"69","yulan he","yulan he","2124193838","54","546","13","63","1379","18","396","8",\N
"739","gerald penn","gerald penn","2001595673","54","387","11","66","789","13","397","18",\N
"1137","jinho choi","jinho choi","2125846880","54","427","12","70","716","14","398","3",\N
"16528","bernd bohnet","bernd bohnet","1246381723","54","942","13","65","1286","17","399","5",\N
"16788","masaki murata","masaki murata","2112199555","54","395","12","123","738","15","400","3",\N
"283","toshiaki nakazawa","toshiaki nakazawa","2134014694","54","197","8","45","231","9","401","0",\N
"38","sara tonelli","sara tonelli","2152166787","54","469","13","69","618","15","402","0",\N
"4339","matt gardner","matt gardner","2133268498","54","1730","13","49","3307","17","403","8",\N
"4386","samuel bowman","samuel bowman","1967404238","54","2060","15","99","3617","22","404","7",\N
"5812","alexis nasr",\N,\N,"53","427","10",\N,\N,"-1","405","4",\N
"5828","daniel zeman","daniel zeman","2107866107","53","840","12","96","1110","17","406","1",\N
"66","ion androutsopoulos","ion androutsopoulos","1808727851","53","1408","16","85","3769","23","407","4",\N
"836","josep crego","josep crego","2308455897","53","628","13","56","1172","16","408","1",\N
"3435","miguel ballesteros","miguel ballesteros","2159534029","53","1669","12","76","2482","15","409","2",\N
"3543","peter clark","peter clark","2148981713","53","841","17","79","1707","20","410","2",\N
"5061","matthias huck","matthias huck","2112198698","53","771","13","55","813","13","411","1",\N
"2464","david weir","david weir","2096562962","53","1580","19","66","1903","21","412","10",\N
"25637","wenlian hsu",\N,\N,"53","316","11",\N,\N,"-1","413","1",\N
"28247","aurelien max",\N,\N,"53","219","9",\N,\N,"-1","414","0",\N
"5594","mathieu lafourcade",\N,\N,"53","74","5",\N,\N,"-1","415","0",\N
"5758","jose fonollosa",\N,\N,"53","659","12",\N,\N,"-1","416","0",\N
"118","thien nguyen","thien nguyen","2222712748","53","661","11","28","593","11","417","8",\N
"12620","roberto basili","roberto basili","1633289514","53","1126","17","150","2193","24","418","5",\N
"1312","sharon goldwater","sharon goldwater","2010238386","53","1780","17","95","2518","22","419","9",\N
"10634","ryan mcdonald",\N,\N,"52","7679","33",\N,\N,"-1","420","10",\N
"12058","petya osenova",\N,\N,"52","239","8",\N,\N,"-1","421","0",\N
"1241","dipankar das","dipankar das","2101415595","52","239","9","98","666","11","422","0",\N
"12510","shuly wintner","shuly wintner","2117006892","52","554","14","104","1012","17","423","5",\N
"1440","katsuhito sudoh","katsuhito sudoh","2094290022","52","504","11","64","640","12","424","3",\N
"1624","xiaodan zhu","xiaodan zhu","2128951412","52","1400","16","42","2508","22","425","10",\N
"3138","fei liu",\N,\N,"52","862","14",\N,\N,"-1","426","4",\N
"6289","verena rieser","verena rieser","2192797973","52","710","15","70","879","16","427","7",\N
"634","sara stymne","sara stymne","2163027710","52","422","13","66","583","14","428","0",\N
"6594","jiajun zhang","jiajun zhang","2463786200","52","373","10","101","750","13","429","8",\N
"936","raquel fernandez","raquel fernãndez","2297994459","52","262","10","75","851","13","430","6",\N
"997","isabelle augenstein","isabelle augenstein","1818950450","52","181","9","75","541","12","431","4",\N
"5675","cyril grouin","cyril grouin","348187747","52","166","7","49","371","12","432","0",\N
"4860","clare voss","clare voss","2118725505","52","189","6","68","547","12","433","2",\N
"4873","aoife cahill","aoife cahill","2152105963","52","790","17","66","1035","20","434","6",\N
"26373","marc dymetman","marc dymetman","45542770","52","723","13","91","1455","22","435","5",\N
"2673","marianna apidianaki","marianna apidianaki","2558429204","51","418","8","47","428","8","436","1",\N
"34710","miles osborne","miles osborne","2041005256","51","3722","32","77","3946","33","437","9",\N
"3649","dongyan zhao","dongyan zhao","2156639542","51","357","9","82","692","14","438","10",\N
"15243","anne vilnat","anne vilnat","216627843","51","200","9","48","292","10","439","0",\N
"4596","wei wang",\N,\N,"51","1305","13",\N,\N,"-1","440","13","1:2020,"
"486","kareem darwish",\N,\N,"51","824","18",\N,\N,"-1","441","2",\N
"5037","mikel forcada","mikel forcada","2139488695","51","320","10","68","786","15","442","1",\N
"642","leon derczynski","leon derczynski","2003830579","51","960","13","74","1391","16","443","1",\N
"6614","richard sproat","richard sproat","721973866","51","1779","13","97","3656","25","444","8","2:2012,"
"6790","ann copestake","ann copestake","2116825888","51","1123","17","88","3421","27","445","3",\N
"5531","gerhard weikum","gerhard weikum","514836396","51","1574","15","124","3938","26","446","3","1:2005,"
"5615","patrick paroubek","patrick paroubek","16144637","51","1917","10","44","2048","13","447","0",\N
"5686","xavier tannier","xavier tannier","313547492","51","428","9","59","516","11","448","2",\N
"519","serge sharoff","serge sharoff","123621675","50","337","11","80","761","15","449","2",\N
"5269","markjan nederhof",\N,\N,"50","467","11",\N,\N,"-1","450","8",\N
"5694","didier schwab","didier schwab","2777519208","50","125","7","51","217","8","451","0",\N
"338","yoshimasa tsuruoka","yoshimasa tsuruoka","1788978749","50","1474","20","75","2693","27","452","6",\N
"2535","jiawei han","jiawei han","2121939561","50","504","9","88","1356","18","453","8","1:2003,"
"2596","jonghyeok lee",\N,\N,"50","291","10",\N,\N,"-1","454","3",\N
"263","yves scherrer","yves scherrer","1549616324","50","156","7","50","255","10","455","0",\N
"28562","fernando pereira","fernando pereira","2291088731","50","9204","35","90","12021","42","456","18","2:2017,1:2010,"
"29","malvina nissim","malvina nissim","2806037347","50","700","15","80","976","19","457","3",\N
"4100","william cohen",\N,\N,"50","1580","20",\N,\N,"-1","458","8",\N
"18533","thierry poibeau","thierry poibeau","142190149","50","342","10","88","474","12","459","0",\N
"2077","vasudeva varma","vasudeva varma","2146554912","50","283","9","95","757","14","460","0",\N
"670","christian hardmeier","christian hardmeier","2026345578","50","460","12","57","535","14","461","0",\N
"6764","albert gatt","albert gatt","2265295789","50","674","10","83","926","17","462","1",\N
"7286","jing jiang","jing jiang","2286546702","50","1956","18","68","2533","23","463","10",\N
"805","greg durrett","greg durrett","1978278429","50","586","11","43","696","13","464","12",\N
"45475","lynette hirschman",\N,\N,"50","2072","19",\N,\N,"-1","465","5",\N
"5031","alexandra birch","alexandra birch","2099661360","50","6606","19","68","6929","21","466","3",\N
"39360","daniel jurafsky",\N,\N,"49","8199","29",\N,\N,"-1","467","9",\N
"4058","lidong bing","lidong bing","2160800796","49","285","7","60","530","11","468","12",\N
"4068","wei xu",\N,\N,"49","961","17",\N,\N,"-1","469","12",\N
"412","roman klinger","roman klinger","2149880524","49","206","9","68","524","12","470","3",\N
"3162","mitesh khapra","mitesh khapra","284849352","49","365","11","70","745","15","471","6",\N
"3343","richard socher","richard socher","1964982643","49","17442","16","84","22188","35","472","12",\N
"3347","paola merlo","paola merlo","2199890295","49","736","15","68","896","17","473","3","2:2019,"
"3516","jonathan may","jonathan may","2279715085","49","781","12","54","908","14","474","7",\N
"5265","michael carl","michael carl","2099616802","49","327","10","78","552","13","475","0",\N
"6662","qiaoming zhu","qiaoming zhu","2100532720","49","651","12","91","781","12","476","7",\N
"6983","henning wachsmuth","henning wachsmuth","2009299615","49","208","10","36","242","10","477","6",\N
"7331","francisco guzman","francisco guzmãn","2151802764","49","324","10","37","421","12","478","7",\N
"8015","diana inkpen","diana inkpen","852303700","49","1051","15","102","2048","22","479","3",\N
"13889","jean senellart","jean senellart","280727668","49","769","11","35","981","13","480","1",\N
"1557","wolfgang minker","wolfgang minker","1976697852","49","331","10","123","1042","17","481","0",\N
"15691","veronika vincze","veronika vincze","2144956867","49","803","12","85","1125","14","482","0",\N
"1592","maxine eskenazi","maxine eskenazi","1479332637","49","1151","15","107","2271","24","483","5",\N
"17451","monica monachini",\N,\N,"49","635","12",\N,\N,"-1","484","0",\N
"2108","christian chiarcos","christian chiarcos","71614920","49","230","9","75","578","14","485","1",\N
"17147","shinsuke mori","shinsuke mori","2250347573","48","687","13","79","852","16","486","3",\N
"17775","pierre nugues","pierre nugues","1977224323","48","1131","14","87","1336","17","487","0",\N
"1816","ruifeng xu","ruifeng xu","2099613179","48","168","8","68","634","16","488","3",\N
"3604","dong yu","dong yu","2103789662","48","125","7","50","3385","17","489","10",\N
"3729","bo xu","bo xu","2243404411","48","745","11","133","1278","16","490","5",\N
"4553","radu florian","radu florian","2132510150","48","1088","17","63","1927","25","491","9",\N
"482","ahmed abdelali","ahmed abdelali","2892863473","48","252","10","59","440","12","492","1",\N
"2475","zhifang sui","zhifang sui","2949655638","48","300","10","82","448","12","493","8",\N
"1310","katharina kann","katharina kann","2413443321","48","86","6","40","296","6","494","5",\N
"1350","taylor bergkirkpatrick",\N,\N,"48","962","12",\N,\N,"-1","495","13",\N
"1417","zhou yu",\N,\N,"48","131","7",\N,\N,"-1","496","11",\N
"15873","benjamin tsou","benjamin tsou","1928051227","48","527","10","52","607","10","497","1",\N
"1663","alexander panchenko","alexander panchenko","2494741527","48","171","7","71","305","10","498","4",\N
"16745","harry bunt","harry bunt","2142163634","48","532","13","103","1187","18","499","1",\N
"6","tommaso caselli","tommaso caselli","318893072","48","333","6","50","382","8","500","0",\N
"8292","salim roukos","salim roukos","2336572873","48","10076","18","81","11850","30","501","14","2:2015,"
"854","dan goldwasser","dan goldwasser","2174306409","48","532","10","33","593","12","502","8",\N
"9119","man lan","man lan","2150944977","48","416","10","63","431","10","503","6",\N
"963","philipp cimiano","philipp cimiano","2086393978","48","489","12","138","3112","29","504","1",\N
"7400","hang li",\N,\N,"47","1603","18",\N,\N,"-1","505","15","2:2019,"
"8056","partha talukdar",\N,\N,"47","964","15",\N,\N,"-1","506","13",\N
"832","antonios anastasopoulos","antonios anastasopoulos","2400815267","47","142","6","46","198","7","507","6",\N
"448","mohammad pilehvar","mohammad pilehvar","2009341098","47","699","12","55","963","17","508","9",\N
"2243","roger levy","roger levy","2172288462","47","777","10","74","3116","20","509","11",\N
"37712","franz och","franz och","2233053262","47","15305","32","65","16366","38","510","7",\N
"4010","marti hearst","marti hearst","2169348332","47","5956","18","53","7262","26","511","10","1:2013,"
"3156","hassan sajjad","hassan sajjad","2256769809","47","526","13","51","609","14","512","5",\N
"3159","nadir durrani","nadir durrani","2123720402","47","739","14","57","836","16","513","4",\N
"31670","kathleen mccoy","kathleen mccoy","2134851307","47","747","13","64","950","16","514","5",\N
"35649","haechang rim",\N,\N,"47","552","13",\N,\N,"-1","515","6",\N
"36748","stephanie seneff","stephanie seneff","2200470702","47","1293","18","127","4199","30","516","2",\N
"12066","valia kordoni","valia kordoni","1980125805","47","284","8","61","452","11","517","1",\N
"1531","matthew purver","matthew purver","404524619","47","739","15","76","1640","21","518","2",\N
"15670","martin volk","martin volk","2092798602","47","303","11","107","912","17","519","1",\N
"16057","nitin madnani","nitin madnani","1640398473","47","903","15","66","1218","17","520","1",\N
"162","wai lam",\N,\N,"47","632","10",\N,\N,"-1","521","9",\N
"516","houda bouamor","houda bouamor","137359202","47","162","6","46","234","7","522","0",\N
"5276","joyce chai","joyce chai","2144944523","47","536","13","74","1259","18","523","7","2:2021,"
"2909","caiming xiong","caiming xiong","2095665791","47","316","8","57","2422","20","524","10",\N
"23877","adria gispert","adriã gispert","1384276614","46","766","14","55","883","15","525","1",\N
"24461","manfred pinkal","manfred pinkal","165643023","46","1490","14","68","1816","17","526","7",\N
"2621","erik velldal","erik velldal","329121553","46","321","10","51","391","12","527","1",\N
"4268","michel galley","michel galley","2509907281","46","3892","24","78","5203","32","528","8",\N
"4353","ekaterina shutova","ekaterina shutova","2090286747","46","606","12","53","680","13","529","8",\N
"5785","yannick esteve",\N,\N,"46","371","10",\N,\N,"-1","530","0",\N
"5788","ngoc vu","ngoc vu","2026971652","46","152","6","72","813","17","531","1",\N
"8753","frank keller","frank keller","2102014928","46","1368","18","104","2773","26","532","9",\N
"17441","laurent romary","laurent romary","2183828998","46","1035","14","105","1441","18","533","4",\N
"17560","christopher cieri","christopher cieri","2061945856","46","513","9","56","801","13","534","0",\N
"17687","kyo kageura","kyo kageura","1253052327","46","208","7","67","354","8","535","3",\N
"19609","xiaolong wang",\N,\N,"46","514","13",\N,\N,"-1","536","2",\N
"5590","vincent claveau","vincent claveau","76195939","46","93","6","39","259","7","537","0",\N
"30549","dekang lin",\N,\N,"46","5043","25",\N,\N,"-1","538","12","2:2013,"
"3239","omri abend","omri abend","343093649","46","332","11","56","382","11","539","17",\N
"3599","shervin malmasi","shervin malmasi","2070717499","46","442","13","65","592","15","540","1",\N
"10335","kenneth heafield","kenneth heafield","1996490661","46","1300","13","43","1422","15","541","4",\N
"12002","carlos ramisch","carlos ramisch","1026784596","46","331","10","76","497","13","542","2",\N
"1453","dilek hakkanitur",\N,\N,"46","477","12",\N,\N,"-1","543","6",\N
"1053","raffaella bernardi","raffaella bernardi","2119583676","45","793","8","57","849","11","544","3",\N
"12064","roman yangarber","roman yangarber","705197487","45","852","14","60","999","16","545","1",\N
"13776","santanu pal","santanu pal","2311129257","45","232","9","46","286","10","546","1",\N
"5930","ingrid zukerman","ingrid zukerman","2779490380","45","348","10","72","587","12","547","3",\N
"6910","kenji sagae","kenji sagae","2253488569","45","1497","19","60","2043","24","548","6",\N
"863","aurelie neveol",\N,\N,"45","320","7",\N,\N,"-1","549","0",\N
"29134","jian su","jian su","2170213980","45","3022","25","38","2816","25","550","14",\N
"30391","suresh manandhar","suresh manandhar","2141411159","45","1742","19","80","2193","22","551","5",\N
"4272","eric xing","eric xing","351197510","45","1420","15","71","2027","20","552","14",\N
"3281","mo yu","mo yu","2751222758","45","1001","13","76","2118","18","553","8",\N
"3595","kewei tu","kewei tu","2630071572","45","54","4","37","197","6","554","15",\N
"3627","fandong meng","fandong meng","2167648583","45","183","7","33","340","11","555","15",\N
"36306","changning huang","changning huang","2101416691","45","986","15","35","1320","19","556","8",\N
"16849","simonetta montemagni","simonetta montemagni","214278330","45","409","12","112","913","16","557","0",\N
"2112","brigitte grau",\N,\N,"45","162","8",\N,\N,"-1","558","2",\N
"5666","jeanyves antoine",\N,\N,"45","205","8",\N,\N,"-1","559","0",\N
"5465","roser morante","roser morante","2161344658","44","692","12","63","782","14","560","0",\N
"2754","giuseppe riccardi","giuseppe riccardi","2132686256","44","610","14","153","4499","34","561","0",\N
"28076","steve young","steve young","2125228453","44","1819","23","143","6429","40","562","4",\N
"2976","ondvrej duvsek",\N,\N,"44","303","10",\N,\N,"-1","563","4",\N
"10089","noam slonim","noam slonim","2953063600","44","295","7","46","308","7","564","6",\N
"10592","mauro cettolo",\N,\N,"44","867","15",\N,\N,"-1","565","1",\N
"12383","nasredine semmar","nasredine semmar","2342532697","44","208","8","38","191","8","566","0",\N
"4541","weiwei sun","weiwei sun","2507314303","44","383","9","41","393","9","567","13",\N
"5049","atsushi fujita","atsushi fujita","2915482191","44","203","7","40","245","9","568","3",\N
"5800","david vilar","david vilar","2097985479","44","720","13","37","749","14","569","0",\N
"5882","xiaoyan zhu","xiaoyan zhu","2147746173","44","1324","18","75","1745","23","570","11",\N
"8740","loic barrault",\N,\N,"44","761","11",\N,\N,"-1","571","1",\N
"8913","oren etzioni","oren etzioni","57747768","44","7194","29","65","7102","34","572","5",\N
"995","steffen eger","steffen eger","2176544085","44","129","7","52","222","9","573","7",\N
"2023","els lefever","els lefever","2141599409","44","356","10","76","459","12","574","0",\N
"21300","feiyu xu","feiyu xu","2106691752","44","503","11","59","646","14","575","4",\N
"41493","chew tan","chew tan","2125676828","44","1308","19","83","2102","27","576","13",\N
"31571","patrick saintdizier",\N,\N,"44","199","8",\N,\N,"-1","577","0",\N
"3650","rui yan","rui yan","2109109241","44","639","10","71","959","17","578","11",\N
"37137","chris mellish","chris mellish","2109201565","44","746","16","86","1493","21","579","3",\N
"3628","peng li",\N,\N,"43","455","10",\N,\N,"-1","580","9",\N
"3648","yansong feng","yansong feng","2142380681","43","683","13","56","877","16","581","11",\N
"4509","bing xiang","bing xiang","2168100440","43","1123","13","69","3294","25","582","10",\N
"483","hamdy mubarak","hamdy mubarak","2251487896","43","426","10","45","450","11","583","1",\N
"50993","hozumi tanaka",\N,\N,"43","452","10",\N,\N,"-1","584","0",\N
"28085","laurence danlos","laurence danlos","187890162","43","273","9","60","392","11","585","1",\N
"5213","jose camachocollados",\N,\N,"43","373","11",\N,\N,"-1","586","4",\N
"5249","reut tsarfaty","reut tsarfaty","186962661","43","723","13","58","779","13","587","4",\N
"1095","lillian lee","lillian lee","2124867291","43","11686","19","77","13411","29","588","13","2:2017,1:2018,"
"11075","stelios piperidis","stelios piperidis","1942769296","43","306","9","76","505","12","589","1",\N
"11383","gemma boleda",\N,\N,"43","608","13",\N,\N,"-1","590","4",\N
"1316","alexis palmer","alexis palmer","2303276807","43","238","9","42","259","9","591","3",\N
"15624","chaolin liu",\N,\N,"43","136","7",\N,\N,"-1","592","0",\N
"659","michael elhadad","michael elhadad","516862958","43","2001","16","62","2454","20","593","9",\N
"7027","derek wong","derek wong","2277077263","43","259","9","60","354","10","594","10",\N
"9448","shoushan li","shoushan li","2121809210","43","581","11","74","693","13","595","6",\N
"946","david smith","david smith","2951174580","43","1333","15","44","1485","18","596","3",\N
"9547","alexander rudnicky","alexander rudnicky","17920550","43","902","14","99","2379","24","597","1",\N
"9828","tom mitchell","tom mitchell","2151014374","43","1579","20","68","2115","24","598","9",\N
"9891","bill byrne","bill byrne","2121215146","43","179","7","52","224","8","599","5",\N
"222","david jurgens","david jurgens","2107950509","43","749","14","35","784","14","600","4",\N
"2246","vivek srikumar",\N,\N,"42","398","10",\N,\N,"-1","601","9",\N
"53","yunnung chen",\N,\N,"42","363","9",\N,\N,"-1","602","5",\N
"5596","philippe muller",\N,\N,"42","219","9",\N,\N,"-1","603","1",\N
"5647","fatiha sadat","fatiha sadat","1972118757","42","498","9","57","585","11","604","1",\N
"45023","harold somers","harold somers","727756856","42","194","8","69","1644","15","605","1",\N
"4608","tong xiao","tong xiao","2776674136","42","167","8","41","226","9","606","8",\N
"4610","jiajun chen","jiajun chen","2130102455","42","185","8","69","307","10","607","9",\N
"3097","jey lau","jey lau","2095936123","42","1311","14","45","1583","16","608","7",\N
"3114","maria liakata","maria liakata","55073002","42","404","12","52","537","14","609","4",\N
"3654","zhongyu wei","zhongyu wei","2153343683","42","225","8","40","285","9","610","4",\N
"27519","kazuhide yamamoto","kazuhide yamamoto","2535710521","42","281","10","72","369","11","611","2",\N
"6236","felice dellorletta","felice dellorletta","243757402","42","295","10","45","338","10","612","0",\N
"731","bowen zhou","bowen zhou","2142227750","42","1138","14","81","3697","30","613","9",\N
"8627","henhsen huang",\N,\N,"42","101","5",\N,\N,"-1","614","2",\N
"980","nathanael chambers","nathanael chambers","2179135478","42","2329","21","40","2128","20","615","7",\N
"10472","karen fort",\N,\N,"42","342","9",\N,\N,"-1","616","0",\N
"10765","katja markert","katja markert","2090985251","42","755","16","50","1075","19","617","5",\N
"12137","vijayshanker",\N,\N,"42","1286","18",\N,\N,"-1","618","10",\N
"13740","anil singh","anil singh","2239817538","42","191","6","53","235","8","619","0",\N
"10674","karin verspoor","karin verspoor","717012417","41","411","9","78","613","9","620","0",\N
"1190","yubo chen",\N,\N,"41","670","9",\N,\N,"-1","621","11",\N
"3532","alfio gliozzo","alfio gliozzo","2080393478","41","595","16","60","1043","20","622","6",\N
"17283","roland kuhn","roland kuhn","2135612397","41","1097","15","56","2790","23","623","3",\N
"1794","jin wang",\N,\N,"41","339","8",\N,\N,"-1","624","0",\N
"4574","pawan goyal","pawan goyal","2556932677","41","93","5","58","220","7","625","3",\N
"4607","shujian huang","shujian huang","2096150187","41","275","8","56","348","9","626","9",\N
"618","krister linden",\N,\N,"41","124","7",\N,\N,"-1","627","0",\N
"7140","carolina scarton","carolina scarton","2169929857","41","439","6","45","475","7","628","2",\N
"8218","anna rumshisky","anna rumshisky","2324027522","41","454","10","58","918","14","629","2",\N
"8822","gorka labaka","gorka labaka","47255967","41","440","8","44","818","12","630","7",\N
"9481","xianpei han","xianpei han","2171485312","41","332","7","38","776","10","631","16",\N
"26974","lluis padro",\N,\N,"41","1073","14",\N,\N,"-1","632","1",\N
"2441","liangchih yu",\N,\N,"40","326","9",\N,\N,"-1","633","1",\N
"24867","ulrich heid","ulrich heid","206187847","40","350","10","92","668","14","634","0",\N
"28213","mark hepple","mark hepple","678668474","40","793","13","58","1200","17","635","6",\N
"16835","lars borin","lars borin","2011960784","40","239","7","77","507","12","636","0",\N
"18582","thierry hamon","thierry hamon","2260215387","40","103","4","70","328","8","637","1",\N
"18785","eric wehrli","eric wehrli","1860681716","40","379","12","51","488","13","638","1",\N
"1884","wei li",\N,\N,"40","1369","13",\N,\N,"-1","639","9",\N
"20634","hector alonso",\N,\N,"40","316","9",\N,\N,"-1","640","1",\N
"11448","emily bender","emily bender","1957609366","40","603","13","71","892","16","641","3",\N
"12065","mark liberman","mark liberman","2020807148","40","617","9","65","2433","18","642","2",\N
"1308","miikka silfverberg","miikka silfverberg","2056752081","40","68","5","39","152","7","643","0",\N
"13978","helmut schmid","helmut schmid","2130753807","40","1330","18","48","1905","20","644","8",\N
