1506925106	1542449019	0.5
1506925106	1985945240	0.5
1506925106	2053744410	0.5
1506925106	2235920218	0.5
1576737706	1542449019	0.5
1576737706	2053744410	0.5
1576737706	2235920218	0.5
1748696506	2111754733	0.5
1792543140	1985945240	0.5
1792543140	2017297220	0.5
1792543140	2118812872	0.5
1872249418	1542449019	0.5
1872249418	2016126398	0.5
1872249418	2053744410	0.5
1872249418	2061698256	0.5
1967747542	1985945240	0.5
1967747542	2017297220	0.5
1967747542	2118812872	0.5
1967747542	2235920218	0.5
1985945240	2054562387	0.5
1985945240	2088956580	0.5
1985945240	2105063068	0.5
1985945240	2111754733	0.5
1985945240	2136058926	0.5
1985945240	2235920218	0.5
1987564986	1985945240	0.5
1987564986	2017297220	0.5
2000749609	2017297220	0.5
2000749609	2113519839	0.5
2000749609	2235920218	0.5
2016126398	1792543140	0.5
2016126398	1985945240	0.5
2016126398	2017297220	0.5
2016126398	2061698256	0.5
2016126398	2113519839	0.5
2016126398	2235920218	0.5
2017297220	1985945240	0.5
2017297220	2157611404	0.5
2017297220	2235920218	0.5
2041439744	1967747542	0.5
2041439744	1985945240	0.5
2041439744	2017297220	0.5
2041439744	2118812872	0.5
2041439744	2235920218	0.5
2053744410	1985945240	0.5
2053744410	2017297220	0.5
2053744410	2105063068	0.5
2053744410	2235920218	0.5
2054210054	2235920218	0.5
2054562387	2119268950	0.5
2061698256	1985945240	0.5
2061698256	2017297220	0.5
2061698256	2053744410	0.5
2061698256	2105063068	0.5
2061698256	2235920218	0.5
2088956580	2111754733	0.5
2100763109	1985945240	0.5
2100763109	2119268950	0.5
2100763109	2139202955	0.5
2100763109	2235920218	0.5
2107725136	2235920218	0.5
2111687321	1985945240	0.5
2111687321	2136058926	0.5
2111687321	2157611404	0.5
2113519839	1985945240	0.5
2118812872	1985945240	0.5
2118812872	2139202955	0.5
2118812872	2235920218	0.5
2119268950	2111754733	0.5
2130723705	2017297220	0.5
2132266358	2100763109	0.5
2136058926	2054562387	0.5
2136058926	2088956580	0.5
2136058926	2111754733	0.5
2139202955	2111754733	0.5
2139202955	2157986953	0.5
2139202955	2235920218	0.5
2157611404	2054562387	0.5
2157611404	2136058926	0.5
2157611404	2235920218	0.5
2157986953	2054562387	0.5
2157986953	2111754733	0.5
2253453815	2235920218	0.5
2533799995	2107725136	0.5
2533799995	2235920218	0.5
2536415881	2235920218	0.5
2550932891	2017297220	0.5
2790977378	2768063082	0.5
2884126467	2000749609	0.5
2884126467	2017297220	0.5
2884126467	2130723705	0.5
2928641283	2054210054	0.5
3000560993	2235920218	0.5
3014594878	2016126398	0.5
