"2021.sigmorphon-1.8","2021","-1","4"
"2021.sigmorphon-1.11","2021","-1","2"
"2021.sigmorphon-1.15","2021","-1","2"
"2021.sigmorphon-1.21","2021","-1","2"
"2021.sigmorphon-1.25","2021","-1","7"
"2021.naacl-main.435","2021","-1","3"
"2021.computel-1.1","2021","-1","1"
"2020.sigmorphon-1.1","2020","-1","21"
"2020.sigmorphon-1.3","2020","-1","3"
"2020.sigmorphon-1.25","2020","-1","4"
"2020.lt4hala-1.18","2020","-1","2"
"2020.lrec-1.352","2020","-1","7"
"2020.lrec-1.458","2020","-1","2"
"2020.lrec-1.483","2020","-1","9"
"2020.lrec-1.488","2020","-1","1"
"2020.lrec-1.519","2020","-1","2"
"2020.coling-main.255","2020","-1","1"
"2020.acl-main.490","2020","0","2"
"W19-4226","2019","2","6"
"P19-1172","2019","1","1"
"W18-5805","2018","0","1"
"K18-3001","2018","1","9"
"K17-2008","2017","2","1"
"E17-2034","2017","0","1"
"E17-2098","2017","8","2"
"W16-2005","2016","0","1"
"W16-2016","2016","0","1"
"P16-1108","2016","9","1"
"W15-3911","2015","8","1"
"W15-1518","2015","2","1"
"N15-1056","2015","0","1"
"N15-1093","2015","20","1"
"P14-2138","2014","4","1"
"W13-1718","2013","7","1"
