"2021.acl-long.164","2021","-1","2"
"P19-1414","2019","0","4"
"D19-1590","2019","0","2"
"L18-1556","2018","0","2"
"D16-1132","2016","13","1"
"N15-1031","2015","6","2"
"D15-1260","2015","12","1"
"iida-tokunaga-2014-building","2014","1","1"
"W13-4303","2013","3","2"
"W13-2326","2013","1","1"
"W13-2118","2013","0","1"
"W13-0508","2013","0","2"
"W12-1633","2012","12","4"
"P12-2068","2012","17","2"
"tokunaga-etal-2012-rex","2012","12","2"
"C12-2048","2012","5","1"
"C12-2134","2012","0","3"
"P11-1081","2011","45","1"
"I11-1010","2011","14","1"
"W10-4214","2010","3","2"
"W10-3206","2010","2","2"
"P10-1128","2010","11","1"
"kaplan-etal-2010-annotation","2010","7","2"
"W09-3611","2009","38","2"
"W09-0618","2009","6","3"
"P09-1073","2009","11","1"
"I08-1073","2008","9","1"
"W07-1522","2007","66","1"
"P06-1079","2006","40","1"
"inui-etal-2006-augmenting","2006","0","3"
"I05-2030","2005","35","2"
"W03-2604","2003","-1","1"
"W03-1602","2003","79","4"
