"2021.sigmorphon-1.18","2021","-1","1"
"2021.scil-1.10","2021","-1","2"
"2020.scil-1.4","2020","0","1"
"2020.scil-1.58","2020","0","3"
"2020.conll-1.15","2020","-1","2"
"2020.acl-main.695","2020","1","2"
"N19-1007","2019","2","2"
"N19-1231","2019","2","6"
"W18-5802","2018","0","2"
"W17-5405","2017","6","3"
"W17-0115","2017","1","2"
"D17-1112","2017","7","1"
"W16-4012","2016","1","6"
"W16-2120","2016","0","1"
"P16-2010","2016","1","1"
"2015.lilt-12.5","2015","6","1"
"P14-2044","2014","5","3"
"P14-1102","2014","0","2"
"E14-1055","2014","6","1"
"D13-1005","2013","25","1"
"P12-1020","2012","20","1"
"E12-1065","2012","22","1"
"W11-1607","2011","21","1"
"P11-2022","2011","44","1"
"P11-1118","2011","31","1"
"P10-2007","2010","8","1"
"J10-3004","2010","51","1"
"W09-1803","2009","44","1"
"N09-1019","2009","40","1"
"E09-1018","2009","75","2"
"P08-2011","2008","43","1"
"P08-1095","2008","65","1"
"N07-1055","2007","50","1"
"N06-1022","2006","46","3"
"W05-1526","2005","3","1"
