"2011.mtsummit-papers.46","C12-1053","2"
"C12-1053","2011.mtsummit-papers.46","2"
"2020.acl-main.377","2020.acl-main.605","1.16667"
"2020.acl-main.605","2020.acl-main.377","1.16667"
"2020.acl-main.377","2020.acl-main.606","0.833333"
"2020.acl-main.606","2020.acl-main.377","0.833333"
"2020.acl-main.377","K19-2016","0.833333"
"K19-2016","2020.acl-main.377","0.833333"
"2020.acl-main.605","2020.acl-main.606","2.45833"
"2020.acl-main.606","2020.acl-main.605","2.45833"
"2020.acl-main.605","K19-2016","4.41667"
"K19-2016","2020.acl-main.605","4.41667"
"2020.acl-main.606","K19-2016","4.83333"
"K19-2016","2020.acl-main.606","4.83333"
"2020.acl-main.377","P18-1038","0.833333"
"P18-1038","2020.acl-main.377","0.833333"
"2020.acl-main.605","P18-1038","3.625"
"P18-1038","2020.acl-main.605","3.625"
"2020.acl-main.377","J16-3001","0.333333"
"J16-3001","2020.acl-main.377","0.333333"
"2020.acl-main.605","J16-3001","0.433333"
"J16-3001","2020.acl-main.605","0.433333"
"J16-3001","P18-1038","1.03333"
"P18-1038","J16-3001","1.03333"
"2020.acl-main.605","J19-1003","0.641667"
"J19-1003","2020.acl-main.605","0.641667"
"2020.acl-main.605","K17-1005","0.391667"
"K17-1005","2020.acl-main.605","0.391667"
"2020.acl-main.605","K18-1054","0.391667"
"K18-1054","2020.acl-main.605","0.391667"
"2020.acl-main.605","P15-1149","0.291667"
"P15-1149","2020.acl-main.605","0.291667"
"2020.acl-main.605","P18-1179","0.791667"
"P18-1179","2020.acl-main.605","0.791667"
"2020.acl-main.605","P19-4002","1.55833"
"P19-4002","2020.acl-main.605","1.55833"
"2020.acl-main.606","J19-1003","0.125"
"J19-1003","2020.acl-main.606","0.125"
"2020.acl-main.606","K17-1005","0.125"
"K17-1005","2020.acl-main.606","0.125"
"2020.acl-main.606","K18-1054","0.125"
"K18-1054","2020.acl-main.606","0.125"
"2020.acl-main.606","P15-1149","0.291667"
"P15-1149","2020.acl-main.606","0.291667"
"2020.acl-main.606","P18-1038","2.29167"
"P18-1038","2020.acl-main.606","2.29167"
"2020.acl-main.606","P18-1179","0.291667"
"P18-1179","2020.acl-main.606","0.291667"
"2020.acl-main.606","P19-4002","0.458333"
"P19-4002","2020.acl-main.606","0.458333"
"J19-1003","K17-1005","3.16071"
"K17-1005","J19-1003","3.16071"
"J19-1003","K18-1054","1.90119"
"K18-1054","J19-1003","1.90119"
"J19-1003","P15-1149","5.42619"
"P15-1149","J19-1003","5.42619"
"J19-1003","P18-1038","0.767857"
"P18-1038","J19-1003","0.767857"
"J19-1003","P18-1179","0.125"
"P18-1179","J19-1003","0.125"
"J19-1003","P19-4002","0.909524"
"P19-4002","J19-1003","0.909524"
"K17-1005","K18-1054","1.48452"
"K18-1054","K17-1005","1.48452"
"K17-1005","P15-1149","2.96786"
"P15-1149","K17-1005","2.96786"
"K17-1005","P18-1038","0.684524"
"P18-1038","K17-1005","0.684524"
"K17-1005","P18-1179","0.125"
"P18-1179","K17-1005","0.125"
"K17-1005","P19-4002","0.784524"
"P19-4002","K17-1005","0.784524"
"K18-1054","P15-1149","0.658333"
"P15-1149","K18-1054","0.658333"
"K18-1054","P18-1038","1.55119"
"P18-1038","K18-1054","1.55119"
"K18-1054","P18-1179","1.20833"
"P18-1179","K18-1054","1.20833"
"K18-1054","P19-4002","0.925"
"P19-4002","K18-1054","0.925"
"P15-1149","P18-1038","0.791667"
"P18-1038","P15-1149","0.791667"
"P15-1149","P18-1179","0.375"
"P18-1179","P15-1149","0.375"
"P15-1149","P19-4002","0.392857"
"P19-4002","P15-1149","0.392857"
"P18-1038","P18-1179","1.125"
"P18-1179","P18-1038","1.125"
