authorID,MAGrank,name,PaperCount,CitationCount,PaperCount_field,authorRank,CitationCount_field,hIndex_field,FellowType
"2056207806","12990","Patrick McDaniel","271","19571","186","44","15281","50","1:2015,"
"1945196828","14831","Bruce Christianson","301","1568","185","45","664","14",\N
"2143281080","13757","Min Shiang Hwang","310","8348","184","46","5077","35",\N
"2120643228","12485","Ross Anderson","329","20849","183","47","14760","50","12:2015,"
"2131252044","12219","Dawn Song","389","37765","181","48","26525","71","1:2019,12:2020,"
"2091485889","14226","Bruno Crispo","261","4171","181","49","3558","32",\N
"2195620147","13916","Matt Bishop","286","5288","179","50","4006","31",\N
"2125956071","14166","Muhammad Khurram Khan","373","8000","177","51","4723","40",\N
"989270","14601","Edgar R. Weippl","345","2807","176","52","1686","21",\N
"2140998141","14969","Eun Jun Yoon","234","1893","173","53","1516","20",\N
"2107148058","13679","Rongxing Lu","388","12523","172","54","6636","40",\N
"2107438709","14648","Fabio Martinelli","368","3133","171","55","2010","20",\N
"2144410870","13321","Srdjan Capkun","264","12223","171","56","7883","48","1:2019,"
"22890495","14036","George Danezis","242","6504","169","57","5530","36",\N
"201828038","11857","Dan Boneh","427","52275","169","58","17490","62","1:2016,"
"2568277420","13750","Thorsten Holz","227","8106","169","59","7116","40",\N
"1969876091","13760","Wouter Joosen","742","6690","168","60","2781","28",\N
"2324750492","13935","Hui Li","503","6754","167","61","3193","29",\N
"1896382425","14697","Goichiro Hanaoka","348","1937","165","62","1054","17",\N
"266522256","15636","Helen Collinson","196","78","163","63","65","4",\N
"2109123731","12246","David Wagner","278","33137","162","64","24893","63","12:2016,"
"2155626625","12686","Wenke Lee","259","24404","160","65","17585","60","1:2017,12:2019,"
"2298201484","13705","Bhavani Thuraisingham","680","7539","158","66","2119","20","1:2018,"
"744403649","13964","Stefan Katzenbeisser","339","6034","158","67","4429","26",\N
"165695016","15008","Melanie Volkamer","302","1168","157","68","820","15",\N
"2078705314","13232","David Pointcheval","304","12653","156","69","10375","44",\N
"2105175360","14416","Katina Michael","525","2386","156","70","994","16",\N
"2130941901","13516","Christoph Meinel","1058","7469","156","71","1339","18",\N
"2782710277","14692","Kim Kwang Raymond Choo","405","2767","156","72","1302","20",\N
"2153621367","14705","Debiao He","215","4628","155","73","3746","34",\N
"2137211123","13166","Kui Ren","427","20967","153","74","9957","41","1:2020,"
"2108886137","14670","Joseph K. Liu","265","4170","153","75","2655","30",\N
"2121197119","13825","Sean W. Smith","242","6104","153","76","3993","34",\N
"2109441081","13996","Liqun Chen","301","6248","152","77","3812","29",\N
"233250515","14148","Frank Piessens","410","5891","151","78","3230","28",\N
"2006898984","14785","Dimitris Gritzalis","223","3135","148","79","2742","30",\N
"2132890223","14421","Cheng Chi Lee","190","4131","148","80","3353","30",\N
"2052950829","12013","Mihir Bellare","366","35629","148","81","13296","50","1:2013,"
"2157743775","12883","Hsinchun Chen","829","24466","146","82","2655","27","1:2015,"
"2161810700","14049","Xiaojiang Du","559","6568","143","83","1214","16",\N
"2118802686","13461","Ernesto Damiani","641","9413","143","84","4151","24",\N
"687694072","13106","Steven M. Bellovin","253","9827","143","85","7279","36",\N
"716133098","11800","Vern Paxson","271","35818","142","86","18268","55","1:2006,"
"2132186624","14263","Jong Hyuk Park","534","4198","142","87","997","16",\N
"2166638240","15101","Harold Joseph Highland","202","491","141","88","379","8","1:1995,"
"2144396565","14314","Fabio Massacci","291","4693","140","89","2251","26",\N
"2237101560","13084","Jonathan Katz","438","17123","139","90","8009","44","1:2021,"
"2129991588","13846","Xiaodong Lin","296","10028","139","91","6062","37",\N
"2127091691","14803","Hoon Jae Lee","327","1830","139","92","1095","15",\N
"2094917606","13388","Yvo Desmedt","302","7666","139","93","3929","23",\N
"1965944055","14365","Zheng Yan","362","4504","139","94","1847","23",\N
"1980177916","14860","Man Ho Au","222","3075","139","95","2191","26",\N
"2178836961","13576","Amir Herzberg","229","6397","138","96","3962","28",\N
"2081631084","13874","Josef Pieprzyk","461","5081","138","97","1708","20",\N
"368046975","13016","Lorrie Faith Cranor","335","17913","138","98","8225","49","1:2014,"
"275327080","14098","Josep Domingo Ferrer","348","7301","135","99","2639","27",\N
"2139158536","14741","Seungjoo Kim","199","2348","135","100","1597","18",\N
"81359666","13833","Aggelos Kiayias","294","9747","134","101","3184","27",\N
"1873054241","15092","Konstantinos Markantonakis","195","1609","133","102","1353","17",\N
"2125050856","12677","Xuemin Shen","1124","30316","132","103","6900","43",\N
"2421077175","14171","Kwangjo Kim","271","5355","132","104","2463","24",\N
"2776178561","14290","Pieter H. Hartel","366","3896","132","105","1517","22",\N
"2148790671","13413","Tadayoshi Kohno","211","10900","131","106","7850","43",\N
"1350695432","14214","Frank Kargl","247","4734","131","107","3275","29",\N
"2099131168","14116","Xiaofeng Chen","411","9221","130","108","3308","30",\N
"2146037832","14410","Cynthia E. Irvine","241","2924","130","109","1359","18",\N
"2165412067","13523","Ninghui Li","227","11889","130","110","6018","39","1:2021,"
"2046505287","14432","Duncan S. Wong","216","5291","129","111","3493","32",\N
"2703623524","13808","Xiaofeng Wang","426","9422","129","112","4395","35",\N
"343755398","14459","Mourad Debbabi","354","4065","129","113","1864","21",\N
"2109386830","13358","Mohsen Guizani","904","14635","128","114","1855","23",\N
"2145024463","14568","JÃ¶rg Schwenk","268","2641","128","115","2112","22",\N
"2342959724","14646","Peter Y. A. Ryan","223","3099","128","116","2219","22",\N
"2170746593","14598","Shouhuai Xu","206","3732","127","117","2439","23",\N
"59249629","13529","Engin Kirda","189","11828","126","118","10821","52",\N
"2237142500","13037","Milind Tambe","631","16471","124","119","2746","26","1:2013,"
"2263273413","14888","Yingjiu Li","204","2893","124","120","1813","24",\N
"2601417657","14430","Dieter Gollmann","158","3710","124","121","3594","27",\N
"97975655","13944","Sherali Zeadally","453","9207","123","122","3490","27",\N
"2100338126","14800","Xinyi Huang","183","4331","123","123","3224","31",\N
"2304506706","15280","Nora Cuppens Boulahia","174","1547","123","124","1153","17",\N
"1967715543","14590","Reihaneh Safavi Naini","274","3130","123","125","991","17",\N
"2195205560","12975","Jean Jacques Quisquater","414","13446","123","126","5995","36",\N
"2143065933","14939","Nitesh Saxena","160","2675","123","127","2156","27",\N
"2147948275","14273","Ed Dawson","335","3451","122","128","1140","18",\N
"210080398","14228","Ehab Al Shaer","254","4658","122","129","2347","21",\N
"2004230566","13293","Michael Waidner","256","10014","122","130","7373","41",\N
"2148232802","14463","Tai hoon Kim","478","2680","121","131","745","12",\N
"2181741781","13927","Trent Jaeger","191","5560","121","132","4084","30",\N
"1373210103","13114","Nick Feamster","295","12585","120","133","6509","38","1:2016,"
"22805272","13795","Serge Vaudenay","327","6470","120","134","2991","26",\N
"2169881202","14752","William J Buchanan","419","1077","119","135","444","12",\N
"2155558728","15481","Chin Ling Chen","166","986","119","136","838","15",\N
"2171981955","14129","Wanlei Zhou","520","5865","118","137","1376","19",\N
"2791883365","14633","Dong Hoon Lee","214","3269","118","138","1793","22",\N
"2266751337","14846","Brij B. Gupta","265","3836","117","139","2330","27",\N
"2101835147","13869","Kenneth G. Paterson","275","7755","117","140","3902","30",\N
"2100868817","14354","Dengguo Feng","308","3131","116","141","1583","16",\N
"2167418871","14550","Antonio F. Skarmeta","323","3375","116","142","1215","17",\N
"2251358113","14591","Angelos Stavrou","206","3866","116","143","2475","26",\N
"2120227044","14993","Kefei Chen","241","2175","116","144","1276","18",\N
"695545146","11103","Ronald L. Rivest","402","78761","116","145","22672","41","1:1994,"
"2124897384","14263","Guojun Wang","448","5851","115","146","1923","21",\N
"2110026889","15157","Matthew Warren","278","908","113","147","466","10",\N
"2024205500","16055","Esther H. Highland","137","39","113","148","36","3",\N
"1588396689","15341","Mark Manulis","165","1469","113","149","1319","20",\N
"1998006409","13274","Peng Ning","228","15952","113","150","11027","47",\N
"2149179216","14685","David W. Chadwick","209","2742","113","151","1725","21",\N
"2161860611","13805","Eduardo B. Fernandez","393","6524","112","152","2466","22",\N
"2110325532","14392","Roberto Di Pietro","245","4673","112","153","2705","22",\N
"2115948013","14900","Nathan Clarke","177","2227","112","154","2005","25",\N
"1159116399","15210","Wojciech Mazurczyk","193","1668","112","155","958","19",\N
"2412059422","14887","Ashok Kumar Das","219","4170","112","156","2681","29",\N
"2465735048","14981","Sokratis K. Katsikas","228","1760","112","157","797","15",\N
"171783842","13165","Eugene H. Spafford","224","9264","111","158","5402","30","1:1998,"
"2139749564","15243","Saru Kumari","154","3158","111","159","2718","34",\N
"2029907457","14758","Sandro Etalle","279","2327","111","160","1074","18",\N
"687553606","12475","Ran Canetti","308","24057","111","161","9594","34","1:2020,"
"356053134","13179","Christof Paar","393","13295","111","162","2795","26",\N
"332400322","14148","Murat Kantarcioglu","317","6424","110","163","1706","19",\N
"2021877992","12762","Salvatore J. Stolfo","338","22672","110","164","9724","40","1:2019,"
"1693189873","13752","Mohammad S. Obaidat","836","6557","110","165","908","16",\N
"1495879661","12703","Jean Pierre Hubaux","209","22461","110","166","13197","46","1:2010,"
"1552168940","14217","Johannes Buchmann","397","4098","109","167","1148","16",\N
"2063293682","14297","Gary McGraw","138","4289","109","168","3833","27",\N
"2071596984","14023","Refik Molva","169","5372","109","169","4331","27",\N
"272045587","14726","Jan H. P. Eloff","181","3314","109","170","2235","23",\N
"2156971739","14141","Nikita Borisov","140","5211","108","171","4506","35",\N
"2145703898","15177","Hyoungshick Kim","216","1514","108","172","584","14",\N
"2608018464","15068","Xiong Li","126","3237","108","173","3565","37",\N
"2097828771","14146","Neil Patrick Adams","450","6292","107","174","2282","26",\N
"2128573924","15162","Keith Mayes","151","1701","107","175","1434","17",\N
"2234215184","15154","Guomin Yang","176","2023","107","176","1570","22",\N
"2309300153","14589","Sherman S. M. Chow","166","4753","106","177","4081","31",\N
"1454195615","14333","Atsuko Miyaji","305","2990","106","178","621","11",\N
"2574976859","13570","Birgit Pfitzmann","265","8018","106","179","3267","35",\N
"2503200132","14599","Wei Yu","291","4021","105","180","2153","20",\N
"2120427923","14409","Huaxiong Wang","352","3758","105","181","1489","20",\N
"2117662806","14077","Xinwen Zhang","181","7669","105","182","4361","35",\N
"2170777979","13834","Elena Ferrari","332","7728","105","183","3273","24","1:2019,12:2021,"
"2792582847","15029","Igor Kotenko","262","1395","105","184","793","15",\N
"724390122","13487","Frank Stajano","144","5633","105","185","6250","23",\N
"2166604831","15338","Qi Shi","176","1190","104","186","661","12",\N
"2114568220","14622","Tuomas Aura","156","2779","104","187","1833","21",\N
"2102720211","14313","Hung Min Sun","257","4417","104","188","2381","27",\N
"1957144376","13933","Sabrina De Capitani di Vimercati","194","6170","104","189","4961","33",\N
"2136346182","15504","Aziz Mohaisen","171","1054","103","190","659","15",\N
"2193269139","13084","Somesh Jha","304","17557","103","191","9277","38","1:2016,"
"2130556419","14382","Sangjin Lee","346","3142","103","192","562","11",\N
"2707810849","14537","Quanyan Zhu","321","4663","103","193","2134","19",\N
"939322287","15045","GÃ¼nther Pernul","224","1870","102","194","993","16",\N
"2618332681","15431","Giampaolo Bella","141","1109","102","195","979","17",\N
"1847390017","15470","DaeHun Nyang","184","781","101","196","336","10",\N
"2228949119","14205","Jean Pierre Seifert","252","4762","101","197","2456","25","1:2010,"
"2157264513","14478","Duminda Wijesekera","242","3558","101","198","1923","18",\N
"2151678189","13122","Anupam Joshi","490","16192","100","199","3103","28",\N
"1174863452","15381","Shinsaku Kiyomoto","186","943","100","200","569","13",\N
"2306257003","14801","Raphael C. W. Phan","231","2715","99","201","913","18",\N
"2103022394","12084","Jie Wu","2157","54198","99","202","3276","28",\N
"605106185","12841","Bruce Schneier","205","16229","99","203","6332","34",\N
"2502164351","15771","Moon Seog Jun","160","252","99","204","209","6",\N
"1970640687","12412","Jon Crowcroft","667","28477","98","205","4386","27","1:2002,"
"2114195131","13344","Yang Xiao","530","14766","98","206","2434","24",\N
"2128783725","14455","Tzonelih Hwang","264","4795","97","207","2314","28",\N
"2150371625","13968","Guofei Gu","129","8124","97","208","6461","31",\N
"2051837146","14396","Tsuyoshi Takagi","396","3266","97","209","665","12",\N
"2338926894","15011","Karen Renaud","244","1774","97","210","686","15",\N
"260284752","15155","Douglas Stebila","150","1739","96","211","1338","18",\N
"2146462720","14874","Ilsun You","301","2254","96","212","876","14",\N
"181516391","15248","MirosÅ‚aw KutyÅ‚owski","221","1105","96","213","453","12",\N
"2282884927","14695","Patrick Traynor","130","3087","96","214","2669","25",\N
"2257074422","14013","Jin Li","219","9632","96","215","4286","30",\N
"2203547071","13842","David Basin","392","8496","96","216","2548","25","1:2018,"
"2168417342","13011","Hai Jin","1491","13762","96","217","583","14",\N
"2924763265","15300","Ali Dehghantanha","175","2479","96","218","1425","22",\N
"30238620","13761","Yehuda Lindell","248","10326","95","219","3398","30",\N
"2839455278","13021","Kim Jae Hyung","2600","1308","95","220","54","4",\N
"2057643108","13471","Markus Jakobsson","146","9805","95","221","6880","40",\N
"2113410603","13934","Ian Goldberg","135","5410","95","222","4574","36",\N
"2311384390","14561","Feng Bao","187","4131","95","223","2642","26",\N
"2312189474","16357","Belden Menkus","101","8","94","224","8","1",\N
"2099883334","13689","Elizabeth Chang","764","8184","94","225","1580","20",\N
"2068596995","13210","Ueli Maurer","280","10658","94","226","3477","27","1:2015,"
"2157563740","14509","Surya Nepal","347","3972","94","227","961","16",\N
"221486981","14927","Emiliano De Cristofaro","207","2896","94","228","1722","24",\N
"2126095689","15526","Wolter Pieters","153","975","94","229","818","14",\N
"2004869545","14667","Indrajit Ray","253","3352","94","230","1975","22",\N
"5807779","15377","Stephen D. Wolthusen","169","861","94","231","518","12",\N
"6730385","14722","Madjid Merabti","326","2490","94","232","848","15",\N
"263065609","15479","Joaquin Garcia Alfaro","176","994","94","233","699","14",\N
"2339635653","14550","Mike Burmester","173","3121","93","234","1686","22",\N
"79920672","14765","Konstantin Beznosov","159","3294","93","235","2508","28",\N
"417821493","13461","Virgil D. Gligor","136","7702","93","236","6155","25","12:2011,"
"1683457605","13778","Carl A. Gunter","239","6706","93","237","1894","26",\N
"1977574496","16378","Ben McClure","105","40","93","238","34","2",\N
"2133942762","15480","Dong Hoon Lee","185","799","93","239","298","8",\N
"2051205022","13333","Paul Syverson","146","11077","93","240","8286","40","1:2014,"
"2120208147","14206","Yixian Yang","492","5035","93","241","724","15",\N
"2106238981","14491","Nicholas Hopper","119","3859","93","242","3453","26",\N
"2133894065","15857","Im Yeong Lee","136","369","92","243","309","8",\N
"173124799","14028","Pekka Nikander","175","5129","92","244","3339","25",\N
"2170816905","13205","Wenjing Lou","293","20373","92","245","9633","41",\N
"2171030022","12355","Stefan Savage","174","24673","92","246","14477","45","1:2010,"
"2235079717","15138","Martin S. Olivier","187","1550","92","247","1001","13",\N
"2424981831","15539","Helge Janicke","163","1149","92","248","868","15",\N
"2269201832","14367","Herbert Bos","226","4898","91","249","3414","32",\N
"2146912683","15504","Hein S. Venter","157","1142","91","250","844","15",\N
"2307802398","14731","Howon Kim","296","2153","91","251","665","14",\N
"1449289038","14959","Rossouw von Solms","157","3254","91","252","2721","26",\N
"416106927","13938","Max MÃ¼hlhÃ¤user","711","4389","91","253","1123","15",\N
"563121846","11829","Mario Gerla","1056","45244","91","254","2359","27","1:2018,"
"2984062584","15411","Zhong Chen","178","1158","91","255","541","12",\N
"2682364181","13063","Ivan DamgÃ¥rd","373","14630","91","256","3882","25",\N
"151545673","15160","Georgios Kambourakis","131","2381","90","257","1934","25",\N
"1966110232","14847","Indrakshi Ray","214","2811","90","258","1276","18",\N
"2135546068","14944","Xinwen Fu","181","2651","90","259","1602","24",\N
"2131229705","12501","Brent Waters","259","30779","90","260","14407","42","1:2021,"
"2118809145","15294","Namje Park","177","1481","90","261","993","18",\N
"2122368622","14966","Prateek Mittal","160","3104","90","262","2329","23",\N
"2168309605","14418","Yongdae Kim","181","4696","90","263","3006","25",\N
"2170715427","14025","Sencun Zhu","180","8093","89","264","4095","29",\N
"2132789672","15579","Simon N. Foley","134","878","89","265","593","12",\N
"2264233871","14791","HervÃ© Chabanne","217","2360","89","266","1398","20",\N
"1482108584","12712","Rafail Ostrovsky","489","19364","89","267","6423","26","1:2021,"
"1984264859","13521","Mikhail J. Atallah","352","10347","89","268","3059","26","1:2006,"
"2098710421","15483","Chun I Fan","138","1319","89","269","1009","15",\N
"2019321982","15616","Gabriele Lenzini","154","914","89","270","572","12",\N
"2310372355","14809","Anna Cinzia Squicciarini","213","3391","89","271","1691","22",\N
"2398567661","14865","Siu Ming Yiu","249","3606","89","272","650","12",\N
"2342101073","14283","Siani Pearson","165","5154","88","273","3608","25",\N
"2586555337","14037","Herbert A. Little","460","7094","88","274","2480","28",\N
"201106088","14188","Felix C. Freiling","217","4540","88","275","3694","23",\N
"2109975757","15359","Fagen Li","153","1474","88","276","926","18",\N
"126037460","13630","Fabian Monrose","131","7989","88","277","6804","35",\N
"1864115044","15629","Bart De Decker","159","666","88","278","541","12",\N
"2969778635","15179","Hrs Locksmiths","361","0","88","279","0","0",\N
"2328058354","14239","HervÃ© Debar","139","4703","87","280","3683","25",\N
"2558610109","15883","Fred Cohen","95","550","87","281","364","8",\N
"2479394100","14946","Jian Shen","221","3484","87","282","1731","20",\N
"2469462003","12196","Henning Schulzrinne","658","31397","87","283","1865","23","1:2014,"
"2864125654","13376","Hong Jong Cheol","1628","1467","87","284","75","4",\N
"2133990936","14498","Heejo Lee","177","4070","87","285","2720","19",\N
"2134659517","14347","Ali A. Ghorbani","232","5951","87","286","2155","20",\N
"2136293085","15014","Jian Weng","184","2932","87","287","1824","21",\N
"2150389528","15129","Lucas C. K. Hui","153","2110","87","288","1381","19",\N
"2140730868","13127","Nasir Memon","394","14146","87","289","4240","26",\N
"2038970552","15289","Feng Hao","118","1709","87","290","790","15",\N
"2093528708","14380","Karen A. Scarfone","142","4580","87","291","2932","22",\N
"2101367683","12753","Sajal K. Das","1184","23406","86","292","1890","23",\N
"2034730381","15169","Jaap Henk Hoepman","182","1435","86","293","1036","14",\N
"2059284610","14274","Jemal H. Abawajy","397","5717","86","294","822","15",\N
"1384633206","14969","Ivan Martinovic","165","2440","86","295","1217","20",\N
"2135864080","14353","Shui Yu","441","5421","86","296","1127","19",\N
"2162106674","12249","MartÃ­n Abadi","354","35159","86","297","9133","37",\N
"2164601541","14209","Jaideep Vaidya","224","6424","86","298","1085","18",\N
"2129912041","15031","Xun Yi","209","2010","86","299","918","19",\N
"2113696107","15348","L. Jean Camp","158","1360","86","300","862","15","1:2021,"
"2496422505","14781","Ned M. Smith","225","2885","86","301","1277","21",\N
"316622382","14589","Cristina Nita Rotaru","178","4105","86","302","3043","21",\N
"329072426","13612","Audun JÃ¸sang","223","10935","86","303","2731","21",\N
"2130187483","13923","Kazuo Ohta","259","4397","85","304","1631","17",\N
"2092121144","14965","Taeshik Shon","232","1755","85","305","487","11",\N
"2098280818","14931","Sheikh Iqbal Ahamed","271","1953","85","306","1006","18",\N
"2222758709","14418","James Joshi","187","5178","85","307","3578","25",\N
"2145276306","15096","Dawu Gu","247","1325","85","308","639","15",\N
"2153400249","15302","Danfeng Yao","130","2024","85","309","1298","22",\N
"1514115001","14725","Asaf Shabtai","195","3332","85","310","1662","19",\N
"1966822383","15582","Charles A. Kamhoua","162","928","85","311","546","11",\N
"274141545","14884","Hannes Tschofenig","213","1912","85","312","1223","15",\N
"342838144","14662","Davide Balzarotti","101","4238","84","313","4067","32",\N
"1999899624","15110","Claudio Agostino Ardagna","168","2012","84","314","1541","20",\N
"2000619065","14947","Radu State","259","1866","84","315","925","17",\N
"1949736327","14813","Muttukrishnan Rajarajan","260","2930","84","316","1668","16",\N
"2044881251","13135","Ingrid Verbauwhede","606","13738","84","317","2233","27",\N
"2082041277","15463","Costas Lambrinoudakis","139","1318","84","318","1056","16",\N
"2110748698","13290","Nigel P. Smart","383","13062","84","319","1977","24",\N
"2145243395","14731","Lingyu Wang","187","3465","84","320","1892","20",\N
"2167982539","14293","Nicolas Christin","153","5089","84","321","3673","33",\N
"2172217660","15051","Aniello Castiglione","196","2735","83","322","1024","19",\N
"2097299098","14316","Neeraj Kumar","388","6725","83","323","2372","29",\N
"2025616804","12712","Hugo Krawczyk","187","15819","83","324","6369","37",\N
"2252067276","13101","Roy H. Campbell","496","14223","83","325","1707","23",\N
"2163026430","14546","Mohammad Reza Aref","388","2212","83","326","352","11",\N
"2109843937","14615","Shambhu Upadhyaya","262","3358","83","327","1242","18",\N
"634280958","12872","Paul C. van Oorschot","137","16000","83","328","3306","28","1:2016,"
"8790322","13891","Vitaly Shmatikov","146","9757","83","329","7589","40",\N
"313407794","14569","Andrei Sabelfeld","133","5155","83","330","3801","25",\N
"315881260","15024","Antonio Lioy","159","1402","83","331","1028","13",\N
"2123703515","13577","Andrew Jones","654","14640","82","332","498","10",\N
"2022219673","14976","Eiji Okamoto","211","1662","82","333","515","13",\N
"2077462807","15052","Nicola Zannone","171","2306","82","334","1410","18",\N
"2085610964","13827","FranÃ§ois Xavier Standaert","358","7852","82","335","2110","24",\N
"2005500650","13925","David Naccache","303","5173","82","336","2565","18",\N
"2136229164","13608","Joel J. P. C. Rodrigues","870","10389","82","337","1051","19",\N
"2151574249","14442","Lujo Bauer","132","4865","82","338","3906","32",\N
"2157543530","14039","Radha Poovendran","290","7013","82","339","2604","23",\N
"2100964680","14080","Christoph Busch","494","5260","81","340","964","16",\N
"2128961745","14974","Hung Yu Chien","121","2264","81","341","1842","17",\N
"2113955458","15247","Kevin R. B. Butler","108","2036","81","342","1622","22",\N
"2170506047","11689","Lixia Zhang","339","37636","81","343","8902","32","1:2006,"
"2167578695","15552","Huy Kang Kim","147","1049","81","344","539","13",\N
"2167932487","13061","Joan Feigenbaum","217","10773","81","345","5224","23","1:2001,"
"2237774804","15714","Kangbin Yim","139","708","81","346","527","9",\N
"2576660351","15586","Gregory Branchek Roth","150","1351","81","347","905","18",\N
"2331811076","13642","Ruby B. Lee","292","8023","80","348","2792","23","1:2001,"
"2117031546","15404","Ximeng Liu","173","1465","80","349","711","14",\N
"2125383417","12820","John C. Mitchell","497","21895","80","350","6534","38","1:2008,"
"2102845264","13717","Choong Seon Hong","978","5881","80","351","806","11",\N
"2102996759","15027","Hongxin Hu","143","2996","80","352","1812","23",\N
"2309731995","14722","Alvaro A. Cardenas","140","3805","80","353","3012","21",\N
"2009976263","15216","Julio C. Hernandez Castro","131","2078","80","354","1582","19",\N
"132146421","14635","Marc Fischlin","183","3392","80","355","1759","23",\N
"1933700146","14328","Klaus Wehrle","332","4521","80","356","1540","19",\N
"2903854414","14207","Matt Blaze","112","3035","80","357","2310","20",\N
"2921094191","15320","Taekyoung Kwon","136","1319","79","358","804","15",\N
"724618227","14470","Lein Harn","167","3205","79","359","1360","22",\N
"2622055178","14319","Jana Dittmann","308","3035","79","360","830","16",\N
"1988414654","15612","Kazukuni Kobara","130","763","79","361","382","11",\N
"121258479","15006","Haralambos Mouratidis","187","2535","79","362","736","14",\N
"2121378700","13714","Bharat Bhargava","399","8093","79","363","1253","16",\N
"2117242995","15766","Hu Xiong","129","913","79","364","626","14",\N
"2146769183","15357","Ragib Hasan","128","1677","79","365","1215","18",\N
"2304742061","14705","C. Pandu Rangan","332","2472","79","366","513","13",\N
"2308102277","14855","Seokhie Hong","223","1961","79","367","274","6",\N
"2100792061","14456","Vijayalakshmi Atluri","198","3922","79","368","1507","19",\N
"2014584298","14348","Burkhard Stiller","460","2868","79","369","397","11",\N
"2014799905","15536","Martin Gilje Jaatun","131","1159","79","370","920","14",\N
"2087417612","14028","Panos Papadimitratos","140","6161","79","371","4800","27",\N
"2109844616","15154","Sourabh Satish","196","2465","78","372","1109","16",\N
"2122389175","14200","Carlisle Adams","124","3312","78","373","2298","17",\N
"2123831698","14725","Dijiang Huang","221","3482","78","374","1252","18",\N
"2129307903","14759","Fangguo Zhang","173","3109","78","375","1146","18",\N
"2130915402","15058","Tzong Chen Wu","117","1834","78","376","1370","20",\N
"11167979","13496","Levente ButtyÃ¡n","186","10005","78","377","5628","32",\N
"1956431704","15341","Sadie Creese","142","1345","78","378","989","20",\N
"1999189064","13696","William Enck","95","7260","78","379","6486","26",\N
"2004679713","12672","Stephen M. Matyas","202","8975","78","380","4511","35",\N
"2196535451","14671","Nato Multimedia Library","600","1","78","381","0","0",\N
"2149726944","13413","Dan S. Wallach","170","7984","78","382","3811","31",\N
"2162725797","15115","Yuh Min Tseng","119","2132","78","383","1559","21",\N
