authorID,MAGrank,name,PaperCount,CitationCount,PaperCount_field,authorRank,CitationCount_field,hIndex_field,FellowType
"2134422024","14927","Xiaofeng Meng","225","2387","73","197","882","15",\N
"2169716560","13644","AnHai Doan","150","9691","73","198","5568","36",\N
"1671481","14947","Mourad Ouzzani","161","3416","73","199","1597","21",\N
"24841185","14824","Alkis Simitsis","118","3375","73","200","2280","25",\N
"8132329","14301","Vassilis J. Tsotras","200","4711","72","201","2486","27",\N
"2291928790","15251","Peter Baumann","179","1227","72","202","847","15",\N
"2309367016","14198","Athman Bouguettaya","319","5672","72","203","2114","16",\N
"2168806630","14488","Ge Yu","434","2779","72","204","626","14",\N
"2159330715","15326","David C. Reed","201","1216","72","205","416","10",\N
"2149582598","14916","Sherif Sakr","213","2431","72","206","917","15",\N
"2112271222","14415","Paolo Atzeni","201","3063","72","207","1279","18",\N
"2086485007","14298","Tore Risch","155","3251","71","208","1512","20",\N
"2066833720","14839","Ashraf Aboulnaga","94","2947","71","209","2367","26",\N
"90462051","14999","Riccardo Torlone","159","1959","71","210","1265","17",\N
"2472728339","14521","Feifei Li","142","4360","70","211","3017","25",\N
"2589753862","14660","Jun Yang","125","3427","70","212","2936","27",\N
"2589970869","14293","Chen Li","148","5381","70","213","3420","25",\N
"2083621898","14133","Tetsuro Motoyama","279","7460","70","214","2401","26",\N
"1873538321","13265","Georg Gottlob","483","16986","70","215","3117","24","1:2007,"
"2146230161","13491","Christopher J. Kane","617","13462","70","216","1776","25",\N
"2170178419","14943","Wilfred Ng","188","2897","70","217","1464","21",\N
"2170206103","13191","Daniel J. Abadi","83","12594","69","218","11628","36","1:2020,"
"2012318693","14140","Gultekin Ozsoyoglu","155","3972","69","219","2968","20",\N
"2131691615","14527","Stanley Y. W. Su","180","2140","69","220","1081","16",\N
"2152794630","14401","Stefano Rizzi","165","3924","68","221","2280","21",\N
"2157269769","13292","Richard Hull","219","12094","68","222","7144","27","1:2007,"
"2188856032","15178","Stratos Idreos","114","2261","68","223","1837","24",\N
"2121378700","13714","Bharat Bhargava","399","8093","68","224","610","13",\N
"2100196114","14377","Katsumi Tanaka","433","2706","68","225","412","11",\N
"2017222965","11435","Ian Foster","813","70237","68","226","2311","20","1:2009,"
"2019309144","14481","Naphtali Rishe","284","3268","68","227","1256","17",\N
"2307105024","14363","Masatoshi Yoshikawa","295","3400","68","228","1688","17",\N
"2566327162","14547","Hiroaki Miyata","321","3971","68","229","680","14",\N
"2424910365","14730","Stefan Manegold","127","3004","67","230","2500","25",\N
"674992784","14727","K. SelÃ§uk Candan","239","3033","67","231","1311","17",\N
"2304639312","13533","Laura M. Haas","110","8023","67","232","5539","32","1:2006,4:2015,"
"2211440602","14554","Arbee L. P. Chen","206","3381","67","233","1414","22",\N
"2136578401","15049","Alvaro A. A. Fernandes","145","1983","67","234","1244","21",\N
"2139751229","15331","Calisto Zuzarte","133","1953","67","235","1120","19",\N
"2042463718","15447","Omar Boussaid","202","960","67","236","482","13",\N
"2099029680","15243","Jorge Bernardino","193","1054","67","237","595","12",\N
"2118802686","13461","Ernesto Damiani","641","9413","67","238","1789","20",\N
"2119765128","14346","Sunil Prabhakar","152","4990","67","239","3140","25",\N
"2117427889","13137","Calton Pu","430","11546","66","240","1673","19",\N
"2108746510","15307","Jae Woo Chang","231","718","66","241","109","5",\N
"2105849486","15483","Max D. Smith","174","1009","66","242","386","10",\N
"2050071469","13872","Hans JÃ¶rg Schek","161","6067","66","243","2363","26","1:2001,"
"2138267588","14447","Reynold Cheng","168","5143","66","244","3315","26",\N
"2148643341","14320","Per Ake Larson","98","4342","66","245","3603","29","1:2004,"
"1793965813","15593","Marcin Gorawski","182","590","66","246","255","10",\N
"285822418","14704","Louiqa Raschid","189","2544","66","247","1504","22","1:2016,"
"2165938062","15068","Carlos Ordonez","180","2239","65","248","680","12",\N
"2157867657","14242","Xiaokui Xiao","158","6790","65","249","4708","37",\N
"2155445851","14543","Domenico SaccÃ ","231","3077","65","250","1077","19",\N
"2100438523","14095","Yanchun Zhang","488","5508","65","251","899","17",\N
"2116861371","14767","Avigdor Gal","240","2836","65","252","844","16",\N
"2038216534","13307","Boualem Benatallah","399","13304","65","253","3206","21",\N
"2055859042","15831","Vanessa Braganholo","117","721","64","254","363","10",\N
"2070862325","14865","Bin Cui","197","3364","64","255","1509","23",\N
"2020138198","13315","Peter Buneman","169","10570","64","256","3545","29","1:2000,"
"121171588","14340","Anthony K. H. Tung","162","6194","64","257","2710","27",\N
"2242930301","14787","Michael Schrefl","206","2348","64","258","880","16",\N
"2102819664","13636","Clement Yu","204","7050","64","259","2667","29",\N
"2159764403","14569","Liping Di","359","3244","64","260","625","15",\N
"2170949439","14991","Amit Ganesh","137","3162","64","261","1720","26",\N
"2190072679","13699","Graham Cormode","277","10513","64","262","4190","32","1:2020,"
"2151325580","13320","Bernhard Seeger","148","9687","64","263","8331","28",\N
"240506892","14957","Sam Lightstone","132","2864","64","264","1555","20",\N
"2488905669","14404","Wei Wang","179","5463","64","265","3901","33","1:2020,"
"326002240","14357","Shahram Ghandeharizadeh","194","3042","64","266","1181","18",\N
"427541198","14136","Alejandro Buchmann","276","5414","64","267","1746","20",\N
"1792929454","16925","å€«å“ æœéƒ¨","63","0","63","268","0","0",\N
"1995232797","14717","Jianhua Feng","168","4608","63","269","2369","23",\N
"140057078","15054","Angela Bonifati","136","2230","63","270","1601","22",\N
"2118697518","15234","Hamidah Ibrahim","263","999","63","271","117","5",\N
"2119615219","14498","Jianliang Xu","243","4783","63","272","1303","18",\N
"2126875334","15030","Maria Esther Vidal","248","1520","62","273","632","13",\N
"2139556000","15017","James Zu chia Teng","84","2027","62","274","1604","25",\N
"2081189480","15030","Dan Olteanu","123","2924","62","275","2218","26",\N
"228175360","15567","Carsten Binnig","106","1294","62","276","1064","18",\N
"1907159313","14233","Hideo Yasunaga","553","4995","62","277","663","13",\N
"1969282344","13303","Alberto O. Mendelzon","152","9467","62","278","3860","27",\N
"2181944564","15132","Sandeep R. Patil","220","1748","62","279","711","13",\N
"89934235","12734","Hanan Samet","366","19689","62","280","3870","26","1:1996,"
"665840641","13594","Henry F. Korth","135","7099","62","281","4885","28","1:2000,"
"2761330671","15629","Zhen Hua Liu","97","2002","62","282","1171","19",\N
"677654591","13662","Martha K. Terris","463","9306","61","283","1558","22",\N
"2087987499","12904","Pierangela Samarati","364","17198","61","284","3905","27","1:2021,"
"2019828590","13356","Justin Zobel","335","12571","61","285","1639","21",\N
"202808005","15101","Kjetil NÃ¸rvÃ¥g","171","2618","61","286","977","15",\N
"201260971","13978","William J. Aronson","384","9185","61","287","1568","22",\N
"2075150303","14688","Paolo Missier","237","3054","61","288","854","16",\N
"2130998405","14916","David Maxwell Cannon","114","3565","61","289","2718","26",\N
"1973718029","14187","David W. Embley","203","4377","61","290","2066","23",\N
"2251396636","13352","Luis Gravano","142","10511","61","291","5404","31",\N
"2302554995","15025","Patrick Martin","170","2326","61","292","1060","15",\N
"2288210449","14728","Nick Levi","567","0","61","293","0","0",\N
"203998954","14711","Matteo Golfarelli","142","3222","60","294","1761","19",\N
"2081368286","14692","Man Lung Yiu","128","4560","60","295","2988","27",\N
"2021389961","14970","Torsten Grust","102","2712","60","296","2442","20",\N
"2111068731","14135","Shojiro Nishio","531","3787","60","297","726","7",\N
"2112167796","13943","Vijayshankar Raman","123","5311","60","298","4183","24",\N
"2154123352","14495","Alan Fekete","180","3823","60","299","1705","21",\N
"2147854764","14854","Nobuo Kawamura","93","2412","60","300","1509","21",\N
"703301073","13960","Oscar Corcho","367","7170","60","301","1058","15",\N
"719372124","14592","Letizia Tanca","210","3736","60","302","1525","15",\N
"2627290768","14852","Jagannathan Srinivasan","94","2337","60","303","1695","22",\N
"252562283","14356","Panos Kalnis","131","6196","60","304","3466","28",\N
"2547935044","12376","Kia Silverbrook","3652","39609","59","305","955","19",\N
"2141906338","15112","Haruo Yokota","197","936","59","306","540","13",\N
"202245023","14953","Eric Sedlar","114","3920","59","307","2128","23",\N
"2095906382","14700","Bill Howe","161","3365","59","308","2046","19",\N
"2080458430","14466","Arnon Rosenthal","102","2983","59","309","2413","22",\N
"228437624","12411","Miron Livny","271","23322","59","310","7472","31",\N
"2157592790","14388","Kenneth Salem","80","3225","59","311","1895","21",\N
"2161168953","13256","Kyuseok Shim","174","12121","59","312","8478","30","1:2013,"
"2242762518","14562","Evaggelia Pitoura","211","4220","59","313","1378","22",\N
"119288298","14942","Alexandros Labrinidis","136","2982","59","314","1708","19",\N
"2000741701","14416","Sonia Bergamaschi","268","2870","58","315","1388","17",\N
"2151018753","14688","Eugene Wu","89","3336","58","316","3215","23",\N
"2079152302","13741","Ramez Elmasri","205","7240","58","317","5269","19",\N
"2039005146","14909","Farshad Fotouhi","231","2320","58","318","768","15",\N
"2120241213","14225","Weiyi Meng","156","5477","58","319","2350","26",\N
"2118460571","13597","Peter J. Haas","181","7528","58","320","4339","29","1:2013,"
"2164671343","14005","Meichun Hsu","155","6316","58","321","1696","19",\N
"2166985210","14923","Guoren Wang","289","2234","58","322","711","13",\N
"2620775047","14580","Jason K. Resch","415","5619","58","323","1481","16",\N
"2811094840","14848","Curtis E. Dyreson","124","2901","58","324","1778","19",\N
"2335782385","14627","Lawrence P Sweeney","627","3","57","325","0","0",\N
"2651294325","14525","JosÃ© A. Blakeley","93","2833","57","326","2027","20",\N
"2133681171","17024","å¹¸å¤« å¤§ä¹…ä¿","57","1","57","327","1","1",\N
"2143778659","13724","Wang Chien Lee","365","10669","57","328","1488","22",\N
"2295915604","14195","Gao Cong","194","7585","57","329","2832","25",\N
"1656275121","13199","Dimitrios Gunopulos","291","14646","57","330","5559","27",\N
"2100168392","15767","Stefan BÃ¶ttcher","139","529","57","331","261","9",\N
"2246122413","11607","Randy H. Katz","449","49241","57","332","3227","25","1:1996,"
"2252234571","14437","Anand Prahlad","138","14269","57","333","9399","43",\N
"2045202252","14895","Harumi Kuno","106","2514","57","334","1733","19",\N
"2047057737","14892","Ã–zgÃ¼r Ulusoy","153","2713","57","335","883","18",\N
"330448013","14470","Paul Grefen","253","3889","57","336","1517","21",\N
"300074472","13979","Stuart E. Madnick","342","6222","56","337","1941","21",\N
"2620155405","15312","Yi Chen","104","1985","56","338","1424","20",\N
"2577371765","15299","Beth Roddin","320","3","56","339","0","0",\N
"2344638167","15157","Weining Qian","148","2137","56","340","264","8",\N
"2026396360","15173","Fatma Ozcan","92","2176","56","341","1534","19",\N
"2010142017","12502","Ian Horrocks","469","28502","56","342","1802","25",\N
"2311819533","14330","Inderpal S. Narang","90","4039","56","343","2839","30",\N
"2297751895","13019","Paul Lapstun","1822","21373","56","344","879","18",\N
"2305070481","11905","Wang Wei","8574","2669","56","345","54","4","1:2020,"
"2168417342","13011","Hai Jin","1491","13762","56","346","532","12",\N
"2145807834","15827","Norbert Ritter","125","537","56","347","365","11",\N
"2153737888","15293","Katja Hose","130","1729","56","348","1061","13",\N
"2138312864","13530","Amarnath Gupta","192","10810","56","349","1272","14",\N
"1996913175","15499","Eric Pardede","166","972","56","350","354","10",\N
"2124900482","13466","Manfred Reichert","708","13319","56","351","1763","23",\N
"2166430406","14821","Marco Vieira","272","2363","55","352","672","13",\N
"2158829505","14492","Raghav Kaushik","71","3361","55","353","2999","24",\N
"2008176303","15171","Toshiyuki Amagasa","165","1484","55","354","1090","11",\N
"2061024894","13592","Daniela Florescu","89","7074","55","355","5349","33",\N
"2096035962","14072","Alin Deutsch","112","4512","55","356","1960","24",\N
"232125283","15908","Abdelkader Hameurlain","139","545","55","357","194","9",\N
"1941402522","12788","Steffen Staab","537","22050","55","358","2969","25",\N
"53579654","13884","Zachary G. Ives","126","7454","55","359","3210","26","1:2021,"
"57505073","14561","Alberto H. F. Laender","207","3681","55","360","1239","15",\N
"479692591","15846","Mark Roantree","121","607","54","361","278","8",\N
"1976298713","12919","Maurizio Lenzerini","349","17281","54","362","2881","26","1:2009,"
"1969171325","13822","Witold Litwin","124","4422","54","363","3165","22","1:2001,"
"2095647292","15522","Sebastian Link","172","1500","54","364","643","14",\N
"2097719264","14537","Dennis McLeod","160","2638","54","365","1391","16",\N
"2029357687","14888","Heiko Schuldt","205","1950","54","366","835","15",\N
"2117861229","14088","Marcelo Arenas","197","5815","54","367","3483","25",\N
"2168523976","14257","Theodore Johnson","104","4691","54","368","2636","22",\N
"2245547659","14778","Klemens BÃ¶hm","268","2367","54","369","956","18",\N
"236180559","14959","Kamalakar Karlapalem","171","2352","54","370","1184","16",\N
"270949118","12595","Wil M. P. van der Aalst","608","27203","54","371","2930","28","1:2020,"
"2631981437","15278","Ji Tongkai","234","306","53","372","92","5",\N
"255335414","13822","Steven J. Simske","513","7408","53","373","620","15",\N
"2538229038","14894","Martin M. Serrano","480","1","53","374","0","0",\N
"2955214890","14839","Myoung Ho Kim","271","1816","53","375","471","10",\N
