authorID,name,name_MAG,authorID_MAG,PaperCount_ARC,CitationCount_ARC,hIndex_ARC,PaperCount_MAG_NLP,CitationCount_MAG_NLP,hIndex_MAG_NLP,authorRank,PaperCount_ACL,FellowType
"12129","marco baroni","marco baroni","2318310288","81","4260","29","151","6566","38","59","16",\N
"19878","robert moore","robert moore","2502975880","57","3241","29","91","4727","36","60","14","2:2011,"
"39360","daniel jurafsky",\N,\N,"49","8199","29",\N,\N,"-1","61","9",\N
"668","benjamin durme","benjamin durme","2113965177","132","2473","28","168","2909","29","62","19",\N
"716","heng ji","heng ji","2617049578","168","2272","28","162","2533","28","63","30",\N
"869","michael strube","michael strube","2201099618","103","2214","28","119","3253","29","64","11","2:2019,"
"1018","ting liu","ting liu","2142255895","204","3931","28","242","5162","32","65","45",\N
"4265","yejin choi","yejin choi","2133417374","100","3618","28","128","5812","35","66","24",\N
"6702","guodong zhou","guodong zhou","2147795187","140","3404","27","211","3609","27","67","27",\N
"7440","anna korhonen","anna korhonen","2110381519","123","2556","27","140","3063","29","68","16",\N
"245","mark dredze","mark dredze","2023626662","89","4012","27","100","4296","29","69","8",\N
"3457","yoav goldberg","yoav goldberg","2144962531","115","3689","27","139","5410","33","70","15",\N
"3641","vincent ng","vincent ng","2165254938","92","3189","27","98","3428","29","71","18",\N
"9781","kristina toutanova","kristina toutanova","1997665198","57","6733","27","80","9921","31","72","17",\N
"10821","ellen riloff","ellen riloff","2078106182","63","4208","27","98","7432","37","73","7","2:2018,"
"13005","saif mohammad","saif mohammad","2105560112","65","2904","27","99","5000","36","74","5",\N
"13539","alon lavie","alon lavie","2215739635","103","4880","27","132","5885","32","75","4",\N
"14512","bonnie dorr","bonnie dorr","2141255014","82","2490","27","172","4001","33","76","8","2:2016,1:2020,"
"25419","slav petrov","slav petrov","2344539050","37","4071","27","68","5024","33","77","4",\N
"25856","james curran","james curran","2122025236","94","3006","27","102","3434","28","78","14",\N
"29364","stephan vogel","stephan vogel","2102032629","120","3385","27","144","4379","35","79","5",\N
"25372","lluis marquez",\N,\N,"110","3776","26",\N,\N,"-1","80","4",\N
"129","eiichiro sumita","eiichiro sumita","100988613","229","2458","26","251","2904","30","81","21",\N
"884","yue zhang","yue zhang","2681817313","171","2487","26","160","3074","29","82","42",\N
"993","james pustejovsky","james pustejovsky","1991518691","113","2527","26","196","7731","38","83","4",\N
"1743","massimo poesio","massimo poesio","314690538","110","3008","26","167","4082","31","84","9",\N
"2631","andy way","andy way","2110815193","235","2259","26","323","3293","29","85","8",\N
"3545","wentau yih",\N,\N,"58","4825","26",\N,\N,"-1","86","10",\N
"4517","maosong sun","maosong sun","2157167650","128","2649","26","195","3798","31","87","32",\N
"6782","diane litman","diane litman","2090150330","101","2872","26","185","5352","39","88","16","2:2017,"
"9456","julia hirschberg","julia hirschberg","1983359683","68","2529","26","155","5456","40","89","11","2:2011,1:2015,"
"9578","bonnie webber","bonnie webber","2161790590","105","2455","25","150","4142","31","90","12","2:2012,3:2020,"
"444","walter daelemans","walter daelemans","2234963844","112","2546","25","286","4630","35","91","4","2:2014,"
"673","mihai surdeanu","mihai surdeanu","39770428","81","6353","25","95","6993","26","92","7",\N
"748","mark steedman","mark steedman","2112881711","98","3309","25","138","5925","35","93","15","3:2018,"
"1087","satoshi sekine","satoshi sekine","2113043232","73","2592","25","99","4306","29","94","5",\N
"1787","trevor cohn","trevor cohn","2198766192","135","2347","25","160","2806","29","95","21",\N
"3371","percy liang","percy liang","2171686691","65","4892","25","95","6826","37","96","27",\N
"3694","min zhang","min zhang","2428533358","173","2941","25","219","3313","28","97","40",\N
"21810","ted briscoe","ted briscoe","1989705602","71","2736","25","109","3999","34","98","9",\N
"4346","hal iii",\N,\N,"80","3689","25",\N,\N,"-1","99","15",\N
"28333","johanna moore","johanna moore","2170207220","61","2125","25","113","3303","32","100","9",\N
"29134","jian su","jian su","2170213980","45","3022","25","38","2816","25","101","14",\N
"30549","dekang lin",\N,\N,"46","5043","25",\N,\N,"-1","102","12","2:2013,"
"33330","robert gaizauskas","robert gaizauskas","677346422","78","1959","25","151","3958","31","103","4",\N
"33578","dekai wu","dekai wu","2171266881","97","3050","25","144","3346","27","104","7","2:2011,"
"3945","daniel gildea","daniel gildea","2004366870","89","5464","24","114","6026","29","105","13",\N
"4268","michel galley","michel galley","2509907281","46","3892","24","78","5203","32","106","8",\N
"5032","barry haddow","barry haddow","2179150568","75","3615","24","86","4084","28","107","4",\N
"191","joel tetreault","joel tetreault","2084122671","67","1622","24","106","2586","28","108","3",\N
"1509","pascale fung","pascale fung","2096944554","112","2213","24","197","3423","31","109","10","2:2020,"
"2509","lucia specia","lucia specia","321534654","199","2947","24","224","3602","29","110","10",\N
"2675","jorg tiedemann",\N,\N,"122","2025","24",\N,\N,"-1","111","0",\N
"3270","phil blunsom","phil blunsom","297118547","65","3392","24","120","6898","36","112","16",\N
"3520","colin cherry","colin cherry","1987215999","62","2717","24","73","3108","27","113","9",\N
"3526","marcello federico","marcello federico","2171490998","107","5650","24","130","6153","29","114","3",\N
"8333","ani nenkova","ani nenkova","114841185","62","2352","24","100","4009","29","115","5",\N
"9803","diana mccarthy","diana mccarthy","2106968275","56","1996","24","67","2060","24","116","4",\N
"10294","nianwen xue","nianwen xue","2153745389","87","2704","24","106","3233","27","117","6",\N
"21851","richard schwartz",\N,\N,"60","2881","24",\N,\N,"-1","118","5",\N
"16303","nancy ide","nancy ide","690115864","70","2658","24","114","3568","30","119","4",\N
"12905","stuart shieber","stuart shieber","1985347978","57","2291","24","94","4638","32","120","14","2:2017,1:2014,"
"12932","kentaro torisawa","kentaro torisawa","2805907121","73","1545","23","97","1698","23","121","11",\N
"15925","hitoshi isahara","hitoshi isahara","282814008","135","2131","23","180","2312","27","122","6",\N
"224","steven bethard","steven bethard","2133231644","87","4280","23","97","4757","26","123","5",\N
"707","hinrich schutze",\N,\N,"177","3586","23",\N,\N,"-1","124","27",\N
"822","jacob eisenstein","jacob eisenstein","2142862529","62","2589","23","112","3096","26","125","9",\N
"2274","katrin erk","katrin erk","1970995118","59","1800","23","84","2184","25","126","7",\N
"2607","sampo pyysalo","sampo pyysalo","305445708","57","2256","23","90","2947","26","127","0",\N
"3180","david chiang","david chiang","2297564775","67","4571","23","93","4770","25","128","15",\N
"3234","josef genabith","josef genabith","93711912","181","1941","23","232","2659","25","129","17",\N
"3453","kenneth church","kenneth church","2172397963","54","7245","23","90","9572","35","130","10","2:2015,"
"3813","simone teufel","simone teufel","1806051850","56","2180","23","70","2396","25","131","3",\N
"3873","sebastian riedel","sebastian riedel","1976791985","77","2436","23","101","3306","26","132","9",\N
"5073","alex waibel","alex waibel","2061074560","151","2058","23","339","7483","45","133","4",\N
"5931","ehud reiter","ehud reiter","2144649503","71","1567","23","102","3537","28","134","3",\N
"6251","dipanjan das","dipanjan das","2181087466","40","3241","23","54","3556","26","135","9",\N
"16607","dan moldovan","dan moldovan","2311416189","56","2300","23","123","4258","33","136","9",\N
"7910","graeme hirst","graeme hirst","2103053954","90","3677","23","164","7615","39","137","9","2:2019,"
"28076","steve young","steve young","2125228453","44","1819","23","143","6429","40","138","4",\N
"29127","lucy vanderwende","lucy vanderwende","2006711911","34","1913","23","70","3624","29","139","3",\N
"51339","eric brill",\N,\N,"31","4222","23",\N,\N,"-1","140","9",\N
"37311","yorick wilks","yorick wilks","2073488377","87","2019","22","207","5191","36","141","3","3:2008,"
"30618","richard zens","richard zens","2009916585","34","5221","22","38","5664","24","142","1",\N
"8438","liang huang","liang huang","2111840783","73","2660","22","88","2819","23","143","14",\N
"10837","jaime carbonell","jaime carbonell","2100444261","94","1978","22","159","4243","29","144","10",\N
"297","sadao kurohashi","sadao kurohashi","112209514","193","1930","22","253","2186","22","145","10",\N
"1194","jun zhao","jun zhao","2590483556","100","2635","22","103","3392","26","146","34",\N
"1526","bing liu","bing liu","2244698799","75","2476","22","97","5380","32","147","10","1:2015,"
"2623","stephan oepen","stephan oepen","1987580280","75","1418","22","97","1926","27","148","3",\N
"3223","sophia ananiadou","sophia ananiadou","2141504082","104","1822","22","231","4622","31","149","3",\N
"17476","james allen","james allen","2235393145","73","1795","22","143","5271","30","150","11",\N
"4279","ralph weischedel","ralph weischedel","2949606947","74","3392","22","80","4082","27","151","9","2:2016,"
"4587","zhiyuan liu",\N,\N,"103","1949","22",\N,\N,"-1","152","34",\N
"5928","yusuke miyao","yusuke miyao","2036428500","126","1855","22","143","2769","29","153","14",\N
"4704","srinivas bangalore","srinivas bangalore","2236378493","65","1890","21","133","3273","29","154","5",\N
"6129","german rigau","german rigau","1596863116","78","1720","21","148","2912","30","155","2",\N
"9541","alan ritter","alan ritter","2154095546","37","3940","21","48","4283","24","156","5",\N
"10658","christof monz","christof monz","2109806231","61","2589","21","128","3593","28","157","0",\N
"13772","sanda harabagiu","sanda harabagiu","2345927361","57","2362","21","106","4014","32","158","8",\N
"305","hai zhao","hai zhao","2158989052","106","1295","21","176","1901","24","159","12",\N
"411","sebastian pado",\N,\N,"94","2521","21",\N,\N,"-1","160","10",\N
"721","rebecca passonneau","rebecca passonneau","113116722","60","2775","21","95","3249","23","161","12",\N
"834","graham neubig","graham neubig","277131583","200","1439","21","285","2465","25","162","36",\N
"980","nathanael chambers","nathanael chambers","2179135478","42","2329","21","40","2128","20","163","7",\N
"1754","ted pedersen","ted pedersen","2120321692","62","2446","21","139","6578","32","164","1",\N
"1894","grzegorz kondrak","grzegorz kondrak","330825386","73","1379","21","80","1576","24","165","12",\N
"2196","martin chodorow","martin chodorow","1983137424","39","2126","21","61","3132","27","166","4",\N
"2551","oliver lemon","oliver lemon","275989945","81","1475","21","123","2504","27","167","9",\N
"3793","furu wei","furu wei","2171151462","85","2439","21","104","3237","27","168","23",\N
"42377","robert dale","robert dale","2232810675","61","1576","21","127","3626","28","169","2","2:2018,"
"34734","patrick pantel","patrick pantel","2250462127","34","3062","21","45","6087","26","170","8",\N
"55905","yves schabes",\N,\N,"31","2002","20",\N,\N,"-1","171","7",\N
"41856","hiyan alshawi",\N,\N,"30","1301","20",\N,\N,"-1","172","7",\N
"51","james glass","james glass","2154846939","61","1218","20","195","5385","38","173","10",\N
"292","ondvrej bojar",\N,\N,"129","5421","20",\N,\N,"-1","174","3",\N
"338","yoshimasa tsuruoka","yoshimasa tsuruoka","1788978749","50","1474","20","75","2693","27","175","6",\N
"382","pushpak bhattacharyya","pushpak bhattacharyya","2156071728","296","1515","20","345","2343","21","176","15",\N
"717","mohit bansal","mohit bansal","2070810387","119","1452","20","127","2546","27","177","25",\N
"730","xiaodong he","xiaodong he","2106698597","55","3032","20","142","8527","36","178","9",\N
"888","jimmy lin","jimmy lin","2163619555","88","2091","20","100","2876","26","179","7",\N
"908","mu li","mu li","2107346758","60","1604","20","73","2030","22","180","20",\N
"1032","kyunghyun cho",\N,\N,"74","5095","20",\N,\N,"-1","181","11",\N
"1193","kang liu","kang liu","2130404924","78","2297","20","66","2482","21","182","30",\N
"1460","minyen kan",\N,\N,"68","1705","20",\N,\N,"-1","183","12",\N
"1826","wenjie li","wenjie li","2139868060","73","1092","20","165","1923","24","184","10",\N
"3518","george foster","george foster","2326184822","60","1932","20","74","2779","25","185","5",\N
"8953","steven bird","steven bird","2120683996","75","3291","20","106","5663","26","186","3",\N
"9757","matt post","matt post","2147781739","58","1653","20","68","1960","22","187","1",\N
"9828","tom mitchell","tom mitchell","2151014374","43","1579","20","68","2115","24","188","9",\N
"10076","haizhou li","haizhou li","2096728398","84","1451","20","223","3768","30","189","21",\N
"11322","sameer pradhan","sameer pradhan","2160898209","32","2082","20","47","2739","24","190","1",\N
"4023","kevin gimpel","kevin gimpel","2000806699","69","2610","20","90","2953","22","191","9",\N
"4100","william cohen",\N,\N,"50","1580","20",\N,\N,"-1","192","8",\N
"4293","brian roark","brian roark","2165864196","68","2093","20","93","2563","24","193","13",\N
"4460","chris quirk","chris quirk","2165558247","66","2545","20","91","3291","26","194","10",\N
"5083","matteo negri","matteo negri","2165613779","90","1440","20","122","1707","21","195","7",\N
"6238","kemal oflazer","kemal oflazer","2294813931","64","1369","20","126","1942","25","196","4",\N
"14528","ari rappoport","ari rappoport","2037811987","60","1640","20","76","2111","22","197","20",\N
"15131","michael gamon","michael gamon","1896392369","40","1987","20","64","2516","25","198","5",\N
"16980","carlo strapparava","carlo strapparava","108113495","71","2529","20","104","4546","26","199","7",\N
"16786","david traum","david traum","693463813","77","1271","19","118","2859","25","200","2",\N
"8364","anoop sarkar","anoop sarkar","2126895602","81","1763","19","95","1943","21","201","9",\N
"8628","hsinhsi chen",\N,\N,"138","1506","19",\N,\N,"-1","202","6",\N
"8675","roi reichart","roi reichart","1972118651","77","1430","19","102","1587","20","203","20",\N
"11076","kalina bontcheva","kalina bontcheva","7476036","58","1344","19","106","4298","27","204","1",\N
"24687","jerry hobbs","jerry hobbs","2220962793","59","1699","19","99","5543","30","205","8","3:2013,"
"143","anders sogaard",\N,\N,"175","1491","19",\N,\N,"-1","206","7",\N
"240","aria haghighi","aria haghighi","2111029421","24","2184","19","24","2185","19","207","8",\N
"417","dirk hovy","dirk hovy","310222905","68","1037","19","59","1035","19","208","5",\N
"1017","wanxiang che","wanxiang che","2096786427","87","1343","19","110","1684","21","209","19",\N
"1028","stefan riezler","stefan riezler","1993280370","65","1808","19","89","2035","21","210","15",\N
"1071","jason baldridge","jason baldridge","2147235967","59","1592","19","83","2227","24","211","11",\N
"1095","lillian lee","lillian lee","2124867291","43","11686","19","77","13411","29","212","13","2:2017,1:2018,"
"1313","adam lopez","adam lopez","2344611442","55","985","19","86","1383","21","213","8",\N
"1474","giuseppe carenini","giuseppe carenini","1132515649","60","1012","19","58","1279","22","214","5",\N
"1504","churen huang",\N,\N,"191","1481","19",\N,\N,"-1","215","2",\N
"2464","david weir","david weir","2096562962","53","1580","19","66","1903","21","216","10",\N
"2565","chris biemann",\N,\N,"121","1407","19",\N,\N,"-1","217","8",\N
"2690","rico sennrich","rico sennrich","93200637","90","2998","19","114","3558","24","218","14",\N
"3312","jordan boydgraber",\N,\N,"81","1671","19",\N,\N,"-1","219","21",\N
"3315","ivan titov","ivan titov","2127391507","84","1848","19","99","2546","24","220","23",\N
"3634","masaaki nagata","masaaki nagata","2102463429","114","1101","19","146","1233","19","221","6",\N
"4130","alan black","alan black","2138706875","97","1495","19","204","6278","35","222","11",\N
"4176","xiaojun wan","xiaojun wan","2146508076","95","1526","19","119","1996","23","223","27",\N
"4501","michael auli","michael auli","2139710560","36","1419","19","49","2155","24","224","9",\N
"5031","alexandra birch","alexandra birch","2099661360","50","6606","19","68","6929","21","225","3",\N
"5770","holger schwenk","holger schwenk","2160549261","58","3753","19","100","9184","32","226","4",\N
"6245","johan bos","johan bos","2175936918","67","1536","19","99","1917","21","227","4",\N
"6910","kenji sagae","kenji sagae","2253488569","45","1497","19","60","2043","24","228","6",\N
"7024","xavier carreras","xavier carreras","2141264876","36","2444","19","40","2312","19","229","3",\N
"41493","chew tan","chew tan","2125676828","44","1308","19","83","2102","27","230","13",\N
"35319","tomoko ohta","tomoko ohta","2117794429","32","1823","19","49","3928","23","231","1",\N
"30019","kiyotaka uchimoto",\N,\N,"58","1132","19",\N,\N,"-1","232","4",\N
"30391","suresh manandhar","suresh manandhar","2141411159","45","1742","19","80","2193","22","233","5",\N
"45475","lynette hirschman",\N,\N,"50","2072","19",\N,\N,"-1","234","5",\N
"36748","stephanie seneff","stephanie seneff","2200470702","47","1293","18","127","4199","30","235","2",\N
"37221","adam kilgarriff","adam kilgarriff","22492467","37","1589","18","103","4323","32","236","0",\N
"41587","junichi kazama",\N,\N,"32","1275","18",\N,\N,"-1","237","5",\N
"28789","roxana girju","roxana girju","2069091190","35","1602","18","53","1974","21","238","3",\N
"41211","theresa wilson","theresa wilson","2162597567","21","5281","18","29","6714","22","239","0",\N
"41365","hamish cunningham","hamish cunningham","2073298952","33","981","18","70","4364","26","240","1",\N
"4010","marti hearst","marti hearst","2169348332","47","5956","18","53","7262","26","241","10","1:2013,"
"5882","xiaoyan zhu","xiaoyan zhu","2147746173","44","1324","18","75","1745","23","242","11",\N
"5986","horacio saggion","horacio saggion","157790613","81","1410","18","151","2110","22","243","2",\N
"6713","jiwei li",\N,\N,"37","2258","18",\N,\N,"-1","244","10",\N
"7286","jing jiang","jing jiang","2286546702","50","1956","18","68","2533","23","245","10",\N
"7400","hang li",\N,\N,"47","1603","18",\N,\N,"-1","246","15","2:2019,"
"17380","lori levin",\N,\N,"76","794","18",\N,\N,"-1","247","1",\N
"18116","antal bosch","antal bosch","2161053677","81","1141","18","116","1819","21","248","6",\N
"8292","salim roukos","salim roukos","2336572873","48","10076","18","81","11850","30","249","14","2:2015,"
"8359","suzanne stevenson","suzanne stevenson","2145917071","56","1349","18","83","1713","22","250","2",\N
"8753","frank keller","frank keller","2102014928","46","1368","18","104","2773","26","251","9",\N
"89","douwe kiela","douwe kiela","302325417","57","1068","18","70","1629","20","252","9",\N
"128","taro watanabe","taro watanabe","2721482151","60","1067","18","60","1179","19","253","12",\N
"219","nigel collier",\N,\N,"69","1808","18",\N,\N,"-1","254","9",\N
"486","kareem darwish",\N,\N,"51","824","18",\N,\N,"-1","255","2",\N
"856","james henderson","james henderson","2511339495","59","1004","18","75","1338","21","256","10",\N
"1013","paul cook","paul cook","2238511771","56","1229","18","55","1362","18","257","1",\N
"2644","richard johansson","richard johansson","2097970814","60","1772","18","74","1885","19","258","1",\N
"2956","haifeng wang","haifeng wang","2946695098","94","1432","18","110","2145","23","259","29","2:2016,"
"12137","vijayshanker",\N,\N,"42","1286","18",\N,\N,"-1","260","10",\N
"12388","michael paul",\N,\N,"61","1080","18",\N,\N,"-1","261","3",\N
"13978","helmut schmid","helmut schmid","2130753807","40","1330","18","48","1905","20","262","8",\N
"22390","chris brew","chris brew","2295679735","39","993","18","51","1192","19","263","6",\N
"20639","diarmuid seaghdha",\N,\N,"26","945","17",\N,\N,"-1","264","4",\N
"18430","james martin","james martin","2154435596","33","1248","17","63","4572","28","265","2",\N
"24529","giorgio satta","giorgio satta","1992109353","72","1260","17","95","1450","21","266","21",\N
"4068","wei xu",\N,\N,"49","961","17",\N,\N,"-1","267","12",\N
"4242","david schlangen","david schlangen","2042143543","73","913","17","101","1164","18","268","7",\N
"4403","mariecatherine marneffe",\N,\N,"38","3938","17",\N,\N,"-1","269","3",\N
"4553","radu florian","radu florian","2132510150","48","1088","17","63","1927","25","270","9",\N
"4772","rashmi prasad","rashmi prasad","2925247951","30","1585","17","44","1961","22","271","3",\N
"4873","aoife cahill","aoife cahill","2152105963","52","790","17","66","1035","20","272","6",\N
"5084","marco turchi","marco turchi","2304457645","88","1152","17","112","1559","20","273","6",\N
"5136","kevin duh","kevin duh","2046721439","106","1094","17","143","1622","20","274","4",\N
"6058","marine carpuat","marine carpuat","2056869143","80","1147","17","89","1242","18","275","4",\N
"6126","francis bond","francis bond","2194944715","114","1035","17","139","2108","21","276","5",\N
"6790","ann copestake","ann copestake","2116825888","51","1123","17","88","3421","27","277","3",\N
"7084","philippe langlais","philippe langlais","2016031872","77","945","17","108","1281","19","278","1",\N
"12620","roberto basili","roberto basili","1633289514","53","1126","17","150","2193","24","279","5",\N
"8351","julia hockenmaier","julia hockenmaier","77965061","40","2669","17","65","4622","23","280","8",\N
"8900","mari ostendorf","mari ostendorf","2046206377","72","1278","17","187","4935","34","281","3","2:2018,"
"9653","daniel cer","daniel cer","2164167138","31","2065","17","40","2441","21","282","1",\N
"10102","udo hahn","udo hahn","2049587962","84","1178","17","188","2721","29","283","9",\N
"96","torsten zesch","torsten zesch","149174513","68","1193","17","79","1501","17","284","1",\N
"106","barbara plank","barbara plank","1970522973","86","734","17","97","987","17","285","7",\N
"370","gertjan noord","gertjan noord","460648679","64","918","17","84","1274","20","286","6",\N
"874","jonathan berant","jonathan berant","86633810","61","1890","17","78","2350","20","287","15",\N
"1086","manabu okumura","manabu okumura","2165400638","89","1256","17","130","1552","19","288","9",\N
"1312","sharon goldwater","sharon goldwater","2010238386","53","1780","17","95","2518","22","289","9",\N
"1501","bernardo magnini","bernardo magnini","6113618","67","1882","17","130","4573","29","290","1",\N
"1722","paolo rosso","paolo rosso","2157200871","65","1027","17","257","3748","30","291","0",\N
"2935","hua wu","hua wu","2223354072","87","1466","17","87","1879","22","292","31",\N
"3082","adam meyers","adam meyers","2171197817","35","1545","17","53","1745","17","293","2",\N
"3265","alexander fraser","alexander fraser","2106104795","86","1100","17","83","1499","18","294","12",\N
"3441","alexander rush","alexander rush","2701382563","61","2433","17","71","4119","27","295","9",\N
"3543","peter clark","peter clark","2148981713","53","841","17","79","1707","20","296","2",\N
"3589","xuanjing huang","xuanjing huang","2161482855","109","1226","17","147","1569","20","297","25",\N
"39132","shane bergsma","shane bergsma","1924393375","25","855","17","33","1021","19","298","7",\N
"36870","hideki isozaki","hideki isozaki","2078289988","37","1371","17","54","1558","20","299","8",\N
"47297","thorsten brants","thorsten brants","251388693","22","2690","17","57","4349","31","300","4",\N
"47407","dan melamed","dan melamed","2262957976","25","1455","16","43","1852","22","301","6",\N
"37137","chris mellish","chris mellish","2109201565","44","746","16","86","1493","21","302","3",\N
"39087","william dolan","william dolan","2031298526","17","2266","16","58","5241","33","303","3",\N
"39226","kehjiann chen",\N,\N,"93","1224","16",\N,\N,"-1","304","1",\N
"41078","richard power","richard power","2121962236","37","798","16","60","1026","19","305","1",\N
"32552","sergei nirenburg","sergei nirenburg","25760396","76","734","16","150","1844","21","306","3",\N
"32655","blaise thomson","blaise thomson","2106138989","20","1308","16","39","1821","22","307","2",\N
"33326","sandra carberry","sandra carberry","2096912654","38","896","16","51","1171","17","308","9",\N
"34044","hoa dang","hoa dang","2160098670","22","759","16","20","1125","16","309","3",\N
"66","ion androutsopoulos","ion androutsopoulos","1808727851","53","1408","16","85","3769","23","310","4",\N
"127","masao utiyama","masao utiyama","1970329226","119","1024","16","148","1430","19","311","11",\N
"238","rebecca hwa","rebecca hwa","2109394996","38","1138","16","56","1545","20","312","6",\N
"360","sivaji bandyopadhyay","sivaji bandyopadhyay","2121266603","111","960","16","222","2167","23","313","0",\N
