2020.lrec-1.69,"The {ISO} Standard for Dialogue Act Annotation, Second Edition",2020,-1,-1,1,1.0,16745,harry bunt,Proceedings of the 12th Language Resources and Evaluation Conference,0,0,0.0,0.0
2020.isa-1.1,Annotation of Quantification: The Current State of {ISO} 24617-12,2020,-1,-1,1,1.0,16745,harry bunt,16th Joint ACL - ISO Workshop on Interoperable Semantic Annotation PROCEEDINGS,0,0,0.0,0.0
2020.isa-1.9,Adapting the {ISO} 24617-2 Dialogue Act Annotation Scheme for Modelling Medical Consultations,2020,-1,-1,2,0.0,16746,volha petukhova,16th Joint ACL - ISO Workshop on Interoperable Semantic Annotation PROCEEDINGS,0,0,0.0,0.0
W19-0403,A Semantic Annotation Scheme for Quantification,2019,0,0,1,1.0,16745,harry bunt,Proceedings of the 13th International Conference on Computational Semantics - Long Papers,0,0,-0.031362483355824,-0.032453646393453
W18-4703,Downward Compatible Revision of Dialogue Annotation,2018,0,1,1,1.0,16745,harry bunt,Proceedings 14th Joint {ACL} - {ISO} Workshop on Interoperable Semantic Annotation,0,0,-0.013084664532282565,1.0761535944706169
W18-4704,"The Revision of {ISO}-Space,Focused on the Movement Link",2018,-1,-1,3,0.265621,18931,kiyong lee,Proceedings 14th Joint {ACL} - {ISO} Workshop on Interoperable Semantic Annotation,0,0,0.0,0.0
L18-1121,Towards Continuous Dialogue Corpus Creation: writing to corpus and generating from it,2018,0,0,3,0.0,29635,andrei malchanau,Proceedings of the Eleventh International Conference on Language Resources and Evaluation ({LREC} 2018),0,0,-0.031362483355824,-0.032453646393453
L18-1282,Towards an {ISO} Standard for the Annotation of Quantification,2018,0,1,1,1.0,16745,harry bunt,Proceedings of the Eleventh International Conference on Language Resources and Evaluation ({LREC} 2018),0,0,-0.031362483355824,-0.032453646393453
W17-7404,Revisiting the {ISO} standard for dialogue act annotation,2017,0,3,1,1.0,16745,harry bunt,Proceedings of the 13th Joint {ISO}-{ACL} Workshop on Interoperable Semantic Annotation ({ISA}-13),0,0,0.0,0.0
W17-7409,Towards interoperable annotation of quantification,2017,0,0,1,1.0,16745,harry bunt,Proceedings of the 13th Joint {ISO}-{ACL} Workshop on Interoperable Semantic Annotation ({ISA}-13),0,0,-0.031362483355824,-0.032453646393453
L16-1503,The {D}ialog{B}ank,2016,-1,-1,1,1.0,16745,harry bunt,Proceedings of the Tenth International Conference on Language Resources and Evaluation ({LREC}'16),0,0,0.0,0.0
W15-0201,On the Principles of Semantic Annotation,2015,0,2,1,1.0,16745,harry bunt,Proceedings of the 11th Joint {ACL}-{ISO} Workshop on Interoperable Semantic Annotation ({ISA}-11),0,0,-0.031362483355824,-0.032453646393453
W15-0210,Semantic Relations in Discourse: The Current State of {ISO} 24617-8,2015,35,10,2,0.0,4772,rashmi prasad,Proceedings of the 11th Joint {ACL}-{ISO} Workshop on Interoperable Semantic Annotation ({ISA}-11),0,0,-0.031362483355824,-0.032453646393453
petukhova-etal-2014-interoperability,Interoperability of Dialogue Corpora through {ISO} 24617-2-based Querying,2014,8,1,3,1.0,16746,volha petukhova,Proceedings of the Ninth International Conference on Language Resources and Evaluation ({LREC}'14),0,0,0.15745040299960442,0.06301632820772265
W13-0507,Issues in the addition of {ISO} standard annotations to the Switchboard corpus,2013,13,4,1,1.0,16745,harry bunt,Proceedings of the 9th Joint {ISO} - {ACL} {SIGSEM} Workshop on Interoperable Semantic Annotation,0,0,-0.031362483355824,-0.032453646393453
W13-0202,The semantic annotation of quantification,2013,9,0,1,1.0,16745,harry bunt,Proceedings of the 10th International Conference on Computational Semantics ({IWCS} 2013) {--} Short Papers,0,0,-0.031362483355824,-0.032453646393453
