"2021.emnlp-main.88","2021","-1","7"
"2021.emnlp-main.591","2021","-1","7"
"2020.findings-emnlp.196","2020","-1","3"
"W19-4101","2019","0","7"
"P19-1536","2019","1","9"
"D19-3031","2019","0","9"
"P18-2018","2018","3","1"
"N18-6006","2018","2","2"
"N18-1048","2018","1","3"
"N18-1103","2018","12","2"
"D18-1026","2018","9","4"
"W17-5509","2017","2","4"
"W17-5512","2017","8","4"
"Q17-1022","2017","40","1"
"P17-4013","2017","43","8"
"P17-1006","2017","1","2"
"P17-1163","2017","118","1"
"E17-5004","2017","-1","2"
"E17-1042","2017","96","3"
"D17-1270","2017","7","2"
"P16-1230","2016","45","3"
"N16-1015","2016","33","3"
"N16-1018","2016","16","1"
"D16-1233","2016","2","3"
"C16-1025","2016","6","3"
"W15-4639","2015","24","4"
"W15-4655","2015","12","4"
"P15-2130","2015","54","1"
"D15-1199","2015","144","3"
