"W13-4063","2013","14","3"
"W12-1615","2012","6","2"
"W12-1638","2012","0","3"
"W11-2014","2011","35","3"
"J11-1004","2011","14","2"
"W10-4346","2010","26","1"
"W10-1307","2010","1","2"
"P10-1019","2010","25","2"
"C08-1129","2008","11","2"
"N07-1003","2007","4","2"
"N07-1034","2007","38","1"
"2007.sigdial-1.32","2007","8","3"
"H05-2011","2005","0","2"
"H05-1127","2005","32","2"
"heeman-2004-american","2004","2","1"
"W02-0208","2002","9","1"
"W01-1621","2001","3","2"
"A00-2037","2000","4","2"
"W99-0617","1999","23","1"
"J99-4003","1999","164","1"
"W98-1121","1998","17","1"
"P97-1033","1997","32","1"
"J95-3003","1995","0","1"
"P94-1041","1994","43","1"
"H94-1034","1994","20","1"
"P91-1050","1991","3","1"
