"W17-5539","2017","4","2"
"W16-3630","2016","5","3"
"W16-3632","2016","7","5"
"L16-1019","2016","9","5"
"W15-4610","2015","17","3"
"W14-4334","2014","1","2"
"gratch-etal-2014-distress","2014","95","9"
"paetzel-etal-2014-multimodal","2014","10","3"
"W13-4032","2013","28","1"
"N13-1129","2013","3","1"
"W12-1618","2012","0","1"
"W12-1620","2012","17","3"
"W12-1637","2012","0","2"
"N12-3007","2012","4","1"
"W11-2006","2011","12","1"
"W11-2031","2011","1","2"
"I11-1150","2011","2","1"
"N10-2009","2010","6","2"
"W09-3902","2009","60","1"
"N09-2014","2009","37","3"
"E09-1022","2009","19","1"
"W08-1111","2008","19","1"
"W08-0130","2008","18","1"
"P05-3001","2005","20","1"
"C04-1181","2004","16","1"
