"2021.emnlp-main.328","2021","-1","5"
"K19-1037","2019","0","5"
"2018.gwc-1.44","2018","-1","1"
"E17-1044","2017","8","3"
"L16-1139","2016","7","1"
"W15-2812","2015","107","3"
"P15-1006","2015","11","1"
"W14-3102","2014","56","1"
"W14-2404","2014","22","1"
"D14-1217","2014","56","1"
"S13-2013","2013","8","1"
"J13-4004","2013","261","2"
"spitkovsky-chang-2012-cross","2012","123","2"
"chang-manning-2012-sutime","2012","229","1"
"D12-1045","2012","112","3"
"W11-1902","2011","296","3"
"D11-1118","2011","45","3"
