"C14-1105","2014","6","3"
"J13-4009","2013","9","2"
"2013.iwslt-papers.10","2013","7","2"
"P12-2005","2012","6","1"
"P12-1003","2012","13","2"
"konstantopoulos-etal-2012-task","2012","0","3"
"W11-2129","2011","13","2"
"P11-2077","2011","0","2"
"W10-3801","2010","2","2"
"specia-etal-2010-dataset","2010","21","2"
"D10-1059","2010","16","2"
"2010.amta-papers.31","2010","42","4"
"P09-1038","2009","22","3"
"P09-1089","2009","47","3"
"2009.mtsummit-papers.17","2009","-1","2"
"2009.eamt-smart.1","2009","0","1"
"2009.eamt-smart.10","2009","-1","2"
"2009.eamt-smart.11","2009","-1","1"
"2009.eamt-1.5","2009","145","3"
"2008.eamt-1.1","2008","-1","1"
"H05-1095","2005","80","2"
"2005.jeptalnrecital-long.24","2005","-1","2"
"W02-2011","2002","12","4"
"W01-0707","2001","5","2"
"W01-0712","2001","6","3"
"W00-0702","2000","8","1"
"A00-1028","2000","6","1"
