"2021.naacl-main.424","2021","-1","4"
"2021.emnlp-main.429","2021","-1","6"
"2020.acl-demos.16","2020","2","9"
"W19-5042","2019","0","4"
"N19-1370","2019","0","3"
"D18-1215","2018","9","2"
"Q17-1008","2017","8","2"
"P17-5001","2017","0","1"
"E17-1110","2017","34","2"
"P16-1136","2016","72","4"
"N15-1077","2015","15","2"
"K15-1036","2015","1","4"
"D15-1174","2015","215","4"
"P13-1092","2013","54","1"
"N13-1104","2013","24","2"
"W10-3905","2010","0","1"
"W10-0911","2010","29","1"
"P10-1031","2010","108","1"
"N10-4002","2010","1","1"
"N10-1123","2010","85","1"
"N09-1024","2009","104","1"
"E09-1099","2009","23","3"
"D09-1001","2009","238","1"
"D08-1068","2008","183","1"
