"2021.mrqa-1.6","2021","-1","3"
"2021.findings-emnlp.101","2021","-1","6"
"2021.findings-acl.446","2021","-1","2"
"2021.emnlp-main.167","2021","-1","2"
"2021.eacl-main.137","2021","-1","3"
"2021.eacl-main.170","2021","-1","3"
"2021.eacl-main.304","2021","-1","2"
"2021.deelio-1.14","2021","-1","2"
"2021.acl-srw.21","2021","-1","3"
"2021.acl-short.109","2021","-1","4"
"2020.wosp-1.1","2020","-1","3"
"2020.sdp-1.16","2020","-1","3"
"2020.nlpcovid19-2.13","2020","-1","1"
"2020.lrec-1.212","2020","-1","3"
"2020.findings-emnlp.67","2020","-1","3"
"2020.findings-emnlp.420","2020","-1","2"
"2020.coling-main.368","2020","-1","3"
"2020.coling-main.580","2020","-1","4"
"2020.acl-main.105","2020","-1","3"
"P19-1216","2019","3","4"
"S18-1126","2018","0","3"
"P18-2028","2018","8","3"
"L18-1373","2018","1","2"
"D18-1453","2018","26","4"
"C18-1227","2018","0","2"
"W17-0417","2017","0","2"
"P17-2080","2017","19","7"
"P17-1075","2017","10","4"
"K17-2011","2017","1","2"
"W16-6001","2016","3","2"
"W16-3419","2016","8","4"
"L16-1607","2016","2","5"
"L16-1635","2016","2","2"
"K16-2018","2016","1","2"
"C16-2029","2016","6","2"
"C16-1261","2016","0","2"
"Y15-1056","2015","0","4"
"W15-3602","2015","0","2"
"N15-3019","2015","2","4"
"W14-7008","2014","3","4"
"W14-5205","2014","0","4"
"chaimongkol-etal-2014-corpus","2014","2","2"
"tateisi-etal-2014-annotation","2014","11","4"
"W13-2906","2013","0","4"
"W13-2318","2013","2","4"
"I13-1098","2013","1","4"
"I13-1195","2013","4","2"
"W12-4905","2012","4","4"
"matsubayashi-etal-2012-building","2012","2","3"
"nanba-etal-2012-automatic","2012","2","4"
"E12-1070","2012","3","3"
"C12-1107","2012","2","3"
"Y11-1063","2011","0","4"
"P11-2083","2011","19","3"
"W10-3910","2010","13","4"
"P03-1049","2003","2","1"
"C02-1045","2002","10","1"
"C00-1058","2000","13","3"
