"D14-1143","2014","5","5"
"W13-5007","2013","2","4"
"D13-1069","2013","2","2"
"Y12-1054","2012","1","8"
"P12-1076","2012","134","3"
"C12-1049","2012","7","4"
"W10-3020","2010","0","2"
"E09-1069","2009","6","4"
"kiyota-etal-2008-automated","2008","2","4"
"C08-1044","2008","5","3"
"C08-1100","2008","6","5"
"D07-1044","2007","3","2"
"D07-1129","2007","9","2"
"2007.mtsummit-papers.35","2007","-1","5"
"kiyota-nakagawa-2006-domain","2006","1","2"
"W05-0203","2005","47","2"
"P05-3031","2005","0","2"
"I05-1024","2005","17","2"
"H05-2010","2005","6","2"
"W04-1112","2004","7","1"
"nakagawa-etal-2004-terminal","2004","0","1"
"C04-1176","2004","13","3"
"P03-2016","2003","5","3"
"W02-1407","2002","99","1"
"W00-1708","2000","0","2"
"W99-0203","1999","2","4"
"P98-2153","1998","1","1"
"C98-2148","1998","1","1"
"W97-1407","1997","0","1"
"W97-1302","1997","4","3"
"C96-2132","1996","3","2"
"C94-2107","1994","3","1"
"C92-1051","1992","3","1"
"C88-2097","1988","9","1"
