"P19-1147","2019","11","5"
"2019.rocling-1.23","2019","-1","4"
"W17-5804","2017","1","10"
"W17-5809","2017","1","3"
"O17-2001","2017","0","6"
"I17-4015","2017","0","5"
"I17-2014","2017","2","6"
"I17-2041","2017","11","4"
"W16-6211","2016","2","4"
"O16-2002","2016","3","4"
"O16-1012","2016","0","5"
"P15-2127","2015","11","5"
"Y14-1011","2014","1","6"
"O14-2002","2014","2","3"
"O14-1002","2014","0","6"
"D14-1156","2014","7","6"
"W13-4417","2013","4","6"
"O13-1001","2013","0","4"
"W12-4412","2012","3","5"
"O12-4003","2012","2","6"
"Y11-1011","2011","1","4"
"Y11-1040","2011","0","3"
"W11-3509","2011","1","5"
"W11-3213","2011","0","3"
"O11-1007","2011","4","5"
"I11-1095","2011","16","3"
"I11-1157","2011","0","3"
"W10-4138","2010","5","4"
"O10-1010","2010","1","4"
"C10-2026","2010","1","4"
"O08-3001","2008","-1","3"
"I08-1037","2008","5","3"
"Y07-1051","2007","0","5"
"O07-1003","2007","0","4"
"W06-3308","2006","0","8"
"W06-0602","2006","37","6"
"W06-0120","2006","13","5"
"W06-0122","2006","17","4"
"W05-0638","2005","24","4"
"O05-1017","2005","6","5"
"I05-2046","2005","8","3"
"O04-2003","2004","2","3"
"O04-2004","2004","28","5"
"O04-1009","2004","-1","3"
"O04-1032","2004","4","5"
"W03-1118","2003","23","3"
"O03-1009","2003","1","3"
"O03-1011","2003","8","3"
"O03-1012","2003","0","3"
"O02-1002","2002","5","2"
"C02-2013","2002","32","2"
"C02-1089","2002","13","2"
"O98-2001","1998","0","2"
