citingpaperID,citedpaperID,proba
1991571419,1511843856,0.71875
1991571419,2054308357,0.25875
1991571419,2077122164,0.4975
1991571419,2106523682,0.43625
1991571419,2128563350,0.51875
1993786250,2089247435,0.615
1995065793,1511843856,0.295
1995065793,2085666943,0.3125
1995065793,2103711687,0.24375
1997506570,2077122164,0.29875
2000656232,1603054734,0.2075
2000656232,2089247435,0.7
2000656232,2156448604,0.2025
2000694016,2135402295,0.63375
2002619677,2083545228,0.565
2006149654,2100408869,0.55125
2006149654,2130878769,0.21375
2006149654,70368085,0.61125
2013754195,2129338772,0.6225
2019196381,2163763098,0.63625
2037481598,1603805323,0.5625
2037481598,2101302356,0.485
2037481598,2132476584,0.60625
2037481598,2570614548,0.6
2043035982,1538246304,0.4075
2043035982,2138540053,0.50125
2044555065,1498065375,0.3125
2044555065,1527756448,0.26875
2044555065,1570448592,0.3225
2050398833,1527756448,0.255
2050398833,2044555065,0.3575
2050398833,35152802,0.405
2050398833,3576907,0.4775
2051400856,2148792468,0.4325
2052868579,1491658408,0.105
2052868579,1535279741,0.29375
2070668231,1527756448,0.36375
2070668231,2044555065,0.45125
2075223920,1581684468,0.595
2075223920,2099052212,0.50875
2077122164,1498065375,0.3125
2077122164,1511843856,0.47
2077122164,1527756448,0.4775
2077122164,1589002194,0.575
2077122164,196035924,0.53
2077122164,2044555065,0.535
2077122164,2106523682,0.3775
2077122164,2147162701,0.5325
2077122164,35152802,0.47375
2082626166,2100408869,0.40125
2082626166,2137523786,0.18125
2082626166,2138540053,0.21875
2082626166,2155228754,0.335
2085666943,1991571419,0.21875
2085666943,2128563350,0.35
2085666943,2168550698,0.3775
2089247435,1603054734,0.26875
2090682579,1535279741,0.52125
2090682579,2137523786,0.49
2091181883,70368085,0.6575
2092204704,1483763945,0.4125
2092204704,2109128729,0.38875
2096398960,2120245847,0.72125
2099023682,1511843856,0.1525
2099023682,1570896006,0.19125
2099023682,1581684468,0.385
2099023682,1603054734,0.39
2099023682,1991571419,0.2175
2099023682,2054308357,0.14875
2099023682,2085666943,0.14875
2099023682,2106523682,0.135
2099023682,2126187992,0.16
2099023682,2162946535,0.33625
2099052212,2129338772,0.43125
2099052212,2134615511,0.42375
2100408869,1491206589,0.18875
2100408869,2155228754,0.19375
2101282805,1538246304,0.24
2101282805,1553945535,0.72875
2101282805,2043035982,0.1975
2103711687,1527756448,0.2825
2103711687,2044555065,0.5175
2103711687,2050398833,0.46375
2103711687,2077122164,0.34875
2103711687,2147162701,0.47875
2103711687,2157988385,0.50375
2103711687,35152802,0.4925
2104165400,1483763945,0.3375
2104165400,1603805323,0.46375
2105470762,1555508210,0.4575
2105904924,1993786250,0.38375
2105904924,2000656232,0.25625
2105904924,2089247435,0.13875
2106499236,2101302356,0.28875
2106768428,2044555065,0.39
2106768428,2077122164,0.6425
2106768428,2103711687,0.67625
2106768428,2147162701,0.6575
2106768428,2157988385,0.46125
2109736161,2132476584,0.48875
2112472118,2037481598,0.42625
2112472118,2109128729,0.09875
2112472118,2132476584,0.41625
2112472118,2570614548,0.08
2114913305,2060245442,0.78875
2120245847,2085666943,0.51375
2121034859,1498065375,0.5125
2124770891,2138540053,0.7425
2126187992,1581684468,0.65125
2126187992,1770078220,0.2675
2128375099,1535279741,0.29
2128375099,1538246304,0.3875
2128375099,2090682579,0.18875
2128375099,2137523786,0.415
2128375099,2155228754,0.2725
2129338772,2050398833,0.225
2129338772,2103711687,0.35
2130878769,2100408869,0.26
2132476584,1603805323,0.51125
2132476584,2101302356,0.14125
2134448076,1483763945,0.22125
2134448076,1491206589,0.17
2134448076,1535279741,0.325
2134448076,1603805323,0.1125
2134448076,2043035982,0.17625
2134448076,2090682579,0.295
2134448076,2101282805,0.21375
2134448076,2101302356,0.15
2134448076,2104165400,0.185
2134448076,2132476584,0.16375
2134448076,2137523786,0.1225
2134448076,2138540053,0.09875
2134448076,2155228754,0.345
2134448076,2570614548,0.17875
2134615511,2099052212,0.42125
2134615511,2129338772,0.4775
2136121557,1538246304,0.31
2136121557,2137523786,0.25875
2136121557,2148792468,0.88625
2136121557,2155228754,0.365
2137523786,1535279741,0.44375
2137523786,1538246304,0.20875
2141618242,1535279741,0.39375
2141618242,2090682579,0.1725
2141618242,2137523786,0.4175
2143110746,1535279741,0.37
2143110746,2155228754,0.3225
2143631345,1483763945,0.4475
2143631345,1603805323,0.6525
2143631345,2101302356,0.33875
2143631345,2104165400,0.3375
2147162701,1527756448,0.23125
2147162701,1589002194,0.6125
2147162701,2044555065,0.3375
2147162701,35152802,0.41125
2147344977,1993786250,0.45125
2147344977,2000656232,0.5575
2147344977,2089247435,0.28125
2148577665,1997506570,0.44875
2148792468,1530834279,0.43875
2151586109,1491658408,0.24875
2151586109,1535279741,0.3925
2151586109,1553945535,0.1575
2151586109,2124770891,0.395
2151586109,2163360598,0.34625
2151586109,2165657574,0.18625
2152288885,1511843856,0.28375
2152288885,1942362233,0.39625
2153546617,2156855209,0.3325
2154536059,2091181883,0.30125
2155228754,2124770891,0.1975
2155228754,2137523786,0.425
2155228754,2148792468,0.2375
2155228754,2294626234,0.27375
2156448604,1562976741,0.555
2156448604,1665789430,0.51125
2156741190,1535279741,0.39375
2156741190,2090682579,0.32375
2157988385,1498065375,0.34625
2157988385,1527756448,0.475
2160305607,1535279741,0.32375
2160305607,2090682579,0.14125
2162946535,103922014,0.625
2162946535,1584689009,0.5075
2163360598,2101302356,0.1225
2163360598,2124770891,0.36625
2163763098,2089247435,0.14875
2163763098,2100408869,0.455
2163763098,2168931213,0.6
2165657574,1538246304,0.585
2165657574,49609404,0.53
2168931213,2089247435,0.3025
2168931213,2100408869,0.68875
2170766963,1491206589,0.185
2170766963,1535279741,0.34625
2170766963,2090682579,0.25
2170766963,2124770891,0.3075
2170766963,2128375099,0.63
2170766963,2137523786,0.29375
2170766963,2138540053,0.5925
2170766963,2155228754,0.24125
2170766963,2163360598,0.25875
2294626234,1530834279,0.51625
2294626234,1535279741,0.26
2294626234,1603054734,0.11
2294626234,2124770891,0.19375
2294626234,2148792468,0.33875
2322730364,1967053016,0.42
2322730364,2000656232,0.16875
2322730364,2083545228,0.38125
2322730364,2100408869,0.5175
2322730364,2126940099,0.31625
2547288118,2083545228,0.38125
2570614548,1603805323,0.72875
2573226251,1604098248,0.48
2573226251,2100408869,0.525
2573226251,2163763098,0.3125
2951936395,2156855209,0.31
1427871279,2152576712,0.6275
1456375001,1633222579,0.4625
1456375001,2057127983,0.2525
1492745069,1575179848,0.5775
1492745069,2059378307,0.52
1515010801,1509772091,0.11125
1516937977,1633222579,0.32
1518679768,2057127983,0.5175
1530212176,2033175785,0.31375
1542905473,2071162673,0.6
1542905473,2100315210,0.3825
1588486612,1845697421,0.64875
1588486612,1975626585,0.17375
1589051257,2128061541,0.37
1605381316,2025364575,0.4975
16142521,1509772091,0.11
1825547287,1542905473,0.57
1825547287,2071162673,0.6025
1825547287,2100315210,0.36875
18977980,2128061541,0.245
1924599046,1825547287,0.68
1975626585,1845697421,0.74125
1983053024,2128061541,0.35
1985230893,1982535373,0.37
1996591754,1825547287,0.64375
1996591754,1924599046,0.61875
1996591754,2071162673,0.51375
1996591754,2100315210,0.2375
2023612204,1509772091,0.10125
2023612204,2033175785,0.5225
2023612204,2059378307,0.5625
2025364575,2128061541,0.4
2028467551,2048391208,0.5575
2033175785,1492745069,0.52375
2033175785,2059378307,0.84375
2053683714,1509772091,0.40125
2053683714,1518679768,0.6
2055302435,2129119993,0.655
2056213438,2013434755,0.46625
2059378307,1509772091,0.16875
2065327896,1982753059,0.1875
2071162673,2005236424,0.1925
2072753159,2128061541,0.30375
2088928901,2152995933,0.42625
2097432053,2128061541,0.36375
2105517117,2008613645,0.4875
2105517117,2152995933,0.3325
2122738683,2128061541,0.10875
2127316189,1509772091,0.33
2127316189,1518679768,0.55375
2142338429,2100315210,0.3475
2152995933,2008613645,0.555
2156222274,1509772091,0.10625
2156222274,2033175785,0.40125
2156222274,2059378307,0.51125
2157401121,1633222579,0.2225
2157401121,2033175785,0.6075
2157401121,2059378307,0.44375
2157401121,2156222274,0.56
2168943551,1845697421,0.53
2289472491,2033175785,0.445
2289472491,2059378307,0.4325
2296436419,2125404729,0.4575
2317824144,2125404729,0.4375
2317824144,2142338429,0.3725
2317824144,2296436419,0.53375
2517322377,1633222579,0.155
2726114508,1456375001,0.56875
2726114508,1633222579,0.43125
2726114508,2033175785,0.31125
2726114508,2057127983,0.37875
2726114508,2059378307,0.43625
2726114508,2289472491,0.61
2965909661,1456375001,0.11625
2965909661,1633222579,0.15875
73633465,1982535373,0.1875
73633465,1985230893,0.3375
73633465,2025364575,0.355
7561006,2154619320,0.16625
1557658176,2074489032,0.43875
1557658176,2108290652,0.45
1557658176,2156000708,0.66
1557658176,2295831329,0.6075
1566092943,1540516609,0.5925
1566092943,2103332648,0.7075
1566092943,2107741633,0.6125
1572049209,1540516609,0.45
1572049209,2107741633,0.68
1581490944,1572049209,0.4725
1593376882,1540516609,0.45375
1593376882,2148154295,0.47375
1593376882,3021222708,0.4325
1607660775,2000487974,0.08
1607660775,2107741633,0.49125
1607660775,2133453411,0.61375
1694831457,2143485006,0.4175
1694831457,2164688391,0.35875
1756474508,1497089183,0.50625
1973761208,2074489032,0.315
1981780124,1634737830,0.42125
1983728141,1540516609,0.39875
1983728141,2103332648,0.17625
1988422900,2133453411,0.43375
1994156295,2162414492,0.44625
2000487974,1572049209,0.52875
2000487974,2107741633,0.1675
2021964585,2000487974,0.56
2021964585,2134826526,0.5125
2029138824,2143485006,0.185
2029138824,2154709738,0.26625
2029138824,2169600045,0.3875
2039652440,1789812421,0.3775
2049199200,2129450818,0.36375
2049199200,2143485006,0.45625
2049199200,2154709738,0.42875
2049199200,2169600045,0.6075
2058874014,2065538099,0.13
2058874014,2143485006,0.2925
2058874014,2151322578,0.1475
2065538099,2129450818,0.24375
2065538099,2143485006,0.57125
2065538099,2151322578,0.69875
2065538099,2164688391,0.26625
2065538099,2169600045,0.40625
2074489032,2100444372,0.40375
2074489032,2108290652,0.48875
2074489032,2139541761,0.7125
2081703734,1694831457,0.38
2081703734,2104488088,0.4425
2081703734,2129450818,0.53625
2081703734,2143485006,0.51125
2081703734,2164688391,0.5825
2081703734,2169600045,0.52625
2086605907,2115799249,0.66875
2086605907,2162414492,0.5125
2100444372,2108290652,0.395
2103029341,1979653598,0.62125
2103332648,1540516609,0.46375
2103332648,2148154295,0.22375
2103747951,2127186572,0.43
2103747951,2151322578,0.285
2103747951,2164688391,0.445
2104488088,2129450818,0.4225
2104488088,2143485006,0.47875
2104488088,2154709738,0.44125
2104488088,2164688391,0.6725
2104488088,2169600045,0.485
2105009343,2107741633,0.50875
2105009343,2165128972,0.09875
2107741633,2165128972,0.19625
2115799249,2162414492,0.74875
2127186572,2151322578,0.56625
2129450818,2103747951,0.33625
2129450818,2143485006,0.52875
2129450818,2164688391,0.40375
2133453411,1572049209,0.6425
2133453411,2000487974,0.305
2133453411,2107741633,0.52875
2133453411,2171125533,0.58375
2134826526,1540516609,0.5375
2138811609,1540516609,0.18375
2138811609,2103332648,0.55125
2138811609,2107741633,0.5225
2138811609,3021222708,0.215
2139541761,2100444372,0.4975
2139541761,2108290652,0.25375
2143485006,2151322578,0.37
2143485006,2164688391,0.3125
2148154295,1540516609,0.82125
2148154295,3021222708,0.8425
2151322578,2129450818,0.26
2151322578,2143485006,0.4175
2151322578,2164688391,0.47625
2151322578,2169600045,0.31375
2154709738,2143485006,0.57125
2154709738,2164688391,0.26375
2154709738,2169600045,0.7775
2156000708,1557658176,0.7125
2156000708,2295831329,0.30375
2156694989,2134826526,0.54
2162414492,2170994721,0.35
2164688391,2151322578,0.58625
2165128972,1540516609,0.225
2169600045,2065538099,0.35
2169600045,2129450818,0.49
2169600045,2143485006,0.59375
2169600045,2151322578,0.445
2170994721,2107741633,0.22625
2171125533,1540516609,0.69625
2171125533,2148154295,0.39625
2259817977,1789812421,0.43125
2259817977,2039652440,0.29375
2261781002,1789812421,0.41375
2261781002,2039652440,0.14875
2261781002,2259817977,0.3475
2289305131,1789812421,0.61625
2289305131,2039652440,0.41125
2295831329,2074489032,0.19875
2340838390,1557658176,0.4025
2340838390,2074489032,0.1625
2340838390,2100444372,0.13375
2340838390,2108290652,0.3225
2340838390,2156000708,0.6
2340838390,2295831329,0.37125
2345156056,2074489032,0.31875
2345156056,2100444372,0.31
2345156056,2156000708,0.04375
2460820763,1789812421,0.4
2460820763,2039652440,0.525
2540970000,1557658176,0.145
2540970000,2074489032,0.105
2540970000,2100444372,0.09
2540970000,2108290652,0.08875
2540970000,2340838390,0.30875
2797202077,1557658176,0.6075
2797202077,1981780124,0.18375
2797202077,2074489032,0.17625
2797202077,2100444372,0.195
2797202077,2108290652,0.3825
2797202077,2156000708,0.64125
2797202077,2295831329,0.255
2797202077,2340838390,0.57
2883081781,1557658176,0.6275
2883081781,2074489032,0.22875
2883081781,2139541761,0.15125
2883081781,2156000708,0.51125
2883081781,2340838390,0.365
2883081781,2612369081,0.20875
2883081781,2797202077,0.4375
2950646960,1557658176,0.45875
2950711192,2107741633,0.48125
2952354908,2129450818,0.31375
2952354908,2164688391,0.62125
2952354908,2169600045,0.40375
2952367005,2129450818,0.35
41387588,1694831457,0.3625
1515134131,2100587833,0.4425
1515134131,2152563679,0.525
1582833014,1545270572,0.3025
1582833014,1979809502,0.39125
1833124813,1545270572,0.705
1866057606,2133653896,0.19125
1866057606,2137077706,0.36125
1866057606,2147076738,0.19
1866057606,2160404300,0.195
1878482266,2064619860,0.1675
1969990839,1545270572,0.25375
1969990839,1979809502,0.525
1969990839,2164923618,0.555
1971405342,2137077706,0.17125
1977408073,2097125969,0.45875
1977408073,2102967864,0.70875
1977408073,2113045536,0.485
1977408073,2137077706,0.54
1977408073,2160404300,0.325
1979809502,1545270572,0.285
1980468613,2022720969,0.61375
1993226606,2006552857,0.28
2006552857,2135196372,0.425
201688651,2100587833,0.43125
201688651,2152563679,0.46125
2019186666,1971405342,0.195
2019186666,2137077706,0.3025
2019186666,2147076738,0.32125
2019186666,2160404300,0.165
2035218765,1483324348,0.49375
2035218765,1514949376,0.41
2035218765,2137942874,0.45625
2041423790,2100587833,0.15
2041423790,2151131744,0.23875
2041423790,2152563679,0.17625
2057259317,2137077706,0.45125
206268357,2019186666,0.36875
206268357,2097125969,0.3325
206268357,2113045536,0.37625
206268357,2137077706,0.445
206268357,2147076738,0.515
206268357,2160404300,0.3925
2064619860,2067184662,0.59375
2067184662,2064619860,0.47625
2076299018,1483324348,0.30875
2076299018,1514949376,0.37625
2076299018,1545270572,0.2925
2076299018,1582833014,0.385
2076299018,1979809502,0.3425
2076299018,2064619860,0.2525
2076299018,2067184662,0.37125
2076299018,2137942874,0.31625
2076299018,2147232895,0.4425
2076299018,2164923618,0.39
2076299018,2166391486,0.34375
2076299018,2170515491,0.3625
2080723374,2082701182,0.37
2080723374,2102967864,0.19
2080723374,2154522197,0.53125
2082701182,2019186666,0.1775
2082701182,2137077706,0.1275
2082701182,2147076738,0.435
2082701182,2160404300,0.13375
2086977914,2006552857,0.2525
2086977914,2019186666,0.2175
2086977914,2080723374,0.2775
2086977914,2147076738,0.335
2086977914,2157174514,0.22125
2088267379,2113045536,0.415
2097125969,2137077706,0.34125
2097125969,2160404300,0.405
2100587833,2152563679,0.3425
2102967864,206268357,0.44625
2102967864,2082701182,0.35375
2102967864,2157174514,0.47125
2107486006,2080723374,0.24375
2107486006,2102967864,0.1
2107486006,2135196372,0.10625
2113045536,2097125969,0.66125
2113045536,2137077706,0.265
2113045536,2160404300,0.26375
2121586714,1483324348,0.47875
2123050968,1514949376,0.55375
2123050968,2063061546,0.33375
2123382592,1561406932,0.565
2126479028,2009553719,0.42625
2133653896,2160404300,0.35375
2137942874,1483324348,0.37
2137942874,1514949376,0.7325
2147076738,2137077706,0.17375
2147076738,2160404300,0.26375
2154522197,2019186666,0.59
2154522197,2082701182,0.65375
2154522197,2097125969,0.34125
2154522197,2102967864,0.67625
2154522197,2113045536,0.56125
2154522197,2130598739,0.5325
2154522197,2147076738,0.44
2154522197,2157174514,0.4625
2154522197,2160404300,0.4075
2157174514,2147076738,0.4425
2160404300,2137077706,0.31875
2166490783,1514949376,0.62875
2166490783,2123050968,0.35375
2170515491,2164923618,0.2075
2188168984,2019186666,0.35875
2188168984,2082701182,0.5625
2188168984,2097125969,0.11
2188168984,2102967864,0.14875
2188168984,2113045536,0.61
2188168984,2130598739,0.33375
2188168984,2147076738,0.42
2188168984,2157174514,0.3375
2188168984,2160404300,0.32625
2267550052,2041423790,0.55125
2267550052,2100587833,0.455
2267550052,2151131744,0.43125
2267550052,2152563679,0.33625
2267550052,2296365647,0.73375
2273701487,2277687038,0.33125
2285195848,1515134131,0.535
2285195848,2100587833,0.365
2285195848,2151131744,0.57
2285195848,2152563679,0.39
2296365647,2041423790,0.70875
2306183614,1515134131,0.6475
2306183614,2100587833,0.1775
2306183614,2152563679,0.08125
2588371405,201688651,0.1575
2588371405,2100587833,0.31
2588371405,2152563679,0.09
1482520531,2045903311,0.19125
1482520531,2123614097,0.29875
1482520531,2145559627,0.36125
1487150823,1537805983,0.325
1503234756,2079535170,0.6425
1521959393,2584735808,0.35625
1523314324,1535802454,0.6225
1535577731,2041726687,0.36125
1565208963,2161105255,0.565
1601995869,1503234756,0.40875
1601995869,2041726687,0.635
1601995869,2121625931,0.68625
183775778,2000568787,0.4425
183775778,2161105255,0.43125
183775778,2584735808,0.26375
1855471992,1535802454,0.2925
1963739433,110098110,0.325
1963739433,2161105255,0.32125
1983895674,2165573307,0.60125
2000568787,2161105255,0.52375
2005720988,1983895674,0.42125
2005720988,2113587921,0.5075
2041726687,2079535170,0.47
2070690242,2138478722,0.42125
2079495269,1535802454,0.0575
2079535170,1535802454,0.17
2089373656,1535802454,0.09625
2089373656,2045903311,0.14125
2089373656,2161105255,0.2975
2113587921,2165573307,0.73125
2121625931,1503234756,0.3525
2121625931,2041726687,0.58625
2123614097,2045903311,0.365
2126477875,2041726687,0.1725
2128531025,1482520531,0.26
2128531025,2045903311,0.19625
2138066796,2000568787,0.3775
2138066796,2161105255,0.3825
2138066796,2584735808,0.22625
2138160918,1597483931,0.495
2138478722,2584735808,0.45875
2145559627,2045903311,0.435
2145559627,2123614097,0.51375
2152580361,2584735808,0.3575
2161576247,2152580361,0.41625
2171444123,2002195527,0.5775
2172294365,2041726687,0.3775
2205603115,1482520531,0.29875
2205603115,2126477875,0.45875
2520370992,2080846005,0.57
2763092051,2080846005,0.6225
2763092051,2126477875,0.1375
2763092051,2520370992,0.58375
2928750146,2815650047,0.47625
2928750146,2861413147,0.57625
2932613363,2815650047,0.35
2932613363,2817893428,0.36375
2932613363,2840071595,0.41375
2934207729,2817893428,0.3925
2934241391,2861413147,0.43625
2934241391,2866917616,0.4275
2957765964,2926399603,0.57
2957765964,2960549623,0.42
2958705118,2928750146,0.4275
2958919594,2928750146,0.4825
2958919594,2929452456,0.4325
2959929236,2840071595,0.43625
2959929236,2843078513,0.44375
2960549623,2925350728,0.35
2962194926,2928750146,0.42375
2962194926,2929452456,0.3725
2928750146,2815650047,0.47625
2928750146,2837475742,0.43125
2928750146,2861413147,0.57625
2932613363,2815650047,0.35
2933754463,2815650047,0.3775
2934241391,2861413147,0.43625
2934241391,2933754463,0.41375
2957765964,2926399603,0.57
2957765964,2960549623,0.42
2958705118,2928750146,0.4275
2958919594,2928750146,0.4825
2958919594,2929452456,0.4325
2959929236,2843078513,0.44375
2960549623,2925350728,0.35
2962194926,2928750146,0.42375
2962194926,2929452456,0.3725
2964434924,2929452456,0.36125
2964434924,2933754463,0.385
2965229663,2926399603,0.43375
2965229663,2928082982,0.4275
2965229663,2957765964,0.5325
2967670488,2815650047,0.45375
2967670488,2962194926,0.4325
115633549,2032373753,0.1575
115633549,2105312312,0.34375
1507941568,115633549,0.605
1550954934,2136445928,0.3775
1550954934,2141012844,0.355
1554603706,2105312312,0.46875
1561880138,1543003006,0.215
1574692316,1543003006,0.32125
1574692316,2136445928,0.215
1576766753,2157855380,0.15875
1576766753,2196824873,0.61625
1606111630,1763978250,0.28375
1608446202,2108338697,0.425
1985991610,2095945990,0.7475
1989519960,1543003006,0.29375
1989519960,2136445928,0.26875
1997605386,1543003006,0.19
1997605386,2096665641,0.3425
2005695184,1543003006,0.37125
2005695184,2136445928,0.73375
2014789398,1543003006,0.8575
2032152151,2165633547,0.615
2040784469,2144095655,0.4975
2065349406,2141012844,0.62625
2096665641,2032152151,0.44625
2096665641,2165633547,0.4675
2101229914,1543003006,0.34875
2101229914,2137101044,0.74125
2120359376,2149562358,0.6275
2121799159,1763978250,0.1875
2123344731,2095945990,0.47625
2137101044,1543003006,0.4975
2137592480,2034357217,0.4475
2156049437,1763978250,0.42125
2165633547,2032152151,0.56125
2196824873,2157855380,0.1675
2298643255,2013315566,0.61375
2313692530,2091034777,0.535
23327475,2144095655,0.53
2339973181,2095945990,0.45375
2590762625,2158051918,0.475
2590762625,2313692530,0.35375
2608108869,1576766753,0.605
2608108869,2196824873,0.62
2751927106,2157855380,0.165
2751927106,2196824873,0.2225
2751927106,2992811671,0.46375
2901101365,1997605386,0.4625
2955873352,2313692530,0.1675
2970142969,2196824873,0.43375
2970142969,2751927106,0.63
2970142969,2992811671,0.52625
2992811671,2196824873,0.45125
102254938,2116493296,0.55875
1495363570,2118411843,0.58625
1498906484,1987576733,0.36
1505938248,2127454465,0.465
1506882104,1995437102,0.175
1506882104,2110557355,0.1225
1506882104,2148706674,0.55375
1540340974,2140430731,0.51375
1976557868,1495363570,0.49625
1976557868,2118411843,0.57125
1976557868,2157983163,0.415
1987576733,2278965508,0.6925
1994085050,1495363570,0.515
1994085050,2118411843,0.22
1995437102,1998783890,0.17875
1995437102,2140430731,0.6475
1995437102,2148706674,0.515
1996130971,2126632912,0.4825
1998783890,2148706674,0.23375
2017616492,2148706674,0.44
2020592463,2118411843,0.36875
2055782916,1555402860,0.415
2055782916,2096862738,0.60625
2064505593,110901978,0.38875
2089511437,1506882104,0.43
2110557355,2219873312,0.18375
2112056262,2110557355,0.215
2126632912,2107683037,0.37625
2126632912,2116493296,0.2775
2127454465,1505938248,0.42
2127454465,2118411843,0.5475
2129281431,2131687179,0.35875
2129524385,2107683037,0.30625
2130756530,2134743705,0.235
2134743705,1540340974,0.3725
2134743705,2140430731,0.175
2140430731,2148706674,0.59375
2140539965,2104236910,0.4375
2148706674,2110557355,0.23625
2156861447,1495363570,0.555
2156861447,2118411843,0.13625
2157983163,2118411843,0.48
2163041624,2157983163,0.45625
279841946,2163072729,0.635
3021423196,2107683037,0.315
3021423196,2116493296,0.51375
3021423196,2126632912,0.45125
1505685679,2034347604,0.21625
1529956645,1509663381,0.5875
1540927913,1498295511,0.37625
1581047715,2165972381,0.4175
1820383221,1542236510,0.44625
1863164099,2165972381,0.2925
1865499614,2520970126,0.4775
2008716561,182312985,0.40375
2034347604,1509663381,0.63125
2050207697,2026997825,0.29625
2070312055,1536222774,0.56625
2070312055,2169181645,0.61625
2076299151,2143334570,0.44125
2080376260,1748095660,0.6
2105620455,1585284350,0.4125
2115458332,182312985,0.39875
2115619123,1908293593,0.50375
2116210991,1493485483,0.7175
2116210991,2164414795,0.6375
2120662989,2115458332,0.36125
2131381314,1480745796,0.27625
2131381314,2080376260,0.70625
2132574710,2169181645,0.3325
2133219472,2105620455,0.16375
2133219472,2120662989,0.25375
2133219472,2165972381,0.21625
2136943942,1603145217,0.4125
2136943942,2165972381,0.40125
2156449132,1603953659,0.415
2156449132,2105620455,0.35
2160015014,2165972381,0.43
2164414795,1493485483,0.6875
2167471414,2115458332,0.68875
2167859246,1565634239,0.56875
2169181645,1748095660,0.15625
2277528925,2034347604,0.25125
2528484987,1585284350,0.31625
2528484987,1603145217,0.5925
2528484987,2160015014,0.1975
2528484987,2165972381,0.235
133179745,1499512641,0.43875
1554762218,1499512641,0.4325
1554762218,1629729699,0.3075
1563780964,2096703709,0.46
1563849906,137818366,0.3825
1563849906,1991199257,0.21875
1623895183,1656092145,0.08875
1629729699,1499512641,0.425
1633637678,2059877472,0.285
1633900197,1965914555,0.36875
1633900197,2096703709,0.15875
1633900197,2153939720,0.58125
1668224056,1656092145,0.63875
1668224056,2146534064,0.51625
1713617650,1656092145,0.5825
1713617650,175691361,0.2375
181038999,1997020216,0.3425
181038999,2073582740,0.08375
181038999,2096703709,0.4575
191761767,1499512641,0.58125
1965914555,2096703709,0.42
1992730709,2095075045,0.34
1997020216,2095075045,0.17
2014397242,1657393874,0.43625
2032066763,2103201239,0.23375
2062788760,1499512641,0.29375
2063663576,2095075045,0.3725
2073582740,1515932031,0.4075
2083875802,1991199257,0.2475
2084807986,1991199257,0.4075
2084807986,2093793584,0.41625
2084807986,2116436709,0.25875
2084961399,131356554,0.5475
2084961399,2096703709,0.19875
2084961399,2121054697,0.5925
2084961399,2950660196,0.32375
2093793584,1970827137,0.1375
2093793584,1981523076,0.32125
2093793584,1991199257,0.125
2093793584,2083875802,0.165
2093793584,2084807986,0.31375
2093793584,2116436709,0.45
2095075045,1499512641,0.19125
2096703709,1997020216,0.06875
2096703709,2073582740,0.2175
2103201239,1487130678,0.25375
2111586962,1515932031,0.08875
2111586962,2117917070,0.1475
2117917070,1515932031,0.1275
2117917070,1991199257,0.1375
2120264281,2153939720,0.635
2121054697,131356554,0.47625
2121054697,2084961399,0.635
2121054697,2096703709,0.47875
2127766448,1499512641,0.1375
2143031218,2084961399,0.28125
2146534064,1656092145,0.4975
2151420352,1656092145,0.61
2151420352,1713617650,0.17625
2151420352,2146534064,0.2725
2153649450,1991199257,0.20875
2167035035,2096703709,0.20875
