authorID,rank,name,PaperCount_MAG,CitationCount_MAG,PaperCount_field,authorRank,CitationCount_field,h_index,FellowType
"2141500565","13566","Deng Cai","251","16620","52","377","3797","28",\N
"2272704701","13498","Shivnath Babu","120","10853","70","378","4082","28",\N
"2144557644","13227","Lionel C. Briand","359","17882","61","379","4167","28",\N
"2936723753","13593","Jun Wang","408","13344","98","380","3398","28",\N
"2524192981","15098","Robert R. Friedlander","233","3727","78","381","1830","28",\N
"2124676925","14114","Kaushik Chakrabarti","97","5298","45","382","3593","28",\N
"118037170","12946","Jeffrey Scott Vitter","350","13993","47","383","3164","28",\N
"2224718883","14193","Hanghang Tong","235","6813","114","384","3661","28",\N
"2088014474","14246","David Carmel","139","5728","70","385","3467","28",\N
"2304873892","14862","James Cheng","167","3833","76","386","2560","27",\N
"2126661010","14763","Hamido Fujita","296","5052","70","387","1892","27",\N
"2136272530","14567","Marcello La Rosa","218","4499","92","388","2090","27",\N
"245171893","12147","Thorsten Joachims","210","39747","55","389","8180","27",\N
"2121256084","14831","Zhihuan Song","225","4340","68","390","1907","27",\N
"2124572662","14481","Jennifer Neville","154","4733","80","391","3773","27",\N
"2070167002","13630","Norman W. Paton","346","9501","112","392","3052","27",\N
"19633248","14479","Sihem Amer Yahia","211","4127","103","393","2775","27",\N
"2100438523","14095","Yanchun Zhang","488","5508","176","394","2195","27",\N
"2164298414","14148","Guozhu Dong","187","5753","84","395","4091","27",\N
"2157265451","13490","Bernard J. Jansen","328","12013","55","396","5360","27",\N
"2127260490","14598","Luo Si","153","4464","79","397","2870","27",\N
"2162700644","15160","Yen Liang Chen","111","2974","67","398","2044","27",\N
"2303458062","12789","Dieter Fensel","460","19313","49","399","3411","27",\N
"2151486164","14462","Donald Metzler","85","4985","50","400","3653","27",\N
"2096758346","13749","Jian Bo Yang","383","11231","57","401","3639","27",\N
"2119237514","14932","Ruoming Jin","139","3218","74","402","1951","27",\N
"2165714491","12429","Eibe Frank","151","48789","49","403","41847","27",\N
"2109624860","14327","Prasenjit Mitra","241","5616","102","404","2764","27",\N
"360895095","13998","M. Tamer Ã–zsu","274","7547","99","405","3834","27",\N
"142644238","14119","Jerzy Stefanowski","136","4563","69","406","2939","27",\N
"2129156004","14448","Juanzi Li","227","4893","82","407","3313","27",\N
"2589753862","14660","Jun Yang","125","3427","85","408","3042","27",\N
"1971530415","14848","Jean FranÃ§ois Boulicaut","221","3207","90","409","2066","27",\N
"2113126795","14707","Juan Trujillo","231","3512","112","410","2477","27",\N
"1987600604","12821","Diego Calvanese","462","21302","81","411","2994","27","1:2019,"
"687469964","14878","Ã–zlem Uzuner","106","3365","45","412","3159","27",\N
"2199255697","14208","Naren Ramakrishnan","445","5566","163","413","2166","27",\N
"53579654","13884","Zachary G. Ives","126","7454","53","414","6140","27",\N
"2306554897","13690","Age K. Smilde","307","15212","58","415","4088","27",\N
"1862760335","13560","Bijan Parsia","240","12188","71","416","3335","27",\N
"2137326150","13404","Gregory F. Cooper","266","11858","92","417","6959","27",\N
"2115586749","14227","Marcos AndrÃ© GonÃ§alves","322","5651","117","418","2758","27",\N
"2232753573","15095","Wenjie Zhang","187","2950","141","419","2400","27",\N
"1969262224","14485","Li Xiong","178","5104","109","420","1967","27",\N
"2013949216","13763","Alan L. Rector","210","6664","78","421","2716","27",\N
"2781213378","13201","Yehuda Koren","103","17640","38","422","9418","27",\N
"2247736927","13630","AsunciÃ³n GÃ³mez PÃ©rez","337","10119","92","423","3255","27",\N
"2781013714","13618","Jieping Ye","331","14099","72","424","2890","27",\N
"2115085568","14411","Longbing Cao","406","4689","182","425","2754","27",\N
"700636827","14129","Yuval Shahar","208","5170","89","426","3026","27",\N
"247353998","13142","Christian Bizer","147","19039","53","427","11858","27",\N
"2038827167","13245","Andrew Kusiak","382","15736","67","428","2753","27",\N
"2431810988","13741","Lucila Ohno Machado","443","10563","141","429","4872","27",\N
"2524334304","12817","Alfonso Valencia","506","41191","64","430","4137","27",\N
"2106343576","13695","Jens Lehmann","243","10401","75","431","6983","27",\N
"145164693","15307","Ira Assent","112","2281","75","432","2063","27",\N
"1963964406","14338","Volker Markl","239","5129","116","433","3263","27","1:2020,"
"2064546257","12908","David Maier","333","15128","105","434","4192","27","1:1998,"
"2113230973","14017","Pang Ning Tan","178","8619","84","435","5636","27",\N
"1911358670","14702","Thed N. van Leeuwen","123","4206","42","436","3207","27",\N
"2092371109","15247","Shobha Phansalkar","52","1493","31","437","2430","27",\N
"192858880","13929","Alan M. MacEachren","215","8877","59","438","3805","27",\N
"2106293631","15187","Chih Fong Tsai","115","3689","62","439","2808","26",\N
"2107070739","13100","Xuelong Li","893","29319","74","440","2843","26","1:2020,"
"390930505","13805","Masaru Kitsuregawa","548","5767","215","441","2487","26","1:2012,"
"2776237762","14879","Philippe Fournier Viger","261","3282","170","442","2347","26",\N
"2201421368","14676","Sanjay Chawla","190","3690","106","443","2825","26",\N
"1755464439","12547","Edward H. Shortliffe","298","18813","52","444","3235","26",\N
"2207916209","14325","Xiaohua Hu","424","4147","197","445","2565","26",\N
"2108840372","13620","Edward Y. Chang","323","10136","68","446","2710","26","1:2021,"
"2128170596","12998","William Stafford Noble","356","37290","62","447","4753","26",\N
"2306205450","14531","Hua Wang","370","4762","110","448","1981","26",\N
"2148373778","13998","Sanghamitra Bandyopadhyay","360","10245","82","449","3159","26",\N
"88420974","14153","Ujjwal Maulik","342","8710","93","450","3035","26",\N
"2098618034","14010","Charles L. A. Clarke","222","6486","103","451","3635","26",\N
"2066282134","12439","Tim Finin","563","25930","64","452","4598","26","1:2018,"
"2153584649","14313","Wendy W. Chapman","193","5577","56","453","3508","26",\N
"2128108671","14538","Andrea De Lucia","226","5927","59","454","1883","26",\N
"1860503938","13492","Torsten Schwede","158","24374","34","455","10536","26",\N
"2566401185","13009","Sankar K. Pal","480","18859","98","456","3614","26",\N
"2121075939","13364","Tharam S. Dillon","897","10577","163","457","2122","26",\N
"2059436065","13551","Mario Piattini","904","10119","140","458","2205","26",\N
"2125468702","13628","Biswajeet Pradhan","590","19151","71","459","3465","26",\N
"2108796795","14074","Martin Shepperd","157","7244","51","460","3678","26",\N
"2510375204","14483","Alberto FernÃ¡ndez","138","7996","59","461","5253","26",\N
"2152794630","14401","Stefano Rizzi","165","3924","85","462","3099","26",\N
"2116861371","14767","Avigdor Gal","240","2836","108","463","1903","26",\N
"284313219","13933","Yuval Elovici","481","8191","104","464","2917","26",\N
"1988326922","13042","Gio Wiederhold","323","12862","58","465","5218","26",\N
"2076144126","13022","Enrico Zio","1139","14674","181","466","2644","26",\N
"2031005049","14284","Ian Soboroff","133","4664","49","467","2863","26",\N
"1982848548","12926","Edward R. Dougherty","827","21597","89","468","4072","26",\N
"2469233451","14424","Martin Meyer","163","4420","36","469","3313","26",\N
"2169061368","13885","Tibor Braun","294","5360","60","470","2607","26",\N
"2248192384","13697","Filippo Menczer","237","12178","51","471","2757","26",\N
"2135334397","14971","Yuhua Qian","129","4955","64","472","2491","26",\N
"2135063632","13015","Sudipto Guha","175","14213","42","473","6904","26",\N
"346909080","14582","Dursun Delen","168","5826","49","474","3387","26",\N
"2010554420","14945","Themis Palpanas","178","3124","118","475","2600","26",\N
"2762898291","14091","Usama Fayyad","55","5189","33","476","3623","26",\N
"2925179156","13928","Belle L. Tseng","131","7409","48","477","2752","26",\N
"2170178419","14943","Wilfred Ng","188","2897","119","478","2214","26",\N
"2098876098","13795","Philip K. Chan","100","7802","42","479","4287","26",\N
"2100338238","14760","Krisztian Balog","175","3390","66","480","2329","26",\N
"2168614097","13943","Mark Sanderson","304","6689","87","481","3371","26",\N
"2098297204","14074","SebastiÃ¡n Ventura","252","8627","92","482","5053","26",\N
"2148643341","14320","Per Ake Larson","98","4342","40","483","2510","26",\N
"2300598665","14029","Meng Wang","389","12096","69","484","2831","26",\N
"2116699166","14652","Sheng Ma","94","3727","51","485","2346","26",\N
"2275403261","13774","Michel Verleysen","528","8869","145","486","3339","26",\N
"2130754085","12650","Andrew Tomkins","135","20180","46","487","9146","26",\N
"2157931964","14178","Hua Jun Zeng","130","6475","44","488","3813","26",\N
"2017222965","11435","Ian Foster","813","70237","64","489","2205","26","1:2009,"
"108406206","14245","Steven C. H. Hoi","296","8049","67","490","2689","26",\N
"1971801425","13373","Barbara Kitchenham","243","17012","41","491","4540","26",\N
"2158829505","14492","Raghav Kaushik","71","3361","46","492","3050","25",\N
"2115752352","14842","Ke Yi","131","3742","57","493","2147","25",\N
"2240541904","14579","Yan Liu","210","5099","66","494","2074","25","1:2021,"
"2344506219","14368","Thomas Neumann","204","5099","87","495","3436","25",\N
"2126304162","14090","Geoffrey I. Webb","271","7513","99","496","2646","25",\N
"2119605707","14080","Wolfgang Lehner","535","4746","233","497","2800","25",\N
"2110705915","13484","Michael K. Ng","540","14061","89","498","2481","25",\N
"2122091461","13816","Robin Burke","195","9568","52","499","5422","25",\N
"1982381393","13182","Nigel Shadbolt","628","15069","84","500","4337","25",\N
"222128907","14615","Axel Cyrille Ngonga Ngomo","261","3707","104","501","2378","25",\N
"2023765750","14272","Peter Christen","214","6445","136","502","3063","25",\N
"2128935492","12688","Bart De Moor","921","30727","94","503","3573","25",\N
"2063928869","14252","Prakash M. Nadkarni","130","3173","43","504","2361","25",\N
"2020175353","15201","Nikos Pelekis","115","2246","74","505","1749","25",\N
"740816581","14271","Ioana Manolescu","233","4442","88","506","2642","25",\N
"565168613","13206","Andrzej Skowron","419","17211","69","507","3574","25",\N
"2047440685","14151","Riccardo Bellazzi","443","6654","124","508","2316","25",\N
"2159093489","14740","Fernando Diaz","123","3903","47","509","2582","25",\N
"1520516071","14777","Dirk Van den Poel","180","5338","63","510","2035","25",\N
"2152841419","14403","Kesheng Wu","184","4151","94","511","1951","25",\N
"2175518357","12804","David J. Hand","481","22973","77","512","8441","25","14:2004,"
"2165931068","14105","Wagner Meira","384","5475","105","513","2190","25",\N
"2125027556","15086","Raymond Chi Wing Wong","146","2665","85","514","2333","25",\N
"351197510","13102","Eric P. Xing","631","21666","74","515","2660","25",\N
"2115611082","13933","Sundararajarao Sudarshan","138","6068","62","516","3772","25",\N
"2157949701","14132","Ning Zhong","429","5370","155","517","3021","25",\N
"1804802447","13943","Evgeniy Gabrilovich","118","9098","57","518","3770","25",\N
"1767269677","14391","Krzysztof Janowicz","237","4583","66","519","2679","25",\N
"497422635","14273","Reda Alhajj","516","4070","287","520","2629","25",\N
"2138535417","13332","Jason H. Moore","691","24515","127","521","3268","25",\N
"44897255","13823","Nada LavraÄ","301","8221","96","522","2357","25",\N
"2082615088","12228","Henri Prade","848","42425","104","523","4782","25",\N
"2300659125","12194","Didier Dubois","869","44662","73","524","4635","25",\N
"2111470091","14280","Aoying Zhou","420","4507","217","525","3133","25",\N
"2170629902","12984","Andrew W. Moore","204","18219","58","526","4230","25",\N
"103064199","13799","Norbert Fuhr","267","5704","63","527","3057","25",\N
"2675821039","14452","Venkatesh Ganti","53","3578","33","528","3006","25",\N
"431165649","13396","Stanley B. Zdonik","142","9797","42","529","2791","25",\N
"2228514421","14065","Aidong Zhang","423","6819","134","530","3988","25","1:2017,"
"2239188769","13788","Bertram LudÃ¤scher","243","6825","89","531","2696","25",\N
"2095948822","14883","Jiuyong Li","255","3226","126","532","2206","25",\N
"172506059","14044","Ralf Hartmut GÃ¼ting","153","5682","69","533","4083","25",\N
"2113530823","14029","Abraham Bernstein","235","6889","61","534","2465","25",\N
"1965690711","13423","Salvatore Greco","347","15522","64","535","3410","25",\N
"2064105222","14867","Toon Calders","153","2994","84","536","2517","25",\N
"2141128720","15330","Ciriaco Andrea Dâ€™Angelo","130","2618","92","537","1896","25",\N
"2096537073","14132","Shenghuo Zhu","167","6250","59","538","3343","25",\N
"1984456616","14781","Spiros Papadimitriou","75","3992","52","539","3665","25",\N
"2642048689","15116","Bolin Ding","64","2993","46","540","2294","25",\N
"2066833720","14839","Ashraf Aboulnaga","94","2947","63","541","2235","25",\N
"2124028641","13910","David Jensen","124","7251","54","542","3475","25",\N
"2167869104","13929","Axel Polleres","281","7148","60","543","2280","25",\N
"251194211","13297","Matthias Jarke","599","11202","67","544","3261","25","1:2013,"
"2438073521","13583","Xiaoli Li","637","11734","79","545","2886","25",\N
"2145174184","13461","U. Rajendra Acharya","466","15971","58","546","2046","25",\N
"2078839115","14528","Tim Kraska","159","4417","86","547","3299","25",\N
"1970098533","12595","Andrei Z. Broder","233","21024","52","548","7251","25",\N
"2103056292","14578","Anish Das Sarma","77","3716","44","549","3115","25",\N
"77221159","14285","Vassilios S. Verykios","167","5935","93","550","4950","25",\N
"2131931065","14022","Christoph Koch","369","7241","78","551","2341","25",\N
"2167033418","13732","Junghoo Cho","82","6973","41","552","3719","25",\N
"702140476","14205","Torsten Suel","138","5472","47","553","2574","25",\N
"2125167772","14516","Guiwu Wei","225","11134","43","554","3635","24",\N
"2097265366","11478","John P. A. Ioannidis","1287","119579","34","555","7789","24",\N
"2430169722","13326","Yi Yang","474","20786","43","556","2676","24",\N
"252533809","14753","Nivio Ziviani","146","2928","65","557","1805","24",\N
"1975479660","13415","Ophir Frieder","436","11317","105","558","2782","24","1:2005,"
"2499585358","14498","Abdur Chowdhury","122","4688","50","559","2417","24",\N
"2088858762","13866","Heiner Stuckenschmidt","372","7936","98","560","2224","24",\N
"2171607840","14561","Chris Cornelis","210","4754","62","561","1529","24",\N
"2144512856","14889","Vadlamani Ravi","195","4183","93","562","2943","24",\N
"2119595446","14348","Wai Lam","226","4423","95","563","1664","24",\N
"238786035","14197","Vagelis Hristidis","142","5056","78","564","4385","24",\N
"2043417111","15105","Ricardo J. G. B. Campello","122","3369","68","565","2266","24",\N
"1968948545","13098","Lorenzo Bruzzone","628","22119","62","566","1904","24",\N
"2102429099","14522","Matthew O. Ward","142","4368","79","567","2699","24",\N
"2116233846","13022","Russ B. Altman","651","28685","66","568","4461","24",\N
"1221219011","13682","Samuel Kaski","497","9659","94","569","2206","24",\N
"2097021400","14629","Loris Nanni","246","5679","66","570","2152","24",\N
"2238237585","14453","Flip Korn","53","3252","43","571","3079","24",\N
"2121054036","15084","Edleno Silva de Moura","105","2192","66","572","1786","24",\N
"2122423217","13690","Kwan Liu Ma","512","10383","77","573","1614","24",\N
"2142834429","12888","John R. Smith","421","17789","55","574","3666","24",\N
"2519158968","14843","Khaled El Emam","80","3066","40","575","1989","24",\N
"2048719660","13735","Fabio Roli","374","11505","68","576","2176","24",\N
"1673229304","13173","Jon Atli Benediktsson","488","21653","72","577","3341","24",\N
"1973718029","14187","David W. Embley","203","4377","76","578","2403","24",\N
"2160602068","15314","Feida Zhu","115","2218","55","579","1576","24",\N
"2118994065","12683","David S. Wishart","523","50483","28","580","5329","24",\N
"1975415536","13554","Giles M. Foody","308","17855","42","581","3247","24",\N
"2028249872","14228","Rudy Setiono","120","6341","44","582","2818","24",\N
"2181331778","14934","Quan Zou","235","5933","55","583","1942","24",\N
"2167947354","14425","Gui Rong Xue","90","5282","62","584","3291","24",\N
"2188856032","15178","Stratos Idreos","114","2261","63","585","1907","24",\N
"2223753219","15149","Le Hoang Son","199","2866","53","586","1363","24",\N
"1971263028","14893","Floris Geerts","131","3039","49","587","2021","24",\N
"2776939782","13379","Yannis Papakonstantinou","62","9177","30","588","6077","24",\N
"1982462162","13949","Jaime Teevan","173","9093","36","589","3218","24",\N
"2081189480","15030","Dan Olteanu","123","2924","66","590","1714","24",\N
"332422508","12006","Rolf Apweiler","305","57943","42","591","5840","24",\N
"2147392410","14492","Jiliang Tang","214","7016","64","592","3326","24",\N
"2107003637","12215","Hong Jiang Zhang","424","37785","38","593","3443","24",\N
"46148421","14292","Mounia Lalmas","324","5257","97","594","1994","24",\N
"2163480178","13581","Yi Pan","960","9704","81","595","2195","24",\N
"2643172903","14513","Tero Aittokallio","290","5093","61","596","2108","24",\N
"3025133337","14960","Rui Zhang","182","2746","97","597","2213","24",\N
"2115569417","13612","Abraham Kandel","368","8287","80","598","2560","24","1:1998,"
"2100961564","14953","Wen Chih Peng","162","3112","98","599","1836","24",\N
"2175253844","13993","Wang Chiew Tan","118","6235","50","600","3024","24",\N
"2659824549","14156","Hongfang Liu","427","5848","87","601","1892","24",\N
"1934644436","14527","Frans Coenen","368","3221","164","602","1962","24",\N
"2134079936","14803","Fabrizio Silvestri","153","3035","61","603","1829","24",\N
"2208460423","14086","VicenÃ§ Torra","363","7552","125","604","2725","24",\N
"1976146371","14874","Mohamed Medhat Gaber","214","3476","107","605","2206","24",\N
"2147783234","13290","Alok Choudhary","690","13528","113","606","2550","24","1:2009,"
"202808005","15101","Kjetil NÃ¸rvÃ¥g","171","2618","107","607","1932","24",\N
"2101052892","14481","Tok Wang Ling","290","3968","162","608","2781","24",\N
"57747768","12617","Oren Etzioni","244","23214","38","609","4469","24",\N
"2195069006","14116","George Forman","142","6560","59","610","1969","24",\N
"2128845036","14945","Carson Kai Sang Leung","226","3093","141","611","2444","24",\N
"2159046469","12985","Edward A. Fox","563","10974","65","612","4461","24","1:2017,"
"20543882","13862","Andreas Hotho","265","8432","61","613","3799","24",\N
"2625705294","14586","Arjen P. de Vries","163","4021","73","614","2747","24",\N
"2133821044","13981","Jie Lu","619","8134","118","615","2603","24",\N
"2121299820","14604","Pei Chann Chang","229","5290","62","616","2055","24",\N
"2119615219","14498","Jianliang Xu","243","4783","95","617","1895","24",\N
"2116418223","13631","Kenneth A. Ross","194","8043","51","618","2230","24",\N
"2146461601","13449","Svetha Venkatesh","800","10242","161","619","1866","24",\N
"2275978167","14417","John F. Roddick","216","4739","94","620","3200","24",\N
"58165029","14513","Dina Demner Fushman","247","4306","52","621","2091","24",\N
"1997938366","14256","Javed A. Aslam","146","4972","67","622","2932","24",\N
"612013498","14505","Ulf Leser","240","4599","87","623","2379","24",\N
"2111158966","13278","Joel H. Saltz","527","12876","88","624","2787","24",\N
"2133606375","14466","Nicolas Bruno","74","4258","47","625","3512","24",\N
"2137533801","14193","Heng Huang","394","8088","68","626","3160","24",\N
"2120738522","14673","Wee Keong Ng","240","3068","118","627","2159","24",\N
"2122434521","14736","Yuefeng Li","302","3267","169","628","2436","24",\N
"2133226413","13321","Gonzalo Navarro","593","15850","71","629","3559","24",\N
"2295328501","14762","Anastasios Kementsietsidis","94","3192","55","630","2683","24",\N
"172573358","14236","Guido Moerkotte","180","3875","71","631","2493","24",\N
"244148578","13119","Jerzy W. Grzymala Busse","232","15485","127","632","3326","24",\N
"2167481407","14317","Joemon M. Jose","350","4754","118","633","2544","24",\N
"281056960","15170","Chris Jermaine","113","2403","71","634","2101","24",\N
"2077695977","15086","Aditya Parameswaran","132","2336","75","635","1880","24",\N
"2200653933","14987","Baihua Zheng","148","2909","103","636","1980","24",\N
"2134649587","15118","Lu Qin","150","2463","116","637","2040","24",\N
"2948600644","13449","Jianqiang Wang","564","14975","29","638","1702","23",\N
"1974294565","14413","Yann GaÃ«l GuÃ©hÃ©neuc","247","5316","57","639","2042","23",\N
"2143675017","14455","Hans Dieter Daniel","142","4963","51","640","1826","23",\N
"2275004563","14145","Lucian Popa","83","4953","40","641","2760","23",\N
"301234865","13573","Stefano Lonardi","193","11528","49","642","4809","23",\N
"2170777979","13834","Elena Ferrari","332","7728","67","643","1977","23","1:2019,"
"2560595684","15086","Ian Davidson","126","2859","58","644","1887","23",\N
"2150077005","15113","Xin Luna Dong","62","2606","50","645","2478","23",\N
"2203702053","14307","Brian D. Davison","159","5453","58","646","2860","23",\N
"2122271048","13379","Gustavo Alonso","346","13013","51","647","2212","23",\N
"2118447230","14304","Shu Ching Chen","370","4969","126","648","1966","23",\N
"2133793219","14688","Chee Yong Chan","79","3808","53","649","3211","23",\N
"2123444417","14095","Mitsunori Ogihara","255","6890","50","650","3564","23",\N
"2102216805","13076","Qi Tian","869","20337","65","651","2785","23",\N
"2618045780","14927","Lukasz Golab","132","2987","69","652","2259","23",\N
"2024002627","14329","Anastasia Ailamaki","216","5919","89","653","1628","23","1:2015,"
"2128671221","14621","Dong Ling Xu","180","5233","44","654","2030","23",\N
"78243962","13959","Lars Schmidt Thieme","249","8292","80","655","6029","23",\N
"2134659517","14347","Ali A. Ghorbani","232","5951","83","656","3777","23",\N
"2035111836","14378","Michel Dumontier","280","5507","74","657","1417","23",\N
"2141504082","13910","Sophia Ananiadou","462","8402","78","658","2009","23",\N
"2120212524","16015","Jie Sun","55","1842","42","659","1493","23",\N
"2138458960","14414","Helwig Hauser","195","5698","47","660","2006","23",\N
"2147380603","14751","Dieu Tien Bui","225","6903","45","661","2105","23",\N
"2113115369","14936","Peng Cui","163","4117","57","662","2755","23",\N
"2240784224","13873","Giuliano Antoniol","276","8262","53","663","1915","23",\N
"2081778406","15374","Xiang Lian","98","1954","82","664","1791","23",\N
"2130338591","14536","Chee Peng Lim","376","4302","79","665","1372","23",\N
"2422299352","13587","Christopher Meek","186","9817","44","666","3748","23",\N
"639663078","14487","Lawrence B. Holder","218","4197","96","667","2157","23",\N
"2182667553","13085","Stefan Decker","340","13538","65","668","2964","23",\N
"2242762518","14562","Evaggelia Pitoura","211","4220","66","669","1874","23",\N
"703301073","13960","Oscar Corcho","367","7170","83","670","3142","23",\N
"2133336528","13399","Barry Smyth","492","12930","71","671","1826","23",\N
"1973119209","14160","Jan Chomicki","149","6122","50","672","3137","23",\N
"2131547583","15152","Hua Lu","143","2332","86","673","1588","23",\N
"2604265191","15234","Ying Zhang","159","2217","133","674","2100","23",\N
"2695647148","12456","James A. Hendler","462","29237","45","675","3427","23",\N
"2168667670","15136","Seung won Hwang","181","2128","89","676","1556","23",\N
"323689644","13591","Hiroshi Motoda","327","12014","137","677","8963","23",\N
"2112067332","14289","Zhongzhi Shi","464","4498","111","678","1830","23",\N
"1984028388","14093","Suzanne Bakken","400","7253","65","679","1741","23",\N
"225598367","14400","Oded Maimon","211","5608","50","680","3775","23",\N
"2097328450","13735","Susan B. Davidson","192","6104","63","681","2879","23",\N
"2304639312","13533","Laura M. Haas","110","8023","45","682","3713","23",\N
"695239088","14234","Ioannis Vlahavas","272","6835","70","683","2184","23",\N
"1650486011","14762","Raffaele Perego","217","2932","79","684","1734","23",\N
"2109622093","14769","Salvatore Orlando","204","2820","85","685","1648","23",\N
"2154329489","13929","Vijay V. Raghavan","256","4735","115","686","2568","23",\N
"2148782644","14649","Il Yeol Song","266","3448","128","687","2474","23",\N
"2239470812","14554","Xue Li","312","3997","134","688","1863","23",\N
"2303795236","14534","Fabio Crestani","351","3674","116","689","1801","23",\N
"2647886517","13498","Xiaowei Xu","80","15561","45","690","14957","23",\N
"1969282344","13303","Alberto O. Mendelzon","152","9467","45","691","2403","23",\N
"2071027121","14637","Mor Peleg","149","3839","48","692","2354","23",\N
"2158719935","14607","Weiguo Fan","163","5162","52","693","2110","23",\N
"2157269769","13292","Richard Hull","219","12094","45","694","3684","23",\N
"676270904","13107","Hisao Ishibuchi","664","17902","108","695","2533","23",\N
"1998595072","14730","Shonali Krishnaswamy","213","3729","90","696","2109","23",\N
"2105886198","13143","Rudi Studer","280","13483","43","697","2954","23",\N
"69603646","14071","Fabian M. Suchanek","125","6966","54","698","5389","23",\N
"2009199138","15112","Fabrizio Maria Maggi","162","2978","68","699","1502","23",\N
"4651849","14606","Constantin F. Aliferis","148","5356","52","700","3082","23",\N
"2343651498","15427","Naeem Seliya","70","2660","53","701","2498","23",\N
"2023677657","15279","JesÃºs S. Aguilar Ruiz","174","2002","76","702","1415","23",\N
"2161417483","15254","Zhenjie Zhang","112","2454","62","703","1909","23",\N
"2041921851","14521","Mei Ling Shyu","295","4281","107","704","1809","23",\N
"2086393978","13768","Philipp Cimiano","336","10424","56","705","2583","23",\N
"2674397218","14860","Matthias Weidlich","186","3487","71","706","1559","23",\N
"2088944921","14217","Jaap Kamps","403","4417","101","707","1650","23",\N
"2050391978","14302","Harith Alani","195","5078","42","708","2323","23",\N
"2339667287","13822","Jayant Madhavan","62","7944","30","709","5969","23",\N
"1971991369","14387","Giancarlo Guizzardi","257","4193","88","710","1659","23",\N
"2107704472","14781","Jason J. Jung","328","3053","97","711","1322","23",\N
"2196958594","14655","Howard J. Hamilton","152","3261","80","712","2790","23",\N
"1671481","14947","Mourad Ouzzani","161","3416","94","713","1806","23",\N
"2045589531","14305","Massimiliano Di Penta","213","7265","40","714","1476","23",\N
"617670330","12517","Zoubin Ghahramani","465","38184","42","715","1893","23",\N
"50097054","15196","Marios Hadjieleftheriou","48","2236","34","716","2148","23",\N
"2141057972","14592","Jianlin Cheng","204","9108","43","717","2217","23",\N
"2156037088","14465","Ingoo Han","142","8261","43","718","2265","23",\N
"2144833106","12477","Shuicheng Yan","765","40541","60","719","2584","23",\N
"311907419","14556","Anthony F. J. van Raan","73","4882","30","720","3496","22",\N
"118324956","14458","Judit Bar Ilan","200","4902","56","721","1807","22",\N
"2164738181","14407","Sunghun Kim","115","6830","33","722","2354","22",\N
"2111551453","16267","Vangipuram Radhakrishna","65","1265","45","723","1033","22",\N
"2136132904","13001","Yuh Shan Ho","297","36403","35","724","2771","22",\N
"705491505","14518","Guergana Savova","162","5365","38","725","2479","22",\N
"109906890","14708","Kevin W. Boyack","103","4677","33","726","2459","22",\N
"2113367105","13791","Shawn N. Murphy","284","8343","65","727","3215","22",\N
"2130571926","15332","Sebastian Michel","139","2046","76","728","1511","22",\N
"2064078925","11769","Ruedi Aebersold","943","109522","41","729","3360","22",\N
"265596864","14116","Peter Filzmoser","361","8986","57","730","2246","22",\N
"55450124","13977","Vassilis Christophides","149","3914","55","731","2092","22",\N
"2126395520","14521","Da Ruan","232","5696","50","732","1666","22",\N
"2111177146","14756","Shixia Liu","162","4354","49","733","1583","22",\N
"2581340266","14849","Jiafeng Guo","166","3552","78","734","2045","22",\N
"2156668854","14952","Aijun An","176","2893","89","735","2268","22",\N
"2144397197","14266","Guangquan Zhang","471","6224","96","736","2163","22",\N
"1893990205","13439","Gilad J. Kuperman","148","10061","31","737","3394","22",\N
"2023450202","13628","Christopher Olston","85","7554","33","738","4759","22",\N
"2481670439","13667","Felix T.S. Chan","532","15073","41","739","1678","22",\N
"1994240001","13679","Carla E. Brodley","140","9923","42","740","2821","22",\N
"2294241506","15063","David Martens","151","3044","45","741","2101","22",\N
"1983664831","14108","David B. Lomet","177","5605","40","742","1826","22",\N
"332649176","15596","Antonios Deligiannakis","73","1517","49","743","1428","22",\N
"2182080890","12848","Wei Liu","1620","25466","62","744","1910","22",\N
"2226043001","15401","Shyue Liang Wang","155","1502","95","745","1347","22",\N
"2073648588","14187","Ashwin Machanavajjhala","128","6943","66","746","6091","22",\N
"2137013502","14894","Paul N. Bennett","139","3154","52","747","1953","22",\N
"163945834","14657","Alessandra Lumini","195","5021","55","748","1757","22",\N
"2233707155","14593","Tetsuya Sakai","246","2935","75","749","1542","22",\N
"710867540","13441","Junichi Tsujii","391","11722","47","750","2568","22",\N
"1988164005","13561","Gediminas Adomavicius","141","13522","51","751","10826","22",\N
"2159469398","14441","Ronen Feldman","119","5159","54","752","1950","22",\N
"211504479","14278","Leo Egghe","225","5773","94","753","2662","22",\N
"21228159","14577","Amihai Motro","73","2723","41","754","1970","22",\N
"2161354717","14371","Ching Hsue Cheng","209","6219","84","755","1847","22",\N
"2259645355","14498","Amr Ahmed","72","4492","37","756","2591","22",\N
"2149366604","15301","Junjie Wu","110","2721","50","757","1765","22",\N
"2113270808","13970","Joan S. Ash","163","8732","30","758","4067","22",\N
"1967004481","14968","Tobias Schreck","130","3126","65","759","1736","22",\N
"1978763565","14003","Juan M. Corchado","635","6204","85","760","1303","22",\N
"2033368653","13207","Richard R. Muntz","158","9293","45","761","3193","22",\N
"2131537204","11903","Jim Gray","269","34179","40","762","5311","22",\N
"2289542319","12156","David M. Blei","350","52938","36","763","25702","22",\N
