"1595681779","Bryan Parno","411","48","2763","21"
"2647571102","Benjamin Kreuter","824707","1","86",\N
"2232173907","Stefan Saroiu","867","28","1921","16"
"135218249","John R. Douceur","882264","15","4415",\N
"2225091712","Martin Franz","778180","8","600",\N
"2159822473","Ravikanth Pappu","885305","3","870",\N
"2128381254","Jon Howell","882290","5","788",\N
"3001609857","Elisaweta Masserova","1081175","1","0",\N
"2024395691","Ning Qu","763920","6","573",\N
"2147022533","Yih Chun Hu","431","57","4188","20"
"2128761387","Alastair Wolman","846041","9","135",\N
"2694261283","Dave G. Andersen","523935","1","14",\N
"46726047","Ari Juels","7","191","18187","61"
"2148869393","Thomas Anderson","185","49","6905","27"
"2161969098","Cynthia Kuo","778969","12","583",\N
"2123394384","Helen J. Wang","278","33","2896","23"
"2041638204","Samee Zahur","824645","3","158",\N
"2148790671","Tadayoshi Kohno","34","131","7850","43"
"2339798781","Craig Gentry","252","53","3219","24"
"2761651050","Christopher Stephen Frederick Smowton","358105","1","59",\N
"2106128776","Craig Costello","824653","5","345",\N
"1933777885","Arvind Seshadri","389416","7","925",\N
"2170952340","Mema Roussopoulos","2481","32","938","10"
"22890495","George Danezis","70","169","5530","36"
"1995270641","Ronnie I. Chaiken","358021","1","59",\N
"1976817768","Helmut Veith","485910","15","247",\N
"2988929541","Joshua Schiffman","766198","4","75",\N
"2952539831","Ji Sun Shin","454961","1","0",\N
"2136330545","Andreas Holzer","542975","4","109",\N
"2150137935","Jacob R. Lorch","842134","12","888",\N
"2082563121","James Mickens","471509","6","288",\N
"2167982539","Nicolas Christin","93","84","3673","33"
"2001305480","David Molnar","475","39","3151","20"
"2096006861","Vipul Goyal","1040","41","4207","15"
"2107517118","Weidong Cui","886","18","1958","16"
"731745793","Bruce M. Maggs","1119","23","1558","15"
"1520953178","Markulf Kohlweiss","257","68","2139","24"
"27630912","Antoine Delignat Lavaud","2228","20","563","11"
"2151486281","Crispin Cowan","799","19","2931","16"
"2098430168","Dario Fiore","2366","30","719","10"
"2237101560","Jonathan Katz","32","139","8009","44"
"2764293491","Amit Vasudevan","764004","2","14",\N
"1819774294","C̩dric Fournet","140","60","2791","29"
"2310902771","Mariana Raykova","699","29","1307","17"
"2959332747","Raymond Cheng","507827","7","87",\N
"1998475219","Alexander Moshchuk","1278","22","1745","14"
"2130397481","David G. Andersen","1079","19","1934","15"
"2633438792","Virgil D. Gligor","737","75","1379","17"
"2145632935","Irene Zhang","1081088","1","0",\N
"2108521744","Rosario Gennaro","109","74","4153","31"
"233060415","Alessandro Acquisti","456","42","4641","20"
"2156286033","Rupak Majumdar","746916","3","6",\N
"2304896318","Jonathan M. McCune","239","38","2504","25"
"2119280436","Amit Vasudevan","871899","12","324",\N
"2871695450","Dan Wendlandt","257386","4","457",\N
"2213385919","Adrian Perrig","5","212","25354","62"
"2152052458","Elaine Shi","57","75","9030","38"
"2005269150","Stuart Schechter","567","32","1645","19"
"2138996993","Zongwei Zhou","876093","14","857",\N
"2091054652","Michael Naehrig","884262","13","1341",\N
"2131987743","Barry Bond","235831","2","20",\N
"131194035","Olga Ohrimenko","3069","19","407","8"
"2088689873","Arvind Krishnamurthy","409","38","3191","21"
"2023338563","Franziska Roesner","956","38","2436","15"
"2935190451","Robert W. Reeder","813","27","1006","16"
"2118081206","Andrew Miller","569","47","3143","19"
"2260712038","Michael K. Reiter","8","192","14257","60"
"2106129138","Esha Ghosh","527857","7","22",\N
"2155885688","William D. Scott","507754","5","8",\N
"1580718036","Oliver H. Foehr","358019","1","59",\N
"417821493","Virgil D. Gligor","226","93","6155","25"
