"J15-2007","2015","-1","1"
"J03-2005","2003","-1","2"
"W02-0503","2002","14","3"
"W02-0507","2002","103","4"
"Y99-1023","1999","0","3"
"W98-1430","1998","2","6"
"W98-1001","1998","23","2"
"W98-1009","1998","73","2"
"P98-1059","1998","41","2"
"C98-1057","1998","41","2"
"A97-2007","1997","60","1"
"C92-4190","1992","6","2"
"W91-0216","1991","4","1"
"J90-1010","1990","-1","1"
"J89-1004","1989","-1","1"
"P88-1027","1988","20","2"
"A88-1014","1988","46","4"
"P86-1018","1986","96","3"
"J85-4005","1985","-1","1"
"J83-2005","1983","1","1"
"J78-4002","1978","-1","1"
"J78-4006","1978","-1","1"
