"2003.mtsummit-papers.23","C94-2153","1"
"J19-1005","2020.findings-emnlp.139","0.142857"
"2020.findings-emnlp.139","P15-2136","0.142857"
"P15-2136","2020.findings-emnlp.139","0.142857"
"2020.findings-emnlp.139","S15-2086","0.142857"
"S15-2086","2020.findings-emnlp.139","0.142857"
"2021.acl-long.62","D19-1172","0.142857"
"D19-1172","2021.acl-long.62","0.142857"
"2021.acl-long.62","E17-1059","0.142857"
"E17-1059","2021.acl-long.62","0.142857"
"2021.acl-long.62","J19-1005","0.142857"
"J19-1005","2021.acl-long.62","0.142857"
"2021.acl-long.62","P15-2136","0.142857"
"P15-2136","2021.acl-long.62","0.142857"
"2021.acl-long.62","S15-2086","0.142857"
"S15-2086","2021.acl-long.62","0.142857"
"D19-1172","E17-1059","0.142857"
"E17-1059","D19-1172","0.142857"
"D19-1172","J19-1005","0.142857"
"J19-1005","D19-1172","0.142857"
"D19-1172","P15-2136","0.142857"
"P15-2136","D19-1172","0.142857"
"D19-1172","S15-2086","0.142857"
"S15-2086","D19-1172","0.142857"
"E17-1059","J19-1005","0.142857"
"J19-1005","E17-1059","0.142857"
"E17-1059","P15-2136","0.142857"
"P15-2136","E17-1059","0.142857"
"E17-1059","S15-2086","0.142857"
"S15-2086","E17-1059","0.142857"
"J19-1005","P15-2136","0.142857"
"P15-2136","J19-1005","0.142857"
"J19-1005","S15-2086","0.142857"
"S15-2086","J19-1005","0.142857"
"P15-2136","S15-2086","0.142857"
"S15-2086","P15-2136","0.142857"
"2020.acl-main.531","P09-1066","0.125"
"P09-1066","2020.acl-main.531","0.125"
"2020.findings-emnlp.139","P09-1066","0.125"
"P09-1066","2020.findings-emnlp.139","0.125"
"2021.naacl-main.312","P09-1066","0.125"
"P09-1066","2021.naacl-main.312","0.125"
"C14-1108","D19-1252","0.125"
"D19-1252","C14-1108","0.125"
"D19-1252","N18-1154","0.125"
"N18-1154","D19-1252","0.125"
"D19-1252","P09-1066","0.125"
"P09-1066","D19-1252","0.125"
"D19-1252","P16-1212","0.125"
"P16-1212","D19-1252","0.125"
"D19-1252","P17-1174","0.125"
"P17-1174","D19-1252","0.125"
"N18-1154","P09-1066","0.125"
"P09-1066","N18-1154","0.125"
"P09-1066","P17-1174","0.125"
"P17-1174","P09-1066","0.125"
"2020.acl-main.531","2020.findings-emnlp.161","0.166667"
"2020.findings-emnlp.161","2020.acl-main.531","0.166667"
"2020.acl-main.531","C16-1309","0.166667"
"C16-1309","2020.acl-main.531","0.166667"
"2020.acl-main.531","D16-1075","0.166667"
"D16-1075","2020.acl-main.531","0.166667"
"2020.acl-main.531","D17-1007","0.166667"
"D17-1007","2020.acl-main.531","0.166667"
"2020.acl-main.531","P17-1018","0.166667"
"P17-1018","2020.acl-main.531","0.166667"
"2020.findings-emnlp.161","C16-1309","0.166667"
"C16-1309","2020.findings-emnlp.161","0.166667"
"2020.findings-emnlp.161","D16-1075","0.25"
"D16-1075","2020.findings-emnlp.161","0.25"
"2020.findings-emnlp.161","D17-1007","0.166667"
"D17-1007","2020.findings-emnlp.161","0.166667"
"C16-1309","D16-1075","2.16667"
"D16-1075","C16-1309","2.16667"
"C16-1309","D17-1007","0.166667"
"D17-1007","C16-1309","0.166667"
"C16-1309","P17-1018","0.166667"
"P17-1018","C16-1309","0.166667"
"C16-1309","P19-1499","0.166667"
"P19-1499","C16-1309","0.166667"
"D16-1075","D17-1007","0.166667"
"D17-1007","D16-1075","0.166667"
"D16-1075","P17-1018","0.166667"
"P17-1018","D16-1075","0.166667"
"D16-1075","P19-1499","0.25"
"P19-1499","D16-1075","0.25"
"D17-1007","P17-1018","0.166667"
"P17-1018","D17-1007","0.166667"
"D17-1007","P19-1499","0.166667"
"P19-1499","D17-1007","0.166667"
"2020.acl-main.531","D19-1172","1"
"D19-1172","2020.acl-main.531","1"
"2020.acl-main.531","P18-1034","1"
"P18-1034","2020.acl-main.531","1"
"2020.acl-main.539","C16-1236","0.111111"
"C16-1236","2020.acl-main.539","0.111111"
"2020.acl-main.539","D14-1071","0.111111"
"D14-1071","2020.acl-main.539","0.111111"
"2020.acl-main.539","D17-1090","0.111111"
"D17-1090","2020.acl-main.539","0.111111"
"2020.acl-main.539","N18-1141","0.111111"
"N18-1141","2020.acl-main.539","0.111111"
"2020.acl-main.539","P14-1091","0.111111"
"P14-1091","2020.acl-main.539","0.111111"
"2020.acl-main.539","P15-1026","0.111111"
"P15-1026","2020.acl-main.539","0.111111"
"2020.acl-main.539","P16-1212","0.111111"
"P16-1212","2020.acl-main.539","0.111111"
"C16-1236","D14-1071","1.11111"
"D14-1071","C16-1236","1.11111"
"C16-1236","D17-1090","0.361111"
"D17-1090","C16-1236","0.361111"
"C16-1236","D18-1188","0.111111"
"D18-1188","C16-1236","0.111111"
"C16-1236","N18-1141","0.111111"
"N18-1141","C16-1236","0.111111"
"C16-1236","P14-1091","0.111111"
"P14-1091","C16-1236","0.111111"
"C16-1236","P15-1026","3.44444"
"P15-1026","C16-1236","3.44444"
"C16-1236","P16-1212","1.61111"
"P16-1212","C16-1236","1.61111"
"C16-1236","P18-1034","0.111111"
"P18-1034","C16-1236","0.111111"
"D14-1071","D17-1090","0.361111"
"D17-1090","D14-1071","0.361111"
"D14-1071","D18-1188","0.277778"
"D18-1188","D14-1071","0.277778"
"D14-1071","N18-1141","0.111111"
"N18-1141","D14-1071","0.111111"
"D14-1071","P14-1091","1.61111"
"P14-1091","D14-1071","1.61111"
"D14-1071","P15-1026","3.11111"
"P15-1026","D14-1071","3.11111"
"D14-1071","P16-1212","0.777778"
"P16-1212","D14-1071","0.777778"
"D14-1071","P18-1034","0.277778"
"P18-1034","D14-1071","0.277778"
"D17-1090","P14-1091","0.111111"
"P14-1091","D17-1090","0.111111"
"D17-1090","P15-1026","0.361111"
"P15-1026","D17-1090","0.361111"
"D17-1090","P18-1034","0.111111"
"P18-1034","D17-1090","0.111111"
"D18-1188","P14-1091","1.11111"
"P14-1091","D18-1188","1.11111"
"D18-1188","P15-1026","0.277778"
"P15-1026","D18-1188","0.277778"
"N18-1141","P14-1091","0.111111"
"P14-1091","N18-1141","0.111111"
"N18-1141","P15-1026","0.111111"
"P15-1026","N18-1141","0.111111"
"N18-1141","P18-1034","0.587302"
"P18-1034","N18-1141","0.587302"
"P14-1091","P15-1026","3.94444"
"P15-1026","P14-1091","3.94444"
"P14-1091","P18-1034","3.11111"
"P18-1034","P14-1091","3.11111"
"P15-1026","P16-1212","0.777778"
"P16-1212","P15-1026","0.777778"
"P15-1026","P18-1034","0.277778"
"P18-1034","P15-1026","0.277778"
"P16-1212","P18-1034","0.388889"
"P18-1034","P16-1212","0.388889"
"2020.acl-main.539","2020.acl-main.549","1.53333"
"2020.acl-main.549","2020.acl-main.539","1.53333"
"2020.acl-main.539","2020.emnlp-main.320","1.53333"
"2020.emnlp-main.320","2020.acl-main.539","1.53333"
"2020.acl-main.539","2021.acl-long.62","1.53333"
"2021.acl-long.62","2020.acl-main.539","1.53333"
"2020.acl-main.549","2020.emnlp-main.320","0.533333"
"2020.emnlp-main.320","2020.acl-main.549","0.533333"
"2020.acl-main.549","2021.acl-long.62","2.53333"
"2021.acl-long.62","2020.acl-main.549","2.53333"
"2020.acl-main.539","P14-1011","0.333333"
"P14-1011","2020.acl-main.539","0.333333"
"2020.acl-main.539","P14-1140","0.333333"
"P14-1140","2020.acl-main.539","0.333333"
"2020.acl-main.539","P14-1146","0.333333"
"P14-1146","2020.acl-main.539","0.333333"
"P14-1011","P14-1146","0.658333"
"P14-1146","P14-1011","0.658333"
"P14-1140","P14-1146","0.333333"
"P14-1146","P14-1140","0.333333"
"2020.acl-main.539","2020.emnlp-main.193","0.2"
"2020.emnlp-main.193","2020.acl-main.539","0.2"
"2020.acl-main.539","2020.emnlp-tutorials.1","0.2"
"2020.emnlp-tutorials.1","2020.acl-main.539","0.2"
"2020.acl-main.549","2020.emnlp-main.193","0.3"
"2020.emnlp-main.193","2020.acl-main.549","0.3"
"2020.acl-main.549","2020.emnlp-tutorials.1","0.2"
"2020.emnlp-tutorials.1","2020.acl-main.549","0.2"
"2020.emnlp-main.193","2020.emnlp-main.320","0.2"
"2020.emnlp-main.320","2020.emnlp-main.193","0.2"
"2020.emnlp-main.193","2020.emnlp-tutorials.1","0.2"
"2020.emnlp-tutorials.1","2020.emnlp-main.193","0.2"
"2020.emnlp-main.193","2021.acl-long.62","0.2"
"2021.acl-long.62","2020.emnlp-main.193","0.2"
"2020.emnlp-main.320","2020.emnlp-tutorials.1","2.2"
"2020.emnlp-tutorials.1","2020.emnlp-main.320","2.2"
"2020.emnlp-tutorials.1","2021.acl-long.62","0.2"
"2021.acl-long.62","2020.emnlp-tutorials.1","0.2"
"2020.acl-main.544","2020.acl-main.549","0.1"
"2020.acl-main.549","2020.acl-main.544","0.1"
"2020.acl-main.544","2020.emnlp-main.193","0.1"
"2020.emnlp-main.193","2020.acl-main.544","0.1"
"2020.acl-main.544","2020.emnlp-main.467","0.1"
"2020.emnlp-main.467","2020.acl-main.544","0.1"
"2020.acl-main.544","2020.emnlp-main.484","0.1"
"2020.emnlp-main.484","2020.acl-main.544","0.1"
"2020.acl-main.544","2020.emnlp-main.633","0.1"
"2020.emnlp-main.633","2020.acl-main.544","0.1"
"2020.acl-main.544","2020.findings-emnlp.139","0.1"
"2020.findings-emnlp.139","2020.acl-main.544","0.1"
"2020.acl-main.544","2020.findings-emnlp.161","0.1"
"2020.findings-emnlp.161","2020.acl-main.544","0.1"
"2020.acl-main.544","2021.acl-long.438","0.1"
"2021.acl-long.438","2020.acl-main.544","0.1"
"2020.acl-main.544","2021.acl-long.442","0.1"
"2021.acl-long.442","2020.acl-main.544","0.1"
"2020.acl-main.544","2021.findings-acl.36","0.1"
"2021.findings-acl.36","2020.acl-main.544","0.1"
"2020.acl-main.549","2020.emnlp-main.467","0.1"
"2020.emnlp-main.467","2020.acl-main.549","0.1"
"2020.acl-main.549","2020.emnlp-main.484","0.1"
"2020.emnlp-main.484","2020.acl-main.549","0.1"
"2020.acl-main.549","2020.emnlp-main.633","0.1"
"2020.emnlp-main.633","2020.acl-main.549","0.1"
"2020.acl-main.549","2020.findings-emnlp.139","0.1"
"2020.findings-emnlp.139","2020.acl-main.549","0.1"
"2020.acl-main.549","2020.findings-emnlp.161","0.1"
"2020.findings-emnlp.161","2020.acl-main.549","0.1"
"2020.acl-main.549","2021.acl-long.438","0.1"
"2021.acl-long.438","2020.acl-main.549","0.1"
"2020.acl-main.549","2021.acl-long.442","0.1"
"2021.acl-long.442","2020.acl-main.549","0.1"
"2020.acl-main.549","2021.findings-acl.36","0.1"
"2021.findings-acl.36","2020.acl-main.549","0.1"
"2020.emnlp-main.193","2020.emnlp-main.467","0.1"
"2020.emnlp-main.467","2020.emnlp-main.193","0.1"
"2020.emnlp-main.193","2020.emnlp-main.484","0.1"
"2020.emnlp-main.484","2020.emnlp-main.193","0.1"
"2020.emnlp-main.193","2020.emnlp-main.633","0.1"
"2020.emnlp-main.633","2020.emnlp-main.193","0.1"
"2020.emnlp-main.193","2020.findings-emnlp.139","0.1"
"2020.findings-emnlp.139","2020.emnlp-main.193","0.1"
"2020.emnlp-main.193","2020.findings-emnlp.161","0.1"
"2020.findings-emnlp.161","2020.emnlp-main.193","0.1"
"2020.emnlp-main.193","2021.acl-long.438","0.1"
"2021.acl-long.438","2020.emnlp-main.193","0.1"
"2020.emnlp-main.193","2021.acl-long.442","0.1"
"2021.acl-long.442","2020.emnlp-main.193","0.1"
"2020.emnlp-main.193","2021.findings-acl.36","0.1"
"2021.findings-acl.36","2020.emnlp-main.193","0.1"
"2020.emnlp-main.467","2020.emnlp-main.484","0.1"
"2020.emnlp-main.484","2020.emnlp-main.467","0.1"
"2020.emnlp-main.467","2020.findings-emnlp.161","0.1"
"2020.findings-emnlp.161","2020.emnlp-main.467","0.1"
"2020.emnlp-main.467","2021.acl-long.442","0.1"
"2021.acl-long.442","2020.emnlp-main.467","0.1"
"2020.emnlp-main.484","2020.findings-emnlp.139","0.3"
"2020.findings-emnlp.139","2020.emnlp-main.484","0.3"
"2020.emnlp-main.484","2021.acl-long.438","0.1"
"2021.acl-long.438","2020.emnlp-main.484","0.1"
"2020.emnlp-main.484","2021.acl-long.442","0.1"
"2021.acl-long.442","2020.emnlp-main.484","0.1"
"2020.emnlp-main.633","2020.findings-emnlp.139","0.1"
"2020.findings-emnlp.139","2020.emnlp-main.633","0.1"
"2020.emnlp-main.633","2021.acl-long.438","0.1"
"2021.acl-long.438","2020.emnlp-main.633","0.1"
"2020.emnlp-main.633","2021.acl-long.442","0.1"
"2021.acl-long.442","2020.emnlp-main.633","0.1"
"2020.findings-emnlp.139","2021.acl-long.442","0.1"
"2021.acl-long.442","2020.findings-emnlp.139","0.1"
"2020.findings-emnlp.161","2021.acl-long.438","0.183333"
"2021.acl-long.438","2020.findings-emnlp.161","0.183333"
"2020.findings-emnlp.161","2021.acl-long.442","0.1"
"2021.acl-long.442","2020.findings-emnlp.161","0.1"
"2021.acl-long.438","2021.acl-long.442","0.1"
"2021.acl-long.442","2021.acl-long.438","0.1"
"2021.acl-long.442","2021.findings-acl.36","0.1"
"2021.findings-acl.36","2021.acl-long.442","0.1"
"2020.acl-main.544","2020.emnlp-tutorials.1","1"
"2020.emnlp-tutorials.1","2020.acl-main.544","1"
"2020.acl-main.544","P17-1065","1"
"P17-1065","2020.acl-main.544","1"
"2020.acl-main.549","2020.acl-main.599","0.333333"
"2020.acl-main.599","2020.acl-main.549","0.333333"
"2020.acl-main.549","2021.naacl-main.312","0.333333"
"2021.naacl-main.312","2020.acl-main.549","0.333333"
"2020.acl-main.549","D19-5802","0.333333"
"D19-5802","2020.acl-main.549","0.333333"
"2020.acl-main.599","2021.naacl-main.312","0.333333"
"2021.naacl-main.312","2020.acl-main.599","0.333333"
"2020.acl-main.599","D19-5802","0.666667"
"D19-5802","2020.acl-main.599","0.666667"
"2021.naacl-main.312","D19-5802","0.333333"
"D19-5802","2021.naacl-main.312","0.333333"
"2020.acl-main.599","2020.coling-main.492","0.166667"
"2020.coling-main.492","2020.acl-main.599","0.166667"
"2020.acl-main.599","D18-1088","0.5"
"D18-1088","2020.acl-main.599","0.5"
"2020.acl-main.599","P17-1101","0.166667"
"P17-1101","2020.acl-main.599","0.166667"
"2020.acl-main.599","P18-1061","0.166667"
"P18-1061","2020.acl-main.599","0.166667"
"2020.acl-main.599","P19-1499","0.5"
"P19-1499","2020.acl-main.599","0.5"
"2020.coling-main.492","2020.findings-emnlp.161","2.39286"
"2020.findings-emnlp.161","2020.coling-main.492","2.39286"
"2020.coling-main.492","D18-1088","1.39286"
"D18-1088","2020.coling-main.492","1.39286"
"2020.coling-main.492","P17-1101","0.25"
"P17-1101","2020.coling-main.492","0.25"
"2020.coling-main.492","P18-1061","1.64286"
"P18-1061","2020.coling-main.492","1.64286"
"2020.coling-main.492","P19-1499","5.64286"
"P19-1499","2020.coling-main.492","5.64286"
"2020.findings-emnlp.161","D18-1088","1.22619"
"D18-1088","2020.findings-emnlp.161","1.22619"
"2020.findings-emnlp.161","P17-1101","0.392857"
"P17-1101","2020.findings-emnlp.161","0.392857"
"D18-1088","P17-1101","0.625"
"P17-1101","D18-1088","0.625"
"D18-1088","P18-1061","0.642857"
"P18-1061","D18-1088","0.642857"
"D18-1088","P19-1499","2.97619"
"P19-1499","D18-1088","2.97619"
"P17-1101","P18-1061","0.5"
"P18-1061","P17-1101","0.5"
"P17-1101","P19-1499","0.642857"
"P19-1499","P17-1101","0.642857"
"2020.emnlp-main.467","D19-5802","0.333333"
"D19-5802","2020.emnlp-main.467","0.333333"
"D18-1232","D19-5802","0.833333"
"D19-5802","D18-1232","0.833333"
"2020.acl-main.599","J19-1005","0.5"
"J19-1005","2020.acl-main.599","0.5"
"2020.acl-main.599","2020.emnlp-tutorials.1","0.5"
"2020.emnlp-tutorials.1","2020.acl-main.599","0.5"
"2020.emnlp-main.467","2020.emnlp-tutorials.1","0.5"
"2020.emnlp-tutorials.1","2020.emnlp-main.467","0.5"
"2020.coling-main.492","2020.emnlp-main.297","0.75"
"2020.emnlp-main.297","2020.coling-main.492","0.75"
"2020.emnlp-main.297","P19-1499","2.39286"
"P19-1499","2020.emnlp-main.297","2.39286"
"2020.coling-main.492","2020.findings-emnlp.217","0.47619"
"2020.findings-emnlp.217","2020.coling-main.492","0.47619"
"2020.emnlp-main.297","2020.findings-emnlp.161","1.39286"
"2020.findings-emnlp.161","2020.emnlp-main.297","1.39286"
"2020.emnlp-main.297","2020.findings-emnlp.217","0.25"
"2020.findings-emnlp.217","2020.emnlp-main.297","0.25"
"2020.coling-main.492","2021.acl-long.438","0.0833333"
"2021.acl-long.438","2020.coling-main.492","0.0833333"
"2020.coling-main.492","2021.findings-acl.36","0.22619"
"2021.findings-acl.36","2020.coling-main.492","0.22619"
"2020.coling-main.492","C16-1004","0.333333"
"C16-1004","2020.coling-main.492","0.333333"
"2020.coling-main.492","D16-1075","0.0833333"
"D16-1075","2020.coling-main.492","0.0833333"
"2020.coling-main.492","N18-1154","0.0833333"
"N18-1154","2020.coling-main.492","0.0833333"
"2020.coling-main.492","P15-2136","0.0833333"
"P15-2136","2020.coling-main.492","0.0833333"
"2020.findings-emnlp.161","C16-1004","2.33333"
"C16-1004","2020.findings-emnlp.161","2.33333"
"2020.findings-emnlp.161","N18-1154","0.0833333"
"N18-1154","2020.findings-emnlp.161","0.0833333"
"2020.findings-emnlp.161","P15-2136","0.0833333"
"P15-2136","2020.findings-emnlp.161","0.0833333"
"2020.findings-emnlp.217","C16-1004","0.0833333"
"C16-1004","2020.findings-emnlp.217","0.0833333"
"2020.findings-emnlp.217","D16-1075","0.0833333"
"D16-1075","2020.findings-emnlp.217","0.0833333"
"2020.findings-emnlp.217","D18-1088","0.60119"
"D18-1088","2020.findings-emnlp.217","0.60119"
"2020.findings-emnlp.217","P15-2136","0.0833333"
"P15-2136","2020.findings-emnlp.217","0.0833333"
"2020.findings-emnlp.217","P17-1101","0.458333"
"P17-1101","2020.findings-emnlp.217","0.458333"
"2020.findings-emnlp.217","P18-1061","0.47619"
"P18-1061","2020.findings-emnlp.217","0.47619"
"2021.acl-long.438","C16-1004","0.0833333"
"C16-1004","2021.acl-long.438","0.0833333"
"2021.acl-long.438","D16-1075","0.0833333"
"D16-1075","2021.acl-long.438","0.0833333"
"2021.acl-long.438","D18-1088","0.0833333"
"D18-1088","2021.acl-long.438","0.0833333"
"2021.acl-long.438","P15-2136","0.0833333"
"P15-2136","2021.acl-long.438","0.0833333"
"2021.acl-long.438","P17-1101","0.0833333"
"P17-1101","2021.acl-long.438","0.0833333"
"2021.acl-long.438","P18-1061","0.0833333"
"P18-1061","2021.acl-long.438","0.0833333"
"2021.acl-long.438","P19-1499","0.0833333"
"P19-1499","2021.acl-long.438","0.0833333"
"2021.findings-acl.36","C16-1004","0.0833333"
"C16-1004","2021.findings-acl.36","0.0833333"
"2021.findings-acl.36","D16-1075","0.0833333"
"D16-1075","2021.findings-acl.36","0.0833333"
"2021.findings-acl.36","D18-1088","0.35119"
"D18-1088","2021.findings-acl.36","0.35119"
"2021.findings-acl.36","P15-2136","0.0833333"
"P15-2136","2021.findings-acl.36","0.0833333"
"2021.findings-acl.36","P17-1101","0.208333"
"P17-1101","2021.findings-acl.36","0.208333"
"2021.findings-acl.36","P18-1061","0.22619"
"P18-1061","2021.findings-acl.36","0.22619"
"2021.findings-acl.36","P19-1499","0.22619"
"P19-1499","2021.findings-acl.36","0.22619"
"C16-1004","D16-1075","0.0833333"
"D16-1075","C16-1004","0.0833333"
"C16-1004","D18-1088","1.08333"
"D18-1088","C16-1004","1.08333"
"C16-1004","N18-1154","0.0833333"
"N18-1154","C16-1004","0.0833333"
"C16-1004","P15-2136","2.58333"
"P15-2136","C16-1004","2.58333"
"C16-1004","P17-1101","0.0833333"
"P17-1101","C16-1004","0.0833333"
"C16-1004","P18-1061","3.33333"
"P18-1061","C16-1004","3.33333"
"C16-1004","P19-1499","0.0833333"
"P19-1499","C16-1004","0.0833333"
"D16-1075","D18-1088","0.0833333"
"D18-1088","D16-1075","0.0833333"
"D16-1075","N18-1154","0.0833333"
"N18-1154","D16-1075","0.0833333"
"D16-1075","P15-2136","0.0833333"
"P15-2136","D16-1075","0.0833333"
"D16-1075","P17-1101","0.0833333"
"P17-1101","D16-1075","0.0833333"
"D16-1075","P18-1061","0.0833333"
"P18-1061","D16-1075","0.0833333"
"D18-1088","N18-1154","0.208333"
"N18-1154","D18-1088","0.208333"
"D18-1088","P15-2136","0.0833333"
"P15-2136","D18-1088","0.0833333"
"N18-1154","P15-2136","0.0833333"
"P15-2136","N18-1154","0.0833333"
"N18-1154","P17-1101","1.20833"
"P17-1101","N18-1154","1.20833"
"N18-1154","P18-1061","0.0833333"
"P18-1061","N18-1154","0.0833333"
"N18-1154","P19-1499","0.0833333"
"P19-1499","N18-1154","0.0833333"
"P15-2136","P17-1101","0.0833333"
"P17-1101","P15-2136","0.0833333"
"P15-2136","P18-1061","0.0833333"
"P18-1061","P15-2136","0.0833333"
"P15-2136","P19-1499","0.0833333"
"P19-1499","P15-2136","0.0833333"
"2020.coling-main.492","D17-1175","0.166667"
"D17-1175","2020.coling-main.492","0.166667"
"2020.coling-main.492","J15-2004","0.166667"
"J15-2004","2020.coling-main.492","0.166667"
"2020.coling-main.492","O01-2001","0.166667"
"O01-2001","2020.coling-main.492","0.166667"
"2020.coling-main.492","O01-2004","0.166667"
"O01-2004","2020.coling-main.492","0.166667"
"2020.coling-main.492","P00-1015","0.166667"
"P00-1015","2020.coling-main.492","0.166667"
"2020.coling-main.492","P15-1048","0.166667"
"P15-1048","2020.coling-main.492","0.166667"
"D17-1175","J15-2004","0.166667"
"J15-2004","D17-1175","0.166667"
"D17-1175","O01-2001","0.166667"
"O01-2001","D17-1175","0.166667"
"D17-1175","O01-2004","0.166667"
"O01-2004","D17-1175","0.166667"
"D17-1175","P00-1015","0.166667"
"P00-1015","D17-1175","0.166667"
"D17-1175","P15-1048","0.416667"
"P15-1048","D17-1175","0.416667"
"J15-2004","O01-2001","0.166667"
"O01-2001","J15-2004","0.166667"
"J15-2004","O01-2004","0.166667"
"O01-2004","J15-2004","0.166667"
"J15-2004","P00-1015","0.166667"
"P00-1015","J15-2004","0.166667"
"O01-2001","P00-1015","1.16667"
"P00-1015","O01-2001","1.16667"
"O01-2001","P15-1048","0.416667"
"P15-1048","O01-2001","0.416667"
"O01-2004","P00-1015","0.166667"
"P00-1015","O01-2004","0.166667"
"O01-2004","P15-1048","0.166667"
"P15-1048","O01-2004","0.166667"
"P00-1015","P15-1048","0.166667"
"P15-1048","P00-1015","0.166667"
"2020.coling-main.492","P13-2061","0.25"
"P13-2061","2020.coling-main.492","0.25"
"2020.findings-emnlp.161","P13-2061","0.25"
"P13-2061","2020.findings-emnlp.161","0.25"
"C16-1004","P13-2061","0.25"
"P13-2061","C16-1004","0.25"
"P13-2061","P18-1061","0.25"
"P18-1061","P13-2061","0.25"
"2020.coling-main.492","P18-2065","0.142857"
"P18-2065","2020.coling-main.492","0.142857"
"2020.findings-emnlp.161","P18-2065","0.285714"
"P18-2065","2020.findings-emnlp.161","0.285714"
"2020.findings-emnlp.217","P18-2065","0.767857"
"P18-2065","2020.findings-emnlp.217","0.767857"
"2021.findings-acl.36","P18-2065","0.267857"
"P18-2065","2021.findings-acl.36","0.267857"
"D18-1088","P18-2065","0.267857"
"P18-2065","D18-1088","0.267857"
"P18-1061","P18-2065","0.142857"
"P18-2065","P18-1061","0.142857"
"P18-2065","P19-1499","0.285714"
"P19-1499","P18-2065","0.285714"
"2020.coling-main.492","P19-1609","1"
"P19-1609","2020.coling-main.492","1"
"2020.emnlp-main.297","D18-1088","0.5"
"D18-1088","2020.emnlp-main.297","0.5"
"2020.emnlp-main.297","D18-1188","0.142857"
"D18-1188","2020.emnlp-main.297","0.142857"
"2020.emnlp-main.297","N18-1141","0.142857"
"N18-1141","2020.emnlp-main.297","0.142857"
"2020.emnlp-main.297","P17-1101","0.142857"
"P17-1101","2020.emnlp-main.297","0.142857"
"2020.emnlp-main.297","P18-1034","0.142857"
"P18-1034","2020.emnlp-main.297","0.142857"
"2020.emnlp-main.297","P18-2065","0.142857"
"P18-2065","2020.emnlp-main.297","0.142857"
"2020.findings-emnlp.161","N18-1141","0.142857"
"N18-1141","2020.findings-emnlp.161","0.142857"
"D18-1188","P17-1101","0.142857"
"P17-1101","D18-1188","0.142857"
"D18-1188","P18-2065","0.142857"
"P18-2065","D18-1188","0.142857"
"N18-1141","P17-1101","0.47619"
"P17-1101","N18-1141","0.47619"
"N18-1141","P18-2065","0.47619"
"P18-2065","N18-1141","0.47619"
"N18-1141","P19-1499","0.142857"
"P19-1499","N18-1141","0.142857"
"P17-1101","P18-1034","0.587302"
"P18-1034","P17-1101","0.587302"
"P18-1034","P18-2065","0.587302"
"P18-2065","P18-1034","0.587302"
"2020.emnlp-main.467","2021.acl-long.348","0.5"
"2021.acl-long.348","2020.emnlp-main.467","0.5"
"2020.emnlp-main.467","D19-1252","0.5"
"D19-1252","2020.emnlp-main.467","0.5"
"2020.emnlp-main.484","2021.naacl-main.280","1"
"2021.naacl-main.280","2020.emnlp-main.484","1"
"2020.emnlp-main.484","2020.findings-emnlp.217","0.2"
"2020.findings-emnlp.217","2020.emnlp-main.484","0.2"
"2020.emnlp-main.484","D19-1071","0.333333"
"D19-1071","2020.emnlp-main.484","0.333333"
"2020.emnlp-main.484","D19-1252","0.333333"
"D19-1252","2020.emnlp-main.484","0.333333"
"2021.findings-emnlp.75","D19-1071","0.333333"
"D19-1071","2021.findings-emnlp.75","0.333333"
"2021.findings-emnlp.75","D19-1252","0.333333"
"D19-1252","2021.findings-emnlp.75","0.333333"
"2020.emnlp-main.484","P11-1037","0.5"
"P11-1037","2020.emnlp-main.484","0.5"
"2020.emnlp-main.484","P12-1055","0.5"
"P12-1055","2020.emnlp-main.484","0.5"
"P11-1037","P12-1055","8.58333"
"P12-1055","P11-1037","8.58333"
"2020.emnlp-main.633","2021.emnlp-main.771","0.5"
"2021.emnlp-main.771","2020.emnlp-main.633","0.5"
"2020.emnlp-main.633","P18-1061","0.5"
"P18-1061","2020.emnlp-main.633","0.5"
"2021.emnlp-main.771","P18-1061","0.5"
"P18-1061","2021.emnlp-main.771","0.5"
"2020.emnlp-main.633","C14-1018","0.125"
"C14-1018","2020.emnlp-main.633","0.125"
"2020.emnlp-main.633","D14-1054","0.125"
"D14-1054","2020.emnlp-main.633","0.125"
"2020.emnlp-main.633","D15-1106","0.125"
"D15-1106","2020.emnlp-main.633","0.125"
"2020.emnlp-main.633","J15-2004","0.125"
"J15-2004","2020.emnlp-main.633","0.125"
"2020.emnlp-main.633","P14-1011","0.125"
"P14-1011","2020.emnlp-main.633","0.125"
"2020.emnlp-main.633","P14-1146","0.125"
"P14-1146","2020.emnlp-main.633","0.125"
"2020.emnlp-main.633","P14-2009","0.125"
"P14-2009","2020.emnlp-main.633","0.125"
"2020.emnlp-main.633","S15-2086","0.125"
"S15-2086","2020.emnlp-main.633","0.125"
"C14-1018","D14-1054","2.06667"
"D14-1054","C14-1018","2.06667"
"C14-1018","D15-1106","0.125"
"D15-1106","C14-1018","0.125"
"C14-1018","J15-2004","1.36667"
"J15-2004","C14-1018","1.36667"
"C14-1018","P14-1011","0.325"
"P14-1011","C14-1018","0.325"
"C14-1018","P14-1146","2.53333"
"P14-1146","C14-1018","2.53333"
"C14-1018","P14-2009","0.25"
"P14-2009","C14-1018","0.25"
"C14-1018","S15-2086","0.825"
"S15-2086","C14-1018","0.825"
"D14-1054","D15-1106","0.125"
"D15-1106","D14-1054","0.125"
"D14-1054","J15-2004","3.06667"
