"2021.naacl-main.323","2021","-1","3"
"2021.naacl-main.416","2021","-1","5"
"2021.emnlp-main.106","2021","-1","3"
"2021.conll-1.48","2021","-1","3"
"2021.acl-short.8","2021","-1","2"
"2021.acl-long.130","2021","-1","6"
"2020.findings-emnlp.296","2020","-1","3"
"2020.emnlp-main.393","2020","-1","2"
"2020.emnlp-main.554","2020","-1","2"
"2020.emnlp-main.745","2020","-1","6"
"2020.acl-main.439","2020","0","4"
"2020.acl-main.486","2020","-1","4"
"W19-4701","2019","0","2"
"W19-2309","2019","1","5"
"N19-1304","2019","5","7"
"N19-1364","2019","4","4"
"N19-1365","2019","3","10"
"D19-1469","2019","2","5"
"W18-0615","2018","-1","3"
"Q18-1028","2018","15","5"
"Q18-1033","2018","1","7"
"P18-1027","2018","15","4"
"N18-1057","2018","18","5"
"N18-1146","2018","7","3"
"L18-1182","2018","-1","3"
"L18-1445","2018","11","4"
"D18-1008","2018","1","4"
"D18-1393","2018","9","5"
"P17-2009","2017","18","3"
"E17-1044","2017","8","4"
"D17-1019","2017","25","2"
"D17-1230","2017","275","6"
"P16-1111","2016","13","4"
"P16-1141","2016","93","3"
"N16-1082","2016","174","4"
"D16-1005","2016","2","3"
"D16-1057","2016","4","4"
"D16-1127","2016","378","4"
"D16-1229","2016","19","3"
"P15-2052","2015","0","2"
"P15-1107","2015","142","3"
"N15-1038","2015","81","3"
"D15-1200","2015","97","2"
"D15-1278","2015","41","3"
"2015.lilt-12.3","2015","-1","2"
"lee-etal-2014-importance","2014","35","4"
"J14-3009","2014","-1","1"
"W13-2239","2013","8","3"
"W13-1403","2013","11","2"
"P13-2014","2013","26","3"
"P13-2089","2013","23","3"
"P13-1025","2013","84","3"
"P13-1162","2013","112","3"
"J13-4004","2013","261","6"
"W12-3202","2012","27","2"
"W12-3204","2012","19","2"
"W12-2502","2012","51","2"
"W12-2503","2012","15","2"
"D12-1045","2012","112","5"
"W11-1902","2011","296","6"
"W11-0116","2011","23","6"
"P11-1098","2011","120","2"
"chambers-jurafsky-2010-database","2010","20","2"
"cer-etal-2010-parsing","2010","121","3"
"D10-1048","2010","240","6"
"W09-2307","2009","111","3"
"P09-1034","2009","65","3"
"P09-1068","2009","252","2"
"N09-1072","2009","56","1"
"D09-1035","2009","57","2"
"W08-0304","2008","46","2"
"P08-1044","2008","9","2"
"P08-1090","2008","297","2"
"P07-2027","2007","16","3"
"P07-2044","2007","126","3"
"P07-2049","2007","41","3"
"N07-1002","2007","38","7"
"2007.sigdial-1.40","2007","20","4"
"N04-1030","2004","328","5"
"W03-1706","2003","10","2"
