"2021.inlg-1.38","2021","-1","2"
"2020.trac-1.13","2020","-1","3"
"2020.lrec-1.824","2020","-1","2"
"W19-4505","2019","1","2"
"S19-2120","2019","2","3"
"W18-0517","2018","0","2"
"S18-1003","2018","12","8"
"S18-1115","2018","12","9"
"N18-2107","2018","6","4"
"L18-1298","2018","0","2"
"D18-1508","2018","6","5"
"C18-3005","2018","2","2"
"W17-5406","2017","1","2"
"W17-4402","2017","6","5"
"aburaed-etal-2017-sentence","2017","1","3"
"E17-2017","2017","16","3"
"W16-1505","2016","-1","4"
"W16-1520","2016","-1","1"
"S16-1157","2016","3","4"
"S16-1208","2016","0","3"
"L16-1492","2016","6","3"
"L16-1528","2016","11","4"
"L16-1626","2016","48","3"
"D16-1041","2016","18","4"
"C16-3003","2016","1","1"
"C16-1323","2016","2","4"
"W15-1605","2015","15","2"
"S15-2119","2015","6","3"
"S15-2158","2015","2","2"
"R15-1006","2015","1","3"
"R15-1025","2015","4","2"
"R15-1079","2015","0","2"
"R15-1080","2015","4","3"
"P15-2135","2015","9","3"
"W14-2609","2014","65","2"
"W14-1201","2014","10","3"
"W14-1204","2014","10","2"
"saggion-2014-creating","2014","8","1"
"barbieri-saggion-2014-modelling-irony","2014","18","2"
"bautista-saggion-2014-numerical","2014","3","2"
"E14-3007","2014","48","2"
"N13-1027","2013","5","1"
"I13-1043","2013","8","2"
"W12-3003","2012","1","1"
"W12-2910","2012","7","2"
"W12-2202","2012","17","2"
"W12-2204","2012","13","2"
"saggion-szasz-2012-concisus","2012","12","1"
"bott-etal-2012-text","2012","20","2"
"C12-1023","2012","39","4"
"W11-4502","2011","1","1"
"W11-1603","2011","21","2"
"W10-1605","2010","1","1"
"W10-0213","2010","15","2"
"saggion-etal-2010-nlp","2010","1","1"
"saggion-funk-2010-interpreting","2010","22","1"
"C10-2122","2010","58","1"
"2010.jeptalnrecital-long.25","2010","-1","2"
"W09-2807","2009","14","1"
"yankova-etal-2008-framework","2008","2","2"
"I08-2137","2008","0","1"
"I08-1020","2008","13","1"
"S07-1063","2007","15","1"
"saggion-2006-multilingual","2006","10","1"
"saggion-gaizauskas-2006-language","2006","1","1"
"W05-1527","2005","25","3"
"saggion-2004-identifying","2004","38","1"
"radev-etal-2004-mead","2004","273","13"
"W03-2805","2003","15","2"
"P03-1048","2003","92","3"
"E03-2013","2003","50","1"
"E03-2014","2003","4","1"
"E03-1065","2003","5","1"
"W02-0403","2002","18","3"
"saggion-etal-2002-extracting","2002","5","1"
"saggion-etal-2002-developing","2002","29","1"
"J02-4005","2002","104","1"
"C02-1073","2002","41","1"
"W00-0401","2000","51","1"
"P99-1078","1999","7","1"
"1994.bcs-1.7","1994","-1","1"
