"2003.jeptalnrecital-long.10","duclaye-etal-2002-using","3"
"W12-3141","2010.iwslt-evaluation.13","0.416734"
"2010.iwslt-evaluation.13","W12-4201","0.0232558"
"W12-4201","2010.iwslt-evaluation.13","0.0232558"
"2010.iwslt-evaluation.13","W14-3307","0.100067"
"W14-3307","2010.iwslt-evaluation.13","0.100067"
"2010.iwslt-evaluation.13","W14-3330","0.166734"
"W14-3330","2010.iwslt-evaluation.13","0.166734"
"2010.iwslt-evaluation.13","W15-3012","0.0667341"
"W15-3012","2010.iwslt-evaluation.13","0.0667341"
"2010.iwslt-evaluation.13","W15-3016","0.0232558"
"W15-3016","2010.iwslt-evaluation.13","0.0232558"
"2010.iwslt-evaluation.13","W16-2304","0.133401"
"W16-2304","2010.iwslt-evaluation.13","0.133401"
"2010.iwslt-evaluation.13","W16-2320","0.100067"
"W16-2320","2010.iwslt-evaluation.13","0.100067"
"2010.iwslt-evaluation.13","W16-2337","0.0232558"
"W16-2337","2010.iwslt-evaluation.13","0.0232558"
"2010.iwslt-evaluation.13","W17-4703","0.523256"
"W17-4703","2010.iwslt-evaluation.13","0.523256"
"2010.iwslt-evaluation.13","W17-4721","0.0232558"
"W17-4721","2010.iwslt-evaluation.13","0.0232558"
"2010.iwslt-evaluation.13","W18-6315","0.0788114"
"W18-6315","2010.iwslt-evaluation.13","0.0788114"
"2010.iwslt-evaluation.13","W18-6433","0.0232558"
"W18-6433","2010.iwslt-evaluation.13","0.0232558"
"2011.iwslt-evaluation.15","2014.amta-researchers.17","1.05659"
"2014.amta-researchers.17","2011.iwslt-evaluation.15","1.05659"
"2011.iwslt-evaluation.15","2017.jeptalnrecital-long.2","0.356589"
"2017.jeptalnrecital-long.2","2011.iwslt-evaluation.15","0.356589"
"2011.iwslt-evaluation.15","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","2011.iwslt-evaluation.15","0.0232558"
"2011.iwslt-evaluation.15","F14-1016","0.0232558"
"F14-1016","2011.iwslt-evaluation.15","0.0232558"
"2011.iwslt-evaluation.15","F14-1025","0.0565891"
"F14-1025","2011.iwslt-evaluation.15","0.0565891"
"2011.iwslt-evaluation.15","N12-1005","0.573256"
"N12-1005","2011.iwslt-evaluation.15","0.573256"
"2011.iwslt-evaluation.15","W08-0310","0.0565891"
"W08-0310","2011.iwslt-evaluation.15","0.0565891"
"2011.iwslt-evaluation.15","W09-0417","0.223256"
"W09-0417","2011.iwslt-evaluation.15","0.223256"
"2011.iwslt-evaluation.15","W10-1704","0.289922"
"W10-1704","2011.iwslt-evaluation.15","0.289922"
"2011.iwslt-evaluation.15","W11-1207","0.4177"
"W11-1207","2011.iwslt-evaluation.15","0.4177"
"2011.iwslt-evaluation.15","W11-4415","0.0232558"
"W11-4415","2011.iwslt-evaluation.15","0.0232558"
"2011.iwslt-evaluation.15","W15-3016","0.134367"
"W15-3016","2011.iwslt-evaluation.15","0.134367"
"2011.iwslt-evaluation.15","W16-2304","0.0899225"
"W16-2304","2011.iwslt-evaluation.15","0.0899225"
"2011.iwslt-evaluation.15","W16-2320","0.306589"
"W16-2320","2011.iwslt-evaluation.15","0.306589"
"2011.iwslt-evaluation.15","W17-4721","0.0232558"
"W17-4721","2011.iwslt-evaluation.15","0.0232558"
"2011.iwslt-evaluation.15","W18-6433","0.0232558"
"W18-6433","2011.iwslt-evaluation.15","0.0232558"
"2011.jeptalnrecital-long.36","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","2011.jeptalnrecital-long.36","0.0232558"
"2011.jeptalnrecital-long.36","2015.iwslt-papers.10","0.0788114"
"2015.iwslt-papers.10","2011.jeptalnrecital-long.36","0.0788114"
"2011.jeptalnrecital-long.36","2017.jeptalnrecital-long.2","0.0788114"
"2017.jeptalnrecital-long.2","2011.jeptalnrecital-long.36","0.0788114"
"2011.jeptalnrecital-long.36","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","2011.jeptalnrecital-long.36","0.0232558"
"2011.jeptalnrecital-long.36","F14-1016","0.0232558"
"F14-1016","2011.jeptalnrecital-long.36","0.0232558"
"2011.jeptalnrecital-long.36","F14-1025","0.0946844"
"F14-1025","2011.jeptalnrecital-long.36","0.0946844"
"2011.jeptalnrecital-long.36","N12-1005","0.0232558"
"N12-1005","2011.jeptalnrecital-long.36","0.0232558"
"2011.jeptalnrecital-long.36","N16-3006","0.0946844"
"N16-3006","2011.jeptalnrecital-long.36","0.0946844"
"2011.jeptalnrecital-long.36","W09-0417","0.0232558"
"W09-0417","2011.jeptalnrecital-long.36","0.0232558"
"2011.jeptalnrecital-long.36","W10-1704","0.0232558"
"W10-1704","2011.jeptalnrecital-long.36","0.0232558"
"2011.jeptalnrecital-long.36","W11-1207","0.0946844"
"W11-1207","2011.jeptalnrecital-long.36","0.0946844"
"2011.jeptalnrecital-long.36","W11-4415","0.0232558"
"W11-4415","2011.jeptalnrecital-long.36","0.0232558"
"2011.jeptalnrecital-long.36","W12-4201","0.0232558"
"W12-4201","2011.jeptalnrecital-long.36","0.0232558"
"2011.jeptalnrecital-long.36","W14-3307","0.0232558"
"W14-3307","2011.jeptalnrecital-long.36","0.0232558"
"2011.jeptalnrecital-long.36","W15-3016","0.0232558"
"W15-3016","2011.jeptalnrecital-long.36","0.0232558"
"2011.jeptalnrecital-long.36","W16-2304","0.0232558"
"W16-2304","2011.jeptalnrecital-long.36","0.0232558"
"2011.jeptalnrecital-long.36","W16-2320","0.0946844"
"W16-2320","2011.jeptalnrecital-long.36","0.0946844"
"2011.jeptalnrecital-long.36","W17-4721","0.0232558"
"W17-4721","2011.jeptalnrecital-long.36","0.0232558"
"2011.jeptalnrecital-long.36","W18-6433","0.0232558"
"W18-6433","2011.jeptalnrecital-long.36","0.0232558"
"2011.jeptalnrecital-long.37","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","2011.jeptalnrecital-long.37","0.0232558"
"2011.jeptalnrecital-long.37","2017.jeptalnrecital-long.2","0.0232558"
"2017.jeptalnrecital-long.2","2011.jeptalnrecital-long.37","0.0232558"
"2011.jeptalnrecital-long.37","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","2011.jeptalnrecital-long.37","0.0232558"
"2011.jeptalnrecital-long.37","F14-1016","0.0232558"
"F14-1016","2011.jeptalnrecital-long.37","0.0232558"
"2011.jeptalnrecital-long.37","F14-1025","0.0946844"
"F14-1025","2011.jeptalnrecital-long.37","0.0946844"
"2011.jeptalnrecital-long.37","W09-0417","0.0232558"
"W09-0417","2011.jeptalnrecital-long.37","0.0232558"
"2011.jeptalnrecital-long.37","W10-1704","0.0232558"
"W10-1704","2011.jeptalnrecital-long.37","0.0232558"
"2011.jeptalnrecital-long.37","W11-1207","0.205795"
"W11-1207","2011.jeptalnrecital-long.37","0.205795"
"2011.jeptalnrecital-long.37","W11-4415","0.0232558"
"W11-4415","2011.jeptalnrecital-long.37","0.0232558"
"2011.jeptalnrecital-long.37","W15-3016","0.134367"
"W15-3016","2011.jeptalnrecital-long.37","0.134367"
"2011.jeptalnrecital-long.37","W17-4721","0.0232558"
"W17-4721","2011.jeptalnrecital-long.37","0.0232558"
"2011.jeptalnrecital-long.37","W18-6433","0.0232558"
"W18-6433","2011.jeptalnrecital-long.37","0.0232558"
"2012.eamt-1.62","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","2012.eamt-1.62","0.0232558"
"2012.eamt-1.62","2017.jeptalnrecital-long.2","0.0788114"
"2017.jeptalnrecital-long.2","2012.eamt-1.62","0.0788114"
"2012.eamt-1.62","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","2012.eamt-1.62","0.0232558"
"2012.eamt-1.62","F14-1016","0.0232558"
"F14-1016","2012.eamt-1.62","0.0232558"
"2012.eamt-1.62","F14-1025","0.128018"
"F14-1025","2012.eamt-1.62","0.128018"
"2012.eamt-1.62","W09-0417","0.0565891"
"W09-0417","2012.eamt-1.62","0.0565891"
"2012.eamt-1.62","W10-1704","0.0565891"
"W10-1704","2012.eamt-1.62","0.0565891"
"2012.eamt-1.62","W11-1207","1.87802"
"W11-1207","2012.eamt-1.62","1.87802"
"2012.eamt-1.62","W11-4415","0.0232558"
"W11-4415","2012.eamt-1.62","0.0232558"
"2012.eamt-1.62","W15-3016","0.0232558"
"W15-3016","2012.eamt-1.62","0.0232558"
"2012.eamt-1.62","W16-2304","0.0232558"
"W16-2304","2012.eamt-1.62","0.0232558"
"2012.eamt-1.62","W16-2320","0.461351"
"W16-2320","2012.eamt-1.62","0.461351"
"2012.eamt-1.62","W17-4721","0.0232558"
"W17-4721","2012.eamt-1.62","0.0232558"
"2012.eamt-1.62","W18-6433","0.0232558"
"W18-6433","2012.eamt-1.62","0.0232558"
"2013.iwslt-papers.7","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","2013.iwslt-papers.7","0.0232558"
"2013.iwslt-papers.7","2017.jeptalnrecital-long.2","0.0232558"
"2017.jeptalnrecital-long.2","2013.iwslt-papers.7","0.0232558"
"2013.iwslt-papers.7","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","2013.iwslt-papers.7","0.0232558"
"2013.iwslt-papers.7","F14-1016","0.0232558"
"F14-1016","2013.iwslt-papers.7","0.0232558"
"2013.iwslt-papers.7","F14-1025","0.128018"
"F14-1025","2013.iwslt-papers.7","0.128018"
"2013.iwslt-papers.7","W08-0310","0.0565891"
"W08-0310","2013.iwslt-papers.7","0.0565891"
"2013.iwslt-papers.7","W09-0417","0.0565891"
"W09-0417","2013.iwslt-papers.7","0.0565891"
"2013.iwslt-papers.7","W10-1704","0.0565891"
"W10-1704","2013.iwslt-papers.7","0.0565891"
"2013.iwslt-papers.7","W11-1207","0.128018"
"W11-1207","2013.iwslt-papers.7","0.128018"
"2013.iwslt-papers.7","W11-4415","0.0232558"
"W11-4415","2013.iwslt-papers.7","0.0232558"
"2013.iwslt-papers.7","W15-3016","0.0232558"
"W15-3016","2013.iwslt-papers.7","0.0232558"
"2013.iwslt-papers.7","W16-2304","0.0232558"
"W16-2304","2013.iwslt-papers.7","0.0232558"
"2013.iwslt-papers.7","W16-2320","0.128018"
"W16-2320","2013.iwslt-papers.7","0.128018"
"2013.iwslt-papers.7","W17-4721","0.0232558"
"W17-4721","2013.iwslt-papers.7","0.0232558"
"2013.iwslt-papers.7","W18-6433","0.0232558"
"W18-6433","2013.iwslt-papers.7","0.0232558"
"2014.amta-researchers.17","2014.iwslt-papers.9","0.0232558"
"2014.iwslt-papers.9","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","2015.iwslt-papers.10","0.0232558"
"2015.iwslt-papers.10","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","2017.jeptalnrecital-long.2","0.0232558"
"2017.jeptalnrecital-long.2","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","2018.jeptalnrecital-long.5","0.0232558"
"2018.jeptalnrecital-long.5","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","C08-1056","0.0232558"
"C08-1056","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","C10-2023","0.223256"
"C10-2023","2014.amta-researchers.17","0.223256"
"2014.amta-researchers.17","D10-1076","0.0232558"
"D10-1076","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","D10-1091","0.0232558"
"D10-1091","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","F12-2009","0.0232558"
"F12-2009","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","F13-1033","0.0232558"
"F13-1033","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","F14-1016","0.0232558"
"F14-1016","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","F14-1025","0.0232558"
"F14-1025","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","gahbiche-braham-etal-2012-joint","0.0232558"
"gahbiche-braham-etal-2012-joint","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","max-etal-2010-contrastive","0.0232558"
"max-etal-2010-contrastive","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","N12-1005","0.439922"
"N12-1005","2014.amta-researchers.17","0.439922"
"2014.amta-researchers.17","N16-3006","0.0232558"
"N16-3006","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","W08-0310","0.0232558"
"W08-0310","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","W09-0417","0.0232558"
"W09-0417","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","W10-1704","0.0232558"
"W10-1704","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","W11-1207","0.0232558"
"W11-1207","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","W11-2168","0.0232558"
"W11-2168","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","W11-4415","0.0232558"
"W11-4415","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","W12-3141","0.0946844"
"W12-3141","2014.amta-researchers.17","0.0946844"
"2014.amta-researchers.17","W12-4201","0.0232558"
"W12-4201","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","W14-3307","1.12802"
"W14-3307","2014.amta-researchers.17","1.12802"
"2014.amta-researchers.17","W14-3330","0.0946844"
"W14-3330","2014.amta-researchers.17","0.0946844"
"2014.amta-researchers.17","W15-3012","1.54468"
"W15-3012","2014.amta-researchers.17","1.54468"
"2014.amta-researchers.17","W15-3016","0.0946844"
"W15-3016","2014.amta-researchers.17","0.0946844"
"2014.amta-researchers.17","W16-2304","0.261351"
"W16-2304","2014.amta-researchers.17","0.261351"
"2014.amta-researchers.17","W16-2320","0.273256"
"W16-2320","2014.amta-researchers.17","0.273256"
"2014.amta-researchers.17","W16-2337","0.0946844"
"W16-2337","2014.amta-researchers.17","0.0946844"
"2014.amta-researchers.17","W17-4703","0.0232558"
"W17-4703","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","W17-4721","0.0232558"
"W17-4721","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","W18-6315","0.0232558"
"W18-6315","2014.amta-researchers.17","0.0232558"
"2014.amta-researchers.17","W18-6433","0.0232558"
"W18-6433","2014.amta-researchers.17","0.0232558"
"2014.iwslt-papers.9","2015.iwslt-papers.10","0.0232558"
"2015.iwslt-papers.10","2014.iwslt-papers.9","0.0232558"
"2014.iwslt-papers.9","2017.jeptalnrecital-long.2","0.166846"
"2017.jeptalnrecital-long.2","2014.iwslt-papers.9","0.166846"
"2014.iwslt-papers.9","2021.calcs-1.11","0.0899225"
"2021.calcs-1.11","2014.iwslt-papers.9","0.0899225"
"2014.iwslt-papers.9","F14-1016","0.0232558"
"F14-1016","2014.iwslt-papers.9","0.0232558"
"2014.iwslt-papers.9","F14-1025","0.273256"
"F14-1025","2014.iwslt-papers.9","0.273256"
"2014.iwslt-papers.9","N12-1005","0.0232558"
"N12-1005","2014.iwslt-papers.9","0.0232558"
"2014.iwslt-papers.9","N16-3006","0.523256"
"N16-3006","2014.iwslt-papers.9","0.523256"
"2014.iwslt-papers.9","W08-0310","0.273256"
"W08-0310","2014.iwslt-papers.9","0.273256"
"2014.iwslt-papers.9","W09-0417","0.0232558"
"W09-0417","2014.iwslt-papers.9","0.0232558"
"2014.iwslt-papers.9","W10-1704","0.0232558"
"W10-1704","2014.iwslt-papers.9","0.0232558"
"2014.iwslt-papers.9","W11-1207","0.0232558"
"W11-1207","2014.iwslt-papers.9","0.0232558"
"2014.iwslt-papers.9","W11-4415","0.0232558"
"W11-4415","2014.iwslt-papers.9","0.0232558"
"2014.iwslt-papers.9","W12-4201","0.0232558"
"W12-4201","2014.iwslt-papers.9","0.0232558"
"2014.iwslt-papers.9","W14-3307","0.100179"
"W14-3307","2014.iwslt-papers.9","0.100179"
"2014.iwslt-papers.9","W15-3012","0.0232558"
"W15-3012","2014.iwslt-papers.9","0.0232558"
"2014.iwslt-papers.9","W15-3016","0.166846"
"W15-3016","2014.iwslt-papers.9","0.166846"
"2014.iwslt-papers.9","W16-2304","0.100179"
"W16-2304","2014.iwslt-papers.9","0.100179"
"2014.iwslt-papers.9","W16-2320","0.166846"
"W16-2320","2014.iwslt-papers.9","0.166846"
"2014.iwslt-papers.9","W17-4721","0.0232558"
"W17-4721","2014.iwslt-papers.9","0.0232558"
"2014.iwslt-papers.9","W18-6433","0.0232558"
"W18-6433","2014.iwslt-papers.9","0.0232558"
"2015.iwslt-papers.10","2017.jeptalnrecital-long.2","1.43992"
"2017.jeptalnrecital-long.2","2015.iwslt-papers.10","1.43992"
"2015.iwslt-papers.10","2018.jeptalnrecital-long.5","0.189922"
"2018.jeptalnrecital-long.5","2015.iwslt-papers.10","0.189922"
"2015.iwslt-papers.10","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","2015.iwslt-papers.10","0.0232558"
"2015.iwslt-papers.10","C10-2023","0.0232558"
"C10-2023","2015.iwslt-papers.10","0.0232558"
"2015.iwslt-papers.10","D10-1076","0.0232558"
"D10-1076","2015.iwslt-papers.10","0.0232558"
"2015.iwslt-papers.10","F13-1033","0.356589"
"F13-1033","2015.iwslt-papers.10","0.356589"
"2015.iwslt-papers.10","F14-1016","0.0232558"
"F14-1016","2015.iwslt-papers.10","0.0232558"
"2015.iwslt-papers.10","F14-1025","0.0232558"
"F14-1025","2015.iwslt-papers.10","0.0232558"
"2015.iwslt-papers.10","gahbiche-braham-etal-2012-joint","0.0232558"
"gahbiche-braham-etal-2012-joint","2015.iwslt-papers.10","0.0232558"
"2015.iwslt-papers.10","max-etal-2010-contrastive","0.0788114"
"max-etal-2010-contrastive","2015.iwslt-papers.10","0.0788114"
"2015.iwslt-papers.10","N12-1005","0.356589"
"N12-1005","2015.iwslt-papers.10","0.356589"
"2015.iwslt-papers.10","W08-0310","0.356589"
"W08-0310","2015.iwslt-papers.10","0.356589"
"2015.iwslt-papers.10","W09-0417","0.273256"
"W09-0417","2015.iwslt-papers.10","0.273256"
"2015.iwslt-papers.10","W10-1704","0.273256"
"W10-1704","2015.iwslt-papers.10","0.273256"
"2015.iwslt-papers.10","W11-1207","0.0232558"
"W11-1207","2015.iwslt-papers.10","0.0232558"
"2015.iwslt-papers.10","W11-2168","0.856589"
"W11-2168","2015.iwslt-papers.10","0.856589"
"2015.iwslt-papers.10","W11-4415","0.0232558"
"W11-4415","2015.iwslt-papers.10","0.0232558"
"2015.iwslt-papers.10","W12-3141","0.0232558"
"W12-3141","2015.iwslt-papers.10","0.0232558"
"2015.iwslt-papers.10","W14-3330","0.134367"
"W14-3330","2015.iwslt-papers.10","0.134367"
"2015.iwslt-papers.10","W15-3016","0.0232558"
"W15-3016","2015.iwslt-papers.10","0.0232558"
"2015.iwslt-papers.10","W16-2304","0.134367"
"W16-2304","2015.iwslt-papers.10","0.134367"
"2015.iwslt-papers.10","W16-2320","0.4677"
"W16-2320","2015.iwslt-papers.10","0.4677"
"2015.iwslt-papers.10","W16-2337","0.134367"
"W16-2337","2015.iwslt-papers.10","0.134367"
"2015.iwslt-papers.10","W17-4703","1.02326"
"W17-4703","2015.iwslt-papers.10","1.02326"
"2015.iwslt-papers.10","W17-4721","0.0232558"
"W17-4721","2015.iwslt-papers.10","0.0232558"
"2015.iwslt-papers.10","W18-6315","0.0788114"
"W18-6315","2015.iwslt-papers.10","0.0788114"
"2015.iwslt-papers.10","W18-6433","0.0232558"
"W18-6433","2015.iwslt-papers.10","0.0232558"
"2017.jeptalnrecital-long.2","2018.jeptalnrecital-long.5","0.456589"
"2018.jeptalnrecital-long.5","2017.jeptalnrecital-long.2","0.456589"
"2017.jeptalnrecital-long.2","2021.calcs-1.11","0.156589"
"2021.calcs-1.11","2017.jeptalnrecital-long.2","0.156589"
"2017.jeptalnrecital-long.2","C08-1056","0.0232558"
"C08-1056","2017.jeptalnrecital-long.2","0.0232558"
"2017.jeptalnrecital-long.2","C10-2023","0.0232558"
"C10-2023","2017.jeptalnrecital-long.2","0.0232558"
"2017.jeptalnrecital-long.2","D10-1076","0.0232558"
"D10-1076","2017.jeptalnrecital-long.2","0.0232558"
"2017.jeptalnrecital-long.2","D10-1091","0.0232558"
"D10-1091","2017.jeptalnrecital-long.2","0.0232558"
"2017.jeptalnrecital-long.2","F12-2009","0.0788114"
"F12-2009","2017.jeptalnrecital-long.2","0.0788114"
"2017.jeptalnrecital-long.2","F13-1033","0.100179"
"F13-1033","2017.jeptalnrecital-long.2","0.100179"
"2017.jeptalnrecital-long.2","F14-1016","0.0232558"
"F14-1016","2017.jeptalnrecital-long.2","0.0232558"
"2017.jeptalnrecital-long.2","F14-1025","0.0232558"
"F14-1025","2017.jeptalnrecital-long.2","0.0232558"
"2017.jeptalnrecital-long.2","gahbiche-braham-etal-2012-joint","0.0232558"
"gahbiche-braham-etal-2012-joint","2017.jeptalnrecital-long.2","0.0232558"
"2017.jeptalnrecital-long.2","max-etal-2010-contrastive","0.0788114"
"max-etal-2010-contrastive","2017.jeptalnrecital-long.2","0.0788114"
"2017.jeptalnrecital-long.2","N12-1005","0.0232558"
"N12-1005","2017.jeptalnrecital-long.2","0.0232558"
"2017.jeptalnrecital-long.2","N16-3006","0.0232558"
"N16-3006","2017.jeptalnrecital-long.2","0.0232558"
"2017.jeptalnrecital-long.2","W08-0310","0.0232558"
"W08-0310","2017.jeptalnrecital-long.2","0.0232558"
"2017.jeptalnrecital-long.2","W09-0417","0.350179"
"W09-0417","2017.jeptalnrecital-long.2","0.350179"
"2017.jeptalnrecital-long.2","W10-1704","0.350179"
"W10-1704","2017.jeptalnrecital-long.2","0.350179"
"2017.jeptalnrecital-long.2","W11-1207","0.0232558"
"W11-1207","2017.jeptalnrecital-long.2","0.0232558"
"2017.jeptalnrecital-long.2","W11-2168","0.0232558"
"W11-2168","2017.jeptalnrecital-long.2","0.0232558"
"2017.jeptalnrecital-long.2","W11-4415","0.0232558"
"W11-4415","2017.jeptalnrecital-long.2","0.0232558"
"2017.jeptalnrecital-long.2","W12-3141","0.433512"
"W12-3141","2017.jeptalnrecital-long.2","0.433512"
"2017.jeptalnrecital-long.2","W12-4201","0.0232558"
"W12-4201","2017.jeptalnrecital-long.2","0.0232558"
"2017.jeptalnrecital-long.2","W14-3307","0.100179"
"W14-3307","2017.jeptalnrecital-long.2","0.100179"
"2017.jeptalnrecital-long.2","W14-3330","0.288213"
"W14-3330","2017.jeptalnrecital-long.2","0.288213"
"2017.jeptalnrecital-long.2","W15-3012","0.134367"
"W15-3012","2017.jeptalnrecital-long.2","0.134367"
"2017.jeptalnrecital-long.2","W15-3016","0.243769"
"W15-3016","2017.jeptalnrecital-long.2","0.243769"
"2017.jeptalnrecital-long.2","W16-2304","0.621546"
"W16-2304","2017.jeptalnrecital-long.2","0.621546"
"2017.jeptalnrecital-long.2","W16-2320","0.344623"
"W16-2320","2017.jeptalnrecital-long.2","0.344623"
"2017.jeptalnrecital-long.2","W16-2337","0.688213"
"W16-2337","2017.jeptalnrecital-long.2","0.688213"
"2017.jeptalnrecital-long.2","W17-4703","3.41685"
"W17-4703","2017.jeptalnrecital-long.2","3.41685"
"2017.jeptalnrecital-long.2","W17-4721","0.616846"
"W17-4721","2017.jeptalnrecital-long.2","0.616846"
"2017.jeptalnrecital-long.2","W18-6315","0.412145"
"W18-6315","2017.jeptalnrecital-long.2","0.412145"
"2017.jeptalnrecital-long.2","W18-6433","0.339922"
"W18-6433","2017.jeptalnrecital-long.2","0.339922"
"2018.jeptalnrecital-long.5","2021.calcs-1.11","0.0899225"
"2021.calcs-1.11","2018.jeptalnrecital-long.5","0.0899225"
"2018.jeptalnrecital-long.5","F14-1016","0.0232558"
"F14-1016","2018.jeptalnrecital-long.5","0.0232558"
"2018.jeptalnrecital-long.5","F14-1025","0.0232558"
"F14-1025","2018.jeptalnrecital-long.5","0.0232558"
"2018.jeptalnrecital-long.5","N12-1005","0.0232558"
"N12-1005","2018.jeptalnrecital-long.5","0.0232558"
"2018.jeptalnrecital-long.5","N16-3006","0.0232558"
"N16-3006","2018.jeptalnrecital-long.5","0.0232558"
"2018.jeptalnrecital-long.5","W08-0310","0.0232558"
"W08-0310","2018.jeptalnrecital-long.5","0.0232558"
"2018.jeptalnrecital-long.5","W09-0417","0.0232558"
"W09-0417","2018.jeptalnrecital-long.5","0.0232558"
"2018.jeptalnrecital-long.5","W10-1704","0.0232558"
"W10-1704","2018.jeptalnrecital-long.5","0.0232558"
"2018.jeptalnrecital-long.5","W11-1207","0.0232558"
"W11-1207","2018.jeptalnrecital-long.5","0.0232558"
"2018.jeptalnrecital-long.5","W11-4415","0.0232558"
"W11-4415","2018.jeptalnrecital-long.5","0.0232558"
"2018.jeptalnrecital-long.5","W12-4201","0.0232558"
"W12-4201","2018.jeptalnrecital-long.5","0.0232558"
"2018.jeptalnrecital-long.5","W14-3307","0.0232558"
"W14-3307","2018.jeptalnrecital-long.5","0.0232558"
"2018.jeptalnrecital-long.5","W15-3012","0.134367"
"W15-3012","2018.jeptalnrecital-long.5","0.134367"
"2018.jeptalnrecital-long.5","W15-3016","0.0232558"
"W15-3016","2018.jeptalnrecital-long.5","0.0232558"
"2018.jeptalnrecital-long.5","W16-2304","0.134367"
"W16-2304","2018.jeptalnrecital-long.5","0.134367"
"2018.jeptalnrecital-long.5","W16-2320","0.343891"
"W16-2320","2018.jeptalnrecital-long.5","0.343891"
"2018.jeptalnrecital-long.5","W17-4721","0.68278"
"W17-4721","2018.jeptalnrecital-long.5","0.68278"
"2018.jeptalnrecital-long.5","W18-6433","0.839922"
"W18-6433","2018.jeptalnrecital-long.5","0.839922"
"2021.calcs-1.11","C08-1056","0.0232558"
"C08-1056","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","C10-2023","0.0232558"
"C10-2023","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","D10-1076","0.0232558"
"D10-1076","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","D10-1091","0.0232558"
"D10-1091","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","F12-2009","0.0232558"
"F12-2009","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","F13-1033","0.0232558"
"F13-1033","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","F14-1016","0.0232558"
"F14-1016","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","F14-1025","0.0232558"
"F14-1025","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","gahbiche-braham-etal-2012-joint","0.0232558"
"gahbiche-braham-etal-2012-joint","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","max-etal-2010-contrastive","0.0232558"
"max-etal-2010-contrastive","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","N12-1005","0.0232558"
"N12-1005","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","N16-3006","0.0232558"
"N16-3006","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","W08-0310","0.0232558"
"W08-0310","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","W09-0417","0.0232558"
"W09-0417","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","W10-1704","0.0232558"
"W10-1704","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","W11-1207","0.0232558"
"W11-1207","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","W11-2168","0.0232558"
"W11-2168","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","W11-4415","0.0232558"
"W11-4415","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","W12-3141","0.0232558"
"W12-3141","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","W12-4201","0.0232558"
"W12-4201","2021.calcs-1.11","0.0232558"
"2021.calcs-1.11","W14-3307","0.0232558"
