"2021.naacl-main.429","2021","-1","5"
"2021.findings-acl.196","2021","-1","5"
"2021.acl-long.254","2021","-1","8"
"2021.acl-long.359","2021","-1","4"
"2020.emnlp-main.515","2020","-1","6"
"2020.emnlp-main.564","2020","-1","7"
"2020.acl-main.100","2020","0","6"
"2020.acl-main.135","2020","0","4"
"2020.aacl-main.16","2020","0","4"
"P19-1128","2019","3","5"
"P19-1140","2019","13","6"
"D19-1025","2019","1","3"
"D19-1274","2019","6","6"
"D18-1015","2018","42","5"
"P16-1063","2016","41","2"
"P12-1061","2012","7","4"
"D12-1036","2012","14","3"
"D12-1073","2012","32","3"
"C12-1035","2012","28","6"
"C12-1190","2012","15","6"
"P11-1150","2011","143","4"
"D11-1013","2011","47","5"
"C10-1130","2010","32","2"
"P09-2047","2009","15","5"
"P09-1023","2009","18","2"
"I08-1021","2008","2","3"
"P07-1075","2007","36","2"
"W06-1603","2006","86","3"
"P06-2074","2006","5","3"
"qiu-etal-2004-public","2004","55","3"
"C04-1078","2004","13","2"
"C04-1187","2004","14","2"
"P03-1032","2003","6","2"
"E03-1070","2003","12","2"
"W02-1814","2002","7","3"
"C02-1080","2002","18","2"
"P01-1049","2001","30","2"
