"1993.iwpt-1.24","W93-0109","4"
"2011.iwslt-evaluation.15","W17-4734","0.0555556"
"W17-4734","2011.iwslt-evaluation.15","0.0555556"
"2013.iwslt-evaluation.16","C16-1172","0.362546"
"C16-1172","2013.iwslt-evaluation.16","0.362546"
"2013.iwslt-evaluation.16","W12-3140","1.26676"
"W12-3140","2013.iwslt-evaluation.16","1.26676"
"2013.iwslt-evaluation.16","W13-2223","2.17558"
"W13-2223","2013.iwslt-evaluation.16","2.17558"
"2013.iwslt-evaluation.16","W14-3307","0.944631"
"W14-3307","2013.iwslt-evaluation.16","0.944631"
"2013.iwslt-evaluation.16","W14-3310","4.49268"
"W14-3310","2013.iwslt-evaluation.16","4.49268"
"2013.iwslt-evaluation.16","W16-2320","2.69968"
"W16-2320","2013.iwslt-evaluation.16","2.69968"
"2013.iwslt-evaluation.16","W17-4734","0.289322"
"W17-4734","2013.iwslt-evaluation.16","0.289322"
"2014.iwslt-evaluation.7","C16-1172","0.862546"
"C16-1172","2014.iwslt-evaluation.7","0.862546"
"2014.iwslt-evaluation.7","W12-3140","0.872171"
"W12-3140","2014.iwslt-evaluation.7","0.872171"
"2014.iwslt-evaluation.7","W13-2223","1.28099"
"W13-2223","2014.iwslt-evaluation.7","1.28099"
"2014.iwslt-evaluation.7","W14-3307","0.830995"
"W14-3307","2014.iwslt-evaluation.7","0.830995"
"2014.iwslt-evaluation.7","W14-3310","8.25718"
"W14-3310","2014.iwslt-evaluation.7","8.25718"
"2014.iwslt-evaluation.7","W16-2320","4.6921"
"W16-2320","2014.iwslt-evaluation.7","4.6921"
"2014.iwslt-evaluation.7","W17-4734","1.03175"
"W17-4734","2014.iwslt-evaluation.7","1.03175"
"C16-1172","W11-2142","0.963889"
"W11-2142","C16-1172","0.963889"
"C16-1172","W12-3140","0.496147"
"W12-3140","C16-1172","0.496147"
"C16-1172","W13-2223","0.554971"
"W13-2223","C16-1172","0.554971"
"C16-1172","W14-3307","0.271637"
"W14-3307","C16-1172","0.271637"
"C16-1172","W14-3310","0.271637"
"W14-3310","C16-1172","0.271637"
"C16-1172","W15-3008","0.362546"
"W15-3008","C16-1172","0.362546"
"C16-1172","W15-3030","0.0555556"
"W15-3030","C16-1172","0.0555556"
"C16-1172","W16-2208","1.31255"
"W16-2208","C16-1172","1.31255"
"C16-1172","W16-2320","0.721465"
"W16-2320","C16-1172","0.721465"
"C16-1172","W17-4734","0.555556"
"W17-4734","C16-1172","0.555556"
"W05-0836","W12-3140","0.0555556"
"W12-3140","W05-0836","0.0555556"
"W05-0836","W13-2223","0.0555556"
"W13-2223","W05-0836","0.0555556"
"W05-0836","W14-3307","0.0555556"
"W14-3307","W05-0836","0.0555556"
"W05-0836","W14-3310","0.388889"
"W14-3310","W05-0836","0.388889"
"W05-0836","W16-2320","0.388889"
"W16-2320","W05-0836","0.388889"
"W05-0836","W17-4734","0.0555556"
"W17-4734","W05-0836","0.0555556"
"W11-2142","W12-3140","4.05259"
"W12-3140","W11-2142","4.05259"
"W11-2142","W13-2223","1.56925"
"W13-2223","W11-2142","1.56925"
"W11-2142","W14-3307","0.285921"
"W14-3307","W11-2142","0.285921"
"W11-2142","W14-3310","0.735921"
"W14-3310","W11-2142","0.735921"
"W11-2142","W16-2320","1.09167"
"W16-2320","W11-2142","1.09167"
"W11-2142","W17-4734","0.0555556"
"W17-4734","W11-2142","0.0555556"
"W12-3140","W13-2223","3.65522"
"W13-2223","W12-3140","3.65522"
"W12-3140","W14-3307","0.840936"
"W14-3307","W12-3140","0.840936"
"W12-3140","W14-3310","1.10522"
"W14-3310","W12-3140","1.10522"
"W12-3140","W15-3008","0.655222"
"W15-3008","W12-3140","0.655222"
"W12-3140","W15-3030","0.183333"
"W15-3030","W12-3140","0.183333"
"W12-3140","W16-2208","0.243117"
"W16-2208","W12-3140","0.243117"
"W12-3140","W16-2320","1.375"
"W16-2320","W12-3140","1.375"
"W12-3140","W17-4734","0.0555556"
"W17-4734","W12-3140","0.0555556"
"W13-2223","W14-3307","0.816426"
"W14-3307","W13-2223","0.816426"
"W13-2223","W14-3310","2.21405"
"W14-3310","W13-2223","2.21405"
"W13-2223","W15-3008","0.630712"
"W15-3008","W13-2223","0.630712"
"W13-2223","W15-3030","0.183333"
"W15-3030","W13-2223","0.183333"
"W13-2223","W16-2208","0.30194"
"W16-2208","W13-2223","0.30194"
"W13-2223","W16-2320","0.758333"
"W16-2320","W13-2223","0.758333"
"W13-2223","W17-4734","0.0555556"
"W17-4734","W13-2223","0.0555556"
"W14-3307","W14-3310","1.00095"
"W14-3310","W14-3307","1.00095"
"W14-3307","W15-3008","0.858093"
"W15-3008","W14-3307","0.858093"
"W14-3307","W15-3030","0.433333"
"W15-3030","W14-3307","0.433333"
"W14-3307","W16-2208","0.35194"
"W16-2208","W14-3307","0.35194"
"W14-3307","W16-2320","0.691667"
"W16-2320","W14-3307","0.691667"
"W14-3307","W17-4734","0.0555556"
"W17-4734","W14-3307","0.0555556"
"W14-3310","W15-3008","1.16329"
"W15-3008","W14-3310","1.16329"
"W14-3310","W15-3030","0.559524"
"W15-3030","W14-3310","0.559524"
"W14-3310","W16-2208","0.85194"
"W16-2208","W14-3310","0.85194"
"W14-3310","W16-2320","6.5921"
"W16-2320","W14-3310","6.5921"
"W14-3310","W17-4734","0.622655"
"W17-4734","W14-3310","0.622655"
"W15-3008","W16-2320","0.423485"
"W16-2320","W15-3008","0.423485"
"W15-3008","W17-4734","0.146465"
"W17-4734","W15-3008","0.146465"
"W15-3030","W16-2320","0.333333"
"W16-2320","W15-3030","0.333333"
"W15-3030","W17-4734","0.0555556"
"W17-4734","W15-3030","0.0555556"
"W16-2208","W16-2320","1.47146"
"W16-2320","W16-2208","1.47146"
"W16-2208","W17-4734","0.0555556"
"W17-4734","W16-2208","0.0555556"
"W16-2320","W17-4734","3.62266"
"W17-4734","W16-2320","3.62266"
"2005.iwslt-1.6","2010.iwslt-evaluation.11","0.0588235"
"2010.iwslt-evaluation.11","2005.iwslt-1.6","0.0588235"
"2005.iwslt-1.6","2011.iwslt-evaluation.9","0.0588235"
"2011.iwslt-evaluation.9","2005.iwslt-1.6","0.0588235"
"2005.iwslt-1.6","2014.iwslt-evaluation.17","0.0588235"
"2014.iwslt-evaluation.17","2005.iwslt-1.6","0.0588235"
"2005.iwslt-1.6","W15-3012","0.0588235"
"W15-3012","2005.iwslt-1.6","0.0588235"
"2007.iwslt-1.9","2010.iwslt-evaluation.11","0.0588235"
"2010.iwslt-evaluation.11","2007.iwslt-1.9","0.0588235"
"2007.iwslt-1.9","2011.iwslt-evaluation.9","0.0588235"
"2011.iwslt-evaluation.9","2007.iwslt-1.9","0.0588235"
"2007.iwslt-1.9","2014.iwslt-evaluation.17","0.0588235"
"2014.iwslt-evaluation.17","2007.iwslt-1.9","0.0588235"
"2007.iwslt-1.9","W15-3012","0.149733"
"W15-3012","2007.iwslt-1.9","0.149733"
"2008.iwslt-papers.5","2010.iwslt-evaluation.11","0.108824"
"2010.iwslt-evaluation.11","2008.iwslt-papers.5","0.108824"
"2008.iwslt-papers.5","2011.iwslt-evaluation.9","0.0838235"
"2011.iwslt-evaluation.9","2008.iwslt-papers.5","0.0838235"
"2008.iwslt-papers.5","2014.iwslt-evaluation.17","0.133824"
"2014.iwslt-evaluation.17","2008.iwslt-papers.5","0.133824"
"2008.iwslt-papers.5","W14-3313","0.181443"
"W14-3313","2008.iwslt-papers.5","0.181443"
"2008.iwslt-papers.5","W15-3012","0.131443"
"W15-3012","2008.iwslt-papers.5","0.131443"
"2010.iwslt-evaluation.11","2011.iwslt-evaluation.15","0.415829"
"2011.iwslt-evaluation.15","2010.iwslt-evaluation.11","0.415829"
"2010.iwslt-evaluation.11","2011.iwslt-evaluation.9","0.435526"
"2011.iwslt-evaluation.9","2010.iwslt-evaluation.11","0.435526"
"2010.iwslt-evaluation.11","2013.iwslt-evaluation.16","0.629495"
"2013.iwslt-evaluation.16","2010.iwslt-evaluation.11","0.629495"
"2010.iwslt-evaluation.11","2014.iwslt-evaluation.17","0.687828"
"2014.iwslt-evaluation.17","2010.iwslt-evaluation.11","0.687828"
"2010.iwslt-evaluation.11","2014.iwslt-evaluation.7","0.691616"
"2014.iwslt-evaluation.7","2010.iwslt-evaluation.11","0.691616"
"2010.iwslt-evaluation.11","W05-0804","0.108824"
"W05-0804","2010.iwslt-evaluation.11","0.108824"
"2010.iwslt-evaluation.11","W11-2142","0.166904"
"W11-2142","2010.iwslt-evaluation.11","0.166904"
"2010.iwslt-evaluation.11","W12-3140","0.405252"
"W12-3140","2010.iwslt-evaluation.11","0.405252"
"2010.iwslt-evaluation.11","W13-2223","0.405252"
"W13-2223","2010.iwslt-evaluation.11","0.405252"
"2010.iwslt-evaluation.11","W14-3307","0.739776"
"W14-3307","2010.iwslt-evaluation.11","0.739776"
"2010.iwslt-evaluation.11","W14-3310","1.09735"
"W14-3310","2010.iwslt-evaluation.11","1.09735"
"2010.iwslt-evaluation.11","W14-3313","0.897352"
"W14-3313","2010.iwslt-evaluation.11","0.897352"
"2010.iwslt-evaluation.11","W15-3008","1.33783"
"W15-3008","2010.iwslt-evaluation.11","1.33783"
"2010.iwslt-evaluation.11","W15-3012","0.815071"
"W15-3012","2010.iwslt-evaluation.11","0.815071"
"2011.iwslt-evaluation.15","2011.iwslt-evaluation.9","0.448988"
"2011.iwslt-evaluation.9","2011.iwslt-evaluation.15","0.448988"
"2011.iwslt-evaluation.15","2014.iwslt-evaluation.17","0.312624"
"2014.iwslt-evaluation.17","2011.iwslt-evaluation.15","0.312624"
"2011.iwslt-evaluation.15","W05-0804","0.0588235"
"W05-0804","2011.iwslt-evaluation.15","0.0588235"
"2011.iwslt-evaluation.15","W15-3012","0.279291"
"W15-3012","2011.iwslt-evaluation.15","0.279291"
"2011.iwslt-evaluation.9","2013.iwslt-evaluation.16","0.510526"
"2013.iwslt-evaluation.16","2011.iwslt-evaluation.9","0.510526"
"2011.iwslt-evaluation.9","2014.iwslt-evaluation.17","0.232321"
"2014.iwslt-evaluation.17","2011.iwslt-evaluation.9","0.232321"
"2011.iwslt-evaluation.9","2014.iwslt-evaluation.7","0.193859"
"2014.iwslt-evaluation.7","2011.iwslt-evaluation.9","0.193859"
"2011.iwslt-evaluation.9","W05-0804","0.108824"
"W05-0804","2011.iwslt-evaluation.9","0.108824"
"2011.iwslt-evaluation.9","W11-2142","0.150063"
"W11-2142","2011.iwslt-evaluation.9","0.150063"
"2011.iwslt-evaluation.9","W12-3140","0.248988"
"W12-3140","2011.iwslt-evaluation.9","0.248988"
"2011.iwslt-evaluation.9","W13-2223","0.248988"
"W13-2223","2011.iwslt-evaluation.9","0.248988"
"2011.iwslt-evaluation.9","W14-3307","0.232321"
"W14-3307","2011.iwslt-evaluation.9","0.232321"
"2011.iwslt-evaluation.9","W14-3310","0.498988"
"W14-3310","2011.iwslt-evaluation.9","0.498988"
"2011.iwslt-evaluation.9","W14-3313","0.298988"
"W14-3313","2011.iwslt-evaluation.9","0.298988"
"2011.iwslt-evaluation.9","W15-3008","0.298988"
"W15-3008","2011.iwslt-evaluation.9","0.298988"
"2011.iwslt-evaluation.9","W15-3012","0.298988"
"W15-3012","2011.iwslt-evaluation.9","0.298988"
"2013.iwslt-evaluation.16","2014.iwslt-evaluation.17","1.06375"
"2014.iwslt-evaluation.17","2013.iwslt-evaluation.16","1.06375"
"2013.iwslt-evaluation.16","W05-0804","0.108824"
"W05-0804","2013.iwslt-evaluation.16","0.108824"
"2013.iwslt-evaluation.16","W15-3012","0.662423"
"W15-3012","2013.iwslt-evaluation.16","0.662423"
"2014.iwslt-evaluation.17","2014.iwslt-evaluation.7","0.916348"
"2014.iwslt-evaluation.7","2014.iwslt-evaluation.17","0.916348"
"2014.iwslt-evaluation.17","W05-0804","0.108824"
"W05-0804","2014.iwslt-evaluation.17","0.108824"
"2014.iwslt-evaluation.17","W11-2142","0.230366"
"W11-2142","2014.iwslt-evaluation.17","0.230366"
"2014.iwslt-evaluation.17","W12-3140","0.48538"
"W12-3140","2014.iwslt-evaluation.17","0.48538"
"2014.iwslt-evaluation.17","W13-2223","0.460871"
"W13-2223","2014.iwslt-evaluation.17","0.460871"
"2014.iwslt-evaluation.17","W14-3307","0.802537"
"W14-3307","2014.iwslt-evaluation.17","0.802537"
"2014.iwslt-evaluation.17","W14-3310","0.993446"
"W14-3310","2014.iwslt-evaluation.17","0.993446"
"2014.iwslt-evaluation.17","W14-3313","1.18436"
"W14-3313","2014.iwslt-evaluation.17","1.18436"
"2014.iwslt-evaluation.17","W15-3008","2.47721"
"W15-3008","2014.iwslt-evaluation.17","2.47721"
"2014.iwslt-evaluation.17","W15-3012","0.961599"
"W15-3012","2014.iwslt-evaluation.17","0.961599"
"2014.iwslt-evaluation.7","W05-0804","0.108824"
"W05-0804","2014.iwslt-evaluation.7","0.108824"
"2014.iwslt-evaluation.7","W15-3012","0.343592"
"W15-3012","2014.iwslt-evaluation.7","0.343592"
"W05-0804","W11-2142","0.0588235"
"W11-2142","W05-0804","0.0588235"
"W05-0804","W12-3140","0.0588235"
"W12-3140","W05-0804","0.0588235"
"W05-0804","W13-2223","0.0588235"
"W13-2223","W05-0804","0.0588235"
"W05-0804","W14-3307","0.108824"
"W14-3307","W05-0804","0.108824"
"W05-0804","W14-3310","0.108824"
"W14-3310","W05-0804","0.108824"
"W05-0804","W14-3313","0.108824"
"W14-3313","W05-0804","0.108824"
"W05-0804","W15-3008","0.108824"
"W15-3008","W05-0804","0.108824"
"W05-0804","W15-3012","0.108824"
"W15-3012","W05-0804","0.108824"
"W11-2142","W15-3012","0.380366"
"W15-3012","W11-2142","0.380366"
"W12-3140","W14-3313","0.799666"
"W14-3313","W12-3140","0.799666"
"W12-3140","W15-3012","0.82691"
"W15-3012","W12-3140","0.82691"
"W13-2223","W14-3313","0.575156"
"W14-3313","W13-2223","0.575156"
"W13-2223","W15-3012","0.885733"
"W15-3012","W13-2223","0.885733"
"W14-3307","W14-3313","0.945394"
"W14-3313","W14-3307","0.945394"
"W14-3307","W15-3012","0.829781"
"W15-3012","W14-3307","0.829781"
"W14-3310","W14-3313","1.39345"
"W14-3313","W14-3310","1.39345"
"W14-3310","W15-3012","0.734976"
"W15-3012","W14-3310","0.734976"
"W14-3313","W15-3012","0.825885"
"W15-3012","W14-3313","0.825885"
"W15-3008","W15-3012","1.82588"
"W15-3012","W15-3008","1.82588"
"2006.eamt-1.12","W14-3310","0.142857"
"W14-3310","2006.eamt-1.12","0.142857"
"2006.eamt-1.12","W16-2320","0.142857"
"W16-2320","2006.eamt-1.12","0.142857"
"2006.eamt-1.12","W17-4734","0.142857"
"W17-4734","2006.eamt-1.12","0.142857"
"C16-1292","W14-3310","0.142857"
"W14-3310","C16-1292","0.142857"
"C16-1292","W16-2320","1.14286"
"W16-2320","C16-1292","1.14286"
"C16-1292","W17-4734","0.142857"
"W17-4734","C16-1292","0.142857"
"2006.eamt-1.12","2012.amta-papers.19","1"
"2012.amta-papers.19","2006.eamt-1.12","1"
"W13-0805","W16-2320","0.386111"
"W16-2320","W13-0805","0.386111"
"2006.iwslt-evaluation.20","2010.iwslt-evaluation.11","0.125"
"2010.iwslt-evaluation.11","2006.iwslt-evaluation.20","0.125"
"2006.iwslt-evaluation.20","2013.iwslt-evaluation.24","0.125"
"2013.iwslt-evaluation.24","2006.iwslt-evaluation.20","0.125"
"2006.iwslt-evaluation.20","2014.iwslt-evaluation.17","0.125"
"2014.iwslt-evaluation.17","2006.iwslt-evaluation.20","0.125"
"2006.iwslt-evaluation.20","W15-3012","0.215909"
"W15-3012","2006.iwslt-evaluation.20","0.215909"
"2010.iwslt-evaluation.11","2013.iwslt-evaluation.24","0.838528"
"2013.iwslt-evaluation.24","2010.iwslt-evaluation.11","0.838528"
"2013.iwslt-evaluation.24","2014.iwslt-evaluation.17","1.32993"
"2014.iwslt-evaluation.17","2013.iwslt-evaluation.24","1.32993"
"2013.iwslt-evaluation.24","W14-3307","0.948109"
"W14-3307","2013.iwslt-evaluation.24","0.948109"
"2013.iwslt-evaluation.24","W14-3310","1.0533"
"W14-3310","2013.iwslt-evaluation.24","1.0533"
"2013.iwslt-evaluation.24","W14-3313","1.24421"
"W14-3313","2013.iwslt-evaluation.24","1.24421"
"2013.iwslt-evaluation.24","W15-3008","1.14421"
"W15-3008","2013.iwslt-evaluation.24","1.14421"
"2013.iwslt-evaluation.24","W15-3012","0.8286"
"W15-3012","2013.iwslt-evaluation.24","0.8286"
"2006.iwslt-evaluation.20","2010.eamt-1.29","0.0909091"
"2010.eamt-1.29","2006.iwslt-evaluation.20","0.0909091"
"2006.iwslt-evaluation.20","2014.iwslt-papers.10","0.0909091"
"2014.iwslt-papers.10","2006.iwslt-evaluation.20","0.0909091"
"2006.iwslt-evaluation.20","W04-3227","0.0909091"
"W04-3227","2006.iwslt-evaluation.20","0.0909091"
"2006.iwslt-evaluation.20","W09-0413","0.0909091"
"W09-0413","2006.iwslt-evaluation.20","0.0909091"
"2006.iwslt-evaluation.20","W11-2124","0.0909091"
"W11-2124","2006.iwslt-evaluation.20","0.0909091"
"2006.iwslt-evaluation.20","W13-2264","0.0909091"
"W13-2264","2006.iwslt-evaluation.20","0.0909091"
"2007.iwslt-1.9","2014.iwslt-papers.10","0.0909091"
"2014.iwslt-papers.10","2007.iwslt-1.9","0.0909091"
"2007.iwslt-1.9","W09-0413","0.0909091"
"W09-0413","2007.iwslt-1.9","0.0909091"
"2007.iwslt-1.9","W11-2124","0.0909091"
"W11-2124","2007.iwslt-1.9","0.0909091"
"2007.iwslt-1.9","W13-2264","0.0909091"
"W13-2264","2007.iwslt-1.9","0.0909091"
"2007.mtsummit-papers.22","2010.eamt-1.29","0.0909091"
"2010.eamt-1.29","2007.mtsummit-papers.22","0.0909091"
"2007.mtsummit-papers.22","2014.iwslt-papers.10","0.0909091"
"2014.iwslt-papers.10","2007.mtsummit-papers.22","0.0909091"
"2007.mtsummit-papers.22","C16-1172","0.0909091"
"C16-1172","2007.mtsummit-papers.22","0.0909091"
"2007.mtsummit-papers.22","W04-3227","0.0909091"
"W04-3227","2007.mtsummit-papers.22","0.0909091"
"2007.mtsummit-papers.22","W09-0413","0.0909091"
"W09-0413","2007.mtsummit-papers.22","0.0909091"
"2007.mtsummit-papers.22","W11-2124","0.0909091"
"W11-2124","2007.mtsummit-papers.22","0.0909091"
"2007.mtsummit-papers.22","W13-2264","0.0909091"
"W13-2264","2007.mtsummit-papers.22","0.0909091"
"2007.mtsummit-papers.22","W15-3012","0.0909091"
"W15-3012","2007.mtsummit-papers.22","0.0909091"
"2010.eamt-1.29","2014.iwslt-papers.10","0.143687"
"2014.iwslt-papers.10","2010.eamt-1.29","0.143687"
"2010.eamt-1.29","W09-0413","0.26007"
"W09-0413","2010.eamt-1.29","0.26007"
"2010.eamt-1.29","W11-2124","0.191306"
"W11-2124","2010.eamt-1.29","0.191306"
"2010.eamt-1.29","W13-2264","0.26007"
"W13-2264","2010.eamt-1.29","0.26007"
"2010.eamt-1.29","W15-3012","0.26007"
"W15-3012","2010.eamt-1.29","0.26007"
"2014.iwslt-papers.10","C16-1172","0.289076"
"C16-1172","2014.iwslt-papers.10","0.289076"
"2014.iwslt-papers.10","W04-3227","0.0909091"
"W04-3227","2014.iwslt-papers.10","0.0909091"
"2014.iwslt-papers.10","W05-0836","0.0909091"
"W05-0836","2014.iwslt-papers.10","0.0909091"
"2014.iwslt-papers.10","W09-0413","0.143687"
"W09-0413","2014.iwslt-papers.10","0.143687"
"2014.iwslt-papers.10","W11-2124","1.64369"
"W11-2124","2014.iwslt-papers.10","1.64369"
"2014.iwslt-papers.10","W13-2264","1.84261"
"W13-2264","2014.iwslt-papers.10","1.84261"
"2014.iwslt-papers.10","W15-3012","0.733521"
"W15-3012","2014.iwslt-papers.10","0.733521"
"C16-1172","W09-0413","0.115909"
"W09-0413","C16-1172","0.115909"
"C16-1172","W11-2124","0.115909"
"W11-2124","C16-1172","0.115909"
"C16-1172","W13-2264","0.198167"
"W13-2264","C16-1172","0.198167"
"C16-1172","W15-3012","0.3479"
"W15-3012","C16-1172","0.3479"
"W04-3227","W09-0413","0.0909091"
"W09-0413","W04-3227","0.0909091"
"W04-3227","W11-2124","0.0909091"
"W11-2124","W04-3227","0.0909091"
"W04-3227","W13-2264","0.0909091"
"W13-2264","W04-3227","0.0909091"
"W04-3227","W15-3012","0.0909091"
"W15-3012","W04-3227","0.0909091"
"W05-0836","W09-0413","0.0909091"
"W09-0413","W05-0836","0.0909091"
"W05-0836","W11-2124","0.0909091"
"W11-2124","W05-0836","0.0909091"
"W05-0836","W13-2264","0.0909091"
"W13-2264","W05-0836","0.0909091"
"W05-0836","W15-3012","0.0909091"
"W15-3012","W05-0836","0.0909091"
"W09-0413","W11-2124","0.191306"
"W11-2124","W09-0413","0.191306"
"W09-0413","W13-2264","0.26007"
"W13-2264","W09-0413","0.26007"
"W09-0413","W15-3012","0.26007"
"W15-3012","W09-0413","0.26007"
"W11-2124","W13-2264","0.691306"
"W13-2264","W11-2124","0.691306"
"W11-2124","W15-3012","0.591306"
"W15-3012","W11-2124","0.591306"
"W13-2264","W15-3012","0.358995"
"W15-3012","W13-2264","0.358995"
"2007.iwslt-1.4","eck-etal-2008-communicating","0.333333"
"eck-etal-2008-communicating","2007.iwslt-1.4","0.333333"
"2007.iwslt-1.9","eck-etal-2008-communicating","0.333333"
"eck-etal-2008-communicating","2007.iwslt-1.9","0.333333"
"2008.iwslt-papers.5","2011.iwslt-papers.6","0.0726191"
"2011.iwslt-papers.6","2008.iwslt-papers.5","0.0726191"
"2008.iwslt-papers.5","2012.iwslt-papers.3","0.0726191"
"2012.iwslt-papers.3","2008.iwslt-papers.5","0.0726191"
"2008.iwslt-papers.5","2013.iwslt-evaluation.24","0.122619"
"2013.iwslt-evaluation.24","2008.iwslt-papers.5","0.122619"
"2008.iwslt-papers.5","2014.amta-researchers.17","0.0726191"
"2014.amta-researchers.17","2008.iwslt-papers.5","0.0726191"
"2008.iwslt-papers.5","W09-0413","0.0726191"
"W09-0413","2008.iwslt-papers.5","0.0726191"
"2008.iwslt-papers.5","W10-1719","0.122619"
"W10-1719","2008.iwslt-papers.5","0.122619"
"2008.iwslt-papers.5","W11-2124","0.0726191"
"W11-2124","2008.iwslt-papers.5","0.0726191"
"2008.iwslt-papers.5","W11-2145","0.122619"
"W11-2145","2008.iwslt-papers.5","0.122619"
"2008.iwslt-papers.5","W12-3144","0.122619"
"W12-3144","2008.iwslt-papers.5","0.122619"
"2008.iwslt-papers.5","W13-2210","0.122619"
"W13-2210","2008.iwslt-papers.5","0.122619"
"2008.iwslt-papers.5","W13-2264","0.122619"
"W13-2264","2008.iwslt-papers.5","0.122619"
"2008.iwslt-papers.5","W13-3204","0.0726191"
"W13-3204","2008.iwslt-papers.5","0.0726191"
"2010.eamt-1.29","2011.iwslt-papers.6","5.6004"
"2011.iwslt-papers.6","2010.eamt-1.29","5.6004"
"2010.eamt-1.29","2012.iwslt-papers.3","0.169161"
"2012.iwslt-papers.3","2010.eamt-1.29","0.169161"
"2010.eamt-1.29","2013.iwslt-evaluation.16","0.1307"
"2013.iwslt-evaluation.16","2010.eamt-1.29","0.1307"
"2010.eamt-1.29","2013.iwslt-evaluation.24","0.1307"
"2013.iwslt-evaluation.24","2010.eamt-1.29","0.1307"
"2010.eamt-1.29","2014.amta-researchers.17","0.169161"
"2014.amta-researchers.17","2010.eamt-1.29","0.169161"
"2010.eamt-1.29","W10-1719","0.169161"
"W10-1719","2010.eamt-1.29","0.169161"
"2010.eamt-1.29","W11-2145","0.141384"
"W11-2145","2010.eamt-1.29","0.141384"
"2010.eamt-1.29","W12-3140","0.169161"
"W12-3140","2010.eamt-1.29","0.169161"
"2010.eamt-1.29","W12-3144","0.141384"
"W12-3144","2010.eamt-1.29","0.141384"
"2010.eamt-1.29","W13-2210","0.141384"
"W13-2210","2010.eamt-1.29","0.141384"
"2010.eamt-1.29","W13-2223","0.169161"
"W13-2223","2010.eamt-1.29","0.169161"
"2010.eamt-1.29","W13-3204","0.169161"
"W13-3204","2010.eamt-1.29","0.169161"
"2010.eamt-1.29","W14-3310","0.419161"
"W14-3310","2010.eamt-1.29","0.419161"
"2010.eamt-1.29","W14-3313","0.169161"
"W14-3313","2010.eamt-1.29","0.169161"
"2010.eamt-1.29","W15-3008","0.169161"
"W15-3008","2010.eamt-1.29","0.169161"
"2011.iwslt-papers.6","2012.amta-papers.19","1.74325"
"2012.amta-papers.19","2011.iwslt-papers.6","1.74325"
"2011.iwslt-papers.6","2012.iwslt-papers.3","0.100397"
"2012.iwslt-papers.3","2011.iwslt-papers.6","0.100397"
"2011.iwslt-papers.6","2013.iwslt-evaluation.16","0.100397"
"2013.iwslt-evaluation.16","2011.iwslt-papers.6","0.100397"
"2011.iwslt-papers.6","2013.iwslt-evaluation.24","0.100397"
"2013.iwslt-evaluation.24","2011.iwslt-papers.6","0.100397"
"2011.iwslt-papers.6","2014.amta-researchers.17","0.100397"
"2014.amta-researchers.17","2011.iwslt-papers.6","0.100397"
"2011.iwslt-papers.6","W09-0413","0.100397"
"W09-0413","2011.iwslt-papers.6","0.100397"
"2011.iwslt-papers.6","W10-1719","0.350397"
"W10-1719","2011.iwslt-papers.6","0.350397"
"2011.iwslt-papers.6","W11-2124","0.350397"
"W11-2124","2011.iwslt-papers.6","0.350397"
"2011.iwslt-papers.6","W11-2145","0.0726191"
"W11-2145","2011.iwslt-papers.6","0.0726191"
"2011.iwslt-papers.6","W12-3140","0.100397"
"W12-3140","2011.iwslt-papers.6","0.100397"
"2011.iwslt-papers.6","W12-3144","0.215476"
"W12-3144","2011.iwslt-papers.6","0.215476"
"2011.iwslt-papers.6","W13-2210","0.215476"
"W13-2210","2011.iwslt-papers.6","0.215476"
"2011.iwslt-papers.6","W13-2223","0.350397"
"W13-2223","2011.iwslt-papers.6","0.350397"
"2011.iwslt-papers.6","W13-2264","0.100397"
"W13-2264","2011.iwslt-papers.6","0.100397"
"2011.iwslt-papers.6","W13-3204","0.243254"
"W13-3204","2011.iwslt-papers.6","0.243254"
"2011.iwslt-papers.6","W14-3310","0.243254"
"W14-3310","2011.iwslt-papers.6","0.243254"
"2011.iwslt-papers.6","W14-3313","0.243254"
"W14-3313","2011.iwslt-papers.6","0.243254"
"2011.iwslt-papers.6","W15-3008","0.100397"
"W15-3008","2011.iwslt-papers.6","0.100397"
"2011.iwslt-papers.6","W15-3012","0.100397"
"W15-3012","2011.iwslt-papers.6","0.100397"
"2012.amta-papers.19","2012.iwslt-papers.3","0.162958"
"2012.iwslt-papers.3","2012.amta-papers.19","0.162958"
"2012.amta-papers.19","2013.iwslt-evaluation.16","0.662958"
"2013.iwslt-evaluation.16","2012.amta-papers.19","0.662958"
"2012.amta-papers.19","2013.iwslt-evaluation.24","0.305815"
"2013.iwslt-evaluation.24","2012.amta-papers.19","0.305815"
"2012.amta-papers.19","2014.amta-researchers.17","0.162958"
"2014.amta-researchers.17","2012.amta-papers.19","0.162958"
"2012.amta-papers.19","W09-0413","0.273557"
"W09-0413","2012.amta-papers.19","0.273557"
"2012.amta-papers.19","W10-1719","0.273557"
"W10-1719","2012.amta-papers.19","0.273557"
"2012.amta-papers.19","W11-2124","0.100397"
"W11-2124","2012.amta-papers.19","0.100397"
"2012.amta-papers.19","W11-2145","0.13518"
"W11-2145","2012.amta-papers.19","0.13518"
"2012.amta-papers.19","W12-3140","0.162958"
"W12-3140","2012.amta-papers.19","0.162958"
"2012.amta-papers.19","W12-3144","0.278037"
"W12-3144","2012.amta-papers.19","0.278037"
"2012.amta-papers.19","W13-2210","0.278037"
"W13-2210","2012.amta-papers.19","0.278037"
