"P17-1163","2017","118","4"
"N16-1018","2016","16","3"
"P15-2130","2015","54","3"
"W14-4336","2014","2","16"
"W14-4337","2014","241","2"
"W14-4340","2014","177","2"
"W13-4026","2013","21","13"
"W13-4035","2013","43","6"
"W13-4073","2013","94","2"
"W12-1609","2012","6","4"
"W11-2002","2011","49","10"
"W10-4323","2010","33","5"
"W10-4334","2010","58","5"
"P10-1157","2010","76","5"
"W09-3938","2009","14","6"
"W08-0119","2008","36","5"
"W07-0302","2007","26","1"
"N07-4014","2007","8","3"
"N07-2038","2007","187","2"
"2007.sigdial-1.48","2007","49","2"
