"2021.findings-emnlp.202","2021","-1","4"
"2020.findings-emnlp.235","2020","-1","6"
"2020.emnlp-main.258","2020","-1","4"
"P13-1124","2013","6","4"
"D13-1081","2013","0","1"
"J10-4005","2010","47","1"
"D10-1060","2010","2","1"
"D09-1008","2009","42","1"
"P08-1066","2008","239","1"
"D08-1052","2008","24","1"
"P07-1096","2007","136","1"
"W06-0609","2006","24","8"
"H05-1102","2005","33","1"
"W04-3327","2004","3","1"
"N04-1021","2004","254","8"
"N04-1023","2004","163","1"
"W03-1728","2003","111","2"
"W03-1012","2003","53","1"
"W03-0402","2003","52","1"
"P03-1064","2003","14","1"
