"2020.coling-main.127","2020","-1","2"
"2020.acl-main.385","2020","-1","2"
"W19-4820","2019","3","4"
"K19-1001","2019","1","2"
"W18-5426","2018","4","5"
"W18-0107","2018","14","4"
"W16-1909","2016","-1","2"
"W16-1610","2016","2","2"
"S15-1002","2015","31","2"
"N15-1067","2015","1","2"
"D15-1137","2015","19","2"
"D14-1081","2014","56","2"
"W13-3202","2013","4","2"
"C12-1094","2012","8","2"
"D11-1008","2011","18","2"
"sangati-etal-2010-efficiently","2010","17","2"
"W09-3839","2009","17","2"
"E09-1080","2009","17","2"
"D07-1058","2007","29","1"
"W06-2905","2006","15","1"
"E06-2025","2006","8","1"
