citingpaperID,citedpaperID,proba
11562048,1566891507,0.18
11562048,2043231776,0.175
11562048,2045603993,0.25
1165823106,1969035457,0.39625
1165823106,2139541242,0.23875
1165823106,2161985931,0.16625
147771837,1990880369,0.4825
147771837,2114261446,0.36625
147771837,2139541242,0.36
1480392963,2114261446,0.5425
1485390031,1912205781,0.165
1485390031,2477090358,0.20125
1490651426,1776542812,0.32875
1505715758,2042751882,0.1475
1505715758,2045603993,0.3125
1535987169,2043231776,0.55625
1535987169,2045603993,0.575
1535987169,2047059799,0.4725
1535987169,2054697665,0.6475
1535987169,2058702180,0.57625
1545424562,1974491190,0.24875
1545424562,2141407264,0.31125
1578102512,1969035457,0.43
1587018963,2045603993,0.31625
1587018963,2114261446,0.2075
1587018963,2134946555,0.1625
1587018963,2138439798,0.34125
1589057080,1983952825,0.08875
1589057080,2121605490,0.135
1593278880,1912205781,0.16625
1600686160,1990880369,0.19875
1600686160,2114261446,0.16
1772996021,1776542812,0.505
1776027088,2021690361,0.4625
1776542812,37099730,0.43
1953943763,2045603993,0.21625
1964215226,1912205781,0.15875
1964215226,1990880369,0.19375
1964215226,2067689756,0.505
1965752483,2109962563,0.1075
1966995613,2045603993,0.2
1966995613,2047059799,0.26625
1969035457,2169124776,0.4375
1974491190,1912205781,0.09375
1974491190,2054697665,0.43
1974491190,2076127506,0.25875
1974491190,2114261446,0.35125
1974491190,2157961634,0.24375
1974491190,2166519441,0.175
1976539064,2134946555,0.22
1986202461,2134946555,0.30375
1988396097,1966995613,0.45875
1988396097,1975874330,0.3325
1990880369,2134946555,0.15125
1991520109,1772996021,0.61375
1991520109,1776542812,0.4675
1992019716,2065924200,0.255
1992019716,2100170411,0.61375
2006071649,2104038318,0.66125
2006071649,2114261446,0.11
2006309379,1490651426,0.4375
2006309379,1776542812,0.38125
2008583217,2058702180,0.435
2008583217,2157961634,0.32375
2008880081,2045594004,0.39125
2009391297,2042062504,0.5125
2009391297,2166519441,0.5075
2021441934,2036292274,0.59625
2021441934,2080812952,0.09625
2021690361,2080812952,0.555
2021810991,1499226393,0.19875
2021810991,2009391297,0.23625
2021810991,2121389692,0.3325
2025577934,2111754733,0.105
2025671679,1490651426,0.16
2025671679,1776542812,0.51
2025671679,2088001948,0.3525
2026697715,1776542812,0.395
2027885355,2299547232,0.61375
2029001051,1965321104,0.5425
2029164009,1600686160,0.56625
2036292274,2021441934,0.49625
2036691145,1545424562,0.54375
2036691145,2042751882,0.27625
2042062504,2042751882,0.18
2042062504,2157961634,0.3125
2043231776,2045603993,0.34875
2043231776,2047059799,0.505
2043231776,2058702180,0.32125
2045594004,2080812952,0.41125
2045603993,2054697665,0.17375
2045603993,2058702180,0.26625
2045603993,2088001948,0.36
2045603993,2157961634,0.25
2046880214,1480392963,0.35125
2046880214,1912205781,0.345
2046880214,2088001948,0.21375
2046880214,2114261446,0.2125
2046880214,2157961634,0.345
2047059799,2042751882,0.16125
2047059799,2045603993,0.51
2047059799,2054697665,0.24125
2047059799,2058702180,0.225
2049068926,2054697665,0.33375
2049068926,2114261446,0.2175
2049068926,2125381375,0.5975
2049533247,2114261446,0.18875
2049533247,2134946555,0.3675
2050717979,2537661530,0.425
2053666553,2046880214,0.4875
2053666553,2088001948,0.2725
2053666553,2539355866,0.22375
2054697665,2114261446,0.4725
2054697665,2134946555,0.50875
2055958444,1776542812,0.41
2055958444,1912205781,0.16875
2055958444,2067689756,0.47625
