"2021.emnlp-demo.23","{M}eet{D}ot: Videoconferencing with Live Translation Captions","2021","-1","-1","8","0","10361","arkady arkhangorodsky","Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing: System Demonstrations","0"
"2021.blackboxnlp-1.30","Learning Mathematical Properties of Integers","2021","-1","-1","2","0","1349","maria ryskina","Proceedings of the Fourth BlackboxNLP Workshop on Analyzing and Interpreting Neural Networks for NLP","0"
"2020.wmt-1.7","{D}i{D}i{'}s Machine Translation System for {WMT}2020","2020","-1","-1","7","0","13786","tanfang chen","Proceedings of the Fifth Conference on Machine Translation","0"
"2020.iwslt-1.1","{FINDINGS} {OF} {THE} {IWSLT} 2020 {EVALUATION} {CAMPAIGN}","2020","-1","-1","12","0","11026","ebrahim ansari","Proceedings of the 17th International Conference on Spoken Language Translation","0"
"2020.inlg-1.44","{R}eview{R}obot: Explainable Paper Review Generation based on Knowledge Synthesis","2020","-1","-1","4","1","4844","qingyun wang","Proceedings of the 13th International Conference on Natural Language Generation","0"
"2020.emnlp-main.458","{L}earning to {P}ronounce {C}hinese {W}ithout a {P}ronunciation {D}ictionary","2020","-1","-1","3","1","10362","christopher chu","Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP)","0"
"2020.emnlp-main.471","{S}olving {H}istorical {D}ictionary {C}odes with a {N}eural {L}anguage {M}odel","2020","-1","-1","3","1","10362","christopher chu","Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP)","0"
"2020.acl-main.756","Parallel Corpus Filtering via Pre-trained Language Models","2020","25","0","3","1","10367","boliang zhang","Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics","1"
"P19-1191","{P}aper{R}obot: Incremental Draft Generation of Scientific Ideas","2019","58","0","4","1","4844","qingyun wang","Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics","1"
"P19-1293","Translating Translationese: A Two-Step Approach to Unsupervised Machine Translation","2019","0","1","4","1","20456","nima pourdamghani","Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics","1"
"W18-6502","Describing a Knowledge Base","2018","55","2","7","1","4844","qingyun wang","Proceedings of the 11th International Conference on Natural Language Generation","0"
