"2021.sigdial-1.27","{ERICA}: An Empathetic Android Companion for Covid-19 Quarantine","2021","-1","-1","6","1","1505","etsuko ishii","Proceedings of the 22nd Annual Meeting of the Special Interest Group on Discourse and Dialogue","0"
"2021.sigdial-1.57","Assessing Political Prudence of Open-domain Chatbots","2021","-1","-1","5","0","1603","yejin bang","Proceedings of the 22nd Annual Meeting of the Special Interest Group on Discourse and Dialogue","0"
"2021.repl4nlp-1.8","Preserving Cross-Linguality of Pre-trained Models via Continual Learning","2021","-1","-1","4","1","2466","zihan liu","Proceedings of the 6th Workshop on Representation Learning for NLP (RepL4NLP-2021)","0"
"2021.repl4nlp-1.13","{X}2{P}arser: Cross-Lingual and Cross-Domain Framework for Task-Oriented Compositional Semantic Parsing","2021","-1","-1","4","1","2466","zihan liu","Proceedings of the 6th Workshop on Representation Learning for NLP (RepL4NLP-2021)","0"
"2021.nlp4convai-1.10","{XP}ersona: Evaluating Multilingual Personalized Chatbot","2021","-1","-1","8","1","2940","zhaojiang lin","Proceedings of the 3rd Workshop on Natural Language Processing for Conversational AI","0"
"2021.naacl-main.158","Towards Few-shot Fact-Checking via Perplexity","2021","-1","-1","4","1","1604","nayeon lee","Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies","0"
"2021.naacl-main.417","Multimodal End-to-End Sparse Model for Emotion Recognition","2021","-1","-1","4","1","4470","wenliang dai","Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies","0"
"2021.naacl-main.432","On Unifying Misinformation Detection","2021","-1","-1","4","1","1604","nayeon lee","Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies","0"
"2021.naacl-main.471","{A}dapt{S}um: Towards Low-Resource Domain Adaptation for Abstractive Summarization","2021","-1","-1","3","1","4652","tiezheng yu","Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies","0"
"2021.mrl-1.1","Language Models are Few-shot Multilingual Learners","2021","-1","-1","6","1","1506","genta winata","Proceedings of the 1st Workshop on Multilingual Representation Learning","0"
"2021.findings-acl.239","Continual Mixed-Language Pre-Training for Extremely Low-Resource Neural Machine Translation","2021","-1","-1","3","1","2466","zihan liu","Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021","0"
"2021.findings-acl.275","Improve Query Focused Abstractive Summarization by Incorporating Answer Relevance","2021","-1","-1","3","1","8173","dan su","Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021","0"
"2021.emnlp-main.326","Vision Guided Generative Pre-trained Language Models for Multimodal Abstractive Summarization","2021","-1","-1","4","1","4652","tiezheng yu","Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing","0"
"2021.emnlp-main.590","Continual Learning in Task-Oriented Dialogue Systems","2021","-1","-1","9","1","1605","andrea madotto","Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing","0"
"2021.emnlp-main.622","Zero-Shot Dialogue State Tracking via Cross-Task Transfer","2021","-1","-1","11","1","2940","zhaojiang lin","Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing","0"
"2021.emnlp-main.699","{I}ndo{NLG}: Benchmark and Resources for Evaluating {I}ndonesian Natural Language Generation","2021","-1","-1","12","1","1507","samuel cahyawijaya","Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing","0"
