"2021.repl4nlp-1.24","Knowledge Informed Semantic Parsing for Conversational Question Answering","2021","-1","-1","7","0","2510","raghuveer thirukovalluru","Proceedings of the 6th Workshop on Representation Learning for NLP (RepL4NLP-2021)","0"
"2021.repl4nlp-1.25","Simultaneously Self-Attending to Text and Entities for Knowledge-Informed Text Representations","2021","-1","-1","4","1","2512","dung thai","Proceedings of the 6th Workshop on Representation Learning for NLP (RepL4NLP-2021)","0"
"2021.repl4nlp-1.28","Box-To-Box Transformations for Modeling Joint Hierarchies","2021","-1","-1","5","0","2527","shib dasgupta","Proceedings of the 6th Workshop on Representation Learning for NLP (RepL4NLP-2021)","0"
"2021.naacl-main.68","Probabilistic Box Embeddings for Uncertain Knowledge Graph Reasoning","2021","-1","-1","6","0","3438","xuelu chen","Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies","0"
"2021.naacl-main.205","Clustering-based Inference for Biomedical Entity Linking","2021","-1","-1","5","0","3885","rico angell","Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies","0"
"2021.findings-acl.343","Scaling Within Document Coreference to Long Texts","2021","-1","-1","6","0","2510","raghuveer thirukovalluru","Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021","0"
"2021.emnlp-main.101","{MS}-Mentions: Consistently Annotating Entity Mentions in Materials Science Procedural Text","2021","-1","-1","7","0.406603","5428","tim ogorman","Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing","0"
"2021.emnlp-main.395","Improved Latent Tree Induction with Distant Supervision via Span Constraints","2021","-1","-1","9","0","9531","zhiyang xu","Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing","0"
"2021.emnlp-main.469","Diverse Distributions of Self-Supervised Tasks for Meta-Learning in {NLP}","2021","-1","-1","5","1","2517","trapit bansal","Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing","0"
"2021.emnlp-main.755","Case-based Reasoning for Natural Language Queries over Knowledge Bases","2021","-1","-1","9","1","10147","rajarshi das","Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing","0"
"2021.emnlp-demo.24","Box Embeddings: An open-source library for representation learning using geometric structures","2021","-1","-1","7","0","10369","tejas chheda","Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing: System Demonstrations","0"
