"2021.sigmorphon-1.23","Finite-state Model of Shupamem Reduplication","2021","-1","-1","3","0","1352","magdalena markowska","Proceedings of the 18th SIGMORPHON Workshop on Computational Research in Phonetics, Phonology, and Morphology","0"
"2020.lrec-1.167","Email Classification Incorporating Social Networks and Thread Structure","2020","-1","-1","2","1","16938","sakhar alkhereyf","Proceedings of the 12th Language Resources and Evaluation Conference","0"
"2020.acl-main.701","To Test Machine Comprehension, Start by Defining Comprehension","2020","64","0","4","0","23085","jesse dunietz","Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics","1"
"W19-4615","Morphologically Annotated Corpora for Seven {A}rabic Dialects: Taizi, Sanaani, Najdi, Jordanian, Syrian, Iraqi and {M}oroccan","2019","0","0","9","1","24089","faisal alshargi","Proceedings of the Fourth Arabic Natural Language Processing Workshop","0"
"N19-1075","Syntax-aware Neural Semantic Role Labeling with Supertags","2019","26","1","5","0.815603","3374","jungo kasai","Proceedings of the 2019 Conference of the North {A}merican Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long and Short Papers)","0"
"W18-5808","Automatically Tailoring Unsupervised Morphological Segmentation to the Language","2018","0","0","2","1","8324","ramy eskander","Proceedings of the Fifteenth Workshop on Computational Research in Phonetics, Phonology, and Morphology","0"
"N18-1096","Author Commitment and Social Power: Automatic Belief Tagging to Infer the Social Context of Interactions","2018","30","2","3","0.977676","90","vinodkumar prabhakaran","Proceedings of the 2018 Conference of the North {A}merican Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long Papers)","0"
"N18-1107","End-to-End Graph-Based {TAG} Parsing with Neural Networks","2018","29","0","5","1","3374","jungo kasai","Proceedings of the 2018 Conference of the North {A}merican Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long Papers)","0"
"L18-1535","The {MADAR} {A}rabic Dialect Corpus and Lexicon","2018","0","9","5","0","516","houda bouamor","Proceedings of the Eleventh International Conference on Language Resources and Evaluation ({LREC} 2018)","0"
"L18-1574","Unified Guidelines and Resources for {A}rabic Dialect Orthography","2018","-1","-1","4","0","517","nizar habash","Proceedings of the Eleventh International Conference on Language Resources and Evaluation ({LREC} 2018)","0"
"W17-6213","Linguistically Rich Vector Representations of Supertags for {TAG} Parsing","2017","14","0","6","0.833333","4415","dan friedman","Proceedings of the 13th International Workshop on Tree Adjoining Grammars and Related Formalisms","0"
"W17-6214","{TAG} Parser Evaluation using Textual Entailments","2017","16","1","4","0","29439","pauli xu","Proceedings of the 13th International Workshop on Tree Adjoining Grammars and Related Formalisms","0"
"W17-4202","Predicting User Views in Online News","2017","3","1","2","0.5","416","daniel hardt","Proceedings of the 2017 {EMNLP} Workshop: Natural Language Processing meets Journalism","0"
"W17-2408","Work Hard, Play Hard: Email Classification on the Avocado and {E}nron Corpora","2017","6","2","2","1","16938","sakhar alkhereyf","Proceedings of {T}ext{G}raphs-11: the Workshop on Graph-based Methods for Natural Language Processing","0"
"D17-1180","{TAG} Parsing with Neural Networks and Vector Representations of Supertags","2017","22","9","4","1","3374","jungo kasai","Proceedings of the 2017 Conference on Empirical Methods in Natural Language Processing","0"
"W16-5003","Detecting Level of Belief in {C}hinese and {S}panish","2016","-1","-1","3","0","33539","juan colomer","Proceedings of the Workshop on Extra-Propositional Aspects of Meaning in Computational Linguistics ({E}x{P}ro{M})","0"
"W16-3309","Revisiting Supertagging and Parsing: How to Use Supertags in Transition-Based Parsing","2016","1","0","4","0","33762","wonchang chung","Proceedings of the 12th International Workshop on Tree Adjoining Grammars and Related Formalisms ({TAG}+12)","0"
"W16-3311","Hyperedge Replacement and Nonprojective Dependency Structures","2016","15","2","2","1","33764","daniel bauer","Proceedings of the 12th International Workshop on Tree Adjoining Grammars and Related Formalisms ({TAG}+12)","0"
"W16-2011","The {C}olumbia {U}niversity - {N}ew {Y}ork {U}niversity {A}bu {D}habi {SIGMORPHON} 2016 Morphological Reinflection Shared Task Submission","2016","-1","-1","4","0","14288","dima taji","Proceedings of the 14th {SIGMORPHON} Workshop on Computational Research in Phonetics, Phonology, and Morphology","0"
"L16-1207","Morphologically Annotated Corpora and Morphological Analyzers for {M}oroccan and Sanaani Yemeni {A}rabic","2016","12","9","5","1","24089","faisal alshargi","Proceedings of the Tenth International Conference on Language Resources and Evaluation ({LREC}'16)","0"
"L16-1322","A Corpus of {W}ikipedia Discussions: Over the Years, with Topic, Power and Gender Labels","2016","13","3","2","1","90","vinodkumar prabhakaran","Proceedings of the Tenth International Conference on Language Resources and Evaluation ({LREC}'16)","0"
"L16-1640","{SPLIT}: Smart Preprocessing (Quasi) Language Independent Tool","2016","0","4","5","0.526316","32076","mohamed albadrashiny","Proceedings of the Tenth International Conference on Language Resources and Evaluation ({LREC}'16)","0"
"C16-1043","Incrementally Learning a Dependency Parser to Support Language Documentation in Field Linguistics","2016","12","1","3","1","17200","morgan ulinski","Proceedings of {COLING} 2016, the 26th International Conference on Computational Linguistics: Technical Papers","0"
"C16-1086","Extending the Use of {A}daptor {G}rammars for Unsupervised Morphological Segmentation of Unseen Languages","2016","12","0","2","1","8324","ramy eskander","Proceedings of {COLING} 2016, the 26th International Conference on Computational Linguistics: Technical Papers","0"
