"2021.wat-1.1","Overview of the 8th Workshop on {A}sian Translation","2021","-1","-1","16","0","283","toshiaki nakazawa","Proceedings of the 8th Workshop on Asian Translation (WAT2021)","0"
"2021.naacl-main.433","Frustratingly Easy Edit-based Linguistic Steganography with a Masked Language Model","2021","-1","-1","3","0","4525","honai ueoka","Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies","0"
"2021.naacl-main.442","Contextualized and Generalized Sentence Representations by Contrastive Self-Supervised Learning: A Case Study on Discourse Relation Analysis","2021","-1","-1","2","1","4549","hirokazu kiyomaru","Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies","0"
"2021.findings-emnlp.165","{J}apanese Zero Anaphora Resolution Can Benefit from Parallel Texts Through Neural Transfer Learning","2021","-1","-1","3","0","6844","masato umakoshi","Findings of the Association for Computational Linguistics: EMNLP 2021","0"
"2021.eacl-main.265","Extractive Summarization Considering Discourse and Coreference Relations based on Heterogeneous Graph","2021","-1","-1","2","1","10901","yin huang","Proceedings of the 16th Conference of the European Chapter of the Association for Computational Linguistics: Main Volume","0"
"2021.acl-srw.9","Video-guided Machine Translation with Spatial Hierarchical Attention Network","2021","-1","-1","4","0","12439","weiqi gu","Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing: Student Research Workshop","0"
"2021.acl-long.226","Lightweight Cross-Lingual Sentence Representation Learning","2021","-1","-1","5","1","13030","zhuoyuan mao","Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers)","1"
"2020.wat-1.1","Overview of the 7th Workshop on {A}sian Translation","2020","-1","-1","12","0","283","toshiaki nakazawa","Proceedings of the 7th Workshop on Asian Translation","0"
"2020.wat-1.5","Meta Ensemble for {J}apanese-{C}hinese Neural Machine Translation: {K}yoto-{U}+{ECNU} Participation to {WAT} 2020","2020","-1","-1","4","1","13030","zhuoyuan mao","Proceedings of the 7th Workshop on Asian Translation","0"
"2020.nlpcovid19-2.13","A System for Worldwide {COVID}-19 Information Aggregation","2020","-1","-1","13","0","5182","akiko aizawa","Proceedings of the 1st Workshop on {NLP} for {COVID}-19 (Part 2) at {EMNLP} 2020","0"
"2020.lrec-1.145","Adapting {BERT} to Implicit Discourse Relation Classification with a Focus on Discourse Connectives","2020","-1","-1","3","1","16897","yudai kishimoto","Proceedings of the 12th Language Resources and Evaluation Conference","0"
"2020.lrec-1.281","Acquiring Social Knowledge about Personality and Driving-related Behavior","2020","-1","-1","4","1","17224","ritsuko iwai","Proceedings of the 12th Language Resources and Evaluation Conference","0"
"2020.lrec-1.379","Development of a {J}apanese Personality Dictionary based on Psychological Methods","2020","-1","-1","4","1","17224","ritsuko iwai","Proceedings of the 12th Language Resources and Evaluation Conference","0"
"2020.lrec-1.449","{C}oursera Corpus Mining and Multistage Fine-Tuning for Improving Lectures Translation","2020","-1","-1","4","1","12440","haiyue song","Proceedings of the 12th Language Resources and Evaluation Conference","0"
"2020.lrec-1.454","{JASS}: {J}apanese-specific Sequence to Sequence Pre-training for Neural Machine Translation","2020","32","0","5","1","13030","zhuoyuan mao","Proceedings of the 12th Language Resources and Evaluation Conference","0"
"2020.lrec-1.561","Towards a Versatile Medical-Annotation Guideline Feasible Without Heavy Medical Knowledge: Starting From Critical Lung Diseases","2020","-1","-1","6","0","12168","shuntaro yada","Proceedings of the 12th Language Resources and Evaluation Conference","0"
"2020.findings-emnlp.23","Minimize Exposure Bias of {S}eq2{S}eq Models in Joint Entity and Relation Extraction","2020","-1","-1","8","0","4848","ranran zhang","Findings of the Association for Computational Linguistics: EMNLP 2020","0"
"2020.findings-emnlp.121","Dynamically Updating Event Representations for Temporal Relation Classification with Multi-category Learning","2020","-1","-1","4","0","1612","fei cheng","Findings of the Association for Computational Linguistics: EMNLP 2020","0"
"2020.emnlp-main.192","A Method for Building a Commonsense Inference Dataset based on Basic Events","2020","-1","-1","3","0","16256","kazumasa omura","Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP)","0"
"2020.coling-main.114","{BERT}-based Cohesion Analysis of {J}apanese Texts","2020","-1","-1","3","0","16260","nobuhiro ueda","Proceedings of the 28th International Conference on Computational Linguistics","0"
"2020.coling-main.514","Native-like Expression Identification by Contrasting Native and Proficient Second Language Speakers","2020","-1","-1","3","0","21614","oleksandr harust","Proceedings of the 28th International Conference on Computational Linguistics","0"
"2020.acl-srw.31","Building a {J}apanese Typo Dataset from {W}ikipedia{'}s Revision History","2020","-1","-1","4","0","16259","yu tanaka","Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics: Student Research Workshop","0"
"2020.acl-srw.37","Pre-training via Leveraging Assisting Languages for Neural Machine Translation","2020","17","0","5","1","12440","haiyue song","Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics: Student Research Workshop","0"
"W19-6704","Applying Machine Translation to Psychology: Automatic Translation of Personality Adjectives","2019","0","0","4","1","17224","ritsuko iwai","Proceedings of Machine Translation Summit XVII: Translator, Project and User Tracks","0"
"W19-5312","{K}yoto {U}niversity Participation to the {WMT} 2019 News Shared Task","2019","-1","-1","2","1","17599","fabien cromieres","Proceedings of the Fourth Conference on Machine Translation (Volume 2: Shared Task Papers, Day 1)","0"
"N19-1085","Improving Event Coreference Resolution by Learning Argument Compatibility from Unlabeled Data","2019","0","0","3","1","10901","yin huang","Proceedings of the 2019 Conference of the North {A}merican Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long and Short Papers)","0"
"N19-1281","Shrinking {J}apanese Morphological Analyzers With Neural Networks and Semi-supervised Learning","2019","0","0","3","1","26214","arseny tolmachev","Proceedings of the 2019 Conference of the North {A}merican Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long and Short Papers)","0"
"D19-6014","Diversity-aware Event Prediction based on a Conditional Variational Autoencoder with Reconstruction","2019","0","0","5","1","4549","hirokazu kiyomaru","Proceedings of the First Workshop on Commonsense Inference in Natural Language Processing","0"
