"2021.findings-acl.120","Detecting Hallucinated Content in Conditional Neural Sequence Generation","2021","-1","-1","6","0","7793","chunting zhou","Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021","0"
"2021.findings-acl.366","Prompting Contrastive Explanations for Commonsense Reasoning Tasks","2021","-1","-1","5","1","3126","bhargavi paranjape","Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021","0"
"2021.findings-acl.370","{VLM}: Task-agnostic Video-Language Model Pre-training for Video Understanding","2021","-1","-1","8","0","4368","hu xu","Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021","0"
"2021.findings-acl.389","Inducing Semantic Roles Without Syntax","2021","-1","-1","2","1","8370","julian michael","Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021","0"
"2021.emnlp-main.468","Muppet: Massive Multi-task Representations with Pre-Finetuning","2021","-1","-1","5","0","3952","armen aghajanyan","Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing","0"
"2021.emnlp-main.544","{V}ideo{CLIP}: Contrastive Pre-training for Zero-shot Video-Text Understanding","2021","-1","-1","7","0","4368","hu xu","Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing","0"
"2021.emnlp-main.564","Surface Form Competition: Why the Highest Probability Answer Isn{'}t Always Right","2021","-1","-1","5","0","4388","ari holtzman","Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing","0"
"2021.eacl-main.36","{FEWS}: Large-Scale, Low-Shot Word Sense Disambiguation with the Dictionary","2021","-1","-1","3","1","10565","terra blevins","Proceedings of the 16th Conference of the European Chapter of the Association for Computational Linguistics: Main Volume","0"
"2021.acl-long.35","{DESCGEN}: A Distantly Supervised Datasetfor Generating Entity Descriptions","2021","-1","-1","3","0","10586","weijia shi","Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers)","1"
"2021.acl-long.67","Bilingual Lexicon Induction via Unsupervised Bitext Construction and Word Alignment","2021","-1","-1","2","0","8227","haoyue shi","Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers)","1"
