"2021.sigdial-1.13","Commonsense-Focused Dialogues for Response Generation: An Empirical Study","2021","-1","-1","7","0","1454","pei zhou","Proceedings of the 22nd Annual Meeting of the Special Interest Group on Discourse and Dialogue","0"
"2021.scil-1.52","Overview of {AMALGUM} {--} Large Silver Quality Annotations across {E}nglish Genres","2021","-1","-1","3","0.769231","2266","luke gessler","Proceedings of the Society for Computation in Linguistics 2021","0"
"2021.nlp4convai-1.23","Think Before You Speak: Learning to Generate Implicit Knowledge for Response Generation by Self-Talk","2021","-1","-1","7","0","1454","pei zhou","Proceedings of the 3rd Workshop on Natural Language Processing for Conversational AI","0"
"2021.nlp4convai-1.27","Towards Zero and Few-shot Knowledge-seeking Turn Detection in Task-orientated Dialogue Systems","2021","-1","-1","4","0","3001","di jin","Proceedings of the 3rd Workshop on Natural Language Processing for Conversational AI","0"
"2021.naacl-main.56","Noisy Self-Knowledge Distillation for Text Summarization","2021","-1","-1","1","1","1457","yang liu","Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies","0"
"2021.naacl-main.437","Decompose, Fuse and Generate: A Formation-Informed Method for {C}hinese Definition Generation","2021","-1","-1","7","0","2471","hua zheng","Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies","0"
"2021.naacl-main.472","{QMS}um: A New Benchmark for Query-based Multi-domain Meeting Summarization","2021","-1","-1","9","0","4653","ming zhong","Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies","0"
"2021.naacl-main.474","{M}edia{S}um: A Large-scale Media Interview Dataset for Dialogue Summarization","2021","-1","-1","2","0","3408","chenguang zhu","Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies","0"
"2021.naacl-industry.3","Optimizing {NLU} Reranking Using Entity Resolution Signals in Multi-domain Dialog Systems","2021","-1","-1","9","0","4412","tong wang","Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies: Industry Papers","0"
"2021.naacl-industry.4","Entity Resolution in Open-domain Conversations","2021","-1","-1","11","0","4675","mingyue shang","Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies: Industry Papers","0"
"2021.inlg-1.9","Multi-Sentence Knowledge Selection in Open-Domain Dialogue","2021","-1","-1","6","0.916667","3954","mihail eric","Proceedings of the 14th International Conference on Natural Language Generation","0"
"2021.inlg-1.33","{D}ialog{S}um Challenge: Summarizing Real-Life Scenario Dialogues","2021","-1","-1","2","0","5975","yulong chen","Proceedings of the 14th International Conference on Natural Language Generation","0"
"2021.findings-emnlp.78","Leveraging Word-Formation Knowledge for {C}hinese Word Sense Disambiguation","2021","-1","-1","7","0","2471","hua zheng","Findings of the Association for Computational Linguistics: EMNLP 2021","0"
"2021.findings-emnlp.91","Diversity and Consistency: Exploring Visual Question-Answer Pair Generation","2021","-1","-1","4","0","6624","sen yang","Findings of the Association for Computational Linguistics: EMNLP 2021","0"
"2021.findings-emnlp.263","Knowledge Representation Learning with Contrastive Completion Coding","2021","-1","-1","5","0","7061","bo ouyang","Findings of the Association for Computational Linguistics: EMNLP 2021","0"
"2021.findings-emnlp.354","Want To Reduce Labeling Cost? {GPT}-3 Can Help","2021","-1","-1","2","0","3467","shuohang wang","Findings of the Association for Computational Linguistics: EMNLP 2021","0"
"2021.findings-acl.102","Fusing Context Into Knowledge Graph for Commonsense Question Answering","2021","-1","-1","4","0","7290","yichong xu","Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021","0"
"2021.findings-acl.160","Alternated Training with Synthetic and Authentic Data for Neural Machine Translation","2021","-1","-1","4","0","7891","rui jiao","Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021","0"
"2021.findings-acl.269","Retrieval Enhanced Model for Commonsense Generation","2021","-1","-1","2","0","4672","han wang","Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021","0"
"2021.findings-acl.422","On the Language Coverage Bias for Neural Machine Translation","2021","-1","-1","6","1","8474","shuo wang","Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021","0"
"2021.findings-acl.449","{D}ialog{S}um: {A} Real-Life Scenario Dialogue Summarization Dataset","2021","-1","-1","2","0","5975","yulong chen","Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021","0"
"2021.fever-1.6","Modeling Entity Knowledge for Fact Verification","2021","-1","-1","1","1","1457","yang liu","Proceedings of the Fourth Workshop on Fact Extraction and VERification (FEVER)","0"
"2021.eval4nlp-1.11","Statistically Significant Detection of Semantic Shifts using Contextual Word Embeddings","2021","-1","-1","1","1","1457","yang liu","Proceedings of the 2nd Workshop on Evaluation and Comparison of NLP Systems","0"
"2021.emnlp-main.151","Are Gender-Neutral Queries Really Gender-Neutral? Mitigating Gender Bias in Image Search","2021","-1","-1","2","0","8943","jialu wang","Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing","0"
"2021.emnlp-main.158","Segment, Mask, and Predict: Augmenting {C}hinese Word Segmentation with Self-Supervision","2021","-1","-1","2","0","8954","mieradilijiang maimaiti","Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing","0"
"2021.emnlp-main.267","Self-Supervised Quality Estimation for Machine Translation","2021","-1","-1","8","0","8955","yuanhang zheng","Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing","0"
"2021.emnlp-main.480","Learning to Selectively Learn for Weakly-supervised Paraphrase Generation","2021","-1","-1","6","0","9672","kaize ding","Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing","0"
"2021.emnlp-main.481","Effective Convolutional Attention Network for Multi-label Clinical Document Classification","2021","-1","-1","1","1","1457","yang liu","Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing","0"
"2021.ecnlp-1.6","Personalized Entity Resolution with Dynamic Heterogeneous {K}nowledge{G}raph Representations","2021","-1","-1","7","0","4847","ying lin","Proceedings of The 4th Workshop on e-Commerce and NLP","0"
"2021.ecnlp-1.19","Improving Factual Consistency of Abstractive Summarization on Customer Feedback","2021","-1","-1","1","1","1457","yang liu","Proceedings of The 4th Workshop on e-Commerce and NLP","0"
"2021.disrpt-1.1","The {DISRPT} 2021 Shared Task on Elementary Discourse Unit Segmentation, Connective Detection, and Relation Classification","2021","-1","-1","2","0","795","amir zeldes","Proceedings of the 2nd Shared Task on Discourse Relation Parsing and Treebanking (DISRPT 2021)","0"
"2021.disrpt-1.6","{D}is{C}o{D}is{C}o at the {DISRPT}2021 Shared Task: A System for Discourse Segmentation, Classification, and Connective Detection","2021","-1","-1","3","0.769231","2266","luke gessler","Proceedings of the 2nd Shared Task on Discourse Relation Parsing and Treebanking (DISRPT 2021)","0"
"2021.ccl-1.36","åºäºè¯ä¿¡æ¯åµå\
¥çæ±è¯­æè¯ç»æè¯å«ç ç©¶({C}hinese Word-Formation Prediction based on Representations of Word-Related Features)","2021","-1","-1","5","0","2471","hua zheng","Proceedings of the 20th Chinese National Conference on Computational Linguistics","0"
"2021.ccl-1.42","ä¸­ç¾å­¦è\
å­¦æ¯è±è¯­åä½ä¸­è¯æ±é¾åº¦ç¹å¾æ¯è¾ç ç©¶{---}{---}ä»¥è®¡ç®è¯­è¨å­¦é¢åè®ºæä¸ºä¾(A Comparative Study of the Features of Lexical Sophistication in Academic {E}nglish Writing by {C}hinese and {A}merican)","2021","-1","-1","2","0","11766","yonghui xie","Proceedings of the 20th Chinese National Conference on Computational Linguistics","0"
"2021.bionlp-1.23","Exploring Word Segmentation and Medical Concept Recognition for {C}hinese Medical Texts","2021","-1","-1","1","1","1457","yang liu","Proceedings of the 20th Workshop on Biomedical Language Processing","0"
"2021.acl-long.369","Mask-Align: Self-Supervised Neural Word Alignment","2021","-1","-1","3","0","13247","chi chen","Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers)","1"
"2021.acl-long.446","Transfer Learning for Sequence Generation: from Single-source to Multi-source","2021","-1","-1","4","1","13348","xuancheng huang","Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers)","1"
"2020.sigdial-1.35","Beyond Domain {API}s: Task-oriented Conversational Modeling with Unstructured Knowledge Access","2020","-1","-1","5","0","1451","seokhwan kim","Proceedings of the 21th Annual Meeting of the Special Interest Group on Discourse and Dialogue","0"
"2020.nlptea-1.9","A Hybrid System for {NLPTEA}-2020 {CGED} Shared Task","2020","-1","-1","4","0","16002","meiyuan fang","Proceedings of the 6th Workshop on Natural Language Processing Techniques for Educational Applications","0"
"2020.lrec-1.648","{AMALGUM} {--} A Free, Balanced, Multilayer {E}nglish Web Corpus","2020","-1","-1","3","0.769231","2266","luke gessler","Proceedings of the 12th Language Resources and Evaluation Conference","0"
"2020.lrec-1.733","A Corpus of Adpositional Supersenses for {M}andarin {C}hinese","2020","39","0","2","1","2267","siyao peng","Proceedings of the 12th Language Resources and Evaluation Conference","0"
"2020.inlg-1.46","Policy-Driven Neural Response Generation for Knowledge-Grounded Dialog Systems","2020","-1","-1","4","1","1455","behnam hedayatnia","Proceedings of the 13th International Conference on Natural Language Generation","0"
"2020.findings-emnlp.132","Research Replication Prediction Using Weakly Supervised Learning","2020","-1","-1","4","0","19566","tianyi luo","Findings of the Association for Computational Linguistics: EMNLP 2020","0"
"2020.emnlp-main.42","Accurate Word Alignment Induction from Neural Machine Translation","2020","29","0","2","0.689655","8634","yun chen","Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP)","0"
