"2021.naacl-main.70","Template Filling with Generative Transformers","2021","-1","-1","3","1","3418","xinya du","Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies","0"
"2021.naacl-main.124","Adding Chit-Chat to Enhance Task-Oriented Dialogues","2021","-1","-1","10","1","3620","kai sun","Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies","0"
"2021.findings-emnlp.6","Self-Teaching Machines to Read and Comprehend with Large-Scale Multi-Subject Question-Answering Data","2021","-1","-1","4","0.41498","3415","dian yu","Findings of the Association for Computational Linguistics: EMNLP 2021","0"
"2021.findings-emnlp.148","When in Doubt: Improving Classification Performance with Alternating Normalization","2021","-1","-1","5","0","6798","menglin jia","Findings of the Association for Computational Linguistics: EMNLP 2021","0"
"2021.findings-acl.386","Leveraging Topic Relatedness for Argument Persuasion","2021","-1","-1","4","0","8405","xinran zhao","Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021","0"
"2021.eacl-main.52","{GRIT}: Generative Role-filler Transformers for Document-level Event Entity Extraction","2021","-1","-1","3","1","3418","xinya du","Proceedings of the 16th Conference of the European Chapter of the Association for Computational Linguistics: Main Volume","0"
"2020.tacl-1.10","Investigating Prior Knowledge for Challenging {C}hinese Machine Reading Comprehension","2020","12","0","4","1","3620","kai sun","Transactions of the Association for Computational Linguistics","0"
"2020.fnp-1.25","{SUMSUM}@{FNS}-2020 Shared Task","2020","-1","-1","3","0","19341","siyan zheng","Proceedings of the 1st Joint Workshop on Financial Narrative Processing and MultiLing Financial Summarisation","0"
"2020.findings-emnlp.302","Improving Event Duration Prediction via Time-aware Pre-training","2020","-1","-1","4","0","19825","zonglin yang","Findings of the Association for Computational Linguistics: EMNLP 2020","0"
"2020.findings-emnlp.360","{W}iki{L}ingua: A New Benchmark Dataset for Cross-Lingual Abstractive Summarization","2020","-1","-1","3","1","6256","faisal ladhak","Findings of the Association for Computational Linguistics: EMNLP 2020","0"
"2020.emnlp-main.49","Event Extraction by Answering (Almost) Natural Questions","2020","29","0","2","1","3418","xinya du","Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP)","0"
"2020.emnlp-main.649","Intrinsic Evaluation of Summarization Datasets","2020","-1","-1","2","1","20628","rishi bommasani","Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP)","0"
"2020.emnlp-main.716","Exploring the Role of Argument Structure in Online Debate Persuasion","2020","-1","-1","3","0","3488","jialu li","Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP)","0"
"2020.acl-main.431","{I}nterpreting {P}retrained {C}ontextualized {R}epresentations via {R}eductions to {S}tatic {E}mbeddings","2020","-1","-1","3","1","20628","rishi bommasani","Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics","1"
"2020.acl-main.444","Dialogue-Based Relation Extraction","2020","63","0","3","0.630971","3415","dian yu","Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics","1"
"2020.acl-main.714","Document-Level Event Role Filler Extraction using Multi-Granularity Contextualized Encoding","2020","37","0","2","1","3418","xinya du","Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics","1"
"2020.aacl-main.55","Leveraging Structured Metadata for Improving Question Answering on the Web","2020","-1","-1","6","1","3418","xinya du","Proceedings of the 1st Conference of the Asia-Pacific Chapter of the Association for Computational Linguistics and the 10th International Joint Conference on Natural Language Processing","0"
"W19-4519","Persuasion of the Undecided: Language vs. the Listener","2019","0","0","3","0","24147","liane longpre","Proceedings of the 6th Workshop on Argument Mining","0"
"W19-1503","{SPARSE}: Structured Prediction using Argument-Relative Structured Encoding","2019","-1","-1","3","1","20628","rishi bommasani","Proceedings of the Third Workshop on Structured Prediction for {NLP}","0"
"Q19-1014","{DREAM}: A Challenge Data Set and Models for Dialogue-Based Reading Comprehension","2019","4","29","6","1","3620","kai sun","Transactions of the Association for Computational Linguistics","0"
"P19-1057","A Corpus for Modeling User and Language Effects in Argumentation on Online Debating","2019","26","0","2","1","6253","esin durmus","Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics","1"
"P19-1299","Multi-Source Cross-Lingual Model Transfer: Learning What to Share","2019","0","6","5","1","9649","xilun chen","Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics","1"
"P19-1407","Keeping Notes: Conditional Natural Language Generation with a Scratchpad Encoder","2019","0","1","4","0","25795","ryan benmalek","Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics","1"
"P19-1456","Determining Relative Argument Specificity and Stance for Complex Argumentative Structures","2019","57","1","3","1","6253","esin durmus","Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics","1"
"N19-1244","Be Consistent! Improving Procedural Text Comprehension using Label Consistency","2019","0","5","7","1","3418","xinya du","Proceedings of the 2019 Conference of the North {A}merican Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long and Short Papers)","0"
"N19-1270","Improving Machine Reading Comprehension with General Reading Strategies","2019","0","30","4","1","3620","kai sun","Proceedings of the 2019 Conference of the North {A}merican Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long and Short Papers)","0"
"D19-5804","Improving Question Answering with External Knowledge","2019","55","13","6","0","4904","xiaoman pan","Proceedings of the 2nd Workshop on Machine Reading for Question Answering","0"
"D19-1568","The Role of Pragmatic and Discourse Context in Determining Argument Impact","2019","43","1","3","1","6253","esin durmus","Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP)","0"
"W18-1110","Understanding the Effect of Gender and Stance in Opinion Expression in Debates on {``}Abortion{''}","2018","-1","-1","2","1","6253","esin durmus","Proceedings of the Second Workshop on Computational Modeling of People{'}s Opinions, Personality, and Emotions in Social Media","0"
