"2021.findings-emnlp.142","Exploring Multitask Learning for Low-Resource Abstractive Summarization","2021","-1","-1","2","0","6781","ahmed magooda","Findings of the Association for Computational Linguistics: EMNLP 2021","0"
"2021.findings-emnlp.175","Mitigating Data Scarceness through Data Synthesis, Augmentation and Curriculum for Abstractive Summarization","2021","-1","-1","2","0","6781","ahmed magooda","Findings of the Association for Computational Linguistics: EMNLP 2021","0"
"2021.bea-1.9","Essay Quality Signals as Weak Supervision for Source-based Essay Scoring","2021","-1","-1","2","1","12221","haoran zhang","Proceedings of the 16th Workshop on Innovative Use of NLP for Building Educational Applications","0"
"2021.argmining-1.14","Self-trained Pretrained Language Models for Evidence Detection","2021","-1","-1","2","0","6783","mohamed elaraby","Proceedings of the 8th Workshop on Argument Mining","0"
"2021.argmining-1.15","Multi-task Learning in Argument Mining for Persuasive Online Discussions","2021","-1","-1","2","0","12300","nhat tran","Proceedings of the 8th Workshop on Argument Mining","0"
"2020.lrec-1.130","The Discussion Tracker Corpus of Collaborative Argumentation","2020","43","0","4","0","16877","christopher olshefski","Proceedings of the 12th Language Resources and Evaluation Conference","0"
"2020.coling-main.128","Contextual Argument Component Classification for Class Discussions","2020","-1","-1","2","1","16878","luca lugini","Proceedings of the 28th International Conference on Computational Linguistics","0"
"2020.coling-demos.10","Discussion Tracker: Supporting Teacher Learning about Students{'} Collaborative Argumentation in High School Classrooms","2020","-1","-1","4","1","16878","luca lugini","Proceedings of the 28th International Conference on Computational Linguistics: System Demonstrations","0"
"2020.bea-1.7","Annotation and Classification of Evidence and Reasoning Revisions in Argumentative Writing","2020","-1","-1","3","0","22286","tazin afrin","Proceedings of the Fifteenth Workshop on Innovative Use of NLP for Building Educational Applications","0"
"2020.acl-main.759","Automated Topical Component Extraction Using Neural Network Attention Scores from Source-based Essay Scoring","2020","-1","-1","2","1","12221","haoran zhang","Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics","1"
"W18-5208","Argument Component Classification for Classroom Discussions","2018","34","3","2","1","16878","luca lugini","Proceedings of the 5th Workshop on Argument Mining","0"
"W18-5046","Weighting Model Based on Group Dynamics to Measure Convergence in Multi-party Dialogue","2018","0","0","2","1","28083","zahra rahimi","Proceedings of the 19th Annual {SIG}dial Meeting on Discourse and Dialogue","0"
"W18-0511","Annotating Student Talk in Text-based Classroom Discussions","2018","30","2","2","1","16878","luca lugini","Proceedings of the Thirteenth Workshop on Innovative Use of {NLP} for Building Educational Applications","0"
"W18-0528","Annotation and Classification of Sentence-level Revision Improvement","2018","20","1","2","0","22286","tazin afrin","Proceedings of the Thirteenth Workshop on Innovative Use of {NLP} for Building Educational Applications","0"
"W18-0549","Co-Attention Based Neural Network for Source-Dependent Essay Scoring","2018","0","0","2","1","12221","haoran zhang","Proceedings of the Thirteenth Workshop on Innovative Use of {NLP} for Building Educational Applications","0"
