"2021.emnlp-main.92","Label Verbalization and Entailment for Effective Zero and Few-Shot Relation Extraction","2021","-1","-1","5","0","6128","oscar sainz","Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing","0"
"2021.acl-long.506","Beyond Offline Mapping: Learning Cross-lingual Word Embeddings through Context Anchoring","2021","-1","-1","5","0","13428","aitor ormazabal","Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers)","1"
"2020.nlpcovid19-2.15","Automatic Evaluation vs. User Preference in Neural Textual {Q}uestion{A}nswering over {COVID}-19 Scientific Literature","2020","-1","-1","5","1","16264","arantxa otegi","Proceedings of the 1st Workshop on {NLP} for {COVID}-19 (Part 2) at {EMNLP} 2020","0"
"2020.lrec-1.55","Conversational Question Answering in Low Resource Scenarios: A Dataset and Case Study for {B}asque","2020","-1","-1","5","1","16264","arantxa otegi","Proceedings of the 12th Language Resources and Evaluation Conference","0"
"2020.lrec-1.588","Give your Text Representation Models some Love: the Case for {B}asque","2020","22","0","7","0","7239","rodrigo agerri","Proceedings of the 12th Language Resources and Evaluation Conference","0"
"2020.emnlp-main.326","Spot The Bot: A Robust and Efficient Framework for the Evaluation of Conversational Dialogue Systems","2020","-1","-1","8","0","3133","jan deriu","Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP)","0"
"2020.emnlp-main.618","Translation Artifacts in Cross-lingual Transfer Learning","2020","41","2","3","1","10622","mikel artetxe","Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP)","0"
"2020.coling-main.230","Improving Conversational Question Answering Systems after Deployment using Feedback-Weighted Learning","2020","-1","-1","5","0","16265","jon campos","Proceedings of the 28th International Conference on Computational Linguistics","0"
"2020.acl-srw.34","Unsupervised Multilingual Sentence Embeddings for Parallel Corpus Mining","2020","-1","-1","4","0","13979","ivana kvapilikova","Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics: Student Research Workshop","0"
"2020.acl-main.84","A Methodology for Creating Question Answering Corpora Using Inverse Data Annotation","2020","31","0","8","0","3133","jan deriu","Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics","1"
"2020.acl-main.652","{D}o{QA} - Accessing Domain-Specific {FAQ}s via Conversational {QA}","2020","17","0","6","0","16265","jon campos","Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics","1"
"2020.acl-main.658","A Call for More Rigor in Unsupervised Cross-lingual Learning","2020","76","0","5","1","10622","mikel artetxe","Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics","1"
"P19-1019","An Effective Approach to Unsupervised Machine Translation","2019","30","3","3","1","10622","mikel artetxe","Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics","1"
"P19-1492","Analyzing the Limitations of Cross-lingual Word Embedding Mappings","2019","0","10","5","0","13428","aitor ormazabal","Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics","1"
"P19-1494","Bilingual Lexicon Induction through Unsupervised Machine Translation","2019","0","5","3","1","10622","mikel artetxe","Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics","1"
"P19-1574","Probing for Semantic Classes: Diagnosing the Meaning Content of Word Embeddings","2019","52","0","4","0","10941","yadollah yaghoobzadeh","Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics","1"
"W18-2505","The risk of sub-optimal use of Open Source {NLP} Software: {UKB} is inadvertently state-of-the-art in knowledge-based {WSD}","2018","5","0","1","1","8824","eneko agirre","Proceedings of Workshop for {NLP} Open Source Software ({NLP}-{OSS})","0"
"P18-1073","A robust self-learning method for fully unsupervised cross-lingual mappings of word embeddings","2018","12","4","3","1","10622","mikel artetxe","Proceedings of the 56th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)","1"
"K18-1017","Learning Text Representations for 500{K} Classification Tasks on Named Entity Disambiguation","2018","0","3","3","1","8823","ander barrena","Proceedings of the 22nd Conference on Computational Natural Language Learning","0"
"K18-1028","Uncovering Divergent Linguistic Information in Word Embeddings with Lessons for Intrinsic and Extrinsic Evaluation","2018","25","2","4","1","10622","mikel artetxe","Proceedings of the 22nd Conference on Computational Natural Language Learning","0"
"D18-1399","Unsupervised Statistical Machine Translation","2018","0","50","3","1","10622","mikel artetxe","Proceedings of the 2018 Conference on Empirical Methods in Natural Language Processing","0"
"S17-2001","{S}em{E}val-2017 Task 1: Semantic Textual Similarity Multilingual and Crosslingual Focused Evaluation","2017","51","219","3","0","9653","daniel cer","Proceedings of the 11th International Workshop on Semantic Evaluation ({S}em{E}val-2017)","0"
