"671527850","12141","Jennifer Widom","276","34563","161","1","22585","72","1:2005,4:2007,"
"1998938290","11923","Michael Stonebraker","431","27762","256","2","22229","72","1:1994,4:1992,"
"237419955","11737","Hector Garcia Molina","593","50622","214","3","24828","71","1:1997,4:1999,"
"1979791317","12243","David J. DeWitt","234","24600","154","4","19744","69","1:1995,4:1995,"
"2121939561","11410","Jiawei Han","1152","106233","173","5","20737","64","1:2003,"
"2163909284","12705","Surajit Chaudhuri","401","22613","227","6","17019","63","1:2005,4:2011,"
"2523407221","12208","Michael J. Franklin","304","35175","170","7","19735","62","1:2005,"
"2125104194","11621","Philip S. Yu","1810","76187","204","8","16789","60","1:1997,"
"2063640528","12169","Joseph M. Hellerstein","313","31064","155","9","19910","60","1:2009,"
"2196778472","12868","Divesh Srivastava","450","18855","237","10","13002","59","1:2011,"
"2157114695","12953","Michael J. Carey","293","14335","186","11","11149","58","1:2000,4:2005,"
"2139913828","12210","Samuel Madden","305","31855","161","12","18762","57","1:2020,"
"2138427228","11275","Rakesh Agrawal","291","75425","105","13","45922","55","1:2003,4:2000,"
"360112113","12795","Hosagrahar V. Jagadish","352","19198","172","14","13936","55",\N
"2075622585","12840","Jeffrey F. Naughton","246","14847","145","15","11539","54","1:2002,"
"1986159374","12769","Dan Suciu","407","19722","191","16","11054","54","1:2011,4:2022,"
"2037466936","13477","Beng Chin Ooi","372","13590","204","17","9086","53","1:2011,4:2020,"
"2154833104","12868","Alon Halevy","217","21008","107","18","14031","52","1:2006,4:2021,"
"514836396","12758","Gerhard Weikum","837","23030","207","19","8928","51","1:2005,4:2016,"
"2164040783","12492","Raghu Ramakrishnan","337","27342","142","20","16627","50","1:2001,4:2018,"
"2169544959","13249","Divyakant Agrawal","452","14837","221","21","8229","50","1:2011,"
"2304774990","12423","Philip A. Bernstein","269","23853","138","22","17168","49","1:2001,4:1994,"
"2159644763","13096","Christian S. Jensen","590","17690","193","23","9915","49","1:2011,"
"2083845045","12490","Johannes Gehrke","306","27904","114","24","15730","47","1:2014,"
"2131082813","13563","Yufei Tao","197","12451","88","25","9218","46","1:2020,"
"2289816208","13447","Laks V. S. Lakshmanan","250","11665","116","26","7340","46",\N
"2411984561","13247","Chandrasekaran Mohan","171","9431","107","27","6586","45",\N
"1919135125","12217","Hans Peter Kriegel","466","42536","151","28","22289","45","1:2009,"
"717547165","12623","Elisa Bertino","1210","27119","274","29","7780","45","1:2003,"
"2198983026","11767","Christos Faloutsos","787","56487","101","30","10705","44","1:2010,"
"2243308922","13523","Dimitris Papadias","197","12187","80","31","7685","43",\N
"2089290244","13558","Minos Garofalakis","230","10204","101","32","6578","43","1:2018,"
"172400696","12580","Serge Abiteboul","291","18710","111","33","10578","43","1:2011,4:1998,"
"2252234571","14437","Anand Prahlad","138","14269","57","34","9399","43",\N
"335443309","13526","Nick Koudas","173","10688","98","35","7711","41",\N
"431165649","13396","Stanley B. Zdonik","142","9797","76","36","6098","41","1:2006,"
"2242617642","13317","Donald Kossmann","279","11711","172","37","9547","41","1:2010,"
"2295682018","12431","Amit P. Sheth","816","30474","115","38","7801","40","1:2020,"
"2057455714","13836","Vivek Narasayya","153","7525","106","39","5996","40",\N
"519054157","13050","Stefano Ceri","436","14957","120","40","7060","40","1:2013,4:2013,"
"2215544493","13391","Jeffrey P. Jacobs","548","13773","121","41","4155","40",\N
"2119358208","13630","Jeffrey Xu Yu","493","11681","166","42","5276","39",\N
"2284116839","13340","Goetz Graefe","263","8622","129","43","6839","39","4:2017,"
"689294964","13010","Umeshwar Dayal","351","15127","131","44","8283","39","1:2008,4:2010,"
"2064546257","12908","David Maier","333","15128","150","45","6944","39","1:1998,4:1997,"
"2131537204","11903","Jim Gray","269","34179","109","46","16388","39","1:1994,4:1993,"
"2125481875","13861","Xuemin Lin","398","9577","135","47","5717","39",\N
"2289364316","11358","Jeffrey D. Ullman","376","59762","92","48","14840","39","1:1995,4:2006,"
"2651564987","13135","Rajeev Rastogi","243","15812","80","49","9211","39","1:2012,"
"1983664831","14108","David B. Lomet","177","5605","116","50","4398","38","1:2002,"
"2028117853","13617","Carlo Zaniolo","345","8020","149","51","5126","38","1:2019,"
"2057816297","13370","Ahmed K. Elmagarmid","295","13487","116","52","6030","38","1:2012,"
"2142476784","13689","Kian Lee Tan","341","10606","161","53","5981","38",\N
"2132396280","13850","Wenfei Fan","220","9566","89","54","5144","37","1:2012,"
"2213038480","13427","Hamid Pirahesh","90","8359","77","55","7752","37","1:2008,"
"2120785847","13896","Amr El Abbadi","260","7860","126","56","4291","37","1:2010,"
"401236404","13615","Guy M. Lohman","150","7872","92","57","5626","37",\N
"2157867657","14242","Xiaokui Xiao","158","6790","65","58","4708","37",\N
"696807755","14067","Mohamed F. Mokbel","239","8257","101","59","4967","36",\N
"2056441798","12554","Sushil Jajodia","730","27453","133","60","5906","36","1:2021,"
"699078101","13351","Richard T. Snodgrass","304","9623","123","61","5453","36","1:1999,"
"2244150349","13871","Alfons Kemper","358","6893","176","62","4687","36",\N
"2123327822","13738","RenÃ©e J. Miller","155","7478","85","63","4927","36",\N
"2122271048","13379","Gustavo Alonso","346","13013","117","64","4909","36","1:2012,"
"2318776917","13556","Lei Chen","634","12682","147","65","4100","36",\N
"2169716560","13644","AnHai Doan","150","9691","73","66","5568","36",\N
"2170206103","13191","Daniel J. Abadi","83","12594","69","67","11628","36","1:2020,"
"2272704701","13498","Shivnath Babu","120","10853","85","68","6895","35",\N
"2081047619","14038","Peter Boncz","211","5381","101","69","4555","35",\N
"2020635548","13287","Bruce G. Lindsay","150","7905","89","70","6010","35","1:1994,4:2012,"
"2345141441","13574","Magdalena Balazinska","175","8758","88","71","5739","35",\N
"435837623","13427","Yannis E. Ioannidis","276","9161","103","72","5598","35","1:2004,"
"2127483189","13056","Frank Leymann","643","17666","110","73","5123","35",\N
"2155925739","13867","Jignesh M. Patel","172","9021","98","74","6509","35","1:2014,"
"2062009547","13396","Timos Sellis","367","10047","158","75","5633","34",\N
"220758600","13750","Walid G. Aref","288","9009","119","76","4986","34",\N
"2116418223","13631","Kenneth A. Ross","194","8043","87","77","4220","34",\N
"2161153869","12689","John Mylopoulos","699","23700","108","78","4668","34",\N
"2777339002","13759","Haixun Wang","220","10893","79","79","5354","34",\N
"2289414603","13694","Elke A. Rundensteiner","537","8782","217","80","3946","34",\N
"2107636426","13340","Sean M. OBrien","274","17428","49","81","3979","34",\N
"2002742946","13849","Amol Deshpande","152","7410","92","82","6394","33",\N
"2034912444","11696","Rajeev Motwani","270","60080","44","83","8253","33","1:2007,"
"2061024894","13592","Daniela Florescu","89","7074","55","84","5349","33",\N
"2488905669","14404","Wei Wang","179","5463","64","85","3901","33","1:2020,"
"2190072679","13699","Graham Cormode","277","10513","64","86","4190","32","1:2020,"
"2158742306","13153","Erhard Rahm","336","15318","95","87","11357","32",\N
"323797451","13109","Krithi Ramamritham","413","13021","103","88","3762","32",\N
"2304639312","13533","Laura M. Haas","110","8023","67","89","5539","32","1:2006,4:2015,"
"2117317669","13863","Martin L. Kersten","280","6308","142","90","4413","32","1:2016,4:2014,"
"2115611082","13933","Sundararajarao Sudarshan","138","6068","84","91","5039","32",\N
"18851973","13949","Nikos Mamoulis","273","8080","91","92","4203","32",\N
"2131931065","14022","Christoph Koch","369","7241","97","93","3391","32",\N
"2171804313","13800","Guoliang Li","427","15229","97","94","2952","32",\N
"2156135343","13860","Christopher RÃ©","318","9084","88","95","3533","31",\N
"2065325028","13154","Shamkant B. Navathe","248","13495","102","96","8813","31","1:2014,"
"2776939782","13379","Yannis Papakonstantinou","62","9177","39","97","6837","31",\N
"2126330539","12213","Jian Pei","409","50195","76","98","6186","31","1:2015,"
"1983463915","13602","Tova Milo","252","7560","120","99","3638","31","1:2012,"
"2251396636","13352","Luis Gravano","142","10511","61","100","5404","31",\N
"228437624","12411","Miron Livny","271","23322","59","101","7472","31",\N
"339589296","14790","Neoklis Polyzotis","109","3352","74","102","2711","31",\N
"2024002627","14329","Anastasia Ailamaki","216","5919","130","103","2828","31","1:2015,4:2019,"
"1982738670","14491","Ihab F. Ilyas","153","5700","75","104","3932","30","1:2020,"
"258753967","13359","Nick Roussopoulos","163","7797","78","105","4384","30","1:2001,"
"172573358","14236","Guido Moerkotte","180","3875","88","106","3029","30",\N
"360895095","13998","M. Tamer Ã–zsu","274","7547","120","107","4346","30",\N
"2161168953","13256","Kyuseok Shim","174","12121","59","108","8478","30","1:2013,"
"2070167002","13630","Norman W. Paton","346","9501","140","109","2909","30",\N
"2311819533","14330","Inderpal S. Narang","90","4039","56","110","2839","30",\N
"2020717950","12020","Amos Marc Bairoch","235","56316","45","111","12114","30",\N
"2112689123","13724","Gautam Das","268","8236","103","112","3882","30","1:2021,"
"2318752249","15023","Assaf Natanzon","198","10655","39","113","2339","30",\N
"2155727976","11712","Eric D. Peterson","2147","93470","42","114","3200","29",\N
"150096297","13351","Karl Aberer","572","12282","125","115","2901","29",\N
"2223920688","13419","Patrick Valduriez","476","10060","181","116","3846","29","1:2012,"
"2116519607","13861","Juliana Freire","257","8151","98","117","3447","29","1:2014,"
"1963964406","14338","Volker Markl","239","5129","117","118","3667","29","1:2020,"
"2118460571","13597","Peter J. Haas","181","7528","58","119","4339","29","1:2013,"
"2344506219","14368","Thomas Neumann","204","5099","109","120","3980","29",\N
"2020138198","13315","Peter Buneman","169","10570","64","121","3545","29","1:2000,"
"2003419062","14318","Philip Bohannon","91","4963","52","122","4147","29",\N
"2148643341","14320","Per Ake Larson","98","4342","66","123","3603","29","1:2004,"
"2524112933","13640","John Matthew Santosuosso","557","11823","135","124","2479","29",\N
"1971906594","15151","Muralidhar Krishnaprasad","82","3955","44","125","2472","29",\N
"2102819664","13636","Clement Yu","204","7050","64","126","2667","29",\N
"1970236533","13503","Constantine Mavroudis","363","9906","38","127","2215","29",\N
"2151325580","13320","Bernhard Seeger","148","9687","64","128","8331","28",\N
"2099727678","14251","Felix Naumann","231","6338","77","129","2659","28",\N
"742538449","13756","Arie Shoshani","178","5516","73","130","2900","28",\N
"2096174866","14806","Ravi Murthy","151","4434","81","131","2684","28",\N
"2019462106","14345","Torben Bach Pedersen","332","4473","119","132","2366","28",\N
"1987600604","12821","Diego Calvanese","462","21302","81","133","3284","28","1:2019,"
"2201039448","13224","Sharad Mehrotra","316","13687","96","134","6555","28",\N
"2082974086","12972","Dennis Shasha","443","16833","83","135","3995","28","1:2013,"
"2687370976","14450","Cong Yu","112","5007","51","136","3398","28",\N
"665840641","13594","Henry F. Korth","135","7099","62","137","4885","28","1:2000,"
"2239188769","13788","Bertram LudÃ¤scher","243","6825","93","138","3299","28",\N
"2309335715","13664","Eugene J. Shekita","89","8564","40","139","5912","28",\N
"252562283","14356","Panos Kalnis","131","6196","60","140","3466","28",\N
"270949118","12595","Wil M. P. van der Aalst","608","27203","54","141","2930","28","1:2020,"
"155138609","14920","Rajiv Kottomtharayil","105","7882","43","142","4167","27",\N
"1656275121","13199","Dimitrios Gunopulos","291","14646","57","143","5559","27",\N
"121171588","14340","Anthony K. H. Tung","162","6194","64","144","2710","27",\N
"2175821055","13621","Ouri Wolfson","262","8794","78","145","4213","27","1:2001,"
"1969282344","13303","Alberto O. Mendelzon","152","9467","62","146","3860","27",\N
"2097328450","13735","Susan B. Davidson","192","6104","90","147","3554","27","1:2001,"
"2157269769","13292","Richard Hull","219","12094","68","148","7144","27","1:2007,"
"2081368286","14692","Man Lung Yiu","128","4560","60","149","2988","27",\N
"1973119209","14160","Jan Chomicki","149","6122","52","150","4098","27",\N
"2087987499","12904","Pierangela Samarati","364","17198","61","151","3905","27","1:2021,"
"2589753862","14660","Jun Yang","125","3427","70","152","2936","27",\N
"8132329","14301","Vassilis J. Tsotras","200","4711","72","153","2486","27",\N
"2103086064","12507","Ronald Fagin","212","23233","37","154","6518","27","1:2000,4:2004,"
"2428795359","13006","Stephen J. Freedland","969","19692","100","155","2353","27",\N
"2149192155","15059","Parag Gokhale","87","6543","41","156","4054","26",\N
"2081189480","15030","Dan Olteanu","123","2924","62","157","2218","26",\N
"2130998405","14916","David Maxwell Cannon","114","3565","61","158","2718","26",\N
"2078839115","14528","Tim Kraska","159","4417","76","159","3300","26",\N
"2066833720","14839","Ashraf Aboulnaga","94","2947","71","160","2367","26",\N
"2170949439","14991","Amit Ganesh","137","3162","64","161","1720","26",\N
"2138267588","14447","Reynold Cheng","168","5143","66","162","3315","26",\N
"2146083031","14438","Marshall L. Jacobs","218","4842","52","163","1764","26",\N
"740816581","14271","Ioana Manolescu","233","4442","119","164","3250","26",\N
"53579654","13884","Zachary G. Ives","126","7454","55","165","3210","26","1:2021,"
"2083621898","14133","Tetsuro Motoyama","279","7460","70","166","2401","26",\N
"1976298713","12919","Maurizio Lenzerini","349","17281","54","167","2881","26","1:2009,"
"2096749051","14281","Kevin Chen Chuan Chang","146","5908","53","168","2815","26",\N
"2116124413","13654","Won Kim","58","5805","45","169","4722","26","1:1995,"
"156875573","13664","Sunita Sarawagi","121","8424","44","170","3999","26","1:2021,"
"2119605707","14080","Wolfgang Lehner","535","4746","237","171","3018","26",\N
"2109621001","12953","Raymond T. Ng","331","18013","51","172","4704","26",\N
"2050071469","13872","Hans JÃ¶rg Schek","161","6067","66","173","2363","26","1:2001,"
"89934235","12734","Hanan Samet","366","19689","62","174","3870","26","1:1996,"
