"109388724","1991787159","1"
"1991787159","109388724","1"
"109388724","2488936407","2"
"2488936407","109388724","2"
"109388724","2121336698","1"
"2121336698","109388724","1"
"1492351049","2109450332","0.5"
"2109450332","1492351049","0.5"
"1492351049","2406479439","0.5"
"2406479439","1492351049","0.5"
"2109450332","2406479439","0.5"
"2406479439","2109450332","0.5"
"1492351049","1991787159","1"
"1991787159","1492351049","1"
"1567816029","2096542762","2"
"2096542762","1567816029","2"
"1591490676","2294800575","1.5"
"2294800575","1591490676","1.5"
"1591490676","2731628457","1"
"2731628457","1591490676","1"
"1591490676","2109450332","2.5"
"2109450332","1591490676","2.5"
"1591490676","167223821","1"
"167223821","1591490676","1"
"1591490676","2108779206","0.5"
"2108779206","1591490676","0.5"
"2108779206","2294800575","2.5"
"2294800575","2108779206","2.5"
"1591490676","2103290019","0.5"
"2103290019","1591490676","0.5"
"2103290019","2109450332","2"
"2109450332","2103290019","2"
"1591490676","2134788852","1"
"2134788852","1591490676","1"
"1591490676","274786633","1"
"274786633","1591490676","1"
"1591490676","2059180774","1"
"2059180774","1591490676","1"
"1591490676","2140539724","0.333333"
"2140539724","1591490676","0.333333"
"1591490676","2406479439","0.333333"
"2406479439","1591490676","0.333333"
"1591490676","2768907898","0.333333"
"2768907898","1591490676","0.333333"
"2140539724","2406479439","3.16667"
"2406479439","2140539724","3.16667"
"2140539724","2768907898","2.33333"
"2768907898","2140539724","2.33333"
"2406479439","2768907898","0.333333"
"2768907898","2406479439","0.333333"
"164534969","2498147576","0.5"
"2498147576","164534969","0.5"
"164534969","274786633","4.5"
"274786633","164534969","4.5"
"2498147576","274786633","1.5"
"274786633","2498147576","1.5"
"1647634402","2109450332","1"
"2109450332","1647634402","1"
"172164336","2768907898","2"
"2768907898","172164336","2"
"1847876811","2170952722","1"
"2170952722","1847876811","1"
"1847876811","2140539724","1"
"2140539724","1847876811","1"
"1964843383","2096542762","1.33333"
"2096542762","1964843383","1.33333"
"1964843383","2166240450","0.333333"
"2166240450","1964843383","0.333333"
"1964843383","2731628457","0.333333"
"2731628457","1964843383","0.333333"
"2096542762","2166240450","0.333333"
"2166240450","2096542762","0.333333"
"2096542762","2731628457","0.333333"
"2731628457","2096542762","0.333333"
"2166240450","2731628457","0.333333"
"2731628457","2166240450","0.333333"
"1964843383","1991787159","3"
"1991787159","1964843383","3"
"1964843383","2103802579","1"
"2103802579","1964843383","1"
"1991787159","2059180774","0.5"
"2059180774","1991787159","0.5"
"1991787159","2293649942","0.5"
"2293649942","1991787159","0.5"
"1991787159","2397266051","0.5"
"2397266051","1991787159","0.5"
"1991787159","2768907898","0.5"
"2768907898","1991787159","0.5"
"2059180774","2293649942","2.5"
"2293649942","2059180774","2.5"
"2059180774","2397266051","0.5"
"2397266051","2059180774","0.5"
"2059180774","2768907898","0.5"
"2768907898","2059180774","0.5"
"2293649942","2397266051","0.5"
"2397266051","2293649942","0.5"
"2293649942","2768907898","0.5"
"2768907898","2293649942","0.5"
"2397266051","2768907898","0.5"
"2768907898","2397266051","0.5"
"1991787159","2624852356","1"
"2624852356","1991787159","1"
"2086510906","2140539724","0.5"
"2140539724","2086510906","0.5"
"2086510906","2406479439","0.5"
"2406479439","2086510906","0.5"
"2086510906","2103290019","1"
"2103290019","2086510906","1"
"2086510906","2768907898","1"
"2768907898","2086510906","1"
"2103290019","2768907898","1"
"2768907898","2103290019","1"
"2086510906","2109450332","1"
"2109450332","2086510906","1"
"2096542762","2109450332","1"
"2109450332","2096542762","1"
"2103290019","2406479439","2.33333"
"2406479439","2103290019","2.33333"
"2103290019","2170952722","1.33333"
"2170952722","2103290019","1.33333"
"2103290019","2140539724","0.333333"
"2140539724","2103290019","0.333333"
"2140539724","2170952722","0.833333"
"2170952722","2140539724","0.833333"
"2170952722","2406479439","3.33333"
"2406479439","2170952722","3.33333"
"2103290019","2469733693","1"
"2469733693","2103290019","1"
"2109450332","2469733693","0.5"
"2469733693","2109450332","0.5"
"2103290019","2122308562","0.5"
"2122308562","2103290019","0.5"
"2122308562","2469733693","1"
"2469733693","2122308562","1"
"2103802579","2731628457","1"
"2731628457","2103802579","1"
"2103802579","2804417231","1"
"2804417231","2103802579","1"
"2108779206","2469733693","1"
"2469733693","2108779206","1"
"2109450332","2170952722","1"
"2170952722","2109450332","1"
"2109450332","2768907898","1.5"
"2768907898","2109450332","1.5"
"2109450332","2140539724","1.5"
"2140539724","2109450332","1.5"
"2122308562","2140539724","1"
"2140539724","2122308562","1"
"2122308562","2170952722","0.5"
"2170952722","2122308562","0.5"
"2170952722","2469733693","0.5"
"2469733693","2170952722","0.5"
"2170952722","2768907898","0.5"
"2768907898","2170952722","0.5"
"2140539724","2407182981","0.5"
"2407182981","2140539724","0.5"
"2140539724","46943982","0.5"
"46943982","2140539724","0.5"
"2407182981","46943982","0.5"
"46943982","2407182981","0.5"
"2140539724","2178831612","1"
"2178831612","2140539724","1"
"2178831612","2469733693","2"
"2469733693","2178831612","2"
"2590113460","274786633","1"
"274786633","2590113460","1"
"2620597057","2791921699","1"
"2791921699","2620597057","1"
